PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,AB,PMC,IP,LID
13816523,NLM,MEDLINE,19981101,20181201,0031-4005 (Print) 0031-4005 (Linking),25,1960 Jan,Transplacental transmission of busulfan (myleran) in a mother with leukemia. Production of fetal malformation and cytomegaly.,85-90,"['DIAMOND, I', 'ANDERSON, M M', 'McCREADIE, S R']","['DIAMOND I', 'ANDERSON MM', 'McCREADIE SR']",['eng'],['Journal Article'],United States,Pediatrics,Pediatrics,0376422,OM,"['Busulfan/*toxicity', 'Congenital Abnormalities/*etiology', 'Female', '*Leukemia', '*Mothers', 'Pregnancy', '*Pregnancy Complications']",['NLM'],"['*ABNORMALITIES/etiology', '*BUSULFAN/toxicology', '*LEUKEMIA/in pregnancy', '*PREGNANCY/complications']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Pediatrics. 1960 Jan;25:85-90.,,['G1LN9045DK (Busulfan)'],,,,
13816522,NLM,MEDLINE,19981101,20181201,0365-3056 (Print) 0365-3056 (Linking),16,1960,The pathogenesis and management of neurological complications of malignant lymphomas and leukemia.,831-41,"['DIAMOND, H D', 'WILLIAMS, H M', 'CRAVER, L F']","['DIAMOND HD', 'WILLIAMS HM', 'CRAVER LF']",['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,OM,"['*Disease Management', 'Hodgkin Disease/*complications', 'Humans', 'Leukemia/*complications', '*Lymphoma', '*Nervous System Diseases', '*Neurologic Manifestations']",['NLM'],"[""*HODGKIN'S DISEASE/complications"", '*LEUKEMIA/complications', '*NEUROLOGIC MANIFESTATIONS']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1960;16:831-41.,,,,,,
13816447,NLM,MEDLINE,19981101,20181201,0027-8874 (Print) 0027-8874 (Linking),24,1960 Jun,A chromatographic study of the deoxyribonucleic acids from normal and leukemic human tissues.,1309-18,"['DI MAYORCA, G', 'ROSENKRANZ, H S', 'POLLI, E E', 'KORNGOLD, G C', 'BENDICH, A']","['DI MAYORCA G', 'ROSENKRANZ HS', 'POLLI EE', 'KORNGOLD GC', 'BENDICH A']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,OM,"['DNA/*chemistry', 'Humans', 'Leukemia/*metabolism']",['NLM'],"['*DESOXYRIBONUCLEIC ACID/chemistry', '*LEUKEMIA/metabolism']",1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1960 Jun;24:1309-18.,,['9007-49-2 (DNA)'],,,,
13816424,NLM,MEDLINE,19981101,20181201,0004-0061 (Print) 0004-0061 (Linking),30,1959 Oct,[Considerations on a case of acute leukemic reticulo-endotheliosis].,227-45,"['DI LOLLO, F', 'DE DOMINICIS, R']","['DI LOLLO F', 'DE DOMINICIS R']",['ita'],['Journal Article'],Italy,Arch De Vecchi Anat Patol,"Archivio ""de Vecchi"" per l'anatomia patologica e la medicina clinica",0372455,OM,"['Humans', '*Leukemia', 'Leukemia, Myeloid/*pathology', '*Monocytes']",['NLM'],"['*LEUKEMIA, MONOCYTIC/pathology']",1959/10/01 00:00,1959/10/01 00:01,['1959/10/01 00:00'],"['1959/10/01 00:00 [pubmed]', '1959/10/01 00:01 [medline]', '1959/10/01 00:00 [entrez]']",ppublish,Arch De Vecchi Anat Patol. 1959 Oct;30:227-45.,,,,,,
13816359,NLM,MEDLINE,19981101,20181201,0024-7790 (Print) 0024-7790 (Linking),91,1959 Sep 6,[Influence of therapy on the evolution of acute leukoses].,363-94,"['DHERS, A']",['DHERS A'],['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,OM,"['*Biological Evolution', 'Humans', '*Leadership', 'Leukemia/*therapy']",['NLM'],['*LEUKEMIA/therapy'],1959/09/06 00:00,1959/09/06 00:01,['1959/09/06 00:00'],"['1959/09/06 00:00 [pubmed]', '1959/09/06 00:01 [medline]', '1959/09/06 00:00 [entrez]']",ppublish,Lyon Med. 1959 Sep 6;91:363-94.,,,,,,
13816126,NLM,MEDLINE,19981101,20190627,0002-9343 (Print) 0002-9343 (Linking),28,1960 Jan,Mechanisms of anemia in leukemia and malignant lymphoma.,69-76,"['DESFORGES, J F', 'ROSS, J D', 'MOLONEY, W C']","['DESFORGES JF', 'ROSS JD', 'MOLONEY WC']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,OM,"['Anemia/*etiology', 'Hodgkin Disease/*blood', 'Humans', 'Leukemia/*blood', '*Lymphoma']",['NLM'],"['*ANEMIA/etiology', ""*HODGKIN'S DISEASE/blood"", '*LEUKEMIA/blood']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Am J Med. 1960 Jan;28:69-76. doi: 10.1016/0002-9343(60)90224-2.,"['0002-9343(60)90224-2 [pii]', '10.1016/0002-9343(60)90224-2 [doi]']",,,,,
13815934,NLM,MEDLINE,19981101,20190618,0028-0836 (Print) 0028-0836 (Linking),187,1960 Jul 23,Zinc content of erythrocytes and leucocytes of blood of normal and leukaemic subjects.,302-3,"['DENNES, E', 'TUPPER, R', 'WORMALL, A']","['DENNES E', 'TUPPER R', 'WORMALL A']",['eng'],['Journal Article'],England,Nature,Nature,0410462,OM,"['Erythrocytes/*metabolism', 'Humans', 'Leukemia/*blood', 'Leukocytes/*metabolism', 'Zinc/*blood']",['NLM'],"['*ERYTHROCYTES/metabolism', '*LEUKEMIA/blood', '*LEUKOCYTES/metabolism', '*ZINC/blood']",1960/07/23 00:00,1960/07/23 00:01,['1960/07/23 00:00'],"['1960/07/23 00:00 [pubmed]', '1960/07/23 00:01 [medline]', '1960/07/23 00:00 [entrez]']",ppublish,Nature. 1960 Jul 23;187:302-3. doi: 10.1038/187302a0.,['10.1038/187302a0 [doi]'],['J41CSQ7QDS (Zinc)'],,,,
13815877,NLM,MEDLINE,19981101,20181201,0035-3787 (Print) 0035-3787 (Linking),102,1960 Jan,[Primary cerebral reticuloendotheliosis (so-called granulomatous encephalitis) and infundibulo-tuberal granuloma].,20-43,"['DEN HARTOG, J C', 'GUAZZI, G C', 'NUNES VICENTE, A']","['DEN HARTOG JC', 'GUAZZI GC', 'NUNES VICENTE A']",['fre'],"['Case Reports', 'Journal Article']",France,Rev Neurol (Paris),Revue neurologique,2984779R,OM,"['*Brain', '*Brain Diseases', '*Encephalitis', '*Genetic Diseases, X-Linked', '*Granuloma', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Medical Records', '*Severe Combined Immunodeficiency']",['NLM'],"['*BRAIN/diseases', '*GRANULOMA', '*RETICULOENDOTHELIOSIS/case reports']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Rev Neurol (Paris). 1960 Jan;102:20-43.,,"['Reticuloendotheliosis, X-linked']",,,,
13815379,NLM,MEDLINE,19981101,20190509,0095-9901 (Print) 0095-9901 (Linking),7,1960 Feb,A histoautoradiographic study of deoxyribonucleic acid synthesis in tissue cultures of chicken embryo liver cells infected with RPL-12 lymphomatosis virus.,201-4,"['DEFENDI, V', 'KRITCHEVSKY, D']","['DEFENDI V', 'KRITCHEVSKY D']",['eng'],['Journal Article'],United States,J Biophys Biochem Cytol,The Journal of biophysical and biochemical cytology,17840020R,OM,"['Animals', '*Chickens', 'DNA/*chemistry', '*DNA Replication', '*Hepatocytes', 'Leukemia/*virology', '*Liver', 'Viruses/*chemistry']",['NLM'],"['*DESOXYRIBONUCLEIC ACID/chemistry', '*LEUKEMIA/virology', '*VIRUSES/chemistry']",1960/02/01 00:00,1960/02/01 00:01,['1960/02/01 00:00'],"['1960/02/01 00:00 [pubmed]', '1960/02/01 00:01 [medline]', '1960/02/01 00:00 [entrez]']",ppublish,J Biophys Biochem Cytol. 1960 Feb;7:201-4. doi: 10.1083/jcb.7.1.201.,['10.1083/jcb.7.1.201 [doi]'],['9007-49-2 (DNA)'],,PMC2224853,,
13815001,NLM,MEDLINE,19981101,20181201,0035-5259 (Print) 0035-5259 (Linking),73,1959 Nov 28,[A case of subacute anerythremic myelosis].,1376-80,"['DE ROSA, F', 'AMOROSO, F']","['DE ROSA F', 'AMOROSO F']",['ita'],"['Case Reports', 'Journal Article']",Italy,Riforma Med,La Riforma medica,0404345,OM,"['*Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', '*Medical Records', '*Polycythemia Vera']",['NLM'],['*POLYCYTHEMIA VERA/case reports'],1959/11/28 00:00,1959/11/28 00:01,['1959/11/28 00:00'],"['1959/11/28 00:00 [pubmed]', '1959/11/28 00:01 [medline]', '1959/11/28 00:00 [entrez]']",ppublish,Riforma Med. 1959 Nov 28;73:1376-80.,,,,,,
13814841,NLM,MEDLINE,19981101,20181201,0366-368X (Print),16,1960 Jun 1,[Treatment and physiopathology of leukemia].,551-4,"['DE LANDSHEERE, B C']",['DE LANDSHEERE BC'],['dut'],['Journal Article'],Belgium,Belg Tijdschr Geneesk,Belgisch tijdschrift voor geneeskunde,15510370R,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,Belg Tijdschr Geneesk. 1960 Jun 1;16:551-4.,,,,,,
13814840,NLM,MEDLINE,19981101,20181201,0366-368X (Print),16,1960 Jun 1,[Introduction to leukemia].,528-30,"['DE LANDSHEERE, B C']",['DE LANDSHEERE BC'],['dut'],['Journal Article'],Belgium,Belg Tijdschr Geneesk,Belgisch tijdschrift voor geneeskunde,15510370R,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,Belg Tijdschr Geneesk. 1960 Jun 1;16:528-30.,,,,,,
13814781,NLM,MEDLINE,19981101,20190509,0095-9901 (Print) 0095-9901 (Linking),7,1960 Jul,Further electron microscope studies of a mouse leukemia induced by cell-free filtrates.,747-52,"['DE HARVEN, E', 'FRIEND, C']","['DE HARVEN E', 'FRIEND C']",['eng'],['Journal Article'],United States,J Biophys Biochem Cytol,The Journal of biophysical and biochemical cytology,17840020R,OM,"['Animals', '*Cell Membrane', '*Cytoplasm', '*Electrons', '*Leukemia', '*Leukemia, Experimental', 'Mice', 'Mice, Inbred DBA', 'Mice, Inbred Strains']",['NLM'],['*LEUKEMIA/experimental'],1960/07/01 00:00,1960/07/01 00:01,['1960/07/01 00:00'],"['1960/07/01 00:00 [pubmed]', '1960/07/01 00:01 [medline]', '1960/07/01 00:00 [entrez]']",ppublish,J Biophys Biochem Cytol. 1960 Jul;7:747-52. doi: 10.1083/jcb.7.4.747.,['10.1083/jcb.7.4.747 [doi]'],,"Further electron microscope observations of tissues from Swiss and DBA/2 mice with leukemia transmissible by cell-free filtrates to the adult animals are presented. The cytological characteristics of the leukemic cells, the fine structure of the viruses, and the virus host-cell relationships have been examined. The leukemia virus has an external diameter averaging 870 A, and appears to be formed at the level of cell membranes by a budding process. The viruses are observed most frequently in intercellular spaces, but are also often found within cytoplasmic vacuoles of megakaryocytes. Lead hydroxide staining was applied to the study of the leukemic material. The viruses have been found to have a considerable affinity for this lead salt, only comparable in intensity to the affinity shown by RNP granules for the same chemical.",PMC2224877,,
13814780,NLM,MEDLINE,19981101,20181201,0083-1921 (Print) 0083-1921 (Linking),4,1960 Sep,Electron microscopy of Swiss mouse leukemia virus.,291-311,"['DE HARVEN, E', 'FRIEND, C']","['DE HARVEN E', 'FRIEND C']",['eng'],['Journal Article'],United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,OM,"['*Friend murine leukemia virus', 'Leukemia/*virology', '*Microscopy, Electron']",['NLM'],['*LEUKEMIA/virology'],1960/09/01 00:00,1960/09/01 00:01,['1960/09/01 00:00'],"['1960/09/01 00:00 [pubmed]', '1960/09/01 00:01 [medline]', '1960/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1960 Sep;4:291-311.,,,,,,
13814707,NLM,MEDLINE,19981101,20181201,0022-2143 (Print) 0022-2143 (Linking),55,1960 May,Biologic properties of human leukemic and tumoral RNA. III. The effect of different media on the cytopathogenicitv in tissue culture.,694-705,"['DE CARVALHO, S']",['DE CARVALHO S'],['eng'],['Journal Article'],United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,OM,"['*Biological Products', 'Humans', '*Immunologic Tests', '*Leukemia', '*Neoplasms', 'RNA/*chemistry', '*RNA, Neoplasm']",['NLM'],"['*LEUKEMIA', '*NEOPLASMS', '*RIBONUCLEIC ACID/chemistry']",1960/05/01 00:00,1960/05/01 00:01,['1960/05/01 00:00'],"['1960/05/01 00:00 [pubmed]', '1960/05/01 00:01 [medline]', '1960/05/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1960 May;55:694-705.,['0022-2143(60)90052-4 [pii]'],"['0 (Biological Products)', '0 (RNA, Neoplasm)', '63231-63-0 (RNA)']",,,,
13814705,NLM,MEDLINE,19981101,20181201,0022-2143 (Print) 0022-2143 (Linking),55,1960 May,Biologic properties of human leukemic and tumoral RNA. IV. Leukemia and neoplasms induced in mice with human leukemic RNA carried in tissue culture.,706-14,"['DE CARVALHO, S', 'RAND, H J', 'MEYER, D P']","['DE CARVALHO S', 'RAND HJ', 'MEYER DP']",['eng'],['Journal Article'],United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,OM,"['Animals', '*Biological Products', 'Humans', '*Leukemia', 'Mice', '*Neoplasms', 'RNA/*chemistry', '*RNA, Neoplasm']",['NLM'],"['*LEUKEMIA', '*NEOPLASMS', '*RIBONUCLEIC ACID/chemistry']",1960/05/01 00:00,1960/05/01 00:01,['1960/05/01 00:00'],"['1960/05/01 00:00 [pubmed]', '1960/05/01 00:01 [medline]', '1960/05/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1960 May;55:706-14.,['0022-2143(60)90053-6 [pii]'],"['0 (Biological Products)', '0 (RNA, Neoplasm)', '63231-63-0 (RNA)']",,,,
13814617,NLM,MEDLINE,19981101,20181201,0001-6284 (Print) 0001-6284 (Linking),59,1959 Sep,[Intracranial hypertensive syndrome in the course of acute leukosis. Anatomoclinical study of a case].,1018-32,"['DE AJURIAGUERRA, J', 'LYON, G', 'COLOMB, D']","['DE AJURIAGUERRA J', 'LYON G', 'COLOMB D']",['fre'],['Journal Article'],Belgium,Acta Neurol Psychiatr Belg,Acta neurologica et psychiatrica Belgica,0247036,OM,"['Humans', '*Hypertension', '*Intracranial Pressure', 'Leukemia/*complications', '*Syndrome']",['NLM'],"['*INTRACRANIAL PRESSURE', '*LEUKEMIA/complications']",1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Acta Neurol Psychiatr Belg. 1959 Sep;59:1018-32.,,,,,,
13814555,NLM,MEDLINE,19981101,20181201,0027-8874 (Print) 0027-8874 (Linking),23,1959 Oct,Studies of parotid-tumor agent in cultures of leukemic tissues of mice.,717-97,"['DAWE, C J', 'LAW, L W', 'DUNN, T B']","['DAWE CJ', 'LAW LW', 'DUNN TB']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,OM,"['Animals', '*Leukemia, Experimental', 'Mice', '*Neoplasms', '*Parotid Gland']",['NLM'],"['*LEUKEMIA/experimental', '*PAROTID GLAND/neoplasms']",1959/10/01 00:00,1959/10/01 00:01,['1959/10/01 00:00'],"['1959/10/01 00:00 [pubmed]', '1959/10/01 00:01 [medline]', '1959/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1959 Oct;23:717-97.,,,,,,
13814472,NLM,MEDLINE,19981101,20181201,0196-5336 (Print) 0196-5336 (Linking),26,1960 Jan,Mongolism and leukemia.,6-11,"['DAVIS, J H', 'KORST, D R']","['DAVIS JH', 'KORST DR']",['eng'],['Journal Article'],United States,Med Bull (Ann Arbor),"Medical bulletin (Ann Arbor, Mich.)",9427052,OM,"['Down Syndrome/*complications', 'Humans', 'Leukemia/*complications']",['NLM'],"['*LEUKEMIA/complications', '*MONGOLISM/complications']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Med Bull (Ann Arbor). 1960 Jan;26:6-11.,,,,,,
13814343,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),20,1960 Feb,Studies on the mechanism of action of 6-mercaptopurine in sensitive and resistant L1210 leukemia in vitro.,225-32,"['DAVIDSON, J D']",['DAVIDSON JD'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,OM,"['Humans', 'In Vitro Techniques', 'Leukemia/*metabolism', 'Mercaptopurine/*pharmacology', 'Nucleic Acids/*metabolism']",['NLM'],"['*LEUKEMIA/metabolism', '*MERCAPTOPURINE/pharmacology', '*NUCLEIC ACIDS/metabolism']",1960/02/01 00:00,1960/02/01 00:01,['1960/02/01 00:00'],"['1960/02/01 00:00 [pubmed]', '1960/02/01 00:01 [medline]', '1960/02/01 00:00 [entrez]']",ppublish,Cancer Res. 1960 Feb;20:225-32.,,"['0 (Nucleic Acids)', 'E7WED276I5 (Mercaptopurine)']",,,,
13814330,NLM,MEDLINE,19981101,20181201,0001-5792 (Print) 0001-5792 (Linking),23,1960 Jan,The distribution of the cells in the buffy layer in chronic myeloid leukaemia.,22-8,"['DAVIDSON, E']",['DAVIDSON E'],['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,OM,"['*Diploidy', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*blood']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/blood']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1960 Jan;23:22-8. doi: 10.1159/000206195.,['10.1159/000206195 [doi]'],,,,,
13814077,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),20,1960 Jan,The experimental transmission of avian leukosis: a review.,2-17,"['DARCEL, C L']",['DARCEL CL'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,OM,"['Animals', '*Avian Leukosis', '*Poultry', '*Poultry Diseases', 'Virus Diseases/*transmission', '*Viruses']",['NLM'],"['*POULTRY/diseases', '*VIRUS DISEASES/transmission']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1960 Jan;20:2-17.,,,,,,
13814076,NLM,MEDLINE,19981101,20181201,,38,1960 Apr,Paper electrophoresis of sera and plasma from chicks affected with erythroblastosis.,383-91,"['DARCEL, C L']",['DARCEL CL'],['eng'],['Journal Article'],Canada,Can J Biochem Physiol,Canadian journal of biochemistry and physiology,16030030R,OM,"['Animals', '*Blood Proteins', '*Chickens', '*Electrophoresis, Paper', '*Hematologic Diseases', '*Leukemia, Experimental', '*Plasma']",['NLM'],"['*BLOOD PROTEINS', '*LEUKEMIA/experimental']",1960/04/01 00:00,1960/04/01 00:01,['1960/04/01 00:00'],"['1960/04/01 00:00 [pubmed]', '1960/04/01 00:01 [medline]', '1960/04/01 00:00 [entrez]']",ppublish,Can J Biochem Physiol. 1960 Apr;38:383-91.,,['0 (Blood Proteins)'],,,,
13814010,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),4,1959 Dec,[A case of chronic lymphadenosis with massive leukemic lesions of the lung tissue and formation of cavities].,47-50,"['DANILOVA, L A', 'TSUKERMAN, O A', 'BARAKOV, V V']","['DANILOVA LA', 'TSUKERMAN OA', 'BARAKOV VV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Humans', '*Leukemia', 'Leukemia, Lymphoid/*pathology', 'Lung/*pathology', '*Lymphocytes']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/pathology', '*LUNG/pathology']",1959/12/01 00:00,1959/12/01 00:01,['1959/12/01 00:00'],"['1959/12/01 00:00 [pubmed]', '1959/12/01 00:01 [medline]', '1959/12/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1959 Dec;4:47-50.,,,,,,
13813893,NLM,MEDLINE,19981101,20181201,,5,1959 Oct-Dec,The Di Guglielmo syndrome.,103-13,"['DAMESHEK, W']",['DAMESHEK W'],['eng'],['Journal Article'],United States,Bull Tufts N Engl Med Cent,Bulletin. Tufts-New England Medical Center,0134743,OM,"['*Leukemia, Erythroblastic, Acute', '*Polycythemia Vera']",['NLM'],['*POLYCYTHEMIA VERA'],1959/10/01 00:00,1959/10/01 00:01,['1959/10/01 00:00'],"['1959/10/01 00:00 [pubmed]', '1959/10/01 00:01 [medline]', '1959/10/01 00:00 [entrez]']",ppublish,Bull Tufts N Engl Med Cent. 1959 Oct-Dec;5:103-13.,,,,,,
13813892,NLM,MEDLINE,19981101,20181201,0025-4363 (Print) 0025-4363 (Linking),9,1960 May,Leukemia. Present status.,244-50,"['DAMESHEK, W']",['DAMESHEK W'],['eng'],['Journal Article'],United States,Md State Med J,Maryland state medical journal,2985229R,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1960/05/01 00:00,1960/05/01 00:01,['1960/05/01 00:00'],"['1960/05/01 00:00 [pubmed]', '1960/05/01 00:01 [medline]', '1960/05/01 00:00 [entrez]']",ppublish,Md State Med J. 1960 May;9:244-50.,,,,,,
13813891,NLM,MEDLINE,19981101,20181201,0006-4971 (Print) 0006-4971 (Linking),14,1959 Oct,Leukemia and auto-immunization- some possible relationships.,1151-8,"['DAMESHEK, W', 'SCHWARTZ, R S']","['DAMESHEK W', 'SCHWARTZ RS']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Humans', '*Immunization', 'Leukemia/*immunology', '*Vaccination']",['NLM'],['*LEUKEMIA/immunology'],1959/10/01 00:00,1959/10/01 00:01,['1959/10/01 00:00'],"['1959/10/01 00:00 [pubmed]', '1959/10/01 00:01 [medline]', '1959/10/01 00:00 [entrez]']",ppublish,Blood. 1959 Oct;14:1151-8.,,,,,,
13813687,NLM,MEDLINE,19981101,20181201,0017-0275 (Print) 0017-0275 (Linking),40,1959 Jul,[Considerations of nosological nature on chronic lymphatic leukemia].,1027-52,"['DAGNINI, G', 'SABBIONI, G']","['DAGNINI G', 'SABBIONI G']",['ita'],['Journal Article'],Italy,G Clin Med,Giornale di clinica medica,0413411,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC']",1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,G Clin Med. 1959 Jul;40:1027-52.,,,,,,
13813664,NLM,MEDLINE,19981101,20181201,0025-7583 (Print) 0025-7583 (Linking),87,1959 Nov,"Leukemia, radiation and fallout.",1406-10,"['DACQUISTO, M P']",['DACQUISTO MP'],['eng'],['Journal Article'],United States,Med Times,Medical times,0406055,OM,"['Humans', 'Leukemia/*etiology', '*Radiation', '*Radioactive Fallout', '*Research']",['NLM'],"['*LEUKEMIA/etiology', '*RADIOACTIVE FALLOUT']",1959/11/01 00:00,1959/11/01 00:01,['1959/11/01 00:00'],"['1959/11/01 00:00 [pubmed]', '1959/11/01 00:01 [medline]', '1959/11/01 00:00 [entrez]']",ppublish,Med Times. 1959 Nov;87:1406-10.,,['0 (Radioactive Fallout)'],,,,
13813653,NLM,MEDLINE,19981101,20181201,0032-3756 (Print) 0032-3756 (Linking),14,1959 Jul 6,[Cases of atypical myeloid leukemia].,1247-9,"['DABSKI, H']",['DABSKI H'],['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,OM,"['Humans', '*Leukemia', 'Leukemia, Myeloid/*complications']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications']",1959/07/06 00:00,1959/07/06 00:01,['1959/07/06 00:00'],"['1959/07/06 00:00 [pubmed]', '1959/07/06 00:01 [medline]', '1959/07/06 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1959 Jul 6;14:1247-9.,,,,,,
13813628,NLM,MEDLINE,19981101,20181201,0035-5259 (Print) 0035-5259 (Linking),73,1959 Dec 26,[The reaction of adenylpolyphosphates in blood in various clinical forms of leukemic diseases].,1501-4,"[""D'ONOFRIO, F"", 'CATALDI, G']","[""D'ONOFRIO F"", 'CATALDI G']",['ita'],['Journal Article'],Italy,Riforma Med,La Riforma medica,0404345,OM,"['Adenine Nucleotides/*blood', 'Humans', 'Leukemia/*blood']",['NLM'],"['*ADENOSINE PHOSPHATES/blood', '*LEUKEMIA/blood']",1959/12/26 00:00,1959/12/26 00:01,['1959/12/26 00:00'],"['1959/12/26 00:00 [pubmed]', '1959/12/26 00:01 [medline]', '1959/12/26 00:00 [entrez]']",ppublish,Riforma Med. 1959 Dec 26;73:1501-4.,,['0 (Adenine Nucleotides)'],,,,
13813585,NLM,MEDLINE,19981101,20181202,0002-9580 (Print) 0002-9580 (Linking),82,1959 Sep,Roentgen therapy of certain complications of acute leukemia in childhood.,541-53,"[""D'ANGIO, G J"", 'EVANS, A E', 'MITUS, A']","[""D'ANGIO GJ"", 'EVANS AE', 'MITUS A']",['eng'],['Journal Article'],United States,Am J Roentgenol Radium Ther Nucl Med,"The American journal of roentgenology, radium therapy, and nuclear medicine",7605534,OM,"['*Acute Disease', 'Humans', 'Leukemia/*complications']",['NLM'],['*LEUKEMIA/complications'],1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Am J Roentgenol Radium Ther Nucl Med. 1959 Sep;82:541-53.,,,,,,
