PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GS,SI,CIN,PMC,RF,GR,CON,EIN,TT,EFR,CRI,OID,OAB,OABL,OTO,OT,GN
8280815,NLM,MEDLINE,19940217,20190920,0939-5555 (Print) 0939-5555 (Linking),67,6,1993 Dec,Acquired factor VIII inhibitor preceding chronic lymphocytic leukemia.,309-11,"An acquired factor VIII inhibitor was found in an 82-year-old woman who presented with numerous spontaneously appearing ecchymoses. Coagulation studies revealed the presence of a prolonged activated partial thromboplastin time that was not corrected by 1:1 mixture with normal fresh plasma after a 2-h incubation. Factor VIII:C was 4%, and the titer for factor VIII inhibitor was 9 Bethesda units. Three months later, after a retroperitoneal hemorrhage, a lymphocytosis was found in her peripheral blood with morphological and surface immunophenotype characteristics of B-cell chronic lymphocytic leukemia, later confirmed by bone marrow morphological and immunocytochemical examinations. To our knowledge, this is the first report of an autoimmune factor VIII inhibitor associated with chronic lymphocytic leukemia.","['Mateo, J', 'Martino, R', 'Borrell, M', 'Gari, M', 'Casas, F', 'Fontcuberta, J']","['Mateo J', 'Martino R', 'Borrell M', 'Gari M', 'Casas F', 'Fontcuberta J']","[""Department d'Hematologia, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain.""]",['eng'],"['Case Reports', 'Journal Article']",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Immunoglobulins, Intravenous)', '9001-27-8 (Factor VIII)', 'ENR1LLB0FP (Deamino Arginine Vasopressin)', 'VB0R961HZT (Prednisone)']",IM,"['Aged', 'Aged, 80 and over', 'Deamino Arginine Vasopressin/therapeutic use', 'Ecchymosis/blood', 'Factor VIII/*antagonists & inhibitors', 'Female', 'Follow-Up Studies', 'Hemorrhage/complications', 'Humans', 'Immunoglobulins, Intravenous', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood/diagnosis/therapy', 'Partial Thromboplastin Time', 'Prednisone/therapeutic use', 'Time Factors']",1993/12/01 00:00,1993/12/01 00:01,['1993/12/01 00:00'],"['1993/12/01 00:00 [pubmed]', '1993/12/01 00:01 [medline]', '1993/12/01 00:00 [entrez]']",['10.1007/BF01696353 [doi]'],ppublish,Ann Hematol. 1993 Dec;67(6):309-11. doi: 10.1007/BF01696353.,,,,,,,,,,,,,,,,,
8280814,NLM,MEDLINE,19940217,20190920,0939-5555 (Print) 0939-5555 (Linking),67,6,1993 Dec,Interstitial lung disease--an underdiagnosed side effect of chlorambucil?,305-7,"A case of recurrent interstitial pneumonia following re-exposure to chlorambucil therapy for chronic lymphocytic leukemia is presented. Chlorambucil is a rare cause of pulmonary disease. The onset of symptoms may occur after only some weeks or after up to several years with no dose-response relationship. Therapy involves the discontinuation of the offending drug and the administration of steroids. The prognosis is poor, with a mortality greater than 50%.","['Mohr, M', 'Kingreen, D', 'Ruhl, H', 'Huhn, D']","['Mohr M', 'Kingreen D', 'Ruhl H', 'Huhn D']","['Abteilung fur Innere Medizin mit Schwerpunkt Hamatologie und Onkologie, Universitatsklinikum Rudolf Virchow, Freie Universitat Berlin, Germany.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Interferon Type I)', '0 (Recombinant Proteins)', '18D0SL7309 (Chlorambucil)', 'VB0R961HZT (Prednisone)']",IM,"['Chlorambucil/*adverse effects', 'Humans', 'Interferon Type I/therapeutic use', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/therapy', 'Lung Diseases, Interstitial/*chemically induced/drug therapy', 'Male', 'Middle Aged', 'Prednisone/*therapeutic use', 'Recombinant Proteins']",1993/12/01 00:00,1993/12/01 00:01,['1993/12/01 00:00'],"['1993/12/01 00:00 [pubmed]', '1993/12/01 00:01 [medline]', '1993/12/01 00:00 [entrez]']",['10.1007/BF01696352 [doi]'],ppublish,Ann Hematol. 1993 Dec;67(6):305-7. doi: 10.1007/BF01696352.,,,,,17,,,,,,,,,,,,
8280812,NLM,MEDLINE,19940217,20190920,0939-5555 (Print) 0939-5555 (Linking),67,6,1993 Dec,TGF-beta 1 inhibits polyamine biosynthesis in K 562 leukemic cells.,285-8,"The present study proved that TGF-beta 1 significantly inhibited the growth of K 562 cells. The drop in cell numbers after 24 h incubation with increasing concentrations of TGF-beta 1 (0.01, 0.1, 1.0, 10.0 ng/ml) was accompanied by significant suppression of the activity of two key enzymes of polyamine biosynthesis: ornithine decarboxylase (ODC) and S-adenosylmethionine decarboxylase (SAMDC). In contrast to ODC and SAMDC activity, TGF-beta 1 did not significantly affect the absolute concentration of spermidine and spermine in K 562 cells. We suppose that the lack of an evident drop in concentration of spermidine and spermine in spite of a significant decrease in ODC and SAMDC activity in K 562 cells exposed to TGF-beta 1 resulted from the uptake of polyamines from the extracellular space.","['Motyl, T', 'Kasterka, M', 'Grzelkowska, K', 'Blachowski, S', 'Sysa, P']","['Motyl T', 'Kasterka M', 'Grzelkowska K', 'Blachowski S', 'Sysa P']","['Department of Animal Physiology, Warsaw Agricultural University, Poland.']",['eng'],['Journal Article'],Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Isoquinolines)', '0 (Piperazines)', '0 (Polyamines)', '0 (Protein Kinase Inhibitors)', '0 (Transforming Growth Factor beta)', '2FZ7Y3VOQX (Spermine)', '84477-87-2 (1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine)', 'EC 4.1.1.17 (Ornithine Decarboxylase)', 'EC 4.1.1.50 (Adenosylmethionine Decarboxylase)', 'OD5Q0L447W (Mitoguazone)', 'U87FK77H25 (Spermidine)', 'V10TVZ52E4 (Putrescine)', 'ZQN1G5V6SR (Eflornithine)']",IM,"['1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine', 'Adenosylmethionine Decarboxylase/metabolism', 'Apoptosis/drug effects', 'Cell Division/*drug effects', 'Cell Line', 'Dose-Response Relationship, Drug', 'Eflornithine/pharmacology', 'Humans', 'Isoquinolines/pharmacology', 'Kinetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Mitoguazone/pharmacology', 'Ornithine Decarboxylase/metabolism', 'Piperazines/pharmacology', 'Polyamines/*metabolism', 'Protein Kinase Inhibitors', 'Putrescine/pharmacology', 'Spermidine/metabolism', 'Spermine/metabolism', 'Transforming Growth Factor beta/*pharmacology', 'Tumor Cells, Cultured']",1993/12/01 00:00,1993/12/01 00:01,['1993/12/01 00:00'],"['1993/12/01 00:00 [pubmed]', '1993/12/01 00:01 [medline]', '1993/12/01 00:00 [entrez]']",['10.1007/BF01696348 [doi]'],ppublish,Ann Hematol. 1993 Dec;67(6):285-8. doi: 10.1007/BF01696348.,,,,,,,,,,,,,,,,,
8280712,NLM,MEDLINE,19940215,20191101,1067-5582 (Print) 1067-5582 (Linking),14,4,1993 Nov,Generation of donor-derived antileukemic cytotoxic T-lymphocyte responses for treatment of relapsed leukemia after allogeneic HLA-identical bone marrow transplantation.,305-9,"Allogeneic bone marrow transplantation (BMT) has been associated with an antileukemic effect, the graft-versus-leukemia (GVL) reactivity. Since T-cell depletion of the bone marrow graft performed to reduce the incidence and severity of graft-versus-host disease (GVHD) after BMT has been associated with an increase risk of relapse, the GVL reactivity has been attributed to the T lymphocytes from the graft. Previously, we demonstrated that leukemia-reactive cytotoxic T-lymphocyte (CTL) lines and clones could be generated from the peripheral blood of HLA-genotypically identical siblings of patients with leukemia by stimulation of the donor cells with irradiated leukemic cells from the patients. HLA class I as well as class II restricted CTL clones could be generated that recognized the leukemic cells. Some clones recognized the leukemic cells from the patient, but not the interleukin (IL)-2-stimulated lymphocytes from the same individual. To explore the possibility of clinically using donor-derived CTL lines directed against the leukemic cells from patients who relapsed after allogeneic BMT, a pilot study was performed using eight donor-recipient combinations. In seven of eight combinations donor-derived CTL lines could be generated that showed specific lysis of the leukemic cells from the patient. In five of these cases, the CTL lines showed reactivity with the leukemic cells, but not with the IL-2-stimulated lymphocytes from the same individual. In two cases, the CTL lines were cytotoxic for the IL-2-stimulated lymphoblasts as well as the leukemic cells.(ABSTRACT TRUNCATED AT 250 WORDS)","['Falkenburg, J H', 'Faber, L M', 'van den Elshout, M', 'van Luxemburg-Heijs, S A', 'Hooftman-den Otter, A', 'Smit, W M', 'Voogt, P J', 'Willemze, R']","['Falkenburg JH', 'Faber LM', 'van den Elshout M', 'van Luxemburg-Heijs SA', 'Hooftman-den Otter A', 'Smit WM', 'Voogt PJ', 'Willemze R']","['Department of Hematology, University Medical Center Leiden, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunother Emphasis Tumor Immunol,Journal of immunotherapy with emphasis on tumor immunology : official journal of the Society for Biological Therapy,9418950,,IM,"['*Bone Marrow Transplantation', 'Cell Line', 'Graft vs Host Disease/prevention & control', 'Humans', 'Leukemia/immunology/*therapy', 'Recurrence', 'T-Lymphocytes, Cytotoxic/*immunology', 'Tissue Donors', 'Transplantation, Homologous']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1097/00002371-199311000-00009 [doi]'],ppublish,J Immunother Emphasis Tumor Immunol. 1993 Nov;14(4):305-9. doi: 10.1097/00002371-199311000-00009.,,,,,,,,,,,,,,,,,
8280693,NLM,MEDLINE,19940217,20190501,0007-1161 (Print) 0007-1161 (Linking),77,11,1993 Nov,Recurrent episcleritis associated with adult T cell leukaemia.,743-4,,"['Goto, K', 'Sugita, M', 'Okada, K', 'Hatano, H', 'Ishiguro, N', 'Yoshiki, T', 'Ohno, S']","['Goto K', 'Sugita M', 'Okada K', 'Hatano H', 'Ishiguro N', 'Yoshiki T', 'Ohno S']","['Department of Ophthalmology, Yokohama City University School of Medicine, Japan.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Ophthalmol,The British journal of ophthalmology,0421041,,IM,"['HTLV-I Infections/complications', 'Human T-lymphotropic virus 1/isolation & purification', 'Humans', 'Leukemia, T-Cell/*complications', 'Male', 'Middle Aged', 'Recurrence', 'Sclera/microbiology', 'Scleritis/*etiology']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1136/bjo.77.11.743 [doi]'],ppublish,Br J Ophthalmol. 1993 Nov;77(11):743-4. doi: 10.1136/bjo.77.11.743.,,,,PMC504639,,,,,,,,,,,,,
8280635,NLM,MEDLINE,19940217,20190503,0007-1072 (Print) 0007-1072 (Linking),50,11,1993 Nov,Ethylene oxide: an assessment of the epidemiological evidence on carcinogenicity.,971-97,"Mortality from cancer among workers exposed to ethylene oxide (EtO) has been studied in 10 distinct cohorts that include about 29,800 workers and 2540 deaths. This paper presents a review and meta-analysis of these studies, primarily for leukaemia, non-Hodgkin's lymphoma, stomach cancer, pancreatic cancer, and cancer of the brain and nervous system. The magnitude and consistency of the standardised mortality ratios (SMRs) were evaluated for the individual and combined studies, as well as trends by intensity or frequency of exposure, by duration of exposure, and by latency (time since first exposure). Exposures to other workplace chemicals were examined as possible confounder variables. Three small studies by Hogstedt initially suggested an association between EtO and leukaemia, but in seven subsequent studies the SMRs for leukaemia have been much lower. For the combined studies the SMR = 1.06 (95% confidence interval (95% CI) 0.73-1.48). There was a slight suggestion of a trend by duration of exposure (p = 0.19) and a suggested increase with longer latency (p = 0.07), but there was no overall trend in risk of leukaemia by intensity or frequency of exposure; nor did a cumulative exposure analysis in the largest study indicate a quantitative association. There was also an indication that in two studies with increased risks the workers had been exposed to other potential carcinogens. For non-Hodgkin's lymphoma there was a suggestive risk overall (SMR = 1.35, 95% CI 0.93-1.90). Breakdowns by exposure intensity or frequency, exposure duration, or latency did not indicate an association, but a positive trend by cumulative exposure (p = 0.05) was seen in the largest study. There was a suggested increase in the overall SMR for stomach cancer (SMR = 1.28, 95% CI 0.98-1.65 (CI 0.73-2.26 when heterogeneity among the risk estimates was taken into account)), but analyses by intensity or duration of exposure or cumulative exposure did not support a causal association for stomach cancer. The overall SMRs and exposure-response analyses did not indicate a risk from EtO for pancreatic cancer (SMR = 0.98), brain and nervous system cancer (SMR = 0.89), or total cancer (SMR = 0.94). Although the current data do not provide consistent and convincing evidence that EtO causes leukaemia or non-Hodgkin's lymphoma, the issues are not resolved and await further studies of exposed populations.","['Shore, R E', 'Gardner, M J', 'Pannett, B']","['Shore RE', 'Gardner MJ', 'Pannett B']","['Department of Environmental Medicine, New York University Medical School.']",['eng'],"['Journal Article', 'Meta-Analysis', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Ind Med,British journal of industrial medicine,0370637,['JJH7GNN18P (Ethylene Oxide)'],IM,"['Ethylene Oxide/*adverse effects', 'Female', 'Humans', 'Leukemia/chemically induced', 'Lymphoma, Non-Hodgkin/chemically induced', 'Male', 'Mortality', 'Neoplasms/*chemically induced/mortality', 'Nervous System Neoplasms/chemically induced', 'Occupational Diseases/*chemically induced', 'Occupational Exposure', 'Pancreatic Neoplasms/chemically induced', 'Research Design', 'Sex Factors', 'Stomach Neoplasms/chemically induced']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1136/oem.50.11.971 [doi]'],ppublish,Br J Ind Med. 1993 Nov;50(11):971-97. doi: 10.1136/oem.50.11.971.,,,,PMC1035533,,"['CA13343/CA/NCI NIH HHS/United States', 'CA16087/CA/NCI NIH HHS/United States', 'ES00260/ES/NIEHS NIH HHS/United States']",,,,,,,,,,,
8280626,NLM,MEDLINE,19940217,20190503,0007-1072 (Print) 0007-1072 (Linking),50,11,1993 Nov,Mortality and incidence of cancer among a cohort of self employed butchers from Geneva and their wives.,1008-16,"To investigate whether specific cancers are associated with the occupation of butcher, as has been reported from other countries, a historical prospective cohort study was undertaken. The cohort consisted of all self employed butchers (n = 552) and pork butchers (n = 310) born since 1880 who set up a shop in the canton of Geneva from 1901 to 1969, and of their wives (n = 887). The study group was followed up from 1901 to 1990 for general mortality, from 1942 to 1990 for cause specific mortality, and from 1970 to 1989 for incidence of cancer. There was no trace of 45 men (5%) and 52 women (6%). Compared with the general population of the canton of Geneva, butchers and pork butchers experienced a significant increase, taking into account 15 years of latency, in mortality from all causes (observed deaths (Obs) 540, expected deaths (Exp) 445.5, standardised mortality ratio (SMR) 121, 90% confidence interval (90% Cl) 113-130). There were significant excesses in incidence and mortality from colorectal cancer, cancer of the prostate, and all malignant neoplasms, and in incidence of cancer of the liver. The risk of lung cancer was significantly increased among pork butchers (SMR 176, 90% Cl 114-262; standardised incidence ratio (SIR) 231, 90% Cl 137-368) but not among butchers (SMR 92, 90% Cl 59-138; SIR 113, 90% Cl 67-179). There was also a significant increase in mortality from cancer of the larynx among butchers. For non-malignant causes of death significant excesses were found among all men for ischaemic heart disease, motor vehicle accidents, and cirrhosis of the liver. Analysis of subgroups showed a cluster of deaths from leukaemia among older butchers born between 1880 and 1899 (Obs 5, Exp 0.6, p < 0.0001). Exposure of pork butchers to polycyclic aromatic hydrocarbons during meat smoking, which was assessed in a contemporary study, might have contributed to their increased risk of lung cancer. The possible role of other factors, especially cigarette smoking, nitrosamines, and oncogenic viruses was discussed. Moreover, there was evidence from another contemporary study that butchers and pork butchers ate more animal fat, and probably more animal protein, than the average male population of Geneva. These results suggest that dietary factors could be implicated in the excesses of colorectal cancer, cancer of the prostate, and ischaemic heart disease. An increased risk for alcohol abuse might explain the excesses of liver cirrhosis, cancer of the liver, cancer of the larynx and motor vehicle accidents. Among all wives overall mortality was similar to that expected (SMR 100, 90% Cl 93-108) and there was no significant excess risk for any specific cancer nor for any non-malignant cause of death. Results for cancer of the cervix uteri, especially among subgroups, suggest an increased risk consistent with previous findings from other countries.","['Guberan, E', 'Usel, M', 'Raymond, L', 'Fioretta, G']","['Guberan E', 'Usel M', 'Raymond L', 'Fioretta G']","['Geneva Medical Inspectorate of Factories, Switzerland.']",['eng'],['Journal Article'],England,Br J Ind Med,British journal of industrial medicine,0370637,,IM,"['Animals', 'Cattle', 'Cause of Death', 'Female', 'Follow-Up Studies', '*Food Handling', 'Humans', 'Incidence', 'Male', 'Marriage', '*Meat', 'Neoplasms/*epidemiology/mortality', 'Occupational Diseases/*epidemiology/mortality', 'Prospective Studies', 'Swine', 'Switzerland/epidemiology']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1136/oem.50.11.1008 [doi]'],ppublish,Br J Ind Med. 1993 Nov;50(11):1008-16. doi: 10.1136/oem.50.11.1008.,,,,PMC1035536,,,,,,,,,,,,,
8280624,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Acute promyelocytic leukaemia developing into acute myeloblastic leukaemia.,433,,"['Atwater, S K']",['Atwater SK'],,['eng'],"['Case Reports', 'Comment', 'Letter']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Leukemia, Promyelocytic, Acute/*genetics', 'Neoplasms, Second Primary/*etiology', 'Translocation, Genetic']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03199.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):433. doi: 10.1111/j.1365-2141.1993.tb03199.x.,,,,,,,['Br J Haematol. 1993 Apr;83(4):665-8. PMID: 8518183'],,,,,,,,,,
8280623,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Detection and accurate sizing of PCR product by automated scanning: improved detection of immunoglobulin gene rearrangements in ALL.,431-3,,"['Shiach, C R', 'Evans, P A', 'Short, M A', 'Bailey, C C', 'Lewis, I J', 'Kinsey, S E']","['Shiach CR', 'Evans PA', 'Short MA', 'Bailey CC', 'Lewis IJ', 'Kinsey SE']",,['eng'],"['Comment', 'Letter']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Child', '*Gene Rearrangement, B-Lymphocyte, Heavy Chain', 'Humans', 'Polymerase Chain Reaction/*methods', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03197.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):431-3. doi: 10.1111/j.1365-2141.1993.tb03197.x.,,,,,,,['Br J Haematol. 1993 May;84(1):169-71. PMID: 8338771'],,,,,,,,,,
8280621,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Overexpression of PRAD1 in a mantle zone lymphoma patient with a t(11;22)(q13;q11) translocation.,427-9,"The PRAD1 gene identified from the chromosome band 11q13 region was previously demonstrated to be overexpressed in cell lines with t(11;14)(q13;q32) translocation and was suggested to be a candidate BCL-1 gene. We report here one case of mantle zone lymphoma with a t(11;22)(q13;q11), a variant translocation at the BCL-1 locus, having the PRAD1 overexpression. By analogy with the c-myc gene in Burkitt's lymphoma and the BCL-2 gene in follicular lymphoma, this case supports strongly the idea that the PRAD1 is the candidate BCL-1 gene.","['Komatsu, H', 'Yoshida, K', 'Seto, M', 'Iida, S', 'Aikawa, T', 'Ueda, R', 'Mikuni, C']","['Komatsu H', 'Yoshida K', 'Seto M', 'Iida S', 'Aikawa T', 'Ueda R', 'Mikuni C']","['Laboratory of Chemotherapy, Aichi Cancer Centre Research Institute, Nagoya, Japan.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,"['0 (Cyclins)', '0 (Oncogene Proteins)', '136601-57-5 (Cyclin D1)']",IM,"['Aged', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 22', 'Cyclin D1', 'Cyclins/*genetics', 'Female', 'Gene Expression/genetics', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Oncogene Proteins/*genetics', 'Translocation, Genetic/*genetics']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03194.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):427-9. doi: 10.1111/j.1365-2141.1993.tb03194.x.,['PRAD1'],,,,,,,,,,,,,,,,
8280619,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Replacement of HLA class II serology by the HLA-DR microtitre plate oligotyping assay: a one-year experience in unrelated bone marrow donor selection.,417-8,"Because the selection of unrelated bone marrow donors requires a more accurate HLA-typing technique than is used for sibling donors, we have replaced class II serology by a rapid and highly discriminative HLA-DR DNA oligotyping assay on microtitre plates. We present here our 1-year experience with class II typing for 112 potential donors identified for 33 consecutive leukaemic patients. Although the donors were selected to be HLA-A, -B, -DR serologically identical, the microtitre plate oligotyping assay detected DR incompatibilities in 52.7% of the patient/donor pairs. One third was due to incorrect or incomplete typing of DR11 to DR16, the others to mismatches for the serologically indistinguishable subtypes of DR1, 11, 13 and 15, known to be relevant for T cell recognition.","['Tiercy, J M', 'Roosnek, E', 'Speiser, D', 'Cros, P', 'Allibert, P', 'Mach, B', 'Jeannet, M']","['Tiercy JM', 'Roosnek E', 'Speiser D', 'Cros P', 'Allibert P', 'Mach B', 'Jeannet M']","['Transplantation Immunology Unit, Hopital Cantonal of Geneva, Switzerland.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (HLA-D Antigens)', '0 (HLA-DR Antigens)']",IM,"['*Bone Marrow Transplantation', 'HLA-D Antigens/blood', 'HLA-DR Antigens/*analysis', 'Histocompatibility Testing/methods', 'Humans', 'Leukemia/surgery', 'Polymerase Chain Reaction']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03191.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):417-8. doi: 10.1111/j.1365-2141.1993.tb03191.x.,,,,,,,,['Br J Haematol 1994 Jan;86(1):240'],,,,,,,,,
8280617,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Spontaneous remission of acute adult T-cell leukaemia with chromosomal abnormality infiltrating to skin and liver.,413-4,"Acute type of adult T-cell leukaemia (ATL) has been recognized as highly-progressive T-cell malignancy with a median survival of 7 months. We present a case who had a spontaneous remission from acute type ATL with organ involvement and chromosomal abnormality implying very poor prognosis. Although the mechanism of spontaneous remission remains uncertain, our case was unique with regard to the progression and regression of leukaemia.","['Taniguchi, S', 'Yamasaki, K', 'Shibuya, T', 'Asayama, R']","['Taniguchi S', 'Yamasaki K', 'Shibuya T', 'Asayama R']","['Division of Haematology, Hamanomachi General Hospital, Fukuoka, Japan.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['*Chromosome Aberrations', 'Female', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/genetics/*pathology', '*Leukemic Infiltration', 'Liver/*pathology', 'Middle Aged', 'Neoplasm Regression, Spontaneous/*pathology', 'Skin/*pathology']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03189.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):413-4. doi: 10.1111/j.1365-2141.1993.tb03189.x.,,,,,,,,,,,,,,,,,
8280615,NLM,MEDLINE,19940215,20190705,0007-1048 (Print) 0007-1048 (Linking),85,2,1993 Oct,Reversing of chlorambucil resistance by ethacrynic acid in a B-CLL patient.,409-10,"We evaluated the reversing activity of ethacrynic acid in a B-CLL patient resistant to chlorambucil. The glutathione S-transferase (GST) activity, measured in peripheral blood lymphocytes, resulted extremely elevated. Ethacrynic acid, at pharmacological concentrations, partially reversed chlorambucil resistance and this result appeared related to the increased GST levels.","['Petrini, M', 'Conte, A', 'Caracciolo, F', 'Sabbatini, A', 'Grassi, B', 'Ronca, G']","['Petrini M', 'Conte A', 'Caracciolo F', 'Sabbatini A', 'Grassi B', 'Ronca G']","['Department of Haematology, University of Pisa, Italy.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,"['18D0SL7309 (Chlorambucil)', 'EC 2.5.1.18 (Glutathione Transferase)', 'M5DP350VZV (Ethacrynic Acid)']",IM,"['Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chlorambucil/*therapeutic use', 'Drug Resistance', 'Ethacrynic Acid/*therapeutic use', 'Glutathione Transferase/drug effects', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/enzymology', 'Leukocyte Count/drug effects', 'Lymphocytes/enzymology', 'Male']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1993.tb03187.x [doi]'],ppublish,Br J Haematol. 1993 Oct;85(2):409-10. doi: 10.1111/j.1365-2141.1993.tb03187.x.,,,,,,,,,,,,,,,,,
