PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,TT,PMC,AB,OID
5291054,NLM,MEDLINE,19720511,20041117,0022-1961 (Print) 0022-1961 (Linking),28,5,1971,[Case of myelogenous leukemia complicated with early stomach cancer and gastric ulcer].,982-7,"['Uchida, S', 'Miyamoto, N', 'Murao, H', 'Saito, T']","['Uchida S', 'Miyamoto N', 'Murao H', 'Saito T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adenocarcinoma/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Stomach Ulcer/*complications']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Naika. 1971;28(5):982-7.,,,,,,
5271737,NLM,MEDLINE,19701020,20071115,0026-4806 (Print) 0026-4806 (Linking),61,71,1970 Sep 5,[L-asparaginase in the treatment of acute leukoses].,3635-42,"['Storti, E', 'Fontana, G', 'Ascari, E', 'Lusvarghi, E', 'Silingardi, V', 'Quaglino, D', 'Sgandurra, A', 'Barbieri, U', 'Traldi, A']","['Storti E', 'Fontana G', 'Ascari E', 'Lusvarghi E', 'Silingardi V', 'Quaglino D', 'Sgandurra A', 'Barbieri U', 'Traldi A']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,IM,"['Adolescent', 'Adult', 'Asparaginase/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male']",1970/09/05 00:00,1970/09/05 00:01,['1970/09/05 00:00'],"['1970/09/05 00:00 [pubmed]', '1970/09/05 00:01 [medline]', '1970/09/05 00:00 [entrez]']",ppublish,Minerva Med. 1970 Sep 5;61(71):3635-42.,['EC 3.5.1.1 (Asparaginase)'],,La l-asparaginasi nel trattamento delle leucosi acute.,,,
5271736,NLM,MEDLINE,19701020,20190630,0022-3476 (Print) 0022-3476 (Linking),77,4,1970 Oct,Acute myelogenous leukemia with compensatory but ineffective erythropoiesis: Di Guglielmo's syndrome.,653-7,"['Schwartz, A D', 'Zelson, J H', 'Pearson, H A']","['Schwartz AD', 'Zelson JH', 'Pearson HA']",['eng'],['Journal Article'],United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Blood Transfusion', 'Child', '*Erythropoiesis', 'Hematocrit', 'Hemoglobinometry', 'Humans', 'Leukemia, Erythroblastic, Acute/*etiology', 'Leukocyte Count', 'Male']",1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,J Pediatr. 1970 Oct;77(4):653-7. doi: 10.1016/s0022-3476(70)80208-6.,,"['S0022-3476(70)80208-6 [pii]', '10.1016/s0022-3476(70)80208-6 [doi]']",,,,
5271719,NLM,MEDLINE,19701020,20131121,0001-5989 (Print) 0001-5989 (Linking),27,1,1970,Pathogenesis of anaemia in transplanted AKR leukaemia.,65-77,"['Burger, T', 'Lajtha, L G']","['Burger T', 'Lajtha LG']",['eng'],['Journal Article'],Hungary,Acta Med Acad Sci Hung,Acta medica Academiae Scientiarum Hungaricae,0370323,IM,"['Acute Disease', 'Anemia/*etiology', 'Animals', 'Bone Marrow/radiation effects', 'Female', 'Hematocrit', 'Iron/metabolism', 'Iron Isotopes', 'Leukemia, Experimental/*complications', 'Leukemia, Lymphoid/*complications', 'Liver/physiopathology', 'Lymph Nodes/physiopathology', 'Methods', 'Mice', 'Radiation Effects', 'Spleen/physiopathology', 'Thymus Gland/physiopathology', 'Time Factors']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Acta Med Acad Sci Hung. 1970;27(1):65-77.,"['0 (Iron Isotopes)', 'E1UOL152H7 (Iron)']",,,,,
5271662,NLM,MEDLINE,19701017,20190514,0028-3878 (Print) 0028-3878 (Linking),20,8,1970 Aug,Central nervous system chloromas preceding acute leukemia by one year.,771-5,"['Hurwitz, B S', 'Sutherland, J C', 'Walker, M D']","['Hurwitz BS', 'Sutherland JC', 'Walker MD']",['eng'],['Journal Article'],United States,Neurology,Neurology,0401060,IM,"['Acute Disease', 'Adult', 'Bone Marrow Diseases/*complications', 'Brain Neoplasms/complications/pathology', 'Central Nervous System Diseases/*complications', 'Diagnosis, Differential', 'Dura Mater/pathology', 'Female', 'Humans', 'Leukemia/*complications', 'Leukemia, Myeloid/*complications/pathology', 'Radionuclide Imaging']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Neurology. 1970 Aug;20(8):771-5. doi: 10.1212/wnl.20.8.771.,,['10.1212/wnl.20.8.771 [doi]'],,,,
5271648,NLM,MEDLINE,19701017,20190619,0003-4819 (Print) 0003-4819 (Linking),73,2,1970 Aug,"Epstein-Barr virus, leukemia and mononucleosis.",341-2,"['Stevens, D A', 'Vogler, W R']","['Stevens DA', 'Vogler WR']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['*Herpesviridae', 'Humans', 'Infectious Mononucleosis/*complications', 'Leukemia, Lymphoid/*complications']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1970 Aug;73(2):341-2. doi: 10.7326/0003-4819-73-2-341_3.,,['10.7326/0003-4819-73-2-341_3 [doi]'],,,,
5271638,NLM,MEDLINE,19701015,20091021,0030-6002 (Print) 0030-6002 (Linking),111,16,1970 Apr 19,[Radiation-induced nephritis].,927-30,"['Foldes, G', 'Magyar, E', 'Hollo, T']","['Foldes G', 'Magyar E', 'Hollo T']",['hun'],"['Case Reports', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Child', 'Humans', '*Iatrogenic Disease', 'Leukemia, Lymphoid/*radiotherapy', 'Male', 'Mediastinal Neoplasms/*radiotherapy', 'Nephritis/*etiology', 'Radiotherapy/adverse effects']",1970/04/19 00:00,1970/04/19 00:01,['1970/04/19 00:00'],"['1970/04/19 00:00 [pubmed]', '1970/04/19 00:01 [medline]', '1970/04/19 00:00 [entrez]']",ppublish,Orv Hetil. 1970 Apr 19;111(16):927-30.,,,Irradiatios nephritis.,,,
5271637,NLM,MEDLINE,19701015,20131121,0030-6002 (Print) 0030-6002 (Linking),111,16,1970 Apr 19,[Clinical assay of tetramesyl-mannite therapy of neoplasms].,918-23,"['Szentklaray, J', 'Sellei, C']","['Szentklaray J', 'Sellei C']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Antineoplastic Agents/*therapeutic use', 'Carcinoma/drug therapy', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Mannitol/*therapeutic use', 'Neoplasms/*drug therapy']",1970/04/19 00:00,1970/04/19 00:01,['1970/04/19 00:00'],"['1970/04/19 00:00 [pubmed]', '1970/04/19 00:01 [medline]', '1970/04/19 00:00 [entrez]']",ppublish,Orv Hetil. 1970 Apr 19;111(16):918-23.,"['0 (Antineoplastic Agents)', '3OWL53L36A (Mannitol)']",,Daganatos betegek tetramesyl-mannit kexelesenek klinikai vizsgalata.,,,
5271636,NLM,MEDLINE,19701015,20131121,0021-4892 (Print) 0021-4892 (Linking),19,5,1970 May,[Basic studies of the measurement of blood PO2].,477-82,"['Okuda, T', 'Hara, S', 'Yasumitsu, H', 'Enoki, Y']","['Okuda T', 'Hara S', 'Yasumitsu H', 'Enoki Y']",['jpn'],['Journal Article'],Japan,Masui,Masui. The Japanese journal of anesthesiology,0413707,IM,"['Electrodes', 'Humans', 'Leukemia, Myeloid/blood', 'Leukocyte Count', 'Oxygen/*blood', 'Partial Pressure']",1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",ppublish,Masui. 1970 May;19(5):477-82.,['S88TT14065 (Oxygen)'],,,,,
5271607,NLM,MEDLINE,19701015,20091109,0033-8575 (Print) 0033-8575 (Linking),17,2,1969,[Cutaneous and mucous changes in leukemias (leukohemoblastoses)].,75-86,"['Musger, A']",['Musger A'],['hrv'],['Journal Article'],Croatia,Rad Med Fak Zagrebu,Radovi Medicinskog faculteta u Zagrebu,21720420R,IM,"['Adult', 'Child', 'Humans', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Middle Aged', '*Mucous Membrane', '*Skin Manifestations']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Rad Med Fak Zagrebu. 1969;17(2):75-86.,,,Prilog poznavanju koznih i sluznicnih promjena kod leukemija (leukohemoblastoza),,,
5271606,NLM,MEDLINE,19701015,20041117,0031-3904 (Print) 0031-3904 (Linking),19,3,1970 May-Jun,[Di Guglielmo's syndrome in children].,253-60,"['Bellu, C', 'Russe, E', 'Gore, A', 'Dirina, N']","['Bellu C', 'Russe E', 'Gore A', 'Dirina N']",['rum'],['Journal Article'],Romania,Pediatria (Bucur),Pediatria,7502431,IM,"['Child', 'Female', 'Humans', '*Leukemia, Erythroblastic, Acute']",1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",ppublish,Pediatria (Bucur). 1970 May-Jun;19(3):253-60.,,,Sindrom Di Guglielmo la copii.,,,
5271605,NLM,MEDLINE,19701015,20071115,0029-1420 (Print) 0029-1420 (Linking),84,32,1970 Aug 6,[Di Guglielmo's syndrome].,1001-4,"['Marstein, S']",['Marstein S'],['nor'],['Journal Article'],Sweden,Nord Med,Nordisk medicin,0401001,IM,"['Adult', 'Aged', 'Female', 'Humans', '*Leukemia, Erythroblastic, Acute/complications', 'Leukemia, Myeloid, Acute/etiology', 'Male']",1970/08/06 00:00,1970/08/06 00:01,['1970/08/06 00:00'],"['1970/08/06 00:00 [pubmed]', '1970/08/06 00:01 [medline]', '1970/08/06 00:00 [entrez]']",ppublish,Nord Med. 1970 Aug 6;84(32):1001-4.,,,Di Guglielmos syndrom.,,,
5271603,NLM,MEDLINE,19701015,20071115,0081-1270 (Print) 0081-1270 (Linking),70,1,1970 Jan,[Acute leukosis diagnosed by examination of the fundus oculi].,160-4,"['Fabing, A', 'Roth, A', 'Revel, P']","['Fabing A', 'Roth A', 'Revel P']",['fre'],['Journal Article'],France,Bull Soc Ophtalmol Fr,Bulletin des societes d'ophtalmologie de France,0372675,IM,"['Acute Disease', 'Adult', '*Fundus Oculi', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Bull Soc Ophtalmol Fr. 1970 Jan;70(1):160-4.,,,Leucose aigue diagnostiquee par l'examen du fond d'oeil.,,,
5271561,NLM,MEDLINE,19701012,20071115,0300-8673 (Print) 0300-8673 (Linking),45,30,1969 Oct 31,[Early diagnosis of malignant blood diseases].,1423-6,"['Heckner, F']",['Heckner F'],['ger'],['Journal Article'],Germany,Z Allgemeinmed,Zeitschrift fur Allgemeinmedizin,7700691,IM,"['Hematologic Diseases/*diagnosis', 'Humans', 'Leukemia/*diagnosis', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Monocytic, Acute/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Lymphoma/diagnosis', 'Multiple Myeloma', 'Plasmacytoma/diagnosis', 'Polycythemia Vera/diagnosis', 'Time Factors']",1969/10/31 00:00,1969/10/31 00:01,['1969/10/31 00:00'],"['1969/10/31 00:00 [pubmed]', '1969/10/31 00:01 [medline]', '1969/10/31 00:00 [entrez]']",ppublish,Z Allgemeinmed. 1969 Oct 31;45(30):1423-6.,,,Fruherkennung maligner Blutkrankheiten.,,,
5271549,NLM,MEDLINE,19701012,20071115,0048-766X (Print) 0048-766X (Linking),34,4,1969,[Pregnancy and leukemia].,225-8,"['Herrera, M', 'Corvalan, H']","['Herrera M', 'Corvalan H']",['spa'],['Journal Article'],Chile,Rev Chil Obstet Ginecol,Revista chilena de obstetricia y ginecologia,0404260,IM,"['Adult', 'Female', 'Humans', '*Leukemia, Myeloid/diagnosis/mortality', 'Leukemia, Myeloid, Acute/diagnosis/mortality', 'Maternal Mortality', 'Pregnancy', '*Pregnancy Complications, Hematologic/mortality']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Rev Chil Obstet Ginecol. 1969;34(4):225-8.,,,Leucemia y embarazo.,,,
5271349,NLM,MEDLINE,19701008,20091109,0375-8338 (Print) 0375-8338 (Linking),23,1,1969,[Study of thrombocytokinetics in patients with chronic myeloid leukemia].,75-9,"['Rolovic, Z', 'Stajic, M']","['Rolovic Z', 'Stajic M']",['hrv'],"['Comparative Study', 'Journal Article']",Croatia,Acta Med Iugosl,Acta medica Iugoslavica,0370324,IM,"['Adult', '*Blood Platelets', 'Chromium Isotopes', 'Humans', '*Kinetics', 'Leukemia, Myeloid/*blood', 'Male', 'Middle Aged', 'Thrombocytosis/*blood']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Acta Med Iugosl. 1969;23(1):75-9.,['0 (Chromium Isotopes)'],,Ispitivanje trombocitokinetike u bolesnika s hronicnom mijeloidnom leukozom.,,,
5271325,NLM,MEDLINE,19701008,20190709,0022-2623 (Print) 0022-2623 (Linking),13,4,1970 Jul,Potential antineoplastics. IV. 2-amino-4-methyl-6-phenyl-5-arylazopyrimidines.,763-5,"['Garg, H G', 'Sharma, R A']","['Garg HG', 'Sharma RA']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Azo Compounds/chemical synthesis', 'Leukemia, Lymphoid/drug therapy', 'Methods', 'Mice', 'Pyrimidines/chemical synthesis']",1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1970 Jul;13(4):763-5. doi: 10.1021/jm00298a052.,"['0 (Antineoplastic Agents)', '0 (Azo Compounds)', '0 (Pyrimidines)']",['10.1021/jm00298a052 [doi]'],,,,
5271320,NLM,MEDLINE,19701008,20191210,0021-9681 (Print) 0021-9681 (Linking),22,10,1970 Mar,The treatment of acute lymphocytic leukemia.,633-5,"['Zubrod, C G']",['Zubrod CG'],['eng'],['Journal Article'],England,J Chronic Dis,Journal of chronic diseases,2985123R,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Blood Platelets', 'Bone Marrow Cells', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Disease Models, Animal', 'Drug Synergism', 'Hemorrhage/complications', 'Humans', 'Infections', 'Leukemia L1210/pathology', 'Leukemia, Lymphoid/*complications/*drug therapy/*mortality', 'Leukemia, Myeloid, Acute/therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Mice', 'Prednisone/therapeutic use', 'Prognosis', 'Thrombocytopenia/drug therapy', 'Vincristine/therapeutic use']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,J Chronic Dis. 1970 Mar;22(10):633-5. doi: 10.1016/0021-9681(70)90077-9.,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",['10.1016/0021-9681(70)90077-9 [doi]'],,,,
5271301,NLM,MEDLINE,19701007,20131121,0034-7264 (Print) 0034-7264 (Linking),25,1,1968 Jan,[Use of intrathecal methotraxate in neurological manifestations due to acute leukemia].,23-5,"['Franco, L G', 'Teixeira, I']","['Franco LG', 'Teixeira I']",['por'],['Journal Article'],Brazil,Rev Bras Med,Revista brasileira de medicina,0401324,IM,"['Adolescent', 'Adult', 'Child, Preschool', 'Humans', 'Injections, Spinal', 'Leukemia, Lymphoid/complications/*drug therapy', 'Leukemia, Myeloid, Acute/complications/*drug therapy', 'Methotrexate/*administration & dosage', 'Middle Aged', 'Neurologic Manifestations']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Rev Bras Med. 1968 Jan;25(1):23-5.,['YL5FZ2Y5U1 (Methotrexate)'],,Uso do methotrexate intratecal nas manifestacoes neuroloticas das leucemias agudas.,,,
5271298,NLM,MEDLINE,19701007,20131121,0032-6518 (Print) 0032-6518 (Linking),204,224,1970 Jun,The treatment of chronic leukaemia.,773-9,"['Shaw, S']",['Shaw S'],['eng'],['Journal Article'],England,Practitioner,The Practitioner,0404245,IM,"['Antibiotics, Antineoplastic/therapeutic use', 'Busulfan/therapeutic use', 'Chlorambucil/therapeutic use', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Hydroxyurea/therapeutic use', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Uracil Mustard/therapeutic use']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,Practitioner. 1970 Jun;204(224):773-9.,"['0 (Antibiotics, Antineoplastic)', '18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'W7KQ46GJ8U (Uracil Mustard)', 'X6Q56QN5QC (Hydroxyurea)']",,,,,
5271297,NLM,MEDLINE,19701007,20041117,0023-2149 (Print) 0023-2149 (Linking),48,3,1970 Mar,[Case of priapism in chronic myeloleukosis].,126-8,"['Bondarenko, M N', 'Iurkevich, S T']","['Bondarenko MN', 'Iurkevich ST']",['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Priapism/*complications']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1970 Mar;48(3):126-8.,,,Sluchai priapizma pri khronicheskom meiloleikoze.,,,
5271291,NLM,MEDLINE,19701007,20210216,0006-4971 (Print) 0006-4971 (Linking),36,3,1970 Sep,Patterns of granulocyte kinetics in acute myelogenous and myelomonocytic leukemia.,371-84,"['Galbraith, P R', 'Chikkappa, G', 'Abu-Zahra, H T']","['Galbraith PR', 'Chikkappa G', 'Abu-Zahra HT']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,IM,"['Bone Marrow Examination', 'Female', 'Humans', 'Isoflurophate/metabolism', 'Leukemia, Monocytic, Acute/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Leukocyte Count', 'Leukocytes/*metabolism', 'Male', 'Phosphorus Isotopes', 'Splenomegaly']",1970/09/01 00:00,1970/09/01 00:01,['1970/09/01 00:00'],"['1970/09/01 00:00 [pubmed]', '1970/09/01 00:01 [medline]', '1970/09/01 00:00 [entrez]']",ppublish,Blood. 1970 Sep;36(3):371-84.,"['0 (Phosphorus Isotopes)', '12UHW9R67N (Isoflurophate)']",['S0006-4971(20)69572-6 [pii]'],,,,
5271290,NLM,MEDLINE,19701007,20210216,0006-4971 (Print) 0006-4971 (Linking),36,3,1970 Sep,Philadelphia chromosome in acute lymphocytic leukemia.,353-60,"['Propp, S', 'Lizzi, F A']","['Propp S', 'Lizzi FA']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,IM,"['Bone Marrow Examination', '*Chromosome Aberrations', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/blood/drug therapy/*genetics', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use', 'Radiation Injuries']",1970/09/01 00:00,1970/09/01 00:01,['1970/09/01 00:00'],"['1970/09/01 00:00 [pubmed]', '1970/09/01 00:01 [medline]', '1970/09/01 00:00 [entrez]']",ppublish,Blood. 1970 Sep;36(3):353-60.,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",['S0006-4971(20)69570-2 [pii]'],,,,
5271269,NLM,MEDLINE,19701007,20190515,0007-0920 (Print) 0007-0920 (Linking),24,2,1970 Jun,Malignancy from radium.,195-207,"['Loutit, J F']",['Loutit JF'],['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,IM,"['Aged', 'Bone Marrow/radiation effects', 'Bone Neoplasms/etiology', 'Female', 'Humans', 'Leukemia, Radiation-Induced', 'Male', 'Neoplasms, Radiation-Induced/*etiology', 'Occupational Diseases/etiology', 'Osteosarcoma/etiology', 'Radiometry', 'Radiotherapy/adverse effects', 'Radium/*poisoning/therapeutic use']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,Br J Cancer. 1970 Jun;24(2):195-207. doi: 10.1038/bjc.1970.23.,['W90AYD6R3Q (Radium)'],['10.1038/bjc.1970.23 [doi]'],,PMC2008571,"Human experience of the toxicity of radium acts as a guide for the setting of occupationally permissible levels for radioactive nucleides, especially bone-seekers. Reviewing the published statements and photomicrographs in early reports especially those of Martland (1931) one can make a case that malignancy was induced in bone-marrow (leukaemia, malignant myelosclerosis) as well as in bone (osteosarcoma) by radium, especially with large doses. Three case reports of radium intoxication in Britons are noted as compatible with this suggestion, after revised interpretation in two of them.",
5271251,NLM,MEDLINE,19701006,20080620,0032-3756 (Print) 0032-3756 (Linking),25,30,1970 Jul 27,[Viral hepatitis as a fatal complication of acute leukemia in a child treated for over 4 years].,1136-8,"['Armata, J', 'Zajaczkowski, J']","['Armata J', 'Zajaczkowski J']",['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Acute Disease', 'Age Factors', 'Child', 'Hepatitis A/*complications', 'Humans', 'Leukemia, Lymphoid/*complications/therapy', 'Male']",1970/07/27 00:00,1970/07/27 00:01,['1970/07/27 00:00'],"['1970/07/27 00:00 [pubmed]', '1970/07/27 00:01 [medline]', '1970/07/27 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1970 Jul 27;25(30):1136-8.,,,Wirusowe zapalenie watroby jako smiertelne powiklanie ostrej bialaczki u dziecka leconego ponad 4 lata.,,,
5271211,NLM,MEDLINE,19701006,20190620,0008-543X (Print) 0008-543X (Linking),26,2,1970 Aug,The increasing incidence of central nervous system leukemia in children. (Children's Cancer Study Group A).,404-9,"['Evans, A E', 'Gilbert, E S', 'Zandstra, R']","['Evans AE', 'Gilbert ES', 'Zandstra R']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Brain Neoplasms/*epidemiology', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Infant', 'Leukemia/drug therapy/*epidemiology/mortality', 'Leukemia, Lymphoid/drug therapy/epidemiology/mortality', 'Leukemia, Myeloid, Acute/drug therapy/epidemiology/mortality', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Neurologic Manifestations', 'Prednisone/therapeutic use', 'Prognosis', 'Vincristine/therapeutic use']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Cancer. 1970 Aug;26(2):404-9. doi: 10.1002/1097-0142(197008)26:2<404::aid-cncr2820260222>3.0.co;2-i.,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1002/1097-0142(197008)26:2<404::aid-cncr2820260222>3.0.co;2-i [doi]'],,,,
5271202,NLM,MEDLINE,19701006,20081121,0370-8241 (Print) 0370-8241 (Linking),25,7,1970 Jul 10,[Marked cryofibrinogenemia in a patient with acute promyelocytic leukemia].,1605-17,"['Kon, S', 'Yasukouchi, T', 'Kawauchi, F', 'Watanabe, T', 'Atsumi, T']","['Kon S', 'Yasukouchi T', 'Kawauchi F', 'Watanabe T', 'Atsumi T']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,IM,"['Adolescent', 'Blood Protein Disorders/complications', 'Blood Protein Electrophoresis', '*Cold Temperature', '*Fibrinogen', 'Humans', 'Immunoelectrophoresis', 'Leukemia, Myeloid/*complications/pathology', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Male', 'Microscopy, Electron']",1970/07/10 00:00,1970/07/10 00:01,['1970/07/10 00:00'],"['1970/07/10 00:00 [pubmed]', '1970/07/10 00:01 [medline]', '1970/07/10 00:00 [entrez]']",ppublish,Saishin Igaku. 1970 Jul 10;25(7):1605-17.,['9001-32-5 (Fibrinogen)'],,,,,
5271201,NLM,MEDLINE,19701006,20071115,0031-2991 (Print) 0031-2991 (Linking),12,4,1968 Jul-Aug,[Effect of serum of patients with chronic myelocytic and lymphocytic leukemia on hematopoiesis of rats].,46-50,"['Poliakova, L P']",['Poliakova LP'],['rus'],['Journal Article'],Russia (Federation),Patol Fiziol Eksp Ter,Patologicheskaia fiziologiia i eksperimental'naia terapiia,0376421,IM,"['Animals', '*Hematopoiesis', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid/*blood', 'Rats']",1968/07/01 00:00,1968/07/01 00:01,['1968/07/01 00:00'],"['1968/07/01 00:00 [pubmed]', '1968/07/01 00:01 [medline]', '1968/07/01 00:00 [entrez]']",ppublish,Patol Fiziol Eksp Ter. 1968 Jul-Aug;12(4):46-50.,,,Vliianie syvorotki bol'nykh khronicheskim mielo- i limfoleikozom na krovetvorenie krys.,,,
