PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB
4520980,NLM,MEDLINE,19740320,20190820,0022-4790 (Print) 0022-4790 (Linking),5,6,1973 Jun,The gallium-67 scan in clinical assessment of cancer.,529-38,"['Johnston, G S', 'Jones, A E', 'Milder, M S', 'Frankel, R L', 'Kramer, R J', 'Arseneau, J C']","['Johnston GS', 'Jones AE', 'Milder MS', 'Frankel RL', 'Kramer RJ', 'Arseneau JC']",['eng'],['Journal Article'],,United States,J Surg Oncol,Journal of surgical oncology,0222643,"['0 (Radioisotopes)', 'CH46OC8YV4 (Gallium)']",IM,"['Adolescent', 'Adult', 'Aged', 'Astrocytoma/diagnosis', 'Bone Neoplasms/diagnosis', 'Brain Neoplasms/diagnosis', 'Child', 'Female', '*Gallium', 'Hodgkin Disease/diagnosis', 'Humans', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Lung Neoplasms/diagnosis', 'Lymphoma/diagnosis', 'Male', 'Melanoma/diagnosis', 'Middle Aged', 'Neoplasms/*diagnosis', '*Radioisotopes', '*Radionuclide Imaging', 'Sarcoma, Ewing/diagnosis']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",ppublish,J Surg Oncol. 1973 Jun;5(6):529-38. doi: 10.1002/jso.2930050603.,['10.1002/jso.2930050603 [doi]'],,
4520972,NLM,MEDLINE,19740320,20041117,0025-7850 (Print) 0025-7850 (Linking),4,5,1973,Preconception radiation and leukemia.,276-81,"['Natarajan, N', 'Bross, I D']","['Natarajan N', 'Bross ID']",['eng'],['Journal Article'],,United States,J Med,Journal of medicine,7505566,,IM,"['Adolescent', 'Asthma/epidemiology/immunology', 'Chickenpox/epidemiology/immunology', 'Child', 'Child, Preschool', 'Dysentery/epidemiology/immunology', 'Eczema/epidemiology/immunology', 'Female', 'Humans', 'Infant', 'Leukemia/*epidemiology/immunology', 'Leukemia, Radiation-Induced/epidemiology', 'Male', 'Measles/epidemiology/immunology', 'Pneumonia/epidemiology/immunology', 'Pregnancy', 'Radiography/*adverse effects', 'Rheumatic Fever/epidemiology/immunology']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,J Med. 1973;4(5):276-81.,,,
4520969,NLM,MEDLINE,19740320,20041117,0001-5814 (Print) 0001-5814 (Linking),4,4,1973 Oct-Dec,[Separation of peripheral blood leukocytes in chronic myelocytic leukemia according to the grade of their maturity by density gradient centrifugation].,329-33,"['Malec, J', 'Kornacka, L', 'Wojnarowska, M']","['Malec J', 'Kornacka L', 'Wojnarowska M']",['pol'],['Journal Article'],Rozdzielanie obwodowych leukocytow przewleklej bialaczki szpikowej w zaleznosci od stopnia ich dojrzalosci przez wirowanie w gradiencie gestosci.,Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,,IM,"['Cell Separation', 'Centrifugation, Density Gradient', 'Humans', 'Leukemia, Myeloid/*blood', '*Leukocytes']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1973 Oct-Dec;4(4):329-33.,,,
4520968,NLM,MEDLINE,19740320,20181130,0001-5814 (Print) 0001-5814 (Linking),4,4,1973 Oct-Dec,[The hypothalamo-pituitary-adrenocortical system in chronic leukemias].,307-14,"['Migdalska, B', 'Leszko, B', 'Hartwig, W', 'Pawelski, S']","['Migdalska B', 'Leszko B', 'Hartwig W', 'Pawelski S']",['pol'],['Journal Article'],Ocena ukladu podwzgorze-przysadka-kora nadnerczy w przewleklych bialaczkach.,Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,"['0 (17-Hydroxycorticosteroids)', '0 (17-Ketosteroids)', '0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",IM,"['17-Hydroxycorticosteroids/metabolism', '17-Ketosteroids/metabolism', 'Adrenal Cortex Hormones/metabolism', 'Adrenal Glands/drug effects/*physiopathology', 'Antineoplastic Agents/therapeutic use', 'Circadian Rhythm', 'Humans', 'Hypothalamus/drug effects/*physiopathology', 'Leukemia, Lymphoid/drug therapy/*pathology', 'Leukemia, Myeloid/drug therapy/*pathology', 'Pituitary Gland/drug effects/*physiopathology']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1973 Oct-Dec;4(4):307-14.,,,
4520956,NLM,MEDLINE,19740319,20190619,0003-4819 (Print) 0003-4819 (Linking),80,1,1974 Jan,The therapy of acute granulocytic leukemia in patients more than fifty years old.,15-20,"['Grann, V', 'Erichson, R', 'Flannery, J', 'Finch, S', 'Clarkson, B']","['Grann V', 'Erichson R', 'Flannery J', 'Finch S', 'Clarkson B']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Ann Intern Med,Annals of internal medicine,0372351,"['0 (Antineoplastic Agents)', '0 (Drug Combinations)', '04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)']",IM,"['*Age Factors', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Connecticut', 'Cytarabine/*administration & dosage/therapeutic use', 'Drug Combinations', 'Hospitals, Community', 'Hospitals, Special', 'Hospitals, Teaching', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality/therapy', 'Middle Aged', 'Neoplasms', 'New York City', 'Prognosis', 'Remission, Spontaneous', 'Thioguanine/*administration & dosage/therapeutic use']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1974 Jan;80(1):15-20. doi: 10.7326/0003-4819-80-1-15.,['10.7326/0003-4819-80-1-15 [doi]'],,
4520955,NLM,MEDLINE,19740319,20190619,0003-4819 (Print) 0003-4819 (Linking),80,1,1974 Jan,Letter: Neutrophilic leukemia.,110-1,"['Silberstein, E B', 'Zellner, D C', 'Shivakumar, B N', 'Burgin, L A']","['Silberstein EB', 'Zellner DC', 'Shivakumar BN', 'Burgin LA']",['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Aged', 'Alkaline Phosphatase/blood', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*diagnosis', 'Leukocytes/enzymology', 'Leukocytosis/complications', 'Splenomegaly/complications', 'Vitamin B 12/blood']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1974 Jan;80(1):110-1. doi: 10.7326/0003-4819-80-1-110.,['10.7326/0003-4819-80-1-110 [doi]'],,
4520939,NLM,MEDLINE,19740319,20190829,0002-9580 (Print) 0002-9580 (Linking),120,1,1974 Jan,Busulfan lung. Report of two cases and review of the literature.,151-6,"['Podoll, L N', 'Winkler, S S']","['Podoll LN', 'Winkler SS']",['eng'],['Journal Article'],,United States,Am J Roentgenol Radium Ther Nucl Med,"The American journal of roentgenology, radium therapy, and nuclear medicine",7605534,['G1LN9045DK (Busulfan)'],IM,"['Adult', 'Aged', 'Autopsy', 'Busulfan/*adverse effects/therapeutic use', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Lung/drug effects/pathology', 'Male', 'Pulmonary Fibrosis/*chemically induced/diagnostic imaging/mortality/pathology', 'Radiography']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Am J Roentgenol Radium Ther Nucl Med. 1974 Jan;120(1):151-6. doi: 10.2214/ajr.120.1.151.,['10.2214/ajr.120.1.151 [doi]'],,
4520938,NLM,MEDLINE,19740318,20041117,0044-2542 (Print) 0044-2542 (Linking),28,22,1973 Nov 15,[Clinical aspects of Di-Guglielmo's syndrome with reference to chromosome aberrations].,669-76,"['Schwenke, H', 'Fleischmann, H J']","['Schwenke H', 'Fleischmann HJ']",['ger'],['Journal Article'],Klinik des D-Guglielmo-Syndroms mit Berucksichtigung von Chromosomenaberrationen.,Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,,IM,"['Adult', 'Anemia, Hemolytic/diagnosis', 'Anemia, Macrocytic/diagnosis', 'Anemia, Pernicious/diagnosis', 'Aneuploidy', 'Bone Marrow Examination', '*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Diagnosis, Differential', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/blood/*diagnosis', 'Male', 'Middle Aged', 'Syndrome', 'Trisomy']",1973/11/15 00:00,1973/11/15 00:01,['1973/11/15 00:00'],"['1973/11/15 00:00 [pubmed]', '1973/11/15 00:01 [medline]', '1973/11/15 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1973 Nov 15;28(22):669-76.,,,
4520849,NLM,MEDLINE,19740313,20190620,0008-543X (Print) 0008-543X (Linking),33,1,1974 Jan,Chromosomal aberrations and neoplasm--a family study.,72-81,"['Wurster-Hill, D H', 'Cornwell, G G 3rd', 'McIntyre, O R']","['Wurster-Hill DH', 'Cornwell GG 3rd', 'McIntyre OR']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,['0 (Solvents)'],IM,"['Adult', 'Aged', 'Bone Marrow Cells', 'Breast Neoplasms/genetics', 'Carcinoma/genetics', 'Carcinoma, Squamous Cell/genetics', '*Chromosome Aberrations', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics', 'Lip Neoplasms/genetics', 'Male', 'Middle Aged', 'Neoplasms/*genetics', 'Primary Myelofibrosis/genetics', 'Solvents/adverse effects']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Cancer. 1974 Jan;33(1):72-81. doi: 10.1002/1097-0142(197401)33:1<72::aid-cncr2820330114>3.0.co;2-8.,['10.1002/1097-0142(197401)33:1<72::aid-cncr2820330114>3.0.co;2-8 [doi]'],,
4520848,NLM,MEDLINE,19740313,20191210,0006-355X (Print) 0006-355X (Linking),10,3,1973 Sep,Dynamic viscoelasticity of blood during clotting in health and disease.,411-24,"['Isogai, Y', 'Iida, A', 'Chikatsu, I', 'Mochizuki, K', 'Abe, M']","['Isogai Y', 'Iida A', 'Chikatsu I', 'Mochizuki K', 'Abe M']",['eng'],['Journal Article'],,Netherlands,Biorheology,Biorheology,0372526,['9001-32-5 (Fibrinogen)'],IM,"['Blood Cell Count', '*Blood Coagulation', 'Blood Platelets', 'Blood Sedimentation', '*Blood Viscosity', 'Diabetes Mellitus/blood', 'Elasticity', 'Female', 'Fibrinogen', 'Hematocrit', 'Humans', 'Infections/blood', 'Leukemia, Myeloid/blood', 'Male', 'Neoplasms/blood', 'Polycythemia Vera/blood', 'Rheology', 'Thrombosis/physiopathology']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",ppublish,Biorheology. 1973 Sep;10(3):411-24. doi: 10.3233/bir-1973-10315.,['10.3233/bir-1973-10315 [doi]'],,
4520846,NLM,MEDLINE,19740313,20071115,0004-0657 (Print) 0004-0657 (Linking),25,4,1973,A morphological study of the invasion of liver tissue by tumour cells.,351-62,"['Dingemans, K P']",['Dingemans KP'],['eng'],['Journal Article'],,Netherlands,Arch Chir Neerl,Archivum chirurgicum Neerlandicum,8004861,,IM,"['Animals', 'Capillaries/pathology', 'Endothelium/pathology', 'Injections, Intravenous', 'Leukemia, Lymphoid/pathology', 'Liver Neoplasms/*pathology', 'Lymphoma', 'Lymphoma, Non-Hodgkin/pathology', 'Mammary Neoplasms, Experimental/pathology', 'Mice', 'Microscopy, Electron', 'Neoplasm Metastasis/etiology/*pathology', 'Pseudopodia']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Arch Chir Neerl. 1973;25(4):351-62.,,,
4520796,NLM,MEDLINE,19740308,20190711,0023-2173 (Print) 0023-2173 (Linking),51,14,1973 Jul 15,[Determination of the DNA-dependent RNA polymerase from human leukocytes in a simple cell-free system (author's transl)].,730-4,"['Garbrecht, M', 'Mertelsmann, R', 'Schoch, G']","['Garbrecht M', 'Mertelsmann R', 'Schoch G']",['ger'],['Journal Article'],Untersuchung der DNS-abhangigen RNS-Polymerase aus menchlichen Leukocyten in einem einfachen zellfreien System.,Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['63231-63-0 (RNA)', '9007-49-2 (DNA)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)']",IM,"['Animals', 'Cell-Free System', 'DNA', 'DNA-Directed RNA Polymerases/*blood', 'Friend murine leukemia virus', 'Hodgkin Disease/enzymology', 'Humans', 'Leukemia, Experimental/enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukocytes/*enzymology', 'Lymphocytes/enzymology', 'Mice', 'RNA/metabolism', 'Subcellular Fractions/*enzymology']",1973/07/15 00:00,1973/07/15 00:01,['1973/07/15 00:00'],"['1973/07/15 00:00 [pubmed]', '1973/07/15 00:01 [medline]', '1973/07/15 00:00 [entrez]']",ppublish,Klin Wochenschr. 1973 Jul 15;51(14):730-4. doi: 10.1007/BF01468365.,['10.1007/BF01468365 [doi]'],,
4520679,NLM,MEDLINE,19740308,20131121,0049-6804 (Print) 0049-6804 (Linking),8,,1973 Aug,[Characteristics of bilirubin metabolism and synthesis of bile acids in patients with chronic leukoses and lymphogranulomatosis].,88-91,"['Ishchenko, V T']",['Ishchenko VT'],['rus'],['Journal Article'],Osobennosti obmena bilirubina i sinteza zhelchnykh kislot u bol'nykh khronicheskimi leikozami i limfogranulematozom.,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,"['0 (Bile Acids and Salts)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['Adult', 'Aged', 'Bile Acids and Salts/biosynthesis', 'Bilirubin/*metabolism', 'Hodgkin Disease/*metabolism', 'Humans', 'Leukemia, Myeloid/*metabolism', 'Liver/metabolism', 'Middle Aged']",1973/08/01 00:00,1973/08/01 00:01,['1973/08/01 00:00'],"['1973/08/01 00:00 [pubmed]', '1973/08/01 00:01 [medline]', '1973/08/01 00:00 [entrez]']",ppublish,Vrach Delo. 1973 Aug;8:88-91.,,,
4520646,NLM,MEDLINE,19740308,20131121,0012-0472 (Print) 0012-0472 (Linking),99,2,1974 Jan 11,[Chromosome aberrations in busulphan therapy (author's transl)].,52-56,"['Gebhart, E', 'Schwanitz, G', 'Hartwich, G']","['Gebhart E', 'Schwanitz G', 'Hartwich G']",['ger'],['Journal Article'],Chromosomenaberrationen bei Busulfan-Behandlung.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,['G1LN9045DK (Busulfan)'],IM,"['Bone Marrow Cells', 'Busulfan/*adverse effects/therapeutic use', 'Chromatids/drug effects', '*Chromosome Aberrations', 'Chromosomes/analysis', 'Dose-Response Relationship, Drug', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Lymphocytes/drug effects', 'Time Factors']",1974/01/11 00:00,1974/01/11 00:01,['1974/01/11 00:00'],"['1974/01/11 00:00 [pubmed]', '1974/01/11 00:01 [medline]', '1974/01/11 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1974 Jan 11;99(2):52-56. doi: 10.1055/s-0028-1107711.,['10.1055/s-0028-1107711 [doi]'],,
4520629,NLM,MEDLINE,19740308,20190908,0036-553X (Print) 0036-553X (Linking),10,5,1973,Paroxysmal nocturnal haemoglobinuria and chronic myeloid leukaemia in the same patient.,384-9,"['Tso, S C', 'Chan, T K']","['Tso SC', 'Chan TK']",['eng'],['Journal Article'],,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Hemoglobins)', '9011-92-1 (Hemosiderin)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",IM,"['Blood Cell Count', 'Blood Platelets', 'Blood Transfusion', 'Bone Marrow Cells', 'Busulfan/therapeutic use', 'Hematocrit', 'Hemoglobins', 'Hemoglobinuria, Paroxysmal/blood/*complications/drug therapy', 'Hemosiderin/urine', 'Humans', 'Leukemia, Myeloid/blood/*complications', 'Leukocyte Count', 'Male', 'Middle Aged', 'Prednisone/therapeutic use', 'Reticulocytes', 'Time Factors']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1973;10(5):384-9. doi: 10.1111/j.1600-0609.1973.tb00086.x.,['10.1111/j.1600-0609.1973.tb00086.x [doi]'],,
4520628,NLM,MEDLINE,19740308,20131121,0025-8458 (Print) 0025-8458 (Linking),68,44,1973 Nov 2,[Three cases of Thorotrast late damages (author's transl)].,1442-7,"['Trubestein, G K', 'Citoler, P']","['Trubestein GK', 'Citoler P']",['ger'],['Journal Article'],Drei Falle von Thorotrast-Spatschaden.,Germany,Med Klin,Medizinische Klinik,0376637,['9XA7X17UQC (Thorium Dioxide)'],IM,"['Angiography/adverse effects', 'Autopsy', 'Biopsy', 'Chromosome Aberrations/etiology', 'Chromosome Disorders', 'Hemangiosarcoma/*etiology/pathology', 'Hematopoietic System/radiation effects', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*etiology', 'Leukemia, Radiation-Induced', 'Liver/radiation effects', 'Liver Neoplasms/*etiology/pathology', 'Male', 'Middle Aged', 'Neoplasms, Radiation-Induced', 'Thorium Dioxide/*adverse effects/metabolism', 'Time Factors']",1973/11/02 00:00,2000/03/22 09:00,['1973/11/02 00:00'],"['1973/11/02 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1973/11/02 00:00 [entrez]']",ppublish,Med Klin. 1973 Nov 2;68(44):1442-7.,,,
4520627,NLM,MEDLINE,19740308,20190722,0019-5456 (Print) 0019-5456 (Linking),40,306,1973 Jul,New hopes in acute lymphoblastic leukemia.,267,,,['eng'],['Journal Article'],,India,Indian J Pediatr,Indian journal of pediatrics,0417442,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Brain Neoplasms/*prevention & control', 'Child', 'Humans', 'Leukemia, Lymphoid/drug therapy/radiotherapy/*therapy', '*Meninges', 'Methotrexate/therapeutic use', 'Remission, Spontaneous']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",ppublish,Indian J Pediatr. 1973 Jul;40(306):267. doi: 10.1007/BF02817867.,['10.1007/BF02817867 [doi]'],,
4520626,NLM,MEDLINE,19740308,20190722,0019-5456 (Print) 0019-5456 (Linking),40,306,1973 Jul,Chronic myelogenous leukaemia. The juvenile and adult types. Report of two cases.,252-6,"['Misra, R C', 'Basu, A K', 'Chatterjea, J B']","['Misra RC', 'Basu AK', 'Chatterjea JB']",['eng'],['Journal Article'],,India,Indian J Pediatr,Indian journal of pediatrics,0417442,['9034-63-3 (Fetal Hemoglobin)'],IM,"['Child, Preschool', 'Female', 'Fetal Hemoglobin/*analysis', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukocyte Count', 'Male']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",ppublish,Indian J Pediatr. 1973 Jul;40(306):252-6. doi: 10.1007/BF02817864.,['10.1007/BF02817864 [doi]'],,
4520624,NLM,MEDLINE,19740307,20071115,0043-5325 (Print) 0043-5325 (Linking),85,51,1973 Dec 21,[Investigations into the relationship between histiocytes and monocytes on the basis of a case of Letterer-Siwe's disease with conversion to monocytic leukaemia (author's transl)].,841-4,"['Pollak, A', 'Radaszkiewicz, R', 'Weibbenbacher, G']","['Pollak A', 'Radaszkiewicz R', 'Weibbenbacher G']",['ger'],['Journal Article'],Untersuchung zur Frage der Verwandtschaft zwischen Histiozyten und Monozygen an Hand einer Letterer-Siweschen Erkrankung mit Ubergang in Monozytenleukamie.,Austria,Wien Klin Wochenschr,Wiener klinische Wochenschrift,21620870R,,IM,"['Cell Transformation, Neoplastic', 'Diagnosis, Differential', '*Histiocytes', 'Histiocytosis, Langerhans-Cell/complications/diagnosis/*pathology', 'Humans', 'Infant', 'Leukemia, Myeloid/etiology/*pathology', 'Male', '*Monocytes', 'Osteomyelitis/diagnosis']",1973/12/21 00:00,1973/12/21 00:01,['1973/12/21 00:00'],"['1973/12/21 00:00 [pubmed]', '1973/12/21 00:01 [medline]', '1973/12/21 00:00 [entrez]']",ppublish,Wien Klin Wochenschr. 1973 Dec 21;85(51):841-4.,,,
4520601,NLM,MEDLINE,19740307,20161123,0030-5987 (Print) 0030-5987 (Linking),34,5,1973 May,[Importance of brevispondylitis in the diagnosis of leukemia in children].,68-70,"['Kinoshenko, Iu T', 'Efimenko, S I']","['Kinoshenko IuT', 'Efimenko SI']",['rus'],['Journal Article'],O znachenii brevispondilii v diagnostike leikoza u detei.,Russia (Federation),Ortop Travmatol Protez,Ortopediia travmatologiia i protezirovanie,0376411,,IM,"['Bone Marrow/analysis', 'Bone Marrow Cells', 'Leukemia, Myeloid, Acute/complications/*diagnosis', 'Radiography', 'Spondylitis/diagnostic imaging/*etiology']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",ppublish,Ortop Travmatol Protez. 1973 May;34(5):68-70.,,,
4520579,NLM,MEDLINE,19740307,20041117,0012-1029 (Print) 0012-1029 (Linking),28,12,1973 Dec,[Differential diagnostic problems in endogenous factors of marginal periodontal diseases].,1156,"['Strassburg, M']",['Strassburg M'],['ger'],['Journal Article'],Differentialdiagnostische Probleme bei endogenen Faktoren marginaler Parodontopathien.,Germany,Dtsch Zahnarztl Z,Deutsche zahnarztliche Zeitschrift,2984745R,,IM,"['Ascorbic Acid Deficiency/complications/*diagnosis', 'Diabetes Complications', 'Diabetes Mellitus/*diagnosis', 'Diagnosis, Differential', 'Humans', 'Leukemia/complications/diagnosis', 'Periodontal Diseases/*etiology']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Dtsch Zahnarztl Z. 1973 Dec;28(12):1156.,,,
4520571,NLM,MEDLINE,19740306,20041117,0514-7484 (Print) 0514-7484 (Linking),13,2,1973 Feb,[Some indices of the functional and morphological changes in the kidneys and of water-salt metabolism in chronic myeloleukomia].,61-3,"['Pogosian, A S', 'Akopova, M A', 'Aidinian, D S']","['Pogosian AS', 'Akopova MA', 'Aidinian DS']",['rus'],['Journal Article'],O nekotorykh pokazateliakh funktsional'no-morfologicheskikh izmenenii pochek i vodno-solevogo obmena u bol'nykh khronicheskim mieloleikozom.,Armenia (Republic),Zh Eksp Klin Med,Zhurnal eksperimental'noi i klinicheskoi meditsiny,0420120,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Kidney/*physiopathology', 'Kidney Function Tests', 'Leukemia, Myeloid/*metabolism/physiopathology', 'Male', 'Middle Aged', '*Water-Electrolyte Balance']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Zh Eksp Klin Med. 1973 Feb;13(2):61-3.,,,
4520570,NLM,MEDLINE,19740306,20091111,0506-2772 (Print) 0506-2772 (Linking),12,4,1973,[The importance of soluble fibrinomeric complexes and fibrin degradation products in the differential diagnosis of fibrinogenopenia in blastic leukemia].,76-81,"['Genova, V']",['Genova V'],['bul'],['Journal Article'],Znachenie na raztvorimite fibrinmonomerni kompleksi i fibrindegradatsionni produkti za diferentsialnata diagnoza na fibrinogenopenite pri blastnata levkoza.,Bulgaria,Vutr Boles,Vutreshni bolesti,0032666,['9001-31-4 (Fibrin)'],IM,"['Afibrinogenemia/*blood/etiology', 'Diagnosis, Differential', 'Fibrin/*metabolism', 'Humans', 'Leukemia, Myeloid, Acute/*blood/diagnosis']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Vutr Boles. 1973;12(4):76-81.,,,
4520548,NLM,MEDLINE,19740306,20131121,0069-2328 (Print) 0069-2328 (Linking),28,12,1973 Dec,[Advances in the therapy of acute lymphoblastic leukemia in children].,674-6,"['Belusa, M', 'Sebankova, H']","['Belusa M', 'Sebankova H']",['cze'],['Journal Article'],Pokroky v terapii akutni detske lymfoblasticke leukemie.,Czech Republic,Cesk Pediatr,Ceskoslovenska pediatrie,0403576,"['0 (Antineoplastic Agents)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prednisone/administration & dosage/therapeutic use', 'Remission, Spontaneous']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Cesk Pediatr. 1973 Dec;28(12):674-6.,,,
4520547,NLM,MEDLINE,19740306,20170118,0308-6356 (Print) 0308-6356 (Linking),88,325,1973 Jan,Adult acute leukaemia--a suitable case for treatment?,11-5,"['Hamblin, T J', 'Jones, J V']","['Hamblin TJ', 'Jones JV']",['eng'],['Journal Article'],,England,Bristol Med Chir J,Bristol medico-chirurgical journal (1963),0400663,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Agranulocytosis/chemically induced', 'Anemia/therapy', 'Blood Platelet Disorders/chemically induced', 'Blood Transfusion', 'Bone Marrow Diseases/chemically induced', 'Cytarabine/adverse effects/therapeutic use', 'Daunorubicin/adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Erythroblastic, Acute/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Middle Aged', 'Mouth Diseases/chemically induced', 'Ulcer/chemically induced']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Bristol Med Chir J. 1973 Jan;88(325):11-5.,,PMC5076073,
