PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,LID,AD,PMC,SI,EIN,RF,PS,FPS,CIN
3589694,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,Central nervous system effects of high-dose cytosine arabinoside.,21-4,,"['Herzig, R H', 'Herzig, G P', 'Wolff, S N', 'Hines, J D', 'Fay, J W', 'Phillips, G L']","['Herzig RH', 'Herzig GP', 'Wolff SN', 'Hines JD', 'Fay JW', 'Phillips GL']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Semin Oncol,Seminars in oncology,0420432,['04079A1RDZ (Cytarabine)'],IM,"['Adult', 'Age Factors', 'Aged', 'Cerebellar Diseases/*chemically induced', 'Cytarabine/*adverse effects', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Humans', 'Leukemia/drug therapy', 'Middle Aged']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90036-4 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):21-4.,,,,,,,,,,
3589693,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,Studies of ara-C metabolism in acute leukemia.,182-91,,"['Ross, D D', 'Thompson, B W', 'Joneckis, C C', 'Akman, S A', 'Schiffer, C A']","['Ross DD', 'Thompson BW', 'Joneckis CC', 'Akman SA', 'Schiffer CA']",['eng'],['1-RO-CA40188-01/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,"['0 (DNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', 'G34N38R2N1 (Bromodeoxyuridine)', 'VC2W18DGKR (Thymidine)']",IM,"['Acute Disease', 'Arabinofuranosylcytosine Triphosphate/metabolism', 'Bromodeoxyuridine/metabolism', 'Cell Line', 'Cytarabine/*metabolism', 'DNA, Neoplasm/metabolism', 'Dose-Response Relationship, Drug', 'Drug Resistance', 'Humans', 'Leukemia/*metabolism', 'Thymidine/metabolism']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90064-9 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):182-91.,,,,,,,,,,
3589692,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,High-dose cytosine arabinoside and mitoxantrone in high-risk acute nonlymphoblastic leukemia.,18-20,,"['Sanz, M A', 'Martinez, J', 'Borrego, D', 'Martin-Aragones, G', 'Lorenzo, I', 'Sanz, G', 'Sayas, M J', 'Jarque, I', 'Pastor, E', 'Rafecas, J']","['Sanz MA', 'Martinez J', 'Borrego D', 'Martin-Aragones G', 'Lorenzo I', 'Sanz G', 'Sayas MJ', 'Jarque I', 'Pastor E', 'Rafecas J']",['eng'],,['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,"['04079A1RDZ (Cytarabine)', 'BZ114NVM5P (Mitoxantrone)']",IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage', 'Cytarabine/*administration & dosage/adverse effects', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Mitoxantrone/*administration & dosage/adverse effects']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90035-2 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):18-20.,,,,,,,,,,
3589691,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,ara-C in plasma and ara-CTP in leukemic cells after subcutaneous injection and continuous intravenous infusion of ara-C in patients with acute nonlymphoblastic leukemia.,167-71,"Six patients with acute nonlymphoblastic leukemia (ANLL) were treated sequentially with one subcutaneous (SC) injection (50 mg/m2) and one 156 hour continuous intravenous (IV) infusion (100 mg/m2/d) of 1-beta-D-arabinofuranosylcytosine (ara-C) with an interval of 12 hours. Leukemic cells were isolated from venous blood samples. The intracellular concentration of ara-C 5'-triphosphate (ara-CTP) was determined by high-performance liquid chromatography, and in two of the patients the plasma concentration of ara-C was determined by radioimmunoassay. A rapid biphasic elimination of the drug from plasma with an initial half-life of 18 minutes was seen after SC injection. After about 1.5 hours, the concentration was lower than that obtained at steady-state during continuous IV infusion. In the leukemic cells, the concentration of ara-CTP was higher after SC injection than during continuous IV infusion for about five hours. The mean half-life was 2.1 hours. Judging from the intracellular concentration of ara-CTP, considered to be the active metabolite, the results suggest that SC administration of ara-C can mimic continuous IV infusion if the dose interval is reduced from the traditional 12 hours to four to six hours. The results of this study emphasize the differences between the plasma pharmacokinetics of the parent drug and the concentration of the active metabolite in leukemic cells.","['Liliemark, J O', 'Gahrton, G', 'Paul, C Y', 'Peterson, C O']","['Liliemark JO', 'Gahrton G', 'Paul CY', 'Peterson CO']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Semin Oncol,Seminars in oncology,0420432,"['0 (Arabinonucleotides)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Arabinofuranosylcytosine Triphosphate/*metabolism', 'Arabinonucleotides/*metabolism', 'Cytarabine/*administration & dosage/metabolism', 'Female', 'Humans', 'Infusions, Intravenous', 'Injections, Subcutaneous', 'Leukemia/*drug therapy/metabolism', 'Male', 'Metabolic Clearance Rate', 'Middle Aged']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90062-5 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):167-71.,,,,,,,,,,
3589690,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,Saturation of ara-CTP accumulation during high-dose ara-C therapy: pharmacologic rationale for intermediate-dose ara-C.,159-66,,"['Plunkett, W', 'Liliemark, J O', 'Estey, E', 'Keating, M J']","['Plunkett W', 'Liliemark JO', 'Estey E', 'Keating MJ']",['eng'],"['CA28153/CA/NCI NIH HHS/United States', 'CA32839/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,"['0 (Arabinonucleotides)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)']",IM,"['Arabinofuranosylcytosine Triphosphate/*metabolism', 'Arabinonucleotides/*metabolism', 'Cytarabine/*administration & dosage/metabolism', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Humans', 'Infusions, Intravenous', 'Leukemia/*drug therapy/metabolism', 'Metabolic Clearance Rate']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90061-3 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):159-66.,,,,,,,,,,
3589689,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,"Pharmacokinetic parameters of 1-beta-D-arabinofuranosylcytosine (ara-C) and their relationship to intracellular metabolism of ara-C, toxicity, and response of patients with acute nonlymphocytic leukemia treated with conventional and high-dose ara-C.",141-8,,"['Rustum, Y M', 'Riva, C', 'Preisler, H D']","['Rustum YM', 'Riva C', 'Preisler HD']",['eng'],"['CA18420/CA/NCI NIH HHS/United States', 'CA21071/CA/NCI NIH HHS/United States', 'CA8734/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,"['04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', '3083-77-0 (Arabinofuranosyluracil)', 'EC 2.7.1.48 (Uridine Kinase)']",IM,"['Acute Disease', 'Animals', 'Arabinofuranosylcytosine Triphosphate/metabolism', 'Arabinofuranosyluracil/metabolism', 'Cytarabine/*metabolism/therapeutic use/toxicity', 'Drug Administration Schedule', 'Humans', 'Leukemia/*drug therapy', 'Leukemia L1210/metabolism', 'Metabolic Clearance Rate', 'Mice', 'Uridine Kinase/metabolism']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90059-5 [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):141-8.,,,,,,,,,,
3589688,NLM,MEDLINE,19870722,20180524,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,Low-dose ara-C in acute nonlymphocytic leukemia and myelodysplastic syndromes: a review of 20 years' experience.,126-33,,"['Cheson, B D', 'Simon, R']","['Cheson BD', 'Simon R']",['eng'],,['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,['04079A1RDZ (Cytarabine)'],IM,"['Acute Disease', 'Cytarabine/*administration & dosage', 'Humans', 'Leukemia/*drug therapy', 'Myelodysplastic Syndromes/*drug therapy', 'Prognosis']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",['0093-7754(87)90056-X [pii]'],ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):126-33.,,,,,,,,,,
3589687,NLM,MEDLINE,19870722,20131121,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,High-dose cytosine arabinoside and daunorubicin as consolidation therapy for acute nonlymphocytic leukemia in first remission: an update.,12-7,"High-dose (HD) cytosine arabinoside (ara-C) is more effective treatment than conventional-dose ara-C regimens for patients with relapsed acute nonlymphocytic leukemia (ANLL). Previously, we have reported that HD-ara-C administered during the first remission of ANLL has resulted in long remission durations and a high proportion of patients with long-term disease-free survival. In this update, those patients have been observed further and additional patients have been treated, affirming the initial conclusions. Since August 1979, 55 adult patients with ANLL in first remission received one to three courses of HD-ara-C (3 g/m2 by one-hour infusion every 12 hours for 12 doses on days 1 to 6) alone or with daunorubicin (30 mg/m2 for two or three doses on days 7 to 9). Three patients died of sepsis or hemorrhage during consolidation and 19 patients have relapsed from 5 to 48 months after diagnosis. The remaining 33 patients remain in continued complete remission (CCR) from 5 to 75 months. Denoting all deaths in remission as relapse, the actuarial probability of CCR is 51% at 75 months with an apparent plateau in the survival curve. Of the first 22 patients is 27 months. Using univariate and multivariate analysis, age is the only statistically significant prognostic parameter with the actuarial CCR of ages less than 25, 25 to 44, and greater than 44 being 100%, 48%, and 23%, respectively. Due to its heightened antileukemic activity, HD-ara-C allows brief but effective consolidation of ANLL in first remission with long-term disease-free survival comparable with other approaches including bone-marrow transplantation.","['Wolff, S N', 'Herzig, R H', 'Phillips, G L', 'Lazarus, H M', 'Greer, J P', 'Stein, R S', 'Ray, W A', 'Herzig, G P']","['Wolff SN', 'Herzig RH', 'Phillips GL', 'Lazarus HM', 'Greer JP', 'Stein RS', 'Ray WA', 'Herzig GP']",['eng'],,['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,"['04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage', 'Cytarabine/*administration & dosage/adverse effects', 'Daunorubicin/*administration & dosage', 'Dose-Response Relationship, Drug', 'Doxorubicin/administration & dosage', 'Drug Administration Schedule', 'Humans', 'Leukemia/*drug therapy', 'Middle Aged', 'Prognosis']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):12-7.,,,,,,,,,,
3589683,NLM,MEDLINE,19870722,20131121,0093-7754 (Print) 0093-7754 (Linking),14,2 Suppl 1,1987 Jun,"CYTOSAR-U sterile powder: therapeutic biological effects. Proceedings of a symposium. November 30-December 2, 1986, Kalamazoo, MI.",1-275,,,,['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Semin Oncol,Seminars in oncology,0420432,['04079A1RDZ (Cytarabine)'],IM,"['Acute Disease', 'Animals', 'Cytarabine/metabolism/*therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Lymphoma/drug therapy']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Semin Oncol. 1987 Jun;14(2 Suppl 1):1-275.,,,,,,,,,,
3589604,NLM,MEDLINE,19870626,20061115,0891-7035 (Print) 0891-7035 (Linking),1,1,1987 Mar,Structure-function relationships in radiation-induced cell and tissue lesions: special references to the contributions of scanning electron microscopy and hematopoietic tissue responses.,255-72,"Contributions of scanning electron microscopy to the field of radiation biology are briefly reviewed and presented in terms of an overall goal to identify and characterize the structural features of radiation-induced lesions in vital cell and tissue targets. In the context of ""lesion"" production, the major radiation-elicited response sequences, the types and nature of measured end points, and governing temporal and radiobiological parameters are discussed and illustrated by using results derived from both in vitro cell systems and in vivo studies that measured tissue responses from various organ systems (respiratory, digestive, circulatory, and central nervous systems). Work in our laboratory on the nature of early and late hematopathologic tissue responses (aplastic anemia and myeloid leukemia) induced by protracted radiation exposure and the ""bridging effect"" of repair processes relative to the expression of these pathologies is highlighted.","['Seed, T M']",['Seed TM'],['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Scanning Microsc,Scanning microscopy,8704616,,IM,"['Animals', 'Cell Line', 'Cell Survival', 'Hematopoietic Stem Cells/cytology/*radiation effects/ultrastructure', 'Humans', 'Intestine, Small/radiation effects/ultrastructure', 'Leukemia, Radiation-Induced/pathology', 'Lymphocytes/radiation effects/ultrastructure', 'Microscopy, Electron', 'Microscopy, Electron, Scanning', 'Radiation Injuries/pathology', 'Radiation Injuries, Experimental/pathology']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",,ppublish,Scanning Microsc. 1987 Mar;1(1):255-72.,,,,,,,,,,
3589603,NLM,MEDLINE,19870626,20031114,0891-7035 (Print) 0891-7035 (Linking),1,1,1987 Mar,Interaction between x-irradiated plateau-phase bone marrow stromal cell lines and co-cultivated factor-dependent cell lines leading to leukemogenesis in vitro.,247-53,"Plateau-phase mouse clonal bone marrow stromal cell lines D2XRII and C3H cl 11 produce decreasing levels of M-CSF (CSF-1), a specific macrophage progenitor cell humoral regulator, following X-irradiation in vitro. The decrease did not go below 40% of control levels, even after irradiation doses of 50,000 rad (500 Gy). In contrast, a distinct humoral regulator stimulating growth of GM-CSF/IL-3 factor-dependent (FD) hematopoietic progenitor cell lines was detected following radiation to doses above 2,000 rad. This humoral factor was not detectable in conditioned medium from irradiated cells, weakly detected using factor-dependent target cell populations in agar overlay, and was prominently detected by liquid co-cultivation of factor-dependent cells with irradiated stromal cell cultures. Subclonal lines of FD cells, derived after co-cultivation revealed karyotypic abnormalities and induced myeloblastic tumors in syngeneic mice. Five-eight weeks co-cultivation was required for induction of factor independence and malignancy and was associated with dense cell to cell contact between FD cells and stromal cells demonstrated by light and electron microscopy. Increases in hematopoietic to stromal cell surface area, total number of adherent cells per flask, total non-adherent cell colonies per flask, and cumulative non-adherent cell production were observed after irradiation. The present data may prove very relevant to an understanding of the cell to cell interactions during X-irradiation-induced leukemia.","['Naparstek, E', 'Anklesaria, P', 'FitzGerald, T J', 'Sakakeeny, M A', 'Greenberger, J S']","['Naparstek E', 'Anklesaria P', 'FitzGerald TJ', 'Sakakeeny MA', 'Greenberger JS']",['eng'],,['Journal Article'],United States,Scanning Microsc,Scanning microscopy,8704616,,IM,"['Animals', 'Bone Marrow/*radiation effects', 'Bone Marrow Cells', 'Cell Line', '*Cell Transformation, Neoplastic', 'Cells, Cultured', 'Chromosome Banding', 'Hematopoietic Stem Cells/cytology/*radiation effects/ultrastructure', 'Karyotyping', 'Mice', 'Mice, Inbred Strains', 'Microscopy, Electron']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",,ppublish,Scanning Microsc. 1987 Mar;1(1):247-53.,,,,,,,,,,
3589428,NLM,MEDLINE,19870713,20061115,0035-2640 (Print) 0035-2640 (Linking),37,25,1987 May 1,[Cutaneous manifestations of leukemias].,1477-83,,"['Barriere, H']",['Barriere H'],['fre'],,"['English Abstract', 'Journal Article']",France,Rev Prat,La Revue du praticien,0404334,,,"['Humans', 'Leukemia/*complications', 'Skin Diseases/diagnosis/*etiology/pathology']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",,ppublish,Rev Prat. 1987 May 1;37(25):1477-83.,Les manifestations cutanees des leucemies.,,,,,,,,,
3589401,NLM,MEDLINE,19870710,20191029,0390-5748 (Print) 0390-5748 (Linking),17,1,1987 Jan-Mar,Motility and oxidative metabolism of normal polymorphonuclear leukocytes in acute non-lymphoid leukemia in complete remission.,41-6,"Polymorphonuclear leukocytes (PMN) from 11 patients with acute non-lymphoid leukemia (ANLL) in complete remission and off therapy for at least 22 months were studied for their oxidative metabolism and motility. In all patients, PMN motility tests revealed no consistent abnormality, whereas cells from 2 patients showed a selective impairment of oxidative metabolism, as assessed by the low capacity to reduce nitroblue tetrazolium and/or to generate chemiluminescence when stimulated with phorbol myristate acetate. No morphological change was detectable in PMN from these patients. However, the functional alterations appeared related to an early tendency to relapse, as both patients developed an acute phase after 5 and 9 months from testing, respectively. This suggests that abnormal PMN may circulate in ANLL patients in complete remission in spite of a normal differential count and that functional studies may be useful for detecting such a population.","['Bottari, V', 'Fattorossi, A', 'Nisini, R', 'Petti, M C', 'Fenu, S', 'Fontana, L']","['Bottari V', 'Fattorossi A', 'Nisini R', 'Petti MC', 'Fenu S', 'Fontana L']",['eng'],,['Journal Article'],Italy,Ric Clin Lab,La Ricerca in clinica e in laboratorio,7613947,['298-83-9 (Nitroblue Tetrazolium)'],IM,"['Adolescent', 'Adult', 'Aged', 'Cell Movement', 'Chemotaxis', 'Female', 'Humans', 'Leukemia/*blood/immunology', 'Luminescent Measurements', 'Male', 'Middle Aged', 'Neutrophils/metabolism/*physiology', 'Nitroblue Tetrazolium/metabolism', 'Oxidation-Reduction', 'Remission Induction']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",['10.1007/BF02909387 [doi]'],ppublish,Ric Clin Lab. 1987 Jan-Mar;17(1):41-6. doi: 10.1007/BF02909387.,,,,,,,,,,
3589213,NLM,MEDLINE,19870709,20190824,0248-8663 (Print) 0248-8663 (Linking),8,2,1987 Mar-Apr,[Pulmonary and cutaneous candidiasis complicating hairy cell leukemia].,210-1,,"['Tertian, G', 'Petitprez, P', 'Gessain, A', 'Boue, F', 'Delfraissy, J F', 'Guibert, M', 'Tchernia, G']","['Tertian G', 'Petitprez P', 'Gessain A', 'Boue F', 'Delfraissy JF', 'Guibert M', 'Tchernia G']",['fre'],,"['Case Reports', 'Journal Article']",France,Rev Med Interne,La Revue de medecine interne,8101383,,IM,"['Candidiasis/*complications', 'Candidiasis, Cutaneous/*complications', 'Humans', 'Leukemia, Hairy Cell/*complications', 'Lung Diseases/*complications', 'Male', 'Middle Aged']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']","['S0248-8663(87)80175-3 [pii]', '10.1016/s0248-8663(87)80175-3 [doi]']",ppublish,Rev Med Interne. 1987 Mar-Apr;8(2):210-1. doi: 10.1016/s0248-8663(87)80175-3.,Candidose pulmonaire et cutanee compliquant une leucemie a tricholeucocytes.,,,,,,,,,
3589209,NLM,MEDLINE,19870709,20190824,0248-8663 (Print) 0248-8663 (Linking),8,2,1987 Mar-Apr,[Hairy cell leukemia. Current therapeutic data on interferon].,191-4,,"['Flandrin, G', 'Castaigne, S', 'Sigaux, F', 'Degos, L']","['Flandrin G', 'Castaigne S', 'Sigaux F', 'Degos L']",['fre'],,['Journal Article'],France,Rev Med Interne,La Revue de medecine interne,8101383,['0 (Interferon Type I)'],IM,"['Follow-Up Studies', 'Humans', 'Interferon Type I/*therapeutic use', 'Leukemia, Hairy Cell/*therapy']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']","['S0248-8663(87)80170-4 [pii]', '10.1016/s0248-8663(87)80170-4 [doi]']",ppublish,Rev Med Interne. 1987 Mar-Apr;8(2):191-4. doi: 10.1016/s0248-8663(87)80170-4.,La leucemie a tricholeucocytes. Donnees therapeutiques actuelles sur l'interferon.,,,,,,,,,
3589092,NLM,MEDLINE,19870716,20131121,0034-9356 (Print) 0034-9356 (Linking),34,2,1987 Mar-Apr,[Anesthesia for radiotherapy in pediatrics].,159-60,,"['Castano, J', 'Arino, P', 'Ferrer, M D', 'Pares, N', 'Lopez Ibanez, P']","['Castano J', 'Arino P', 'Ferrer MD', 'Pares N', 'Lopez Ibanez P']",['spa'],,"['Case Reports', 'Letter']",Spain,Rev Esp Anestesiol Reanim,Revista espanola de anestesiologia y reanimacion,0134516,['690G0D6V8H (Ketamine)'],IM,"['*Anesthesia, General', 'Female', 'Humans', 'Infant', '*Ketamine', 'Leukemia, Lymphoid/*radiotherapy']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",,ppublish,Rev Esp Anestesiol Reanim. 1987 Mar-Apr;34(2):159-60.,Anestesia para radioterapia en pediatria.,,,,,,,,,
3588847,NLM,MEDLINE,19870717,20131121,0033-7587 (Print) 0033-7587 (Linking),110,3,1987 Jun,Cell killing and mutation to 6-thioguanine resistance after exposure to tritiated amino acids and tritiated thymidine in cultured mammalian cells (L5178Y).,428-38,"Cell killing and mutation to 6-thioguanine resistance were studied in growing mouse leukemia cells in culture after exposure to tritiated amino acids and tritiated thymidine. These effects varied widely among the tritiated compounds tested, being greatest for tritiated thymidine followed by tritiated arginine and tritiated lysine, in that order, for a given concentration of 3H expressed in kBq/ml of 3H in the medium. The differences between each tritiated amino acid disappeared almost totally when the effects were compared on the basis of the absorbed dose to the cells. The effects of tritiated thymidine, however, remained more than twofold greater compared to other tritiated compounds. These results indicate the importance of determining the absorbed dose for assessment of the radiotoxicity of tritiated organic compounds. For an exceptional case (tritiated thymidine), contribution of a mechanism(s) other than beta irradiation should also be taken into account.","['Furuno-Fukushi, I', 'Ueno, A M', 'Matsudaira, H']","['Furuno-Fukushi I', 'Ueno AM', 'Matsudaira H']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Radiat Res,Radiation research,0401245,"['0 (Amino Acids)', '10028-17-8 (Tritium)', 'FTK8U1GZNX (Thioguanine)', 'VC2W18DGKR (Thymidine)']",IM,"['Amino Acids/metabolism', 'Animals', 'Cell Line', 'Cell Survival/*radiation effects', 'Drug Resistance', '*Mutation', 'Thioguanine/*pharmacology', 'Thymidine/metabolism', '*Tritium']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Radiat Res. 1987 Jun;110(3):428-38.,,,,,,,,,,
