PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,AD,RF,PS,FPS,SI,OID
3875694,NLM,MEDLINE,19851011,20170210,0732-183X (Print) 0732-183X (Linking),3,9,1985 Sep,Altered von Willebrand factor molecule in children with thrombosis following asparaginase-prednisone-vincristine therapy for leukemia.,1266-72,"Eleven consecutive leukemia patients with thrombosis induced by asparaginase-prednisone-vincristine therapy were studied to gain insight into the pathogenesis of this complication. Measurement of anti-thrombin III, plasminogen, factor V, and fibrin degradation products as well as platelet aggregation sensitivity to adenosine diphosphate disclosed no consistent abnormalities that would explain pathologic thrombus formation. A decrease in platelet counts observed in nine of 11 patients, prompted us to investigate the possible involvement of factor VIII in this disorder. Levels of factor VIII procoagulant activity, von Willebrand factor (vWF) and ristocetin cofactor were similar to findings for an identically treated comparison group who remained free of thrombotic complications. However, qualitative examination of vWF by crossed immunoelectrophoresis (CIE) revealed a distinct right shift of the immunoprecipitin lines in each of three thrombotic patients tested, whereas a normal profile was found in three similarly treated patients without the complication. This altered pattern had reverted to normal when CIE was repeated 2 to 7 months later. We postulate that the abnormal vWF is related to the development of thrombosis.","['Pui, C H', 'Chesney, C M', 'Weed, J', 'Jackson, C W']","['Pui CH', 'Chesney CM', 'Weed J', 'Jackson CW']",['eng'],"['CA20180/CA/NCI NIH HHS/United States', 'CA21765/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (Blood Coagulation Factors)', '0 (von Willebrand Factor)', '5J49Q6B70F (Vincristine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects/therapeutic use', 'Asparaginase/administration & dosage/adverse effects', 'Blood Coagulation Factors/*analysis', 'Blood Coagulation Tests', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/blood/*drug therapy', 'Male', 'Prednisone/administration & dosage/adverse effects', 'Thrombosis/blood/*chemically induced/therapy', 'Time Factors', 'Vincristine/administration & dosage/adverse effects', 'von Willebrand Factor/*analysis']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1200/JCO.1985.3.9.1266 [doi]'],ppublish,J Clin Oncol. 1985 Sep;3(9):1266-72. doi: 10.1200/JCO.1985.3.9.1266.,,,,,,,,
3875683,NLM,MEDLINE,19851017,20190508,0022-1007 (Print) 0022-1007 (Linking),162,3,1985 Sep 1,Involvement of T44 molecules in an antigen-independent pathway of T cell activation. Analysis of the correlations to the T cell antigen-receptor complex.,823-38,"Prior studies indicate that the 9.3 monoclonal antibody (mAb) which defines a 44 kD T lineage-specific glycoprotein (T44) enhances the proliferative response of peripheral blood T lymphocytes to phytohemagglutinin (PHA) or allogeneic cells. The T44 molecule was expressed in both resting and activated T lymphocytes and in a subset of thymocytes, as assessed by indirect immunofluorescence and flow cytofluorometry. In view of the potential importance of T44 in T cell activation, we investigated the ability of the 9.3 (anti-T44) antibody to stimulate peripheral blood T lymphocytes under culture conditions giving optimal proliferative responses to anti-T3 mAb. Like UCHT1 (anti-T3) mAb, the 9.3 (anti-T44 mAb) promoted strong proliferative responses of purified T cells, provided that adherent cells were added to the culture. Maximal proliferation in response to 9.3 antibody was consistently detected at day 5 (at day 3 with anti-T3 or PHA). Moreover, triggering of T lymphocytes with 9.3 antibody (in the presence of adherent cells) resulted in strong IL-2 production that peaked at 48 h. Analysis of the physical and functional relationship between the T44 molecule and other molecules involved in T cell activation, including the clonotypically restricted Ti and the monomorphic T3 or T11 molecules, was carried out on a mutagenized jurkat T leukemia cell line. This mutant, termed JA3 (surface phenotype: T11+, T3+, 3A1+, T4-, T8-, DR-, Tac-, 4F2+, T44+) produced large amounts of IL-2 upon stimulation with PHA, anti-T3, or anticlonotypic mAb in conjunction with phorbol myristate acetate (or adherent cells). The molecules precipitated by anti-T44 mAb from 125I-labeled JA3 cells appeared as a diffuse band of Mr 40-45,000 under reducing conditions; under nonreducing conditions, a prominent band of Mr 80-85,000 was observed, while the Mr 40-45,000 band was greatly reduced. Thus, T44 molecules in both reducing and nonreducing conditions had relative molecular weights similar to that of molecules carrying clonotypic (Ti) determinants. In addition, like anti-Ti or anti-T3 mAb, anti-T44 antibody induced JA3 cells to produce large amounts of IL-2 in the presence of phorbol myristate acetate. Other similarities between T44 and molecules carrying clonotypic structures included the susceptibility to antibody-induced modulation and the late reexpression (72 h) at the cell surface after modulation. Taken together, these experiments suggest that anti-T44 mAb might recognize a monomorphic determinant of the T cell receptor molecule or be physically or functionally linked to the T3-Ti complex.(ABSTRACT TRUNCATED AT 400 WORDS)","['Moretta, A', 'Pantaleo, G', 'Lopez-Botet, M', 'Moretta, L']","['Moretta A', 'Pantaleo G', 'Lopez-Botet M', 'Moretta L']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Interleukin-2)', '0 (Phytohemagglutinins)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Antibodies, Monoclonal/immunology', 'Antigens, Surface/*immunology', 'Cell Line', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Interleukin-2/metabolism', '*Lymphocyte Activation/drug effects', 'Phytohemagglutinins/pharmacology', 'Receptors, Antigen, T-Cell/*immunology', 'T-Lymphocytes/*immunology/metabolism']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1084/jem.162.3.823 [doi]'],ppublish,J Exp Med. 1985 Sep 1;162(3):823-38. doi: 10.1084/jem.162.3.823.,PMC2187795,,,,,,,
3875681,NLM,MEDLINE,19851017,20190508,0022-1007 (Print) 0022-1007 (Linking),162,3,1985 Sep 1,Structural characteristics of Tla products.,781-9,"Biochemical study of thymus leukemia antigen (TL) from thymocytes of various Tla genotypes and from leukemia cells revealed features that, given present evidence, are peculiar to TL among class I products of the H-2:Qa:Tla region of chromosome 17. Sodium dodecyl sulfate-polyacrylamide gel electrophoresis (SDS-PAGE) of TL from thymocytes of all TL+ mouse strains, precipitated by anti-TL antiserum or monoclonal antibodies, showed two closely migrating bands of equal intensity in the heavy (H) chain position (45-50,000 mol wt). Comparison of these two bands by two-dimensional isoelectric focusing (2D IEF)-SDS-PAGE and 2D chymotryptic peptide mapping showed no differences indicative of protein dissimilarity. Thus, the two components of the H chain doublet may differ only in a feature of glycosylation that does not affect charge. The two leukemias studied gave only a single band in the H chain position. On 2D peptide mapping and 2D IEF-SDS-PAGE, the patterns for TL of Tlaa and Tlae thymocytes, which are closely related serologically, were broadly similar, but clearly different from the pattern typical of Tlac and Tlad thymocytes. 2D peptide maps of TL from Tlaa thymocytes and Tlaa leukemia cells did not differ. Leukemia cells of Tlab origin (thymocytes TL-) gave 2D peptide and 2D IEF-SDS-PAGE patterns of a third type. With the exception of Tlaa, thymocytes of TL+ mice yielded additional TL products of higher molecular weight than the TL H chain.","['Chorney, M J', 'Tung, J S', 'Bushkin, Y', 'Shen, F W']","['Chorney MJ', 'Tung JS', 'Bushkin Y', 'Shen FW']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Neoplasm)', '0 (Membrane Glycoproteins)', '0 (Peptides)', '0 (thymus-leukemia antigens)', 'EC 3.4.21.1 (Chymotrypsin)']",IM,"['Animals', 'Antigens, Neoplasm/*analysis/immunology', 'Chymotrypsin', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Isoelectric Focusing', 'Leukemia, Experimental/immunology', 'Male', '*Membrane Glycoproteins', 'Mice', 'Mice, Inbred Strains/immunology', 'Peptides/analysis', 'T-Lymphocytes/immunology']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1084/jem.162.3.781 [doi]'],ppublish,J Exp Med. 1985 Sep 1;162(3):781-9. doi: 10.1084/jem.162.3.781.,PMC2187819,,,,,,,
3875679,NLM,MEDLINE,19851017,20190508,0022-1007 (Print) 0022-1007 (Linking),162,3,1985 Sep 1,Lymphoid tumors displaying rearrangements of both immunoglobulin and T cell receptor genes.,1015-24,"Ig and T beta gene rearrangements can be used as genetic markers of lineage and clonality in the study of B and T cell populations. We have addressed the issue of the respective B and T lineage specificity of these rearrangements by analyzing a panel of 63 lymphoid tumors representative of the various clinicopathologic categories of both B and T neoplasias. We report that approximately 10% of the cases tested displayed rearrangements of both Ig and T beta genes. Despite their dual genotypic pattern, these tumors retain a pure immunophenotype, i.e. they display either B or T cell lineage-restricted cell surface antigens. The implications of these findings for both normal and neoplastic lymphoid differentiation are discussed.","['Pelicci, P G', 'Knowles, D M 2nd', 'Dalla Favera, R']","['Pelicci PG', 'Knowles DM 2nd', 'Dalla Favera R']",['eng'],"['CA37165/CA/NCI NIH HHS/United States', 'EY03357/EY/NEI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (DNA, Neoplasm)', '0 (Genetic Markers)', '0 (Receptors, Antigen, T-Cell)', '0 (Receptors, Immunologic)']",IM,"['Antibodies, Monoclonal/immunology', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'B-Lymphocytes/immunology', 'DNA, Neoplasm/analysis', 'Genetic Markers', 'Genotype', 'Humans', 'Leukemia/genetics/*immunology', 'Lymphoma/genetics/*immunology', 'Receptors, Antigen, T-Cell/*genetics', 'Receptors, Immunologic/*genetics', 'Sezary Syndrome/genetics/immunology', 'T-Lymphocytes/immunology']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1084/jem.162.3.1015 [doi]'],ppublish,J Exp Med. 1985 Sep 1;162(3):1015-24. doi: 10.1084/jem.162.3.1015.,PMC2187802,,,,,,,
3875568,NLM,MEDLINE,19851017,20160303,0020-7136 (Print) 0020-7136 (Linking),36,3,1985 Sep 15,A 14;19 translocation in B-cell chronic lymphocytic leukemia: a new recurring chromosome aberration.,287-90,"Four of 30 patients with a diagnosis of B-CLL or prolymphocytic transformation of CLL, who had an adequate cytogenetic analysis, had abnormalities involving 14q32. Three of the 4 had a translocation involving chr. 19; in 2 of them it appeared to be t(14;19) (q32;q13.1). The third patient probably had the same translocation. All 3 patients had received therapy prior to cytogenetic analysis.","['Ueshima, Y', 'Bird, M L', 'Vardiman, J W', 'Rowley, J D']","['Ueshima Y', 'Bird ML', 'Vardiman JW', 'Rowley JD']",['eng'],"['CA 19266/CA/NCI NIH HHS/United States', 'T 32-GM7190/GM/NIGMS NIH HHS/United States']","['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Adult', 'B-Lymphocytes', 'Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 19-20', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Male', '*Translocation, Genetic']",1985/09/15 00:00,1985/09/15 00:01,['1985/09/15 00:00'],"['1985/09/15 00:00 [pubmed]', '1985/09/15 00:01 [medline]', '1985/09/15 00:00 [entrez]']",,ppublish,Int J Cancer. 1985 Sep 15;36(3):287-90.,,,,,,,,
3875531,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,Development of B cell subpopulations in humans and its relevance to malignancy.,461-70,,"['Janossy, G', 'Caligaris-Cappio, F', 'Bofill, M', 'Campana, D', 'Janossa, M']","['Janossy G', 'Caligaris-Cappio F', 'Bofill M', 'Campana D', 'Janossa M']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)']",IM,"['Antibodies, Monoclonal', 'Antigens, Surface/analysis', 'B-Lymphocytes/*immunology', 'Child', 'Female', 'Fetus', 'Humans', 'Infant', 'Leukemia/*immunology', 'Lymph Nodes/immunology', 'Phenotype', 'Pregnancy', 'Reference Values', 'Spleen/embryology/immunology', 'T-Lymphocytes/immunology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70385-0_95 [doi]'],ppublish,Haematol Blood Transfus. 1985;29:461-70. doi: 10.1007/978-3-642-70385-0_95.,,,,,,,,
3875529,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,A model scheme of hematopoietic cell differentiation based on multiple marker analysis of leukemia-lymphomas: T cell lineage.,426-9,,"['Minowada, J', 'Drexler, H G', 'Menon, M', 'Rubinstein, H', 'Messmore, H', 'Krasnow, S', 'Takeuchi, J', 'Sandberg, A A']","['Minowada J', 'Drexler HG', 'Menon M', 'Rubinstein H', 'Messmore H', 'Krasnow S', 'Takeuchi J', 'Sandberg AA']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,,IM,"['Cell Differentiation', 'Cell Division', 'Cell Line', 'Hematopoietic Stem Cells/*cytology/immunology', 'Humans', 'Kinetics', 'Leukemia/immunology/*pathology', 'Lymphoma/immunology/*pathology', 'T-Lymphocytes/cytology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70385-0_87 [doi]'],ppublish,Haematol Blood Transfus. 1985;29:426-9. doi: 10.1007/978-3-642-70385-0_87.,,,,,,,,
3875528,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,A T lymphocyte-derived differentiation-inducing factor for myeloid leukemia cells: purification and characterization.,423-5,,"['Olsson, I', 'Gullberg, U', 'Sarngadharan, M G', 'Gallo, R C']","['Olsson I', 'Gullberg U', 'Sarngadharan MG', 'Gallo RC']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Culture Media)', '0 (Glycoproteins)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '5688UTC01R (Tretinoin)']",IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Culture Media', 'Drug Synergism', 'Glycoproteins/*isolation & purification/pharmacology', 'Granulocytes/cytology', '*Growth Inhibitors', 'Humans', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Leukemia, Myeloid, Acute/*pathology', 'Lymphocyte Activation', '*Lymphokines', 'Monocytes/cytology', 'T-Lymphocytes/*cytology', 'Tretinoin/pharmacology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70385-0_86 [doi]'],ppublish,Haematol Blood Transfus. 1985;29:423-5. doi: 10.1007/978-3-642-70385-0_86.,,,,,,,,
3875527,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,Biological activities of a human pluripotent hemopoietic colony-stimulating factor.,418-22,,"['Platzer, E', 'Welte, K', 'Lu, L', 'Gabrilove, J L', 'Yung, Y P', 'Nathan, C F', 'Mertelsmann, R', 'Moore, M A']","['Platzer E', 'Welte K', 'Lu L', 'Gabrilove JL', 'Yung YP', 'Nathan CF', 'Mertelsmann R', 'Moore MA']",['eng'],['CA 32516/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,['0 (Colony-Stimulating Factors)'],IM,"['Animals', 'Bone Marrow Cells', 'Cell Differentiation/drug effects', 'Cell Line', 'Cells, Cultured', 'Colony-Stimulating Factors/*pharmacology', 'DNA Replication/drug effects', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Leukemia', 'Mast Cells/cytology/drug effects', 'Mice']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70385-0_85 [doi]'],ppublish,Haematol Blood Transfus. 1985;29:418-22. doi: 10.1007/978-3-642-70385-0_85.,,,,,,,,
3875523,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,Immunocytochemical labelling of haematological samples using monoclonal antibodies.,180-2,,"['Erber, W N', 'Ghosh, A K', 'Mason, D Y']","['Erber WN', 'Ghosh AK', 'Mason DY']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Alkaline Phosphatase/*analysis', 'Antibodies, Monoclonal', 'Antigens, Surface/*analysis', 'B-Lymphocytes/immunology', 'Bone Marrow/*enzymology', 'Humans', 'Leukemia/blood/*enzymology/*immunology/pathology', 'T-Lymphocytes/immunology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70385-0_40 [doi]'],ppublish,Haematol Blood Transfus. 1985;29:180-2. doi: 10.1007/978-3-642-70385-0_40.,,,,,,,,
3875505,NLM,MEDLINE,19851021,20190621,0014-5793 (Print) 0014-5793 (Linking),189,1,1985 Sep 9,Action of a cytotoxin from Pseudomonas aeruginosa on human leukemic cell lines. Increase in cell permeability to Ca2+ and Mn2+ and lack of stimulation of inositol lipid turnover.,33-6,"Quin2 loaded human leukemic, JURKAT and K562 cells, were exposed to various doses of Pseudomonas aeruginosa cytotoxin. This cytotoxin induced an increase in quin2 fluorescence indicating an increase in the cytoplasmic free Ca2+ concentration. The rate of the fluorescence increase and the lag time before the response were dependent on the doses of the cytotoxin. Addition of MnCl2 to the cytotoxin-treated cells induced a decrease in the quin2 fluorescence at rates dependent on the doses of the cytotoxin. The cytotoxin did not stimulate the inositol lipid turnover in JURKAT cells, which was determined by the accumulation of [3H]inositol phosphates in myo-[2-3H]inositol-prelabeled cells in the presence of LiCl. These results indicate that the cytotoxin increases cell permeability to both Ca2+ and Mn2+ by direct breakdown of the permeability barrier of the plasma membrane.","['Sasaki, T', 'Lutz, F']","['Sasaki T', 'Lutz F']",['eng'],,['Journal Article'],England,FEBS Lett,FEBS letters,0155157,"['0 (Aminoquinolines)', '0 (Inositol Phosphates)', '0 (Leukocidins)', '0 (Phytohemagglutinins)', '0 (Sugar Phosphates)', '42Z2K6ZL8P (Manganese)', 'O448IDK23O (Quin2)', 'SY7Q814VUP (Calcium)']",IM,"['Aminoquinolines', 'Calcium/*metabolism', 'Cell Line', 'Cell Membrane Permeability/drug effects', 'Humans', 'Inositol Phosphates/*metabolism', 'Leukemia/*metabolism', 'Leukemia, Myeloid/metabolism', 'Leukocidins/*pharmacology', 'Manganese/*metabolism', 'Phytohemagglutinins/pharmacology', 'Spectrometry, Fluorescence', 'Sugar Phosphates/*metabolism', 'T-Lymphocytes']",1985/09/09 00:00,1985/09/09 00:01,['1985/09/09 00:00'],"['1985/09/09 00:00 [pubmed]', '1985/09/09 00:01 [medline]', '1985/09/09 00:00 [entrez]']","['0014-5793(85)80836-X [pii]', '10.1016/0014-5793(85)80836-x [doi]']",ppublish,FEBS Lett. 1985 Sep 9;189(1):33-6. doi: 10.1016/0014-5793(85)80836-x.,,,,,,,,
