PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC
1057949,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Cyclocytidine study in the treatment of acute leukemia.,753-4,,"['Yamada, K', 'Kimura, K']","['Yamada K', 'Kimura K']",['eng'],"['Comparative Study', 'Journal Article']",Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Cytarabine/adverse effects/*analogs & derivatives/therapeutic use', 'Drug Evaluation', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Erythroblastic, Acute/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Monocytic, Acute/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Prednisolone/therapeutic use']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397598 [doi]'],ppublish,Bibl Haematol. 1975;(40):753-4. doi: 10.1159/000397598.,,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)']",
1057948,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Immunotherapy for acute myelogenous leukemia.,737-49,"One hundred and seven untreated patients with acute myelogenous leukemia (AML) were admitted to St. Bartholomew's Hospital between the 10th October 1970 and the 31st January 1973. Before receiving drugs to induce remission they were allocated alternatively into 2 groups to decide their remission treatment, a group to receive chemotherapy alone and a group to receive the same chemotherapy with immunotherapy. The patients were then given induction chemotherapy and 45 of them attained complete remission. All patients in remission then received chemotherapy consisting of 5 days treatment every 28 days. Patients receiving immunotherapy were also given multiple weekly intradermal injections of irradiated stored AML cells and Glaxo BCG using a Heaf gun. There were 19 patients in the group which received only chemotherapy during remission; 7 of these patients remain alive (median survival after attaining remission--303 days) and only 5 are still in their first remission (median remission length 188 days). Twenty three patients were allocated to receive immunotherapy during remission in addition to chemotherapy and 16 remain alive (median 545 days) and 8 are in their first remission (median 312 days). The difference in survival of the 2 groups is significant with a sigma value of 0.003.","['Powles, R L', 'Lister, T A', 'Crowther, D', 'McElwain, T', 'Alexander, P', 'Fairley, G H']","['Powles RL', 'Lister TA', 'Crowther D', 'McElwain T', 'Alexander P', 'Fairley GH']",['eng'],"['Comparative Study', 'Journal Article']",Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Age Factors', 'Antigens, Neoplasm', 'Antineoplastic Agents/therapeutic use', 'BCG Vaccine/therapeutic use', 'Humans', '*Immunotherapy', 'Leukemia, Myeloid, Acute/drug therapy/immunology/*therapy', 'Remission, Spontaneous', 'Time Factors']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397596 [doi]'],ppublish,Bibl Haematol. 1975;(40):737-49. doi: 10.1159/000397596.,,"['0 (Antigens, Neoplasm)', '0 (Antineoplastic Agents)', '0 (BCG Vaccine)']",
1057947,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Identification and characterization: cell membrane antigens associated with the blast phase of human adult leukemia.,339-48,"Cell membrane antigens which produce delayed skin reactions and are associated with the blast phase of human acute leukemia have been identified and characterized. When patients are in remission, these proteins are not present on their white blood cells. The blast antigens associated with acute lymphatic leukemia (ALL) are also present on early human fetal thymus cells. Blast antigens from acute myelocytic leukemia (AML) appear to have a different structure and are not associated with fetal antigens. The isolation away from blocking factors of purified, solubilized proteins from the leukemic blast cell membranes now permits the possibility of testing to see whether or not such specific antigens will be useful in diagnosis and in immuno-chemotherapy of leukemia.","['Hollinshead, A C', 'Herberman, R B']","['Hollinshead AC', 'Herberman RB']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['*Antigens, Neoplasm', 'Cell Membrane/*immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/immunology', 'Remission, Spontaneous', 'Thymus Gland/embryology/immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397551 [doi]'],ppublish,Bibl Haematol. 1975;(40):339-48. doi: 10.1159/000397551.,,"['0 (Antigens, Neoplasm)']",
1057946,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Proliferation and maturation of human leukemia cells in liquid culture.,243-50,"Bone marrow from patients with acute myelogenous leukemia (AML), acute myelomonocytic leukemia (AMML), chronic myelogenous leukemia (CML), preleukemia, and from healthy volunteers was cultured using a recently developed liquid diffusion technique. Differential and viable cell counts and 3H-thymidine labeling indices were performed at intervals up to 30 days. Differentiation was assessed morphologically by light and electron microscopy, histochemically, and by functional tests for phagocytosis and the presence of surface receptors for IgG. Colony-stimulating activity (CSA) was assayed against normal human bone marrow by the agar colony technique. In acute leukemia cultures, viable cell counts usually fell within the normal range. However, most AML cells failed to demonstrate significant maturation in vitro, and did not produce detectable CSA. In AMML cultures, maturation was defective but some differentiated macrophages were observed and the cells produced high concentrations of CSA. Preleukemic cultures demonstrated normal growth but maturation was impaired as evidenced by a high percentage of immature cells during the first 7 days. CML cultures showed abnormally high growth capacity resulting in viable cell counts 2-3 times normal. In the chronic phase of CML, maturation was qualitatively normal and the cells produced CSA. With the onset of blast transformation, maturation became abnormal but growth remained high. These studies support a concept of AML as a primary defect in cellular maturation and of CML as a primary abnormality of proliferation. The production of CSA by neoplastic cells relates to the degree of monocyte-macrophage differentiation within the leukemic population. Human preleukemia is characterized by a failure of normal maturation in vitro.","['Golde, D W', 'Byers, L A']","['Golde DW', 'Byers LA']",['eng'],['Journal Article'],Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Bone Marrow/*pathology', '*Bone Marrow Cells', '*Cell Differentiation', '*Cell Division', 'Cells, Cultured', 'Clone Cells', 'Humans', 'Leukemia/*blood/pathology', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Macrophages/pathology', 'Monocytes/pathology', 'Phagocytosis', 'Precancerous Conditions/blood']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397539 [doi]'],ppublish,Bibl Haematol. 1975;(40):243-50. doi: 10.1159/000397539.,,,
1057945,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Growth and responsiveness of human granulocytic leukemic cells in vitro.,235-41,"Cells from patients with acute myeloid leukemia (AML) and chronic myeloid leukemia (CML) can be grown and their properties analyzed in agar gel cultures. Levels of the glycoprotein regulator colony stimulating factor (CSF) were found to be elevated in 19-66% of plasmas tested from patients with various types of granulocytic leukemia, and the growth of AML and CML cells in vitro was observed to be dependent on, and responsive to, stimulation by CSF-containing material. In both diseases, the leukemic cells appear to be in a responsive state with respect to normal growth regulators, and potentially alterations in regulator levels may therefore be able to achieve sustained arrest of the growth of leukemic populations.","['Metcalf, D', 'Moore, M A']","['Metcalf D', 'Moore MA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Bone Marrow/pathology', 'Bone Marrow Cells', 'Cell Division', 'Clone Cells', 'Glycoproteins/*blood', 'Granulocytes/*pathology', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Leukocytes/*pathology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397538 [doi]'],ppublish,Bibl Haematol. 1975;(40):235-41. doi: 10.1159/000397538.,,['0 (Glycoproteins)'],
1057943,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Attempts to transform murine hemopoietic cells by Rauscher leukemia virus.,179-83,"Primary Rauscher leukemia virus (RLV)-induced myeloid leukemias can produce many small clones in agar in the absence of a factor needed for the proliferation of normal myeloid cells. It seems that leukemic cells can more efficiently utilize the small amount of colony-stimulating factor (CSF) that is produced by them. At optimal stimulation by exogenous CSF, leukemic cells exhibit a poorer rate of proliferation than normal bone marrow cells. Hemopoietic cells can replicate the virus after infection in vitro. In some experiments, infection of normal bone marrow cells leads to the production of some cells with the same growth pattern as cells from primary leukemias.","['Bentvelzen, P', 'Aarssen, A M', 'Brinkhof, J', 'Nooter, K', 'Zurcher, C', 'van den Engh, G J']","['Bentvelzen P', 'Aarssen AM', 'Brinkhof J', 'Nooter K', 'Zurcher C', 'van den Engh GJ']",['eng'],['Journal Article'],Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Bone Marrow Cells', 'Cell Division', '*Cell Transformation, Neoplastic', 'Clone Cells', '*Hematopoietic Stem Cells', 'Leukemia, Experimental/etiology', 'Leukemia, Myeloid/etiology', 'Mice', 'Mice, Inbred BALB C', '*Rauscher Virus', 'Virus Replication']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397531 [doi]'],ppublish,Bibl Haematol. 1975;(40):179-83. doi: 10.1159/000397531.,,,
1057942,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,"Increased virus budding from Friend erythroleukemic cells treated with dimethyl sulfoxide, dimethyl formamide, and/or bromodeoxyuridine in vitro.",143-51,"Chronically infected Friend leukemia cells (FLC), grown in the presence of dimethyl sulfoxide (DMSO) (2%, v/v), dimethyl formamide (DMF) (1% v/v), or bromodeoxyuridine (BrdU) (3 or 20 mug/ml) for 4 or 7 days, were examined under the electron microscope. It was found that at the 4th day all three compounds induced comparable increases in the number of budding viruses (3 to 5 times that of the control). At the 7th day, the number had remained relatively constant in the BrdU-treated cells in contrast to the cells of the DMSO- or DMF-treated cultures, which showed a further increase of budding viruses. The greatest increase was seen when BrdU was added in combination with either DMSO or DMF, and this was reflected in the apparent increase in the number of extracellular viruses seen in cell pellets. Scanning electron microscopy on whole FLC mounts provided a rapid means of counting budding viruses and a good correlation was obtained between these counts and those made on thin sections by transmission electron microscopy. Attempts to quantitate the number of released viruses in controls and treated cultures after 4 days of growth revealed a 5- to 10-fold increase per cell in the samples treated with a combination of BrdU and either DMSO or DMF. Thymidine failed to prevent the increase of budding viruses induced by BrdU treatment. The number of budding viruses found after treatment with 3 mug/ml BrdU in the presence of 12 mug/ml thymidine was at a level comparable to that found after the individual BrdU treatment Finally, although FLC always contained varying amounts of intracisternal particles, their number, as compared to the paired controls, always decreased after BrdU treatment.","['Sato, T', 'de Harven, E', 'Friend, C']","['Sato T', 'de Harven E', 'Friend C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Bromodeoxyuridine/*pharmacology', 'Cells, Cultured', 'Dimethyl Sulfoxide/*pharmacology', 'Formamides/*pharmacology', 'Friend murine leukemia virus/*drug effects', 'Inclusion Bodies, Viral/drug effects', 'Leukemia, Erythroblastic, Acute/*microbiology/pathology', 'Mice', 'Stimulation, Chemical', 'Thymidine/pharmacology', 'Vacuoles/ultrastructure', 'Virus Replication/drug effects']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397528 [doi]'],ppublish,Bibl Haematol. 1975;(40):143-51. doi: 10.1159/000397528.,,"['0 (Formamides)', 'G34N38R2N1 (Bromodeoxyuridine)', 'VC2W18DGKR (Thymidine)', 'YOW8V9698H (Dimethyl Sulfoxide)']",
1057941,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Leukemias induced by 1-butyl- and 1-propyl-1-nitrosoureas in the rat.,107-15,"The leukemogenic effect of 1-propyl- and 1-butyl-1-nitrosourea (PNU and BNU) was studied in Donryu and Sprague-Dawley rats, which received the chemical in their drinking water. BNU produced leukemia in 42 out of 46 (91%) of the Donryu rats, and the majority of the induced leukemia were myeloblastic type. In the Sprague-Dawley rats, the incidence of leukemia was 70% (47/67), of which 37%(13/35) were myelocytic leukemia, although the development of myeloblastic leukemia was still predominant (54%, 19/35). The leukemogenic activity of PNU was slightly lower than that of BNU; it produced leukemia in 64% (61/95) of the Donryu rats. The predominant type of induced leukemia was myelocytic leukemia (59%, 36/61). Therefore, it was demonstrated through the series of experiments using BNU and PNU that the strength of leukemogenic activity has a close relationship to the types of leukemia induced in animals. Both BNU and PNU, however, provide excellent disease models of myelogeneous leukemia in the human being.","['Odashima, S', 'Ogiu, T', 'Maekawa, A']","['Odashima S', 'Ogiu T', 'Maekawa A']",['eng'],['Journal Article'],Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Leukemia, Experimental/*chemically induced/pathology', 'Leukemia, Myeloid/chemically induced', 'Leukemia, Myeloid, Acute/chemically induced', 'Nitrosourea Compounds/*toxicity', 'Rats']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1159/000397525 [doi]'],ppublish,Bibl Haematol. 1975;(40):107-15. doi: 10.1159/000397525.,,['0 (Nitrosourea Compounds)'],
1057927,NLM,MEDLINE,19751122,20190823,0004-8291 (Print) 0004-8291 (Linking),5,2,1975 Apr,A case of Hageman factor deficiency with myeloid leukaemia.,155-7,"The co-existence of blastic transformation of chronic myeloid leukaemia and an isolated deficiency of coagulation factor XII (Hageman Factor), is reported. In the absence of any evidence of factor XII deficiency in the patient's siblings and children, it is uncertain if this represents an acquired factor XII deficiency due to myeloid leukaemia, or the coincidental occurrence of myeloid leukaemia with this autosomal recessive condition.","['McGrath, K', 'Koutts, J']","['McGrath K', 'Koutts J']",['eng'],"['Case Reports', 'Journal Article']",Australia,Aust N Z J Med,Australian and New Zealand journal of medicine,1264322,IM,"['Blood Coagulation Disorders/*complications/diagnosis', 'Blood Coagulation Tests', 'Chronic Disease', '*Factor XII', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged']",1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",['10.1111/j.1445-5994.1975.tb03647.x [doi]'],ppublish,Aust N Z J Med. 1975 Apr;5(2):155-7. doi: 10.1111/j.1445-5994.1975.tb03647.x.,,['9001-30-3 (Factor XII)'],
1057883,NLM,MEDLINE,19751122,20131121,0363-0153 (Print) 0363-0153 (Linking),99,9,1975 Sep,Leukemic urate nephropathy.,467-72,"The tubules appear to be the primary sites of injury in renal failure and urate nephropathy associated with leukemia. Tubular injury is not always associated with precipitation and phagocytosis of crystals, except in the collecting tubules where cellular changes are invariably caused by intraluminal crystallization of urates. The electron microscopical observations in this communication may apply to the urate nephropathy associated with hyperuricemia of various causes.","['Kanwar, Y S', 'Manaligod, J R']","['Kanwar YS', 'Manaligod JR']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Pathol,Archives of pathology,7605251,IM,"['Basement Membrane/pathology', 'Child', 'Crystallization', 'Cytoplasmic Granules/ultrastructure', 'Epithelial Cells', 'Epithelium/ultrastructure', 'Histiocytes/ultrastructure', 'Humans', 'Kidney/*pathology', 'Kidney Diseases/etiology/metabolism/*pathology', 'Kidney Glomerulus/pathology/ultrastructure', 'Kidney Tubules/pathology', 'Kidney Tubules, Proximal/ultrastructure', 'Leukemia, Lymphoid/blood/complications/*pathology', 'Male', 'Phagocytosis', 'Uric Acid/blood/*metabolism']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",,ppublish,Arch Pathol. 1975 Sep;99(9):467-72.,,['268B43MJ25 (Uric Acid)'],
1057870,NLM,MEDLINE,19751122,20131121,0003-9926 (Print) 0003-9926 (Linking),135,9,1975 Sep,Fever in acute myelogenous leukemia.,1197-203,"Implications and course of fever were evaluated during hospitalization of 24 patients with acute myelogenous leukemia. Forty-five febrile episodes were identified. Fever present at admission was usually associated with a diagnosable and treatable infection; fever shortly after induction was self-limited; and fever during granulocytopenia was more likely to be associated with bacteremia. Bacteremia and pneumonia were the most common types of infection. Only Gram-negative bacteria and Candida were identified as causes of infection during life, with Pseudomonas and Klebsiella the most frequently isolated pathogens. Invasive candidiasis was a major postmortem finding. A delay in initiation of empirical treatment beyond the third day of fever was associated with an increase in mortality as was continuation of treatment for longer than 14 days.","['Goodall, P T', 'Vosti, K L']","['Goodall PT', 'Vosti KL']",['eng'],['Journal Article'],United States,Arch Intern Med,Archives of internal medicine,0372440,IM,"['Agranulocytosis/complications', 'Anti-Bacterial Agents/therapeutic use', 'Candidiasis/diagnosis/drug therapy', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Fever/*etiology', 'Humans', 'Klebsiella Infections/complications/drug therapy', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Pseudomonas Infections/complications/drug therapy', 'Thioguanine/therapeutic use']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",,ppublish,Arch Intern Med. 1975 Sep;135(9):1197-203.,,"['0 (Anti-Bacterial Agents)', '04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)']",
1057847,NLM,MEDLINE,19751204,20071115,0002-936X (Print) 0002-936X (Linking),75,10,1975 Oct,Acute leukemia in children.,1709-14,,"['Greene, P']",['Greene P'],['eng'],['Journal Article'],United States,Am J Nurs,The American journal of nursing,0372646,IM,"['Antineoplastic Agents/adverse effects', 'Child', 'Health Education', 'Hospitalization', 'Humans', '*Leukemia, Lymphoid/complications/drug therapy/rehabilitation', 'Patient Education as Topic', 'Pediatric Nursing', 'Professional-Family Relations', 'Recurrence', 'Remission, Spontaneous', 'Social Adjustment', 'Terminal Care']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",,ppublish,Am J Nurs. 1975 Oct;75(10):1709-14.,,['0 (Antineoplastic Agents)'],
1057846,NLM,MEDLINE,19751205,20041117,0002-9335 (Print) 0002-9335 (Linking),41,7,1975 Jul,Hematology problem of the month.,256-8,,"['Viskochil, K']",['Viskochil K'],['eng'],['Journal Article'],United States,Am J Med Technol,The American journal of medical technology,0370505,IM,"['Adult', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukemoid Reaction/*blood']",1975/07/01 00:00,1975/07/01 00:01,['1975/07/01 00:00'],"['1975/07/01 00:00 [pubmed]', '1975/07/01 00:01 [medline]', '1975/07/01 00:00 [entrez]']",,ppublish,Am J Med Technol. 1975 Jul;41(7):256-8.,,,
1057845,NLM,MEDLINE,19751122,20190626,0002-9343 (Print) 0002-9343 (Linking),59,3,1975 Sep,"A scanning electron microscopic study of 34 cases of acute granulocytic, myelomonocytic, monoblastic and histiocytic leukemia.",308-15,"This report describes the surface architecture of leukemic cells, as seen by scanning electron microscopy in 34 patients with acute nonlymphoblastic leukemia. Six patients with myeloblastic, 4 with promyelocytic, 10 with myelomonocytic, 8 with monocytic, 4 with histiocytic and 2 with undifferentiated leukemia were studied. Under the scanning electron microscope most leukemia histiocytes and monocytes appeared similar and were characterized by the presence of large, well developed broad-based ruffled membranes or prominent raised ridge-like profiles, resembling ithis respect normal monocytes. Most cells from patients with acute promyelocytic or myeloblastic leukemia exhibited narrower ridge-like profiles whereas some showed ruffles or microvilli. Patients with myelomonocytic leukemia showed mixed populations of cells with ridge-like profiles and ruffled membranes whereas cells from two patients with undifferentiated leukemia had smooth surfaces, similar to those encountered in cells from patients with acute lymphoblastic leukemia. It appears that nonlymphoblastic and lymphoblastic leukemia cells (particularly histiocytes and monocytes) can frequently be distinquished on the basis of their surface architecture. The surface features of leukemic histiocytes and monocytes are similar, suggesting that they may belong to the same cell series. The monocytes seem to have characteristic surface features recognizable with the scanning electron microscope and differ from most cells from patients with acute granulocytic leukemia. Although overlap of surface features and misidentification can occur, scanning electron microscopy is a useful adjunct to other modes of microscopy in the study and diagnosis of acute leukemia.","['Polliack, A', 'McKenzie, S', 'Gee, T', 'Lampen, N', 'de Harven, E', 'Clarkson, B D']","['Polliack A', 'McKenzie S', 'Gee T', 'Lampen N', 'de Harven E', 'Clarkson BD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med,The American journal of medicine,0267200,IM,"['Acute Disease', 'Granulocytes/*ultrastructure', 'Histiocytes/*ultrastructure', 'Humans', 'Leukemia/*blood/pathology', 'Leukemia, Monocytic, Acute/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Leukocytes/*ultrastructure', '*Microscopy, Electron, Scanning', 'Monocytes/*ultrastructure']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']","['0002-9343(75)90388-5 [pii]', '10.1016/0002-9343(75)90388-5 [doi]']",ppublish,Am J Med. 1975 Sep;59(3):308-15. doi: 10.1016/0002-9343(75)90388-5.,,,
1057844,NLM,MEDLINE,19751204,20191028,0065-1435 (Print) 0065-1435 (Linking),Suppl 6,,1975,SSPE-like inclusion body disorder in treated childhood leukemia.,267-72,"Clinico-pathological report on a boy with cytostatically treated leukemia, dying with cerebral symptoms after passing clinical measles 10 weeks before death. At autopsy, numerous nuclear inclusion bodies in glial and nerve cells were found. By electron microscopy, nuclear inclusions appeared as loosely arranged smooth tubules, corresponding to paramyxovirus nucleocapsids. Frequently, cytoplasmic changes appeared too, consisting of incomplete tubular structures and an abundant dense ""fuzzy"" material. No regular tubuli of the coated granular type were present, as in common measles virus infection, nor any mature viral structures or differentiation of the surface membrane. The lack of maturation in cytoplasm together with a predominance of nuclear changes suggested a slow type of measles virus infection, while the particular cytoplasmic changes suggested a defect in synthesis of granular nucleocapsids, possibly a basic factor for the slow type of the viral infection. Possible pathogenetic factors are discussed.","['Sluga, E', 'Budka, H', 'Jellinger, K', 'Pichler, E']","['Sluga E', 'Budka H', 'Jellinger K', 'Pichler E']",['eng'],['Journal Article'],Germany,Acta Neuropathol Suppl,Acta neuropathologica. Supplementum,0370342,IM,"['Brain/microbiology', 'Cell Nucleus/microbiology', 'Child, Preschool', 'Cytoplasm/microbiology', 'Endoplasmic Reticulum/microbiology', 'Humans', '*Inclusion Bodies, Viral', 'Leukemia, Lymphoid/*complications/microbiology', 'Male', 'Measles/complications/*microbiology', 'Measles virus/ultrastructure', 'Neuroglia/microbiology', 'Neurons/microbiology', 'Slow Virus Diseases/complications/microbiology', 'Subacute Sclerosing Panencephalitis/complications/*microbiology', 'Virus Replication']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1007/978-3-662-08456-4_47 [doi]'],ppublish,Acta Neuropathol Suppl. 1975;Suppl 6:267-72. doi: 10.1007/978-3-662-08456-4_47.,,,
1057842,NLM,MEDLINE,19751204,20191028,0065-1435 (Print) 0065-1435 (Linking),Suppl 6,,1975,Prevention of meningeal leukaemia and relapses by cranial irradiation and intrathecal MTX in acute lymphatic leukaemia.,241-5,"Experience with CNS prophylaxis in 35 children with acute lymphatic leukaemia is reported. Before prophylactic irradiation of the skull was given the average survival time in 36 children was 2,8 (2,7) years. Menigeal leukaemia preceeded bone marrow relapse in 9 cases and followed relapse in a further 5 cases (39%). Between 1971 and 1973 Pinkel's treatment scheme VII was given to 35 children. This included prophylactic skull irradiation and intraspinal MTX injections. 29 children are still in their first remissions which range from 10 - 35 months in length. Meningeal leukaemia has not so far been observed, in this latter group.","['Krepler, P', 'Kummer, M', 'Pawlowsky, J', 'Jentzsch, K']","['Krepler P', 'Kummer M', 'Pawlowsky J', 'Jentzsch K']",['eng'],['Journal Article'],Germany,Acta Neuropathol Suppl,Acta neuropathologica. Supplementum,0370342,IM,"['Child', 'Humans', 'Injections, Spinal', 'Leukemia, Lymphoid/drug therapy/radiotherapy/*therapy', '*Meninges', 'Methotrexate/administration & dosage/*therapeutic use', 'Radiotherapy/adverse effects', 'Radiotherapy Dosage', 'Remission, Spontaneous', 'Skull/radiation effects']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1007/978-3-662-08456-4_42 [doi]'],ppublish,Acta Neuropathol Suppl. 1975;Suppl 6:241-5. doi: 10.1007/978-3-662-08456-4_42.,,['YL5FZ2Y5U1 (Methotrexate)'],
