PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,CON,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,AD,CIN,GR,RF,SI,PMC,TT,CI,CN,MID,EIN,OID,OTO,OT,GN,LID
9426202,NLM,MEDLINE,19980122,20190610,0006-3002 (Print) 0006-3002 (Linking),1333,3,1997 Dec 9,Retinoic acid and arsenic: towards oncogene-targeted treatments of acute promyelocytic leukaemia.,M53-61,"['Quignon, F', 'Chen, Z', 'de The, H']","['Quignon F', 'Chen Z', 'de The H']",['eng'],"['Journal Article', 'Review']",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Promyelocytic Leukemia Protein)', '0 (RARA protein, human)', '0 (Receptors, Retinoic Acid)', '0 (Retinoic Acid Receptor alpha)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)', '5688UTC01R (Tretinoin)', 'N712M78A8G (Arsenic)']",IM,,"['Animals', 'Arsenic', 'Artificial Gene Fusion', 'Cell Transformation, Neoplastic', 'Humans', 'Leukemia, Promyelocytic, Acute/physiopathology/*therapy', '*Neoplasm Proteins', '*Nuclear Proteins', 'Promyelocytic Leukemia Protein', 'Receptors, Retinoic Acid/*physiology', 'Retinoic Acid Receptor alpha', 'Transcription Factors/*physiology', 'Translocation, Genetic', 'Tretinoin/*physiology', 'Tumor Suppressor Proteins']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']","['S0304-419X(97)00025-5 [pii]', '10.1016/s0304-419x(97)00025-5 [doi]']",ppublish,Biochim Biophys Acta. 1997 Dec 9;1333(3):M53-61. doi: 10.1016/s0304-419x(97)00025-5.,,"['CNRS UPR 9051, Hopital St Louis 1, Paris, France.']",,,85,,,,,,,,,,,,
9426062,NLM,MEDLINE,19980120,20211203,0008-5472 (Print) 0008-5472 (Linking),58,1,1998 Jan 1,The radiosensitive cell line 180BR is not defective in the major DNA damage-sensing proteins.,84-8,"['Lu, H', 'Song, Q', 'Arlett, C', 'Lavin, M F']","['Lu H', 'Song Q', 'Arlett C', 'Lavin MF']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Cell Cycle Proteins)', '0 (DNA-Binding Proteins)', '0 (Nuclear Proteins)', '0 (Proteins)', '0 (Tumor Suppressor Proteins)', 'EC 2.4.2.30 (Poly(ADP-ribose) Polymerases)', 'EC 2.7.11.1 (ATM protein, human)', 'EC 2.7.11.1 (Ataxia Telangiectasia Mutated Proteins)', 'EC 2.7.11.1 (DNA-Activated Protein Kinase)', 'EC 2.7.11.1 (PRKDC protein, human)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)']",IM,,"['Ataxia Telangiectasia/enzymology', 'Ataxia Telangiectasia Mutated Proteins', 'Cell Cycle Proteins', '*DNA Damage', '*DNA Repair', 'DNA-Activated Protein Kinase', '*DNA-Binding Proteins', 'Fibroblasts/*enzymology/radiation effects', 'Humans', 'Nuclear Proteins', 'Poly(ADP-ribose) Polymerases/analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/enzymology', 'Protein Serine-Threonine Kinases/*analysis', 'Proteins/analysis', 'Radiation Tolerance', 'Tumor Cells, Cultured/enzymology/radiation effects', 'Tumor Suppressor Proteins']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']",,ppublish,Cancer Res. 1998 Jan 1;58(1):84-8.,"The fibroblast culture 180BR, established from a patient showing an adverse response to radiotherapy, has been shown previously to be hypersensitive to ionizing radiation and to be defective in the repair of DNA double-strand breaks. We demonstrate here that the products of the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs) and its regulatory subunits (Ku 70 and Ku 80) are present at normal levels and possess functional activity. The product of the gene mutated in the human genetic disorder ataxia-telangiectasia was also detected in these cells. Apoptosis was detected after high-dose ionizing radiation exposure, and this process was accompanied by specific degradation of DNA-PKcs, ATM, and poly(ADP-ribose) polymerase. Activation of CPP32, an interleukin 1beta converting enzyme-like protease implicated in apoptosis, was also observed in 180BR cells in response to radiation damage. The radiosensitivity observed in 180BR cells can be accounted for, at least in part, by radiation-induced apoptosis, and the defect in these cells is not a gross one in DNA-PKcs or ATM.","['The Queensland Institute of Medical Research, The Bancroft Centre, Herston, Brisbane, Australia.']",,,,,,,,,,,,,,,
9426057,NLM,MEDLINE,19980120,20071114,0008-5472 (Print) 0008-5472 (Linking),58,1,1998 Jan 1,Rearrangement of ALL1 (MLL) in acute myeloid leukemia with normal cytogenetics.,55-9,"['Caligiuri, M A', 'Strout, M P', 'Lawrence, D', 'Arthur, D C', 'Baer, M R', 'Yu, F', 'Knuutila, S', 'Mrozek, K', 'Oberkircher, A R', 'Marcucci, G', 'de la Chapelle, A', 'Elonen, E', 'Block, A W', 'Rao, P N', 'Herzig, G P', 'Powell, B L', 'Ruutu, T', 'Schiffer, C A', 'Bloomfield, C D']","['Caligiuri MA', 'Strout MP', 'Lawrence D', 'Arthur DC', 'Baer MR', 'Yu F', 'Knuutila S', 'Mrozek K', 'Oberkircher AR', 'Marcucci G', 'de la Chapelle A', 'Elonen E', 'Block AW', 'Rao PN', 'Herzig GP', 'Powell BL', 'Ruutu T', 'Schiffer CA', 'Bloomfield CD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,,IM,,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Blotting, Southern', 'Female', '*Gene Rearrangement', 'Genes, Tumor Suppressor/*genetics', 'Humans', 'Leukemia, Myeloid/*genetics', 'Male', 'Middle Aged']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']",,ppublish,Cancer Res. 1998 Jan 1;58(1):55-9.,"Approximately 45% of adults with acute myeloid leukemia (AML) have normal cytogenetics and therefore lack structural abnormalities that can assist in the localization and characterization of molecular defects. The partial tandem duplication of the ALL1 (MLL) gene has been found in several such cases of AML, yet its frequency and clinical significance are unclear. We performed Southern analysis of the ALL1 gene in pretreatment samples from 98 AML patients with normal cytogenetics. Eleven of 98 such patients (11%; 95% confidence interval, 6-19%) showed rearrangement of ALL1 at diagnosis. The partial tandem duplication of ALL1 was responsible for ALL1 rearrangement in all such cases examined, making it a frequent molecular defect in adult AML patients with normal cytogenetics. Furthermore, patients with ALL1 rearrangement had a significantly shorter duration of complete remission when compared to patients without ALL1 rearrangement (P = 0.01; median, 7.1 versus 23.2 months). This defect defines for the first time a subset of AML patients with normal cytogenetics who have short durations of complete remission and thus require new therapeutic approaches.","['Department of Molecular Immunology, Roswell Park Cancer Institute, Buffalo, New York 14263, USA.']",,"['CA-37027/CA/NCI NIH HHS/United States', 'CA12046/CA/NCI NIH HHS/United States', 'CA35279/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
9425957,NLM,MEDLINE,19980120,20171229,0093-7754 (Print) 0093-7754 (Linking),24,6 Suppl 20,1997 Dec,Topotecan in combination chemotherapy.,S20-11-S20-26,"['Rowinsky, E K', 'Kaufmann, S H']","['Rowinsky EK', 'Kaufmann SH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Semin Oncol,Seminars in oncology,0420432,"['0 (Topoisomerase I Inhibitors)', '04079A1RDZ (Cytarabine)', '6032D45BEM (Suramin)', '6PLQ3CP4P3 (Etoposide)', '7M7YKX2N15 (Topotecan)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'BG3F62OND5 (Carboplatin)', 'P88XT4IS4D (Paclitaxel)', 'Q20Q21Q62J (Cisplatin)']",IM,,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Carboplatin/administration & dosage', 'Cisplatin/administration & dosage', 'Clinical Trials as Topic', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Humans', 'Paclitaxel/administration & dosage', 'Suramin/administration & dosage', '*Topoisomerase I Inhibitors', 'Topotecan/*administration & dosage/adverse effects']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']",,ppublish,Semin Oncol. 1997 Dec;24(6 Suppl 20):S20-11-S20-26.,"The safety and efficacy of combination chemotherapy regimens containing topotecan (Hycamtin; SmithKline Beecham Pharmaceuticals, Philadelphia, PA), a topoisomerase I-targeting drug that has demonstrated significant antitumor activity in a wide range of human tumors, and various classes of antineoplastic agents is currently being evaluated. To date, phase I and pharmacologic studies of topotecan combined with cisplatin, carboplatin, doxorubicin, and etoposide have been performed in adult and pediatric patients with solid tumors. Combination regimens consisting of topotecan combined with cytarabine, cyclophosphamide, and carboplatin also have been studied in patients with refractory leukemia. Myelosuppression, primarily neutropenia, has been the principal dose-limiting toxicity of these combination regimens. Major responses have been observed in many early studies. Both the toxicologic and antineoplastic effects have exhibited sequence dependence in preclinical and phase I studies, especially in evaluations of topotecan combined with alkylating agents and topoisomerase II-targeting drugs. At this juncture, additional phase I and II trials are required to evaluate the toxicity and efficacy of topotecan in combination with other agents and address critical issues related to optimal drug dosing and sequencing.","['Institute for Drug Development, Cancer Therapy and Research Center, San Antonio, TX 78229, USA.']",,"['R01 CA073709/CA/NCI NIH HHS/United States', 'R01 CA73709/CA/NCI NIH HHS/United States']",102,,,,,,,,,,,,
9425908,NLM,MEDLINE,19980129,20120605,1061-4036 (Print) 1061-4036 (Linking),18,1,1998 Jan,"FGFR1 is fused with a novel zinc-finger gene, ZNF198, in the t(8;13) leukaemia/lymphoma syndrome.",84-7,"['Xiao, S', 'Nalabolu, S R', 'Aster, J C', 'Ma, J', 'Abruzzo, L', 'Jaffe, E S', 'Stone, R', 'Weissman, S M', 'Hudson, T J', 'Fletcher, J A']","['Xiao S', 'Nalabolu SR', 'Aster JC', 'Ma J', 'Abruzzo L', 'Jaffe ES', 'Stone R', 'Weissman SM', 'Hudson TJ', 'Fletcher JA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Nat Genet,Nature genetics,9216904,"['0 (Carrier Proteins)', '0 (DNA-Binding Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Receptors, Fibroblast Growth Factor)', '0 (Transcription Factors)', '0 (ZMYM2 protein, human)', '0 (Zmym2 protein, mouse)', 'EC 2.7.10.1 (FGFR1 protein, human)', 'EC 2.7.10.1 (Fgfr1 protein, mouse)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Receptor, Fibroblast Growth Factor, Type 1)']",IM,,"['Amino Acid Sequence', 'Animals', 'Base Sequence', '*Carrier Proteins', 'Cell Transformation, Neoplastic', '*Chromosomes, Human, Pair 13', '*Chromosomes, Human, Pair 8', 'DNA-Binding Proteins/*genetics', 'Humans', 'Mice', 'Molecular Sequence Data', 'Myeloproliferative Disorders/*genetics', 'Oncogene Proteins, Fusion/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Receptor Protein-Tyrosine Kinases', 'Receptor, Fibroblast Growth Factor, Type 1', 'Receptors, Fibroblast Growth Factor/*genetics', 'Syndrome', 'Transcription Factors', '*Translocation, Genetic', 'Zinc Fingers/*genetics']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']",['10.1038/ng0198-84 [doi]'],ppublish,Nat Genet. 1998 Jan;18(1):84-7. doi: 10.1038/ng0198-84.,"Various histological subtypes of leukaemia and lymphoma are associated with diagnostic chromosome translocations, and substantial strides have been made in determining the specific oncogenes targetted by those translocations. We report the cloning of a novel fusion oncogene associated with a unique leukaemia/lymphoma syndrome. Patients afflicted with this syndrome present with lymphoblastic lymphoma and a myeloproliferative disorder, often accompanied by pronounced peripheral eosinophilia and/or prominent eosinophilic infiltrates in the affected bone marrow, which generally progress to full-blown acute myelogenous leukaemia within a year of diagnosis. A specific chromosome translocation, t(8;13)(p11;q11-12), is found in both lymphoma and myeloid leukaemia cells from these patients, supporting bi-lineage differentiation from a transformed stem cell. We find that the 8p11 translocation breakpoints, in each of four patients, interrupt intron 8 of the fibroblast growth factor receptor 1 gene (FGFR1). These translocations are associated with aberrant transcripts in which four predicted zinc-finger domains, contributed by a novel and widely expressed chromosome-13 gene (ZNF198), are fused to the FGFR1 tyrosine-kinase domain. Transient expression studies show that the ZNF198-FGFR1 fusion transcript directs the synthesis of an approximately 87-kD polypeptide, localizing predominantly to the cytoplasm. Our studies demonstrate an FGFR1 oncogenic role and suggest a tumorigenic mechanism in which ZNF198-FGFR1 activation results from ZNF198 zinc-finger-mediated homodimerization.","[""Department of Pathology, Brigham and Women's Hospital, Boston, Massachusetts 02115, USA.""]",,['CA72791/CA/NCI NIH HHS/United States'],,['GENBANK/AF012126'],,,,,,,,,,,
9425697,NLM,MEDLINE,19980127,20190831,0307-6938 (Print) 0307-6938 (Linking),22,3,1997 May,Transient leukaemia cutis in chronic lymphocytic leukaemia.,148-51,"['Wakelin, S H', 'Young, E', 'Kelly, S', 'Turner, M']","['Wakelin SH', 'Young E', 'Kelly S', 'Turner M']",['eng'],"['Case Reports', 'Journal Article', 'Review']",England,Clin Exp Dermatol,Clinical and experimental dermatology,7606847,,IM,,"['Aged', 'Female', 'Herpes Zoster/complications', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Leukemic Infiltration/etiology/*pathology', 'Prognosis', 'Skin/*pathology']",1997/05/01 00:00,1998/01/13 00:01,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1997/05/01 00:00 [entrez]']",['10.1111/j.1365-2230.1997.tb01045.x [doi]'],ppublish,Clin Exp Dermatol. 1997 May;22(3):148-51. doi: 10.1111/j.1365-2230.1997.tb01045.x.,"Leukaemia cutis arises from cutaneous infiltration by neoplastic leukocytes or their precursors. Recent evidence suggests that this sign does not necessarily herald a poor prognosis. We describe a 72-year-old woman with B-cell chronic lymphatic leukaemia who developed a papular eruption of her breast at the site of a recent herpetic eruption. Histology and immunostaining showed a dense dermal B-cell infiltrate in keeping with leukaemia cutis. The papules cleared in 6 months without treatment, leaving atrophic scars. The histological features and possible aetiological mechanisms of post-herpetic papular eruptions in chronic lymphatic leukaemia are reviewed.","['Department of Dermatology, Amersham Hospital, Bucks.']",,,20,,,,,,,,,,,,
9425437,NLM,MEDLINE,19980204,20121115,0969-7128 (Print) 0969-7128 (Linking),4,11,1997 Nov,Retrovirus-mediated transfer of the human alpha-L-iduronidase cDNA into human hematopoietic progenitor cells leads to correction in trans of Hurler fibroblasts.,1150-9,"['Huang, M M', 'Wong, A', 'Yu, X', 'Kakkis, E', 'Kohn, D B']","['Huang MM', 'Wong A', 'Yu X', 'Kakkis E', 'Kohn DB']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Gene Ther,Gene therapy,9421525,"['0 (DNA, Complementary)', 'EC 3.2.1.76 (Iduronidase)']",IM,,"['Animals', 'Cell Line', 'DNA, Complementary', 'Fibroblasts', 'Gene Expression', 'Genetic Therapy/*methods', '*Genetic Vectors', '*Hematopoietic Stem Cells', 'Iduronidase/*genetics', 'Immunohistochemistry', 'Mice', 'Mucopolysaccharidosis I/*therapy', '*Retroviridae', 'Transfection/*methods']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']",['10.1038/sj.gt.3300504 [doi]'],ppublish,Gene Ther. 1997 Nov;4(11):1150-9. doi: 10.1038/sj.gt.3300504.,"Hurler syndrome (mucopolysaccharidosis IH or MPS IH) is a congenital mucopolysaccharide storage disorder resulting from a genetic deficiency of alpha-L-iduronidase (IDUA), which is required for lysosomal degradation of glycosaminoglycans heparan sulfate and dermatan sulfate. Even though histocompatible bone marrow transplantation has been applied for the treatment of Hurler syndrome, gene therapy via autologous bone marrow transplantation (BMT) may be more beneficial for this disease. Two retroviral vectors containing a full-length human IDUA cDNA were constructed using Moloney murine leukemia virus (MoMLV)-based vector backbones. High-titer vector-producing clones containing the L-HuID-SN and MFG-HuID retroviral vectors were established. The efficiency of gene transfer into primitive human CD34+ hematopoietic cells using both retroviral vectors is in the range of 18-23%. The level of enzyme expression in transduced primary bone marrow cells was increased 40- to 50-fold compared with that of sham-transduced cells. Enzyme produced by the progeny of the transduced human CD34+ cells carrying IDUA cDNA corrected Hurler fibroblasts via mannose-6-phosphate receptors. These findings suggest that genetically modified hematopoietic progenitor cells can potentially be useful for gene therapy of Hurler syndrome.","['Division of Research Immunology/Bone Marrow Transplantation, Childrens Hospital Los Angeles, CA 90027, USA.']",,"['DK09430-02/DK/NIDDK NIH HHS/United States', 'R01 DK49000/DK/NIDDK NIH HHS/United States']",,,,,,,,,,,,,
9425433,NLM,MEDLINE,19980127,20091103,0950-222X (Print) 0950-222X (Linking),11 ( Pt 4),,1997,Primary ocular relapse in acute lymphoblastic leukaemia.,573-4,"['McElvanney, A M', 'Tandon, M K']","['McElvanney AM', 'Tandon MK']",['eng'],"['Comment', 'Letter']",England,Eye (Lond),"Eye (London, England)",8703986,,IM,['Eye (Lond). 1996;10 ( Pt 6):719-22. PMID: 9091369'],"['Eye/*pathology', 'Humans', 'Leukemic Infiltration/*radiotherapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology']",1997/01/01 00:00,1998/01/13 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1997/01/01 00:00 [entrez]']",['10.1038/eye.1997.153 [doi]'],ppublish,Eye (Lond). 1997;11 ( Pt 4):573-4. doi: 10.1038/eye.1997.153.,,,,,,,,,,,,,,,,,
9425286,NLM,MEDLINE,19980126,20131121,0006-291X (Print) 0006-291X (Linking),241,2,1997 Dec 18,"1,25-Dihydroxyvitamin D3 induced activation and subsequent nuclear translocation of MAPK is upstream regulated by PKC in HL-60 cells.",419-26,"['Marcinkowska, E', 'Wiedlocha, A', 'Radzikowski, C']","['Marcinkowska E', 'Wiedlocha A', 'Radzikowski C']",['eng'],"['Comparative Study', 'Journal Article']",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Culture Media)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.11.13 (Protein Kinase C)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)', 'FXC9231JVH (Calcitriol)']",IM,,"['Biological Transport', 'Calcitriol/*pharmacology', 'Calcium-Calmodulin-Dependent Protein Kinases/drug effects/*metabolism', 'Cell Compartmentation', 'Cell Differentiation', 'Cell Division', 'Cell Nucleus/enzymology', 'Culture Media/pharmacology', 'Dose-Response Relationship, Drug', 'Enzyme Activation', 'HL-60 Cells', 'Humans', 'Protein Kinase C/*metabolism', 'Receptor Protein-Tyrosine Kinases/metabolism', 'Signal Transduction']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']","['S0006-291X(97)97832-3 [pii]', '10.1006/bbrc.1997.7832 [doi]']",ppublish,Biochem Biophys Res Commun. 1997 Dec 18;241(2):419-26. doi: 10.1006/bbrc.1997.7832.,"1,25-Dihydroxyvitamin D3 (1,25(OH)2D3) in addition to its classical role in calcium homeostasis regulates cell differentiation. The mechanisms involved in mediating numerous functions of 1,25(OH)2D3 are not clearly understood. In addition to genomic actions involving nuclear vitamin D receptor (VDR), some rapid nongenomic responses have been observed, but the full signalling pathway activated by 1,25(OH)2D3 has still not been described. Our recent data allow for better understanding of nongenomic effects evoked by 1,25(OH)2D3. In this paper we show that mitogen activated protein kinase (MAPK) is activated in HL-60 promyelocytic leukemia cells and in normal human keratinocytes under exposure to differentiation inducing concentrations of 1,25(OH)2D3. The MAPK is then transported to the cell nucleus in active form, which is different from the activation evoked by fetal calf serum. Experiments utilising tyrosine kinase inhibitor suggested that the postulated putative membrane vitamin D receptor, if it exists, does not have tyrosine kinase activity. Usage of protein kinase C (PKC) inhibitor allowed to state that PKC is an upstream element in the MAPK signalling pathway.","['Department of Tumor Immunology, Ludwik Hirszfeld Institute of Immunology and Experimental Therapy, Polish Academy of Sciences, Wroclaw, Poland. marcinko@immuno.pan.wroc.pl']",,,,,,,,,,,,,,,
9425268,NLM,MEDLINE,19980126,20131121,0006-291X (Print) 0006-291X (Linking),241,2,1997 Dec 18,Unsaturated fatty acids mobilize intracellular calcium independent of IP3 generation and VIA insertion at the plasma membrane.,312-6,"['Gamberucci, A', 'Fulceri, R', 'Bygrave, F L', 'Benedetti, A']","['Gamberucci A', 'Fulceri R', 'Bygrave FL', 'Benedetti A']",['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Fatty Acids, Unsaturated)', '0 (Inositol Phosphates)', 'SY7Q814VUP (Calcium)']",IM,,"['Animals', 'Calcium/*metabolism', 'Carcinoma, Ehrlich Tumor', 'Cell Membrane/*drug effects', 'Fatty Acids, Unsaturated/*pharmacology', 'Inositol Phosphates/metabolism', 'Leukemia, Erythroblastic, Acute', 'Male', 'Membrane Fluidity/*drug effects', 'Mice', 'Neoplasms, Experimental']",1998/01/13 00:00,1998/01/13 00:01,['1998/01/13 00:00'],"['1998/01/13 00:00 [pubmed]', '1998/01/13 00:01 [medline]', '1998/01/13 00:00 [entrez]']","['S0006-291X(97)97813-X [pii]', '10.1006/bbrc.1997.7813 [doi]']",ppublish,Biochem Biophys Res Commun. 1997 Dec 18;241(2):312-6. doi: 10.1006/bbrc.1997.7813.,"Addition of oleic and arachidonic acids to Ehrlich ascites tumor cells mobilizes Ca2+ from the same intracellular pool as that mobilized by thapsigargin. Such mobilization occurs in the presence of the phospholipase C inhibitor U73122 as well as in cells treated with pertussis toxin. Co-addition of fatty acids and thapsigargin leads to initial rates of Ca2+ mobilization much greater than that induced by either compound alone. The responses induced by the fatty acids are observed also with other lipophiles like sphingosine, bromo-palmitate and the Ca2+ influx inhibitor econazole; all responses are rapidly reversed by addition of bovine serum albumin. Many of the above effects of fatty acids are observed also in Jurkat T lymphocytes and Friend erythroleukemia cells. The experiments provide evidence of lipid-induced plasma membrane perturbations that influence intracellular Ca2+ mobilization independent of the generation of currently known second messengers.","['Istituto di Patologia Generale, Universita di Siena, Italy.']",,,,,,,,,,,,,,,
