PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,RF,PMC,SI,RIN
6212533,NLM,MEDLINE,19820924,20141120,0171-2985 (Print) 0171-2985 (Linking),161,5,1982 May,Alloantigen-induced suppressor- and memory cells in chronic lymphocytic leukemia.,457-63,"['Kabelitz, D', 'Fink, U', 'Reichert, A', 'Rastetter, J']","['Kabelitz D', 'Fink U', 'Reichert A', 'Rastetter J']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Immunobiology,Immunobiology,8002742,['0 (Isoantigens)'],IM,"['B-Lymphocytes/immunology', 'Humans', '*Immunologic Memory', 'In Vitro Techniques', 'Isoantigens', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'T-Lymphocytes/immunology', 'T-Lymphocytes, Regulatory/*immunology']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']","['S0171-2985(82)80048-X [pii]', '10.1016/S0171-2985(82)80048-X [doi]']",ppublish,Immunobiology. 1982 May;161(5):457-63. doi: 10.1016/S0171-2985(82)80048-X.,,"T cell function was evaluated in patients with B cell type of chronic lymphocytic leukemia (CLL). Unseparated peripheral blood lymphocytes (PBL) and T cells from CLL patients stimulated in a primary allogeneic MLR were able to inhibit significantly a second MLR between the original responder (CLL) and stimulator (normal PBL) cell donors. Furthermore, it is shown the T lymphocytes from patients with CLL develop immunologic memory during the course of a primary MLR as evidenced by an enhanced response in secondary MLR. These results are discussed with respect to recently described imbalances of T cell subpopulations in CLL.",,,,,
6212259,NLM,MEDLINE,19820924,20071114,0014-2980 (Print) 0014-2980 (Linking),12,5,1982 May,Analysis of low natural killer cell activity in 89Sr-treated mice.,442-5,"['Mellen, P F', 'Lust, J A', 'Bennett, M', 'Kumar, V']","['Mellen PF', 'Lust JA', 'Bennett M', 'Kumar V']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Eur J Immunol,European journal of immunology,1273201,['0 (Strontium Radioisotopes)'],IM,"['Animals', 'Cytotoxicity, Immunologic/*radiation effects', 'Immunity, Cellular/radiation effects', 'Immunization, Passive', 'Leukemia, Erythroblastic, Acute/immunology', 'Lymphoma/immunology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Spleen/cytology/immunology/radiation effects', '*Strontium Radioisotopes', 'T-Lymphocytes, Regulatory/immunology']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.1002/eji.1830120516 [doi]'],ppublish,Eur J Immunol. 1982 May;12(5):442-5. doi: 10.1002/eji.1830120516.,"['AI-18811/AI/NIAID NIH HHS/United States', 'CA-21401/CA/NCI NIH HHS/United States', 'CA-31792/CA/NCI NIH HHS/United States']","Treatment of mice with the long-lived bone-seeking radioisotope 89Sr results in the selective irradiation and destruction of the bone marrow. This is accompanied by a marked reduction in natural killer cell activity against YAC-1 lymphoma [NK(YAC-1)]. To test for the presence of cellular suppressors of NK(YAC-1) in 89Sr-treated mice, in vitro and in vivo cell mixture protocols were used. In vitro, we did not observe any specific inhibitory effect of spleen cells from 89Sr-treated mice on NK(YAC-1) activity of normal spleen cells. The NK(YAC-1) activity of 89Sr-treated mice, measured in vivo by their ability to clear radiolabeled YAC-1 cells from the lungs, was impaired. However, spleen cells from 89Sr-treated mice, when adoptively transferred with normal spleen cells, failed to inhibit the NK(YAC-1) activity of the latter in the lung clearance assay. Further, when normal spleen cells were injected into 89Sr-treated mice, the ability of the transferred cells to mediate in vivo activity was not suppressed in the 89Sr-treated host. These experiments support the suggestion that the low NK(YAC-1) activity in 89Sr-treated mice is not mediated by suppressor cells, but may be due to the destruction of the marrow microenvironment which is essential for the generation of functional NK(YAC-1) cells.",,,,,
6212240,NLM,MEDLINE,19820924,20190908,0277-5379 (Print) 0277-5379 (Linking),18,3,1982 Mar,A comparison of the requirements for antitumour activity and antibacteriophage lambda activity for a series of non-intercalative DNA-binding agents.,271-9,"['Robertson, I G', 'Baguley, B C']","['Robertson IG', 'Baguley BC']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Cancer Clin Oncol,European journal of cancer & clinical oncology,8112045,"['0 (Antineoplastic Agents)', '0 (Heterocyclic Compounds)', '0 (Intercalating Agents)', '0 (Quaternary Ammonium Compounds)', '9007-49-2 (DNA)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Bacteriophage lambda/*drug effects', 'DNA', 'Heterocyclic Compounds/*pharmacology', 'Intercalating Agents/pharmacology', 'Leukemia L1210/drug therapy', 'Mice', 'Quaternary Ammonium Compounds/*pharmacology', 'Structure-Activity Relationship', 'Virus Activation/drug effects']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1016/0277-5379(82)90046-3 [doi]'],ppublish,Eur J Cancer Clin Oncol. 1982 Mar;18(3):271-9. doi: 10.1016/0277-5379(82)90046-3.,,"A series of non-intercalative DNA-binding agents, comprising mainly bisquaternary ammonium heterocyclic compounds, has been found to inhibit strongly the production of bacteriophage lambda following its induction in Escherichia coli. The inhibition is much greater than that found with a number of DNA intercalating agents, including 9-aminoacridine, ethidium and Daunorubicin. The inhibition correlated significantly with antitumour effect, as measured in a life extension assay with L1210 leukaemia. Activity in both biological systems demanded the presence of strongly charged groups and a rigid co-planar aromatic skeleton, these requirements being almost identical to those needed to displace ethidium efficiently from DNA in a simple assay system. It is suggested that biological activity is associated with the ability of these agents to bind in the minor groove of the DNA double helix. Data on the antibacteriophage action of one of these agents suggests possible models for antitumour activity.",,,,,
6212094,NLM,MEDLINE,19820910,20190705,0007-1250 (Print) 0007-1250 (Linking),140,,1982 Mar,A study of familial factors in Alzheimer's disease.,249-56,"['Whalley, L J', 'Carothers, A D', 'Collyer, S', 'De Mey, R', 'Frackiewicz, A']","['Whalley LJ', 'Carothers AD', 'Collyer S', 'De Mey R', 'Frackiewicz A']",['eng'],['Journal Article'],England,Br J Psychiatry,The British journal of psychiatry : the journal of mental science,0342367,,IM,"['Adolescent', 'Adult', 'Aged', 'Alzheimer Disease/*genetics/pathology', 'Brain/pathology', 'Child', 'Child, Preschool', 'Dementia/*genetics/pathology', 'Down Syndrome/genetics', 'Female', 'Humans', 'Infant', 'Leukemia/genetics', 'Male', 'Middle Aged']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']","['S0007125000135986 [pii]', '10.1192/bjp.140.3.249 [doi]']",ppublish,Br J Psychiatry. 1982 Mar;140:249-56. doi: 10.1192/bjp.140.3.249.,,"Data on the families of 74 probands with autopsy-proven Alzheimer's disease did not support the hypothesis, advanced by Heston and co-workers, of a familial association between Alzheimer's disease, Down's syndrome and immunoproliferative disorders. However, there are difficulties of interpreting negative conclusions in this type of study, particularly those resulting from small sample size and the impossibility of tracing all relatives; only the data for immunoproliferative disorders are incompatible with the hypothesis, those for Down's syndrome being too few to be informative. The incidence of presenile dementia among the first-degree relatives of probands was raised, as in many previous studies, and was consistent with a simple polygenic model. The mean parental age at birth of the probands was significantly raised by about 2 years (P divided by 0.01), but so also was that of their unaffected sibs, suggesting that the mechanism differs from that occurring in trisomy 21 and certain other aneuploidies.",,,,,
6212079,NLM,MEDLINE,19820910,20190613,0006-2960 (Print) 0006-2960 (Linking),21,9,1982 Apr 27,Phosphorylation of the receptor of immunoglobulin E.,2004-10,"['Fewtrell, C', 'Davis, C L', 'Metzger, H']","['Fewtrell C', 'Davis CL', 'Metzger H']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochemistry,Biochemistry,0370623,"['0 (Cross-Linking Reagents)', '0 (Phosphoproteins)', '0 (Receptors, IgE)', '0 (Receptors, Immunologic)', '37341-29-0 (Immunoglobulin E)']",IM,"['Animals', 'Basophils', 'Cells, Cultured', 'Cross-Linking Reagents/pharmacology', '*Immunoglobulin E', 'Leukemia, Experimental/immunology', 'Molecular Weight', 'Phosphoproteins/immunology', 'Phosphorylation', 'Rats', 'Receptors, IgE', 'Receptors, Immunologic/*metabolism']",1982/04/27 00:00,1982/04/27 00:01,['1982/04/27 00:00'],"['1982/04/27 00:00 [pubmed]', '1982/04/27 00:01 [medline]', '1982/04/27 00:00 [entrez]']",['10.1021/bi00538a005 [doi]'],ppublish,Biochemistry. 1982 Apr 27;21(9):2004-10. doi: 10.1021/bi00538a005.,,"Specific immune precipitation of immunoglobulin E(IgE)-receptor complexes from detergent extracts of 32P-labeled rat basophilic leukemia cells yielded a phosphoprotein of Mr approximately 35,000 on gel electrophoresis in sodium dodecyl sulfate. This phosphoprotein was shown by several criteria to be the beta chain of the receptor for IgE. Phosphorylation occurs at a serine residue (or residues) in a region (beta 2) of the beta chain that is thought to be exposed on the cytoplasmic face of the plasma membrane. Our results suggest that phosphorylation probably takes place after the insertion of the beta chain into the membrane. The IgE-binding alpha chain of the receptor and the IgE associated with it are not phosphorylated. We have so far been unable to detect any changes in the state of phosphorylation of either chain of the receptor or of IgE itself after IgE-mediated triggering of the cells.",,,,,
6211984,NLM,MEDLINE,19820814,20071115,0148-7299 (Print) 0148-7299 (Linking),12,1,1982 May,Tetrasomy 21 in an infant with Down syndrome and congenital leukemia.,91-5,"['Jabs, E W', 'Stamberg, J', 'Leonard, C O']","['Jabs EW', 'Stamberg J', 'Leonard CO']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med Genet,American journal of medical genetics,7708900,,IM,"['*Aneuploidy', 'Chromosome Banding', '*Chromosomes, Human, 21-22 and Y', 'Down Syndrome/*genetics', 'Humans', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Myeloid/*congenital/genetics', 'Male']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.1002/ajmg.1320120112 [doi]'],ppublish,Am J Med Genet. 1982 May;12(1):91-5. doi: 10.1002/ajmg.1320120112.,['917/PHS HHS/United States'],,,,,,
6211761,NLM,MEDLINE,19820814,20190908,0036-553X (Print) 0036-553X (Linking),28,3,1982 Mar,A megakaryocytic thrombocytopenia associated with the excess of Leu 2a+ suppressor cells.,215-9,"['Worman, C P', 'Mills, K H', 'Linch, D C', 'Beverley, P C', 'Goldstone, A H', 'Cawley, J C']","['Worman CP', 'Mills KH', 'Linch DC', 'Beverley PC', 'Goldstone AH', 'Cawley JC']",['eng'],"['Case Reports', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Antibodies, Monoclonal)', '0 (Receptors, Fc)']",IM,"['Adult', 'Antibodies, Monoclonal/immunology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocyte Count', 'Megakaryocytes/*immunology', 'Phenotype', 'Receptors, Fc/immunology', 'T-Lymphocytes/immunology', 'T-Lymphocytes, Regulatory/*immunology', 'Thrombocytopenia/*immunology']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1111/j.1600-0609.1982.tb00517.x [doi]'],ppublish,Scand J Haematol. 1982 Mar;28(3):215-9. doi: 10.1111/j.1600-0609.1982.tb00517.x.,,"8 patients with acute myeloid leukaemia (AML), either at presentation or in remission, had normal T-cell subsets as defined by Fc receptors and monoclonal antisera. In contrast, a persistant excess of T lymphocytes staining with Leu 2a (defining suppressor cells) was noted in a case of AML in which persistant amegakaryocytic thrombocytopenia occurred after other haemopoietic lines had recovered from ablative chemotherapy. It is suggested that the 2a+ cells were involved in the suppression of megakaryocytopoiesis, and the phenotype of the lymphoid cells is compared and contrasted with previously described cases of other cytopenias associated with an excess of suppressor cells.",,,,,
6211673,NLM,MEDLINE,19820826,20190501,0027-8424 (Print) 0027-8424 (Linking),79,8,1982 Apr,Abnormal humoral immune responses in peripheral blood lymphocyte cultures of bone marrow transplant recipients.,2663-7,"['Pahwa, S G', 'Pahwa, R N', 'Friedrich, W', ""O'Reilly, R J"", 'Good, R A']","['Pahwa SG', 'Pahwa RN', 'Friedrich W', ""O'Reilly RJ"", 'Good RA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antibodies, Monoclonal)']",IM,"['Acute Disease', 'Anemia, Aplastic/therapy', 'Antibodies, Monoclonal', '*Antibody Formation', 'B-Lymphocytes/*immunology', '*Bone Marrow Transplantation', 'Cells, Cultured', 'Graft vs Host Reaction', 'Humans', 'Leukemia/therapy', 'Lymphocyte Activation', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Regulatory/immunology']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1073/pnas.79.8.2663 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1982 Apr;79(8):2663-7. doi: 10.1073/pnas.79.8.2663.,"['AI-11843/AI/NIAID NIH HHS/United States', 'CA-17404/CA/NCI NIH HHS/United States', 'CA-23766/CA/NCI NIH HHS/United States']","The present study was aimed at investigating recovery of humoral immunity in vitro after bone marrow transplantation in patients with acute leukemia and severe aplastic anemia. Hemolytic plaque assays were utilized to quantitate pokeweed mitogen-stimulated polyclonal immunoglobulin production and sheep erythrocyte antigen-specific antibody responses in cultures of peripheral blood mononuclear cells of 39 patients beginning at 1 month, for variable periods up to a maximum of 4 years after marrow transplantation. Three phases were identified: an early period of primary B cell dysfunction with concomitant immunoregulatory T cell abnormalities--i.e., decreased helper and increased suppressor activities; an intermediate phase in which B cell dysfunction could be attributed in large measure to immunoregulatory T cell abnormalities; and a late phase of normal B and T lymphocyte functions. Patients with graft-versus-host disease differed from those without it in that they often did not manifest increased T cell suppressor activity in the early period, and they were noted to have prolonged and profound B and T cell abnormalities in the chronic phase of their disease. In selected patients, simultaneous assessment of ratios of Leu-2 to Leu-3 antigens on T cells by monoclonal antibodies and of immunoregulatory T cell functions revealed a correlation between the two only late in the post-transplant period. These studies provide an insight into the ontogeny of B cell function in the post-transplant period and indicate that in certain situations phenotypic alterations in T cell subsets cannot reliably be used to predict abnormalities in their function in recipients of marrow transplantation.",,,PMC346261,,
6211528,NLM,MEDLINE,19820814,20190814,0278-2391 (Print) 0278-2391 (Linking),40,5,1982 May,Dental extractions in patients with acute nonlymphocytic leukemia.,296-8,"['Overholser, C D', 'Peterson, D E', 'Bergman, S A', 'Williams, L T']","['Overholser CD', 'Peterson DE', 'Bergman SA', 'Williams LT']",['eng'],['Journal Article'],United States,J Oral Maxillofac Surg,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,8206428,,IM,"['Acute Disease', 'Adult', 'Aged', 'Dental Care for Disabled/*methods', 'Female', 'Hematologic Tests', 'Humans', '*Leukemia/blood/physiopathology', 'Male', 'Middle Aged', 'Tooth Extraction/*methods']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']","['S0278239182000317 [pii]', '10.1016/0278-2391(82)90222-1 [doi]']",ppublish,J Oral Maxillofac Surg. 1982 May;40(5):296-8. doi: 10.1016/0278-2391(82)90222-1.,,"Dental extractions in patients with leukemia are controversial, since they may lead to hemorrhage, delayed wound healing and infection. However, the retention of diseased teeth in these patients may also lead to infectious complications during chemotherapy. With adequate hematologic values and specific surgical techniques, 119 extractions were performed on 28 patients with acute nonlymphocytic leukemia. No serious adverse sequelae occurred, and the prevalence of other adverse affects was comparable with that in nonleukemic patients. It is concluded that with proper precautions, extractions can be performed on these patients.",,,,,
6211484,NLM,MEDLINE,19820807,20081121,0022-1767 (Print) 0022-1767 (Linking),129,1,1982 Jul,Functional properties of T cells in patients with chronic T gamma lymphocytosis and chronic T cell neoplasia.,419-26,"['Rumke, H C', 'Miedema, F', 'ten Berge, I J', 'Terpstra, F', 'van der Reijden, H J', 'van de Griend, R J', 'de Bruin, H G', 'von dem Borne, A E', 'Smit, J W', 'Zeijlemaker, W P', 'Melief, C J']","['Rumke HC', 'Miedema F', 'ten Berge IJ', 'Terpstra F', 'van der Reijden HJ', 'van de Griend RJ', 'de Bruin HG', 'von dem Borne AE', 'Smit JW', 'Zeijlemaker WP', 'Melief CJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,['0 (Immunoglobulin M)'],IM,"['Adult', 'Aged', 'Chronic Disease', 'Cytotoxicity, Immunologic', 'Female', 'Humans', 'Immunoglobulin M/biosynthesis', 'Killer Cells, Natural/immunology', 'Leukemia, Lymphoid/immunology', 'Lymphocyte Activation', 'Lymphocytosis/*immunology', 'Lymphoma/immunology', 'Male', 'Middle Aged', 'Neoplasms/*immunology', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Regulatory/immunology']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,J Immunol. 1982 Jul;129(1):419-26.,,"The expanded T cell populations of 10 patients with either T gamma lymphocytosis (five patients) or proven chronic T cell malignancy (five patients) were analyzed with respect to functional activity in vitro, including proliferative responses to mitogens, cytotoxic activity (killer [K] and natural killer [NK] cell activity), and regulatory activity on pokeweed mitogen- (PWM) induced immunoglobulin (Ig) synthesis (help and suppression) in comparison with marker phenotypes. In each of the five patients with T gamma lymphocytosis, only one out of three functionally distinct cell types was found: T gamma-K cells, T gamma-S cells, or T gamma-NK/K cells, which mediated K-cell activity, suppressive activity, and both NK and K cell activity, respectively. An expanded T gamma-K cell population was demonstrated in three patients with neutropenia with or without recurrent infections. T gamma-S cells were found in a patient with severe hypogammaglobulinemia, and T gamma-NK/K cells in one patient with asymptomatic lymphocytosis. T gamma-K and T gamma-S cells had a similar surface-marker profile (E+ or E-, Fc gamma+, OKT1-3+4-8+I1-M1-), whereas that of T gamma-NK/K cells was different (E+, Fc gamma+, OKT1-3-4-8-I1+M1+). Longitudinal studies of three untreated patients with T gamma-K lymphocytosis showed that the abnormalities were persistent but not progressive. In contrast, five patients with chronic T cell malignancy (two with T-CLL, two with cutaneous T cell lymphoma [CTCL], and one with T-PLL) all had progressive disease. The neoplastic cells in these cases were E+, Fc gamma-OKT1+4+6- with variable expression of the OKT3 and OKT8 markers. The only functional activity observed in these cells was suppressive activity by OKT3-4+8- cells from a patient with CTCL.",,,,,
6211363,NLM,MEDLINE,19820826,20211203,0277-5379 (Print) 0277-5379 (Linking),18,1,1982 Jan,Murine leukemia. Proposed role for gangliosides in immune suppression.,89-98,"['Krishnaraj, R', 'Lengle, E E', 'Kemp, R G']","['Krishnaraj R', 'Lengle EE', 'Kemp RG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Eur J Cancer Clin Oncol,European journal of cancer & clinical oncology,8112045,"['0 (Gangliosides)', '0 (Mitogens)']",IM,"['Animals', 'Gangliosides/*immunology', 'Immunocompetence', '*Immunosuppression Therapy', 'Leukemia, Experimental/chemically induced/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphoma/immunology', 'Male', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred DBA', 'Mitogens/pharmacology', 'Spleen/cytology']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0277-5379(82)90031-1 [doi]'],ppublish,Eur J Cancer Clin Oncol. 1982 Jan;18(1):89-98. doi: 10.1016/0277-5379(82)90031-1.,['CA 21631/CA/NCI NIH HHS/United States'],"Glycolipid-bound sialic acid levels were elevated 2 to 4-fold in the sera of two strains of mice bearing thymic lymphoma produced either spontaneously (AKR/J) or due to chemical carcinogenesis [Swiss mice injected with 5-(3,3-dimethyl-1-triazeno)imidazole-4-carboximide]. The serum glycolipid-bound sialic acid level reflected the tumor burden of the AKR/J mice during the early stages of leukemogenesis. Furthermore, the elevation was found to coincide with the ontogenesis of thymic lymphoma and not to be simply an age-dependent phenomenon. TLC analysis of Florisil column-purified gangliosides from the sera of AKR/J and Swiss mice suggested presence of gangliosides with mobilities very close to GM2 and GM3 standards respectively. On the premise that the elevated glycolipid levels in circulation might interfere with normal lymphocyte functions, the immunoinhibitory properties of exogenously added mixed gangliosides were examined on tests of in vitro correlates of the immune response. Gangliosides inhibited concanavalin A and lipopolysaccharide-induced [3H]-thymidine, [14C]-leucine and [3H]-lysine uptake by normal AKR/J mouse thymocytes and spleen cells. Mixed gangliosides also suppressed the two-way mixed lymphocyte reaction of AKR/J X Swiss and AKR/J X DBA/2 spleen cells. These and other results strongly suggest a general immunologically relevant role for gangliosides in the ontogeny of thymic lymphoma of mice.",,,,,
6211309,NLM,MEDLINE,19820814,20181113,0009-9104 (Print) 0009-9104 (Linking),47,3,1982 Mar,T-chronic lymphocytic leukaemia presenting as primary hypogammaglobulinaemia--evidence of a proliferation of T-suppressor cells.,670-6,"['Thien, S L', 'Catovsky, D', 'Oscier, D', 'Goldman, J M', 'van der Reijden, H J', 'Melief, C J', 'Rumke, H C', 'Ten Berge, R J', 'von dem Borne, A E']","['Thien SL', 'Catovsky D', 'Oscier D', 'Goldman JM', 'van der Reijden HJ', 'Melief CJ', 'Rumke HC', 'Ten Berge RJ', 'von dem Borne AE']",['eng'],"['Case Reports', 'Journal Article']",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,,IM,"['Agammaglobulinemia/*complications/immunology', 'Humans', 'Killer Cells, Natural/immunology', 'Leukemia, Lymphoid/*complications/immunology', 'Male', 'Middle Aged', 'Spleen/immunology', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Regulatory/*immunology/ultrastructure']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1982 Mar;47(3):670-6.,,"A 63 year old man with late onset hypogammaglobulinaemia is described. Splenectomy, carried out because of marked splenomegaly and pancytopenia, demonstrated marked T lymphocytic infiltration in the splenic red pulp with prominent germinal centres. A persistent peripheral blood and bone marrow lymphocytosis ensued (10 X 10(9)/l and 40% respectively) and this was consistent with T-chronic lymphocytic leukaemia (T-CLL). Over 88% of his blood lymphocytes were E+, OKT3+, OKT8+ and OKT11+; 54% of the T lymphocytes had receptors for IgG (T gamma cells). Functional studies showed that the T lymphocytes of this patient lacked killer and natural killer cell function but they effectively suppressed the differentiation of normal B cells in a PWM stimulated system. It is suggested that the T-CLL in this patient resulted from the proliferation of the T suppressor subset which was responsible for his hypogammaglobulinaemia.",,,PMC1536424,,
