PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,CON,GR,CIN,PMC,TT,SI,OTO,OT,IR,FIR,IRAD,EIN,OID,GN,PS,FPS,CN,LID
9276191,NLM,MEDLINE,19971009,20191102,1052-9551 (Print) 1052-9551 (Linking),6,3,1997 Jun,Myeloperoxidase mRNA analysis in acute lymphoblastic leukemia.,175-6,,"['Serrano, J', 'Roman, J', 'Sanchez, J', 'Torres, A']","['Serrano J', 'Roman J', 'Sanchez J', 'Torres A']",,['eng'],"['Comment', 'Letter']",United States,Diagn Mol Pathol,"Diagnostic molecular pathology : the American journal of surgical pathology, part B",9204924,"['0 (RNA, Messenger)', 'EC 1.11.1.7 (Peroxidase)']",IM,"['Blast Crisis', 'Gene Rearrangement', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*enzymology/genetics', 'Peroxidase/*genetics', 'Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*enzymology/genetics', 'RNA, Messenger/*analysis']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1097/00019606-199706000-00009 [doi]'],ppublish,Diagn Mol Pathol. 1997 Jun;6(3):175-6. doi: 10.1097/00019606-199706000-00009.,,['Diagn Mol Pathol. 1996 Dec;5(4):236-48. PMID: 8955614'],,,,,,,,,,,,,,,,,
9276186,NLM,MEDLINE,19971009,20191102,1052-9551 (Print) 1052-9551 (Linking),6,3,1997 Jun,Obtaining clone-specific primer and probe for the immunoglobulin heavy-chain gene from paraffin-embedded tissue of B-cell lymphoma: technical considerations.,147-53,"The complementarity determining region (CDR) III of the immunoglobulin heavy-chain (IgH) gene is a tumor-specific marker for B-cell malignancies that has been widely exploited for the monitoring of minimal residual disease in B-precursor acute lymphocytic leukemia. There are a number of technical problems in applying the same technology for B-cell non-Hodgkin's lymphoma (B-NHL). Several procedures have been useful in overcoming these unique problems encountered in obtaining the tumor-specific sequence of the IgH-CDRIII in B-NHL, including the use of denaturing gradient gel electrophoresis or micromanipulation of tissue sections in separating the tumor-specific CDRIII products from those of contaminating normal B-lymphocytes. Minor modifications of a commercial kit greatly improve the purity of the polymerase chain reaction (PCR) products for sequencing. Modifications of the 5'-ends of the VH and IH primers, coupled with the cycle sequencing technique, make it possible to obtain unambiguous sequences on direct sequencing of short PCR products. Computer informatics and programs that facilitate the design of tumor-specific primers and probes from CDRIII sequences are described.","['Wu, G', 'Greiner, T C', 'Chang, W C']","['Wu G', 'Greiner TC', 'Chang WC']","['Department of Pathology and Microbiology, University of Nebraska Medical Center, Omaha 68198-3135, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Diagn Mol Pathol,"Diagnostic molecular pathology : the American journal of surgical pathology, part B",9204924,"['0 (DNA Primers)', '0 (DNA, Neoplasm)', '0 (Immunoglobulin Variable Region)', '0 (Oligonucleotide Probes)']",IM,"['DNA Primers/*genetics', 'DNA, Neoplasm/*isolation & purification', 'Electrophoresis, Agar Gel', 'Electrophoresis, Polyacrylamide Gel/methods', 'Gene Amplification', 'Genes, Immunoglobulin/*genetics', 'Humans', 'Immunoglobulin Variable Region/*genetics', 'Lymphoma, B-Cell/*genetics/pathology', 'Nucleic Acid Denaturation', 'Oligonucleotide Probes/*genetics', 'Paraffin Embedding', 'Polymerase Chain Reaction', 'Sensitivity and Specificity', 'Sequence Analysis, DNA']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1097/00019606-199706000-00004 [doi]'],ppublish,Diagn Mol Pathol. 1997 Jun;6(3):147-53. doi: 10.1097/00019606-199706000-00004.,,,['R01 CA61453/CA/NCI NIH HHS/United States'],['Diagn Mol Pathol. 1998 Feb;7(1):63-4. PMID: 9646037'],,,,,,,,,,,,,,,
9276185,NLM,MEDLINE,19971009,20191102,1052-9551 (Print) 1052-9551 (Linking),6,3,1997 Jun,Comparative analysis of detection systems for evaluation of PCR amplified immunoglobulin heavy-chain gene rearrangements.,140-6,"Four different detection systems were compared for evaluation of polymerase chain reaction (PCR) amplified immunoglobulin heavy-chain gene rearrangements in acute lymphoblastic leukemia (ALL) and non-Hodgkin's lymphoma (NHL) of B-cell lineage. In 63.0% of the fragments detected by ethidium bromide stained agarose gel electrophoresis (Agarose-EtBr) the sensitivity was insufficient to separate the specific clonal population from the background of normal B cells. Using polyacrylamide gel electrophoresis (PAGE), PAGE combined with single-strand conformation polymorphism (PAGE-SSCP) and PhastGel-SSCP (Phast-SSCP) analysis with silver staining, the resolution was improved and the majority of the inconclusive amplicons were elucidated. However, Phast-SSCP displayed a slightly higher detection level compared to PAGE and PAGE-SSCP. According to our findings PAGE-SSCP and Phast-SSCP were superior to agarose-EtBr and PAGE in detecting new emerging clones and clonal evolution.","['Thunberg, U', 'Rosenquist, R', 'Lindstrom, A', 'Lindh, J', 'Sundstrom, C', 'Roos, G', 'Sallstrom, J']","['Thunberg U', 'Rosenquist R', 'Lindstrom A', 'Lindh J', 'Sundstrom C', 'Roos G', 'Sallstrom J']","['Department of Pathology, University of Uppsala, Sweden.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Diagn Mol Pathol,"Diagnostic molecular pathology : the American journal of surgical pathology, part B",9204924,"['0 (DNA, Neoplasm)', '0 (Immunoglobulin Variable Region)']",IM,"['DNA, Neoplasm/isolation & purification', 'Electrophoresis, Agar Gel', 'Electrophoresis, Polyacrylamide Gel', 'Gene Rearrangement, B-Lymphocyte, Heavy Chain/*genetics', 'Humans', 'Immunoglobulin Variable Region/*genetics', 'Lymphoma, Non-Hodgkin/*genetics/immunology', '*Nucleic Acid Amplification Techniques', 'Polymerase Chain Reaction', 'Polymorphism, Single-Stranded Conformational', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/immunology', 'Sensitivity and Specificity', 'Silver Staining']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1097/00019606-199706000-00003 [doi]'],ppublish,Diagn Mol Pathol. 1997 Jun;6(3):140-6. doi: 10.1097/00019606-199706000-00003.,,,,,,,,,,,,,,,,,,,
9276089,NLM,MEDLINE,19971104,20190905,8756-3282 (Print) 1873-2763 (Linking),21,3,1997 Sep,Leukemia inhibitory factor is mitogenic to osteoblasts.,243-7,"Leukemia inhibitory factor (LIF) regulates cell growth and is produced by a variety of tissues, including bone. Previously we have shown that recombinant human LIF induced an increase in osteoclast number, bone formation, and DNA synthesis. In the present study, we have defined the cells in intact bone at which the proliferative effects of LIF occur, using simultaneous enzyme histochemistry and autoradiographic techniques. The area of alkaline phosphatase-positive staining was increased twofold (p = 0.0008) and the number of [3H]thymidine-positive cells was increased twofold (p = 0.0024) in LIF-treated bones. The radiolabeled cells either colocalized with alkaline phosphatase or were in the osteoprogenitor region. They were not found in the acid phosphatase-positive staining osteoclasts. These results indicate that cells which have a mitogenic response to LIF are bone-forming rather than bone-resorbing cells.","['Cornish, J', 'Callon, K E', 'Edgar, S G', 'Reid, I R']","['Cornish J', 'Callon KE', 'Edgar SG', 'Reid IR']","['Department of Medicine, University of Auckland, New Zealand. j.cornish@auckland.ac.nz']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Bone,Bone,8504048,"['0 (Growth Inhibitors)', '0 (Growth Substances)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', '0 (Recombinant Proteins)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/analysis', 'Alkaline Phosphatase/analysis', 'Animals', 'Animals, Newborn', 'Bone and Bones/cytology', 'Cell Division', 'Growth Inhibitors/genetics/*physiology', 'Growth Substances/genetics/*physiology', 'Histocytochemistry', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/genetics/*physiology', 'Mice', 'Organ Culture Techniques', 'Osteoblasts/*cytology', 'Osteoclasts/cytology', 'Periosteum/drug effects', 'Radioimmunoassay', 'Recombinant Proteins/pharmacology']",1997/09/01 00:00,1997/09/01 00:01,['1997/09/01 00:00'],"['1997/09/01 00:00 [pubmed]', '1997/09/01 00:01 [medline]', '1997/09/01 00:00 [entrez]']","['S8756328297001440 [pii]', '10.1016/s8756-3282(97)00144-0 [doi]']",ppublish,Bone. 1997 Sep;21(3):243-7. doi: 10.1016/s8756-3282(97)00144-0.,,,,,,,,,,,,,,,,,,,
9275711,NLM,MEDLINE,19970911,20131121,0513-4870 (Print) 0513-4870 (Linking),31,5,1996,"[The effects of histamine H2 receptor agonist, antagonist and antineoplastic agent on the in vitro growth of PB CFU-GM from normal individuals and HL-60 leukemia cells].",340-5,"Colony forming unit of granulocytes and macrophages from peripheral blood (PB CFU-GM) represents stem and/or progenitor cells from human blood. In this paper, the effects of histamine H2 receptor agonist 4-methylhistamine (4-MH) and its antagonist ranitidine (Ranit) on the growth of PB CFU-GM cultured in methylcellulose system were studied and their differential effects on normal PB CFU-GM and leukemic HL-60 cells were compared with the effect of the antineoplastic agent cytosine arabinoside (Ara-C). It was found that the histamine H2 receptor agonist 4-MH stimulated the growth of PB CFU-GM when 4-MH was added at the concentrations from 10(-9) mol.L-1 to 10(-6) mol.L-1 among which the dose 10(-8) mol.L-1 exerted most potent stimulating effect (the PB CFU-GM colony numbers was 137.68% +/- 8.20% vs the control, P < 0.01). In contrast, the antagonist Ranit showed inhibitory effect on the growth of PB CFU-GM when at the concentrations 10(-9)-10(-5) mol.L-1 cultured for 14 d in the same methylcellulose system. The inhibition rate was 23.73% +/- 1.16% (10(-9) mol.L-1) and 41.42% +/- 6.75% (10(-6) mol.L-1), respectively. Although both Ranit and Ara-C could inhibit the growth of PB CFU-GM in vitro, Ranit exerted much greater inhibition on HL-60 leukemic cells than on normal PB CFU-GM at the dose of 10(-6) mol.L-1 (100% inhibition for HL-60 and < 50% inhibition for PB CFU-GM). However, the inhibition rate of Ara-C for both HL-60 and PB CFU-GM was 100% at the intensive chemotherapeutic dose of 10(-5) mol.L-1. It would appear that the histamine H2 receptor agonist 4-MH possesses stimulating effect on the growth of PB CFU-GM similar to its effect on CFU-GM from bone marrow as documented before. It is suggested that the histamine H2 receptor antagonist Ranit has, to some extent, potential in the treatment of myeloid leukemia, especially when combined with antineoplastic agent Ara-C at suboptimal doses.","['He, Q', 'Xu, Y H']","['He Q', 'Xu YH']","['Research Laboratory of Blood Physiology, Human Medical University, Changsha.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Yao Xue Xue Bao,Yao xue xue bao = Acta pharmaceutica Sinica,21710340R,"['0 (Antimetabolites, Antineoplastic)', '0 (Histamine Agonists)', '0 (Histamine H2 Antagonists)', '0 (Methylhistamines)', '04079A1RDZ (Cytarabine)', '884KT10YB7 (Ranitidine)']",IM,"['Antimetabolites, Antineoplastic/*pharmacology', 'Cell Division/drug effects', 'Cytarabine/*pharmacology', 'HL-60 Cells/drug effects', 'Hematopoietic Stem Cells/*drug effects', 'Histamine Agonists/*pharmacology', 'Histamine H2 Antagonists/*pharmacology', 'Humans', 'Methylhistamines/*pharmacology', 'Ranitidine/*pharmacology']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Yao Xue Xue Bao. 1996;31(5):340-5.,,,,,,,,,,,,,,,,,,,
9275696,NLM,MEDLINE,19971009,20191024,0257-716X (Print) 0257-716X (Linking),16,2,1996,Correlated flow cytometric analysis of H-ras p21 and DNA ploidy in acute myelogenous leukemia.,75-7,"The flow cytometric immunoassay was used to study the correlation between the H-ras oncogene product p21 and the DNA ploidy in 30 de novo cases of acute myelogenous leukemia (AML). The results showed that 17 cases were negative for p21 expression and 13 positive for p21. The patients with positive p21 had higher percentage of bone marrow and peripheral blasts and lower peripheral leukocyte count. The expression of p21 had no influence on the therapeutic effect. Before treatment, DNA diploidy occurred in 18 cases including 13 p21 negative ones, and DNA aneuploidy was revealed in 12 cases including 8 p21 positive ones. Patients with positive p21 or having aneuploidy in complete remission were at risk for early relapse. Our results suggest that p21 may be involved in the process of leukemogenesis and progression in AML.","['Lin, F', 'Liu, S', 'Ren, J', 'Wei, J', 'Xu, S', 'Liu, R', 'Yao, E']","['Lin F', 'Liu S', 'Ren J', 'Wei J', 'Xu S', 'Liu R', 'Yao E']","['Hematology Research Laboratory, Second Affiliated Hospital, Hebei Medical University, Shijiazhung.']",['eng'],['Journal Article'],China,J Tongji Med Univ,Journal of Tongji Medical University = Tong ji yi ke da xue xue bao,8605495,"['0 (DNA, Neoplasm)', 'EC 3.6.5.2 (HRAS protein, human)', 'EC 3.6.5.2 (Proto-Oncogene Proteins p21(ras))']",IM,"['DNA, Neoplasm/*genetics', 'Flow Cytometry', '*Gene Expression Regulation, Neoplastic', 'Genes, ras/genetics', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Ploidies', 'Proto-Oncogene Proteins p21(ras)/*genetics']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",['10.1007/BF02887961 [doi]'],ppublish,J Tongji Med Univ. 1996;16(2):75-7. doi: 10.1007/BF02887961.,,,,,,,,,,,,,,,,,,,
9275663,NLM,MEDLINE,19971001,20160818,0529-5807 (Print) 0529-5807 (Linking),25,3,1996 Jun,[Inhibitory effect of antisense LIF oligonucleotide on the outgrowth of human medulloblastoma cells].,132-4,"In order to analyse the functional importance of leukemia inhibitory factor (LIF) in the prolliferation of human medulloblastoma cells, antisense LIF oligonucleotides were used to block LIF gene expression in established medulloblastoma cell line Med-3. The effects of this measure on Med-3 cells were then investigated by using different approaches. The results revealed that LIF expression in the cells treated by antisense LIF reduced below the threshold being detectable with RT-CPR and anti-LIF immunocytochemistry also showed a negative lebelling. Meanwhile, proliferation rate of antisense treated cells decreased distinctively. In contrast, the LIF gene expression as well as proliferation of Med-3 cells treated by sense oligonucleotides remained similar as that of the normally cultured cells. The data suggest a LIF oriented gene/immune trial for the therapy of medulloblastomas and other LIF growth-associated tumors of humans.","['Liu, J', 'Li, H', 'Hamou, M F']","['Liu J', 'Li H', 'Hamou MF']","['Division of Molecular Biology, Shenyang Medical College.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Bing Li Xue Za Zhi,Zhonghua bing li xue za zhi = Chinese journal of pathology,0005331,"['0 (DNA, Neoplasm)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '0 (Oligonucleotides, Antisense)']",IM,"['Adolescent', 'Brain Neoplasms/genetics/*pathology', 'Cell Division/drug effects', 'DNA, Neoplasm/biosynthesis', 'Gene Expression/drug effects', 'Growth Inhibitors/*genetics', 'Humans', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/*genetics', 'Male', 'Medulloblastoma/genetics/*pathology', 'Oligonucleotides, Antisense/*pharmacology', 'Tumor Cells, Cultured/drug effects']",1996/06/01 00:00,1996/06/01 00:01,['1996/06/01 00:00'],"['1996/06/01 00:00 [pubmed]', '1996/06/01 00:01 [medline]', '1996/06/01 00:00 [entrez]']",,ppublish,Zhonghua Bing Li Xue Za Zhi. 1996 Jun;25(3):132-4.,,,,,,,,,,,,,,,,,,,
9275562,NLM,MEDLINE,19970917,20051116,0376-2491 (Print) 0376-2491 (Linking),76,12,1996 Dec,"[Progresses in hematology in China, 1996].",888-9,,"['Chen, Z', 'Chen, G']","['Chen Z', 'Chen G']",,['chi'],"['Journal Article', 'Review']",China,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,7511141,,IM,"['Anemia, Aplastic/therapy', 'Bone Marrow Transplantation', '*Genes, MDR', 'Humans', 'Leukemia, Promyelocytic, Acute/genetics/*therapy']",1996/12/01 00:00,1996/12/01 00:01,['1996/12/01 00:00'],"['1996/12/01 00:00 [pubmed]', '1996/12/01 00:01 [medline]', '1996/12/01 00:00 [entrez]']",,ppublish,Zhonghua Yi Xue Za Zhi. 1996 Dec;76(12):888-9.,0,,,,,,,,,,,,,,,,,,
9275514,NLM,MEDLINE,19970917,20071115,0376-2491 (Print) 0376-2491 (Linking),76,10,1996 Oct,[Immunoglobulin super-gene family and its related genes in detecting MRD in ALL].,742-6,"OBJECTIVE: To study the rearrangements of the immunoglobulin super-gene family and its related genes, as well as their application in the detection of minimal residual disease (MRD) in acute lymphoblastic leukemia (ALL). METHODS: 15 ALL cases including 11 B-ALLs and 3 T-ALLs were studied separately by using immunophenotype detection and molecular clonging methods. RESULTS: Using DNA Southern blot analysis, we found that the rearrangement of IgH gene existed in 11 B-lineage ALL cases. The specific PCR band was visualized through amplification of the CDR3 region and J region of IgH gene. Furthermore, we sequenced the V-D-J junctional region of IgH gene in 3 B-lineage patients and synthesized two probes against the V-D-J junctional region in order to detect MRD. The hybridization results showing the sensitive of the two probes were 10(-4). In addition, we performed comparative study of MRD detection by using both T cell receptor (TCR) gamma gene as gene specific marker and SIL-TAL-1 fusion gene as tumor-specific marker in one T-ALL patient. CONCLUSION: The rearrangements of IgH gene, as well as TCR gene and tumor fusion gene can be used as specific markers in the detection of MRD in ALL.","['Dong, S', 'Kuang, S', 'Huang, W']","['Dong S', 'Kuang S', 'Huang W']","['Shanghai Institute of Hematology, Ruijin Hospital, Shanghai Second Medical University.']",['chi'],"['Comparative Study', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,7511141,"['0 (DNA, Neoplasm)', '0 (Receptors, Antigen, T-Cell, gamma-delta)']",IM,"['Adolescent', 'Adult', 'Base Sequence', 'Blotting, Southern', 'Child', 'Child, Preschool', 'DNA, Neoplasm/genetics', 'Female', '*Genes, Immunoglobulin', 'Humans', 'Male', 'Middle Aged', 'Molecular Sequence Data', 'Neoplasm, Residual', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology', 'Receptors, Antigen, T-Cell, gamma-delta/genetics']",1996/10/01 00:00,1996/10/01 00:01,['1996/10/01 00:00'],"['1996/10/01 00:00 [pubmed]', '1996/10/01 00:01 [medline]', '1996/10/01 00:00 [entrez]']",,ppublish,Zhonghua Yi Xue Za Zhi. 1996 Oct;76(10):742-6.,,,,,,,,,,,,,,,,,,,
9275496,NLM,MEDLINE,19970916,20061115,0376-2491 (Print) 0376-2491 (Linking),76,7,1996 Jul,[The in vitro antitumor responses of murine peritoneal macrophages induced by adenovirus-mediated IL-4 and/or M-CSF gene therapy].,493-6,"OBJECTIVE: To observe the antitumor responses of murine peritoneal macrophages induced by adenovirus-mediated IL-4 and/or M-CSF gene transfer. METHODS: The IL-4 gene and/or M-CSF gene was transfected into murine peritoneal macrophages-mediated by adenovirus and the levels of IL-4, M-CSF, TNF, IL-1 and NO in the supernatant of the macrophages and the cytotoxicity of the macrophages to tumor cells were assayed. RESULTS: The high levels of IL-4 and M-CSF could be detected in the supernatant of macrophages 18 hours after being infected with advenovirus expressing IL-4 or M-CSF. The cytotoxicity of the macrophages engineered to secrete IL-4 or M-CSF increased significantly, and when IL-4 gene and M-CSF gene were cotransfected into the macrophages or the macrophages were co-stimulated with LPS, the cytotoxicity increased even more significantly. The levels of TNF, IL-land NO in the supernatant of macrophages also increased. CONCLUSION: The results demonstrated that transfection of IL-4 and/or M-CSF gene into macrophages could augment their anti-tumor immunity.","['Yu, Y', 'Cao, X', 'Lei, H']","['Yu Y', 'Cao X', 'Lei H']","['Department of Immunology, Second Military Medical University, Shanghai.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,7511141,"['207137-56-2 (Interleukin-4)', '81627-83-0 (Macrophage Colony-Stimulating Factor)']",IM,"['*Adenoviruses, Human/genetics', 'Animals', '*Cytotoxicity, Immunologic', 'Genetic Vectors', 'Interleukin-4/biosynthesis/*genetics', 'Leukemia L1210/pathology', 'Macrophage Colony-Stimulating Factor/biosynthesis/*genetics', 'Macrophages, Peritoneal/immunology/*metabolism', 'Male', 'Mice', 'Mice, Inbred C57BL', '*Transfection', 'Tumor Cells, Cultured']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Zhonghua Yi Xue Za Zhi. 1996 Jul;76(7):493-6.,,,,,,,,,,,,,,,,,,,
