PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,CIN,PMC,TT,SI,EIN,OID
3479994,NLM,MEDLINE,19880209,20190515,0007-0920 (Print) 0007-0920 (Linking),56,4,1987 Oct,Synergistic inhibitory effects of dipyridamole and vincristine on the growth of human leukaemia and lymphoma cell lines.,413-7,"The effects of combinations of dipyridamole, an effective blocker of the salvage pathway of DNA synthesis, and 8 types of anti-cancer drugs on the growth of human T, B and myeloid leukaemia/lymphoma cell lines in vitro were examined. In combinations, dipyridamole and vincristine (VCR), and dipyridamole and vindesine had synergistic inhibitory effects. Dipyridamole reduced the efflux of VCR from cells and enhanced their VCR accumulation in a dose-dependent manner at concentrations of up to 10 microM in the lymphoid cell lines, MOLT-3 and BL-TH, and of up to at least 20 microM in the myeloid cell line, ML-1. Dipyridamole also enhanced the accumulation of VCR in PHA-stimulated and un-stimulated lymphocytes of normal donors, but efflux of VCR was more rapid from normal lymphocytes than from cultured cell lines. It is proposed that combination therapy with dipyridamole plus VCR should be effective in the treatment of leukaemia and lymphoma.","['Hirose, M', 'Takeda, E', 'Ninomiya, T', 'Kuroda, Y', 'Miyao, M']","['Hirose M', 'Takeda E', 'Ninomiya T', 'Kuroda Y', 'Miyao M']","['Department of Pediatrics, University of Tokushima, School of Medicine, Japan.']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['5J49Q6B70F (Vincristine)', '64ALC7F90C (Dipyridamole)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Burkitt Lymphoma/drug therapy', 'Dipyridamole/*therapeutic use', 'Dose-Response Relationship, Drug', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Lymphocytes/metabolism', 'Tumor Cells, Cultured', 'Vincristine/pharmacokinetics/*therapeutic use']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,Br J Cancer. 1987 Oct;56(4):413-7. doi: 10.1038/bjc.1987.216.,,['10.1038/bjc.1987.216 [doi]'],,PMC2001816,,,,
3479950,NLM,MEDLINE,19880104,20071115,0003-911X (Print) 0003-911X (Linking),57,5,1987,[Determination of the S-phase fraction of myeloid-determined stem cells (CFU-GM) using the cytosine arabinoside suicide technic in patients with acute myeloid leukemia in complete remission following polychemotherapy].,385-92,S-phase fraction of granulocyte-macrophage colony forming cells (CFU-GM) was assessed by cytosine arabinoside suicide technique in five normal volunteers and eight patients with acute myeloblastic leukaemia in complete remission after the cessation of polychemotherapy. An increased proliferation of CFU-GM (S-phase-fraction: 55-80%) was found in bone marrow of patient in complete remission up to the 27th day after polychemotherapy. Reduction of this increased proliferation was seen at day 30 after the cessation of polychemotherapy (S-phase fraction: 22 and 33%). Because of increased proliferation of CFU-GM in the early phase after polychemotherapy cytostatic drugs of the antimetabolite-type seem to be unsuitable for purging bone marrow in remission.,"['Goldschmidt, H', 'Elstner, E', 'Wulsche, H', 'Wachter, M', 'Ihle, R']","['Goldschmidt H', 'Elstner E', 'Wulsche H', 'Wachter M', 'Ihle R']","['Klinik fur Innere Medizin Theodor Brugsch, Bereich Medizin (Charite), Humboldt-Universitat zu Berlin.']",['ger'],"['English Abstract', 'Journal Article']",Germany,Arch Geschwulstforsch,Archiv fur Geschwulstforschung,0372411,,IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Female', 'Humans', '*Interphase', 'Leukemia, Myeloid, Acute/drug therapy/*pathology', 'Male', 'Middle Aged', 'Neoplastic Stem Cells/*cytology', 'Remission Induction', 'Tumor Stem Cell Assay']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Arch Geschwulstforsch. 1987;57(5):385-92.,,,,,Bestimmung der S-Phasenfraktion myeloisch determinierter Stammzellen (CFU-GM) mit der Cytosinarabinosid-Suizid-Technik bei Patienten mit akuter myeloischer Leukamie in Vollremission nach Polychemotherapie.,,,
3479948,NLM,MEDLINE,19871231,20190501,1468-2044 (Electronic) 0003-9888 (Linking),62,11,1987 Nov,Precocious and premature puberty associated with treatment of acute lymphoblastic leukaemia.,1107-12,"Early puberty in 28 children (23 girls, five boys) treated for acute lymphoblastic leukaemia (ALL) at a mean age of 4.0 years (range 1.4-7.8) is described. All but one had received prophylactic cranial irradiation (1800-2400 cGy) and three children had received additional cranial or craniospinal irradiation as treatment for relapse of their leukaemia. Mean age for the onset of puberty was 8.8 (SD 0.8) years in the girls and 9.3 (0.8) years in the boys; this is greater than two standard deviations from the mean for normal girls and boys. Five children (three girls, two boys) had precocious puberty. The onset of puberty occurred at greater than two standard deviations from the mean for normal girls and boys in 14(13%) girls and 4(3%) boys treated at less than eight years of age between 1970 and 1985. In a group of 55 girls treated for ALL who had survived in first remission for six years or more from diagnosis, there was a relation between young age at onset of treatment and early menarche. We suggest that premature activation of the hypothalamic-pituitary-gonadal axis occurs as a consequence of hypothalamic dysfunction due to cranial irradiation. Precocious and premature puberty in children treated for ALL may be an important factor in contributing to short stature.","['Leiper, A D', 'Stanhope, R', 'Kitching, P', 'Chessells, J M']","['Leiper AD', 'Stanhope R', 'Kitching P', 'Chessells JM']","['Department of Haematology and Oncology, Hospital for Sick Children, London.']",['eng'],['Journal Article'],England,Arch Dis Child,Archives of disease in childhood,0372434,,IM,"['Age Factors', 'Body Height', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*radiotherapy', 'Male', 'Puberty, Precocious/*etiology', 'Radiotherapy/*adverse effects', 'Radiotherapy Dosage']",1987/11/01 00:00,1987/11/01 00:01,['1987/11/01 00:00'],"['1987/11/01 00:00 [pubmed]', '1987/11/01 00:01 [medline]', '1987/11/01 00:00 [entrez]']",ppublish,Arch Dis Child. 1987 Nov;62(11):1107-12. doi: 10.1136/adc.62.11.1107.,,['10.1136/adc.62.11.1107 [doi]'],,PMC1778544,,,,
3479899,NLM,MEDLINE,19880120,20131121,0002-9270 (Print) 0002-9270 (Linking),82,12,1987 Dec,Acute leukemia following ulcerative colitis.,1334-6,,"['Triantafillidis, J K', 'Tsamakides, K', 'Bourboulis, N', 'Seitanides, B', 'Siskos, P']","['Triantafillidis JK', 'Tsamakides K', 'Bourboulis N', 'Seitanides B', 'Siskos P']","['Department of Gastroenterology, Metaxis Memorial General Anticancer Hospital Pirias, Athens, Greece.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Gastroenterol,The American journal of gastroenterology,0421030,['J64922108F (Benzene)'],IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Benzene', 'Colitis, Ulcerative/*complications', 'Humans', 'Leukemia, Lymphoid/drug therapy/*etiology', 'Male', 'Risk Factors', 'Substance-Related Disorders', 'Time Factors']",1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Am J Gastroenterol. 1987 Dec;82(12):1334-6.,,,,,,,,
3479892,NLM,MEDLINE,19871223,20190510,0002-9173 (Print) 0002-9173 (Linking),88,6,1987 Dec,Promyelocyte morphology. Differentiation of acute promyelocytic leukemia from benign myeloid proliferations.,725-9,"Bone marrow aspirates from patients with acute agranulocytosis or a marked left shift in myeloid maturation can mimic acute leukemia, particularly acute hypergranular promyelocytic leukemia. Bone marrow aspirates from 16 cases of apparent acute promyelocytic leukemia, 4 cases of acute agranulocytosis, and 1 case of a marked myeloid left shift were studied for the presence or absence of differentiating features. Normal or reactive promyelocytes were characterized by prominent paranuclear clear Golgi zones, whereas promyelocytes from true leukemic cases all had heavy azurophilic granules dispersed diffusely throughout the cytoplasm. Prominent Golgi zones in promyelocytes were associated only with benign myeloid conditions and were not observed in acute promyelocytic leukemia. The presence of prominent clear Golgi zones in promyelocytes is an important feature assisting in the distinction between leukemic and benign promyelocytes.","['Innes, D J Jr', 'Hess, C E', 'Bertholf, M F', 'Wade, P']","['Innes DJ Jr', 'Hess CE', 'Bertholf MF', 'Wade P']","['Department of Pathology, University of Virginia Medical Center, Charlottesville 22908.']",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['Adult', 'Agranulocytosis/*diagnosis/pathology', 'Blood Cell Count', 'Bone Marrow Cells', 'Diagnosis, Differential', 'Female', 'Granulocytes/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/pathology']",1987/12/01 00:00,2001/03/28 10:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1987 Dec;88(6):725-9. doi: 10.1093/ajcp/88.6.725.,,['10.1093/ajcp/88.6.725 [doi]'],,,,,,
3479891,NLM,MEDLINE,19880121,20190903,0277-3732 (Print) 0277-3732 (Linking),10,6,1987 Dec,Phase II study of aclarubicin in acute myeloblastic leukemia.,523-6,"Aclarubicin is a new anthracycline antibiotic that produces substantially less cardiotoxicity in animals that does doxorubicin. Based upon prior Phase I and II trials in leukemia, a Phase II study in acute myeloblastic leukemia was developed to assess the response rate and toxicity in previously treated patients. Forty patients received aclarubicin 100 mg/m2 per day X 3 with repeated course on days 14-16 if marrow hypoplasia was not produced. Complete responses were achieved in 27.5% (11/40) with durations of 1.5, 2, 2, 2, 3, 3+, 4, 5+, 32+, 33+, and 34+ months. Toxic effects of this therapy included severe neutropenia and thrombocytopenia, nausea/vomiting, mucositis, and diarrhea. No patient developed significant changes in the left ventricular ejection fraction, as measured by radionuclide angiography, or any clinical cardiac symptoms. Alopecia was minimal. Aclarubicin can produce a significant response rate in previously treated patients with acute myeloblastic leukemia and should be considered for study in initial therapy.","['Case, D C Jr', 'Ervin, T J', 'Boyd, M A', 'Bove, L G', 'Sonneborn, H L', 'Paul, S D']","['Case DC Jr', 'Ervin TJ', 'Boyd MA', 'Bove LG', 'Sonneborn HL', 'Paul SD']","['Department of Medicine, Maine Medical Center, Portland 04102.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Clin Oncol,American journal of clinical oncology,8207754,"['0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '74KXF8I502 (Aclarubicin)']",IM,"['Aclarubicin', 'Adolescent', 'Adult', 'Aged', 'Antibiotics, Antineoplastic/*therapeutic use', 'Drug Evaluation', 'Electrocardiography', 'Heart/drug effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged', 'Naphthacenes/adverse effects/therapeutic use']",1987/12/01 00:00,2001/03/28 10:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Am J Clin Oncol. 1987 Dec;10(6):523-6. doi: 10.1097/00000421-198712000-00014.,,['10.1097/00000421-198712000-00014 [doi]'],,,,,,
3479888,NLM,MEDLINE,19880119,20200511,0065-4299 (Print) 0065-4299 (Linking),21,3-4,1987 Aug,Metabolism of prostaglandin E2 by human HL-60 leukemia cells.,400-2,"The metabolic fate of prostaglandin E2 (PGE2) was examined in human HL-60 leukemia cells. Cytosolic fractions obtained from dimethylformamide treated HL-60 granulocytes rapidly convert exogonous PGE2 to 15-keto-PGE2. The strict requirement for NAD coupled with other characteristics of the reaction indicate that the enzyme is the NAD-dependent 15-prostaglandin dehydrogenase (15-PGDH). When intact cells are incubated with 3H-PGE2, both 15-keto-PGE2 and its subsequent metabolite, 13,14-dihydro-15-keto-PGE2 are produced. Thus, HL-60 cells express two enzymes of the major prostaglandin catabolic pathway, 15-PGDH and ketoprostaglandin delta 13-reductase.","['Agins, A P', 'Delhagen, J E']","['Agins AP', 'Delhagen JE']","['Division of Biology and Medicine, Brown University, Providence, RI 02912.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Agents Actions,Agents and actions,0213341,"['0 (Prostaglandins E)', '2S0F1FTK13 (15-ketoprostaglandin E2)', '363-23-5 (15-keto-13,14-dihydroprostaglandin E2)', 'EC 1.1.1.- (Hydroxyprostaglandin Dehydrogenases)', 'EC 1.1.1.141 (15-hydroxyprostaglandin dehydrogenase)', 'K7Q1JQR04M (Dinoprostone)']",IM,"['Cell Line', 'Dinoprostone', 'Humans', 'Hydroxyprostaglandin Dehydrogenases/metabolism', 'Leukemia, Myeloid, Acute/*metabolism', 'Prostaglandins E/biosynthesis/*metabolism']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Agents Actions. 1987 Aug;21(3-4):400-2. doi: 10.1007/BF01966528.,,['10.1007/BF01966528 [doi]'],,,,,,
3479884,NLM,MEDLINE,19880113,20110728,0001-5806 (Print) 0001-5806 (Linking),50,6,1987 Sep,"Platelet catalase, glutathione peroxidase and superoxide dismutase in patients with myeloproliferative disorders.",1231-8,,"['Kimura, A', 'Fujimura, K', 'Kuramoto, A']","['Kimura A', 'Fujimura K', 'Kuramoto A']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['EC 1.11.1.6 (Catalase)', 'EC 1.11.1.9 (Glutathione Peroxidase)', 'EC 1.15.1.1 (Superoxide Dismutase)']",IM,"['Adolescent', 'Adult', 'Aged', 'Blood Platelets/*enzymology', 'Catalase/*blood', 'Female', 'Glutathione Peroxidase/*blood', 'Humans', 'Leukemia, Myeloid/blood/enzymology', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/blood/*enzymology', 'Superoxide Dismutase/*blood']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Sep;50(6):1231-8.,,,,,,,,
3479883,NLM,MEDLINE,19880113,20110728,0001-5806 (Print) 0001-5806 (Linking),50,6,1987 Sep,Preservation of the rearrangement of the breakpoint cluster region (bcr) following the negative conversion of Philadelphia chromosome (Ph1) in relapse of Ph1-positive acute lymphocytic leukemia.,1183-9,,"['Mochizuki, T', 'Izumi, Y', 'Kato, Y', 'Okazaki, T', 'Tashima, M', 'Nagauchi, O', 'Sawada, H', 'Uchino, H']","['Mochizuki T', 'Izumi Y', 'Kato Y', 'Okazaki T', 'Tashima M', 'Nagauchi O', 'Sawada H', 'Uchino H']",,['eng'],"['Case Reports', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['*Chromosome Banding', 'Humans', 'Leukemia, Lymphoid/drug therapy/*genetics', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local', '*Philadelphia Chromosome']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Sep;50(6):1183-9.,,,,,,,,
3479882,NLM,MEDLINE,19880113,20110728,0001-5806 (Print) 0001-5806 (Linking),50,6,1987 Sep,Two-dimensional protein patterns of two cell lines of rat myeloid leukemia at distinct differentiation stages.,1158-65,,"['Toyokawa, Y', 'Sawami, H', 'Uchino, H', 'Ito, K']","['Toyokawa Y', 'Sawami H', 'Uchino H', 'Ito K']",,['eng'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,['0 (Neoplasm Proteins)'],IM,"['Animals', 'Cell Differentiation', 'Cell Line', 'Electrophoresis', 'Female', 'Isoelectric Focusing', 'Leukemia, Myeloid/*metabolism', 'Neoplasm Proteins/*analysis', 'Rats']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Sep;50(6):1158-65.,,,,,,,,
3479881,NLM,MEDLINE,19871229,20110728,0001-5806 (Print) 0001-5806 (Linking),50,4,1987 Jul,"Monocentric and dicentric structure of an isochromosome for the long arm of chromosome 17, i(17q), in blast crisis of chronic myelogenous leukemia.",902-5,,"['Misawa, S', 'Taniwaki, M', 'Abe, T', 'Takino, T']","['Misawa S', 'Taniwaki M', 'Abe T', 'Takino T']",,['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', '*Blast Crisis', '*Chromosome Aberrations', 'Chromosome Banding', '*Chromosome Disorders', '*Chromosomes, Human, Pair 17', 'Female', 'Humans', 'Leukemia, Myeloid/genetics/*pathology', 'Male', 'Middle Aged']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Jul;50(4):902-5.,,,,,,,,
3479880,NLM,MEDLINE,19871229,20110728,0001-5806 (Print) 0001-5806 (Linking),50,4,1987 Jul,Megakaryoblastic transformation of chronic myelogenous leukemia in a child.,828-36,,"['Kojima, S', 'Mimaya, J', 'Tonouchi, T', 'Eguchi, M']","['Kojima S', 'Mimaya J', 'Tonouchi T', 'Eguchi M']",,['eng'],"['Case Reports', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Cell Transformation, Neoplastic/*pathology', 'Child', 'Female', 'Humans', 'Leukemia, Megakaryoblastic, Acute/*pathology', 'Leukemia, Myeloid/*pathology']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Jul;50(4):828-36.,,,,,,,,
3479879,NLM,MEDLINE,19871229,20110728,0001-5806 (Print) 0001-5806 (Linking),50,4,1987 Jul,Philadelphia chromosome positive chronic myelocytic leukemia in children.,819-27,,"['Kojima, S', 'Yoshida, J', 'Yoshikawa, S', 'Iwamura, H', 'Tonouchi, T', 'Mimaya, J']","['Kojima S', 'Yoshida J', 'Yoshikawa S', 'Iwamura H', 'Tonouchi T', 'Mimaya J']",,['eng'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adolescent', 'Aging', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid/*genetics', 'Male', '*Philadelphia Chromosome']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1987 Jul;50(4):819-27.,,,,,,,,
3479871,NLM,MEDLINE,19880115,20151119,0043-5147 (Print) 0043-5147 (Linking),40,12,1987 Jun 15,[Behavior disorders with involvement of the nervous system in children with lymphoblastic leukemia and psychological attitudes of the parents].,793-6,,"['Franiczek, W', 'Sonta-Jakimczyk, D']","['Franiczek W', 'Sonta-Jakimczyk D']",,['pol'],"['English Abstract', 'Journal Article']",Poland,Wiad Lek,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",9705467,,IM,"['Adolescent', 'Adult', 'Child', 'Child Behavior Disorders/*etiology/psychology', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*psychology', 'Male', 'Meningeal Neoplasms/*psychology', 'Neurocognitive Disorders/*etiology/psychology', 'Parent-Child Relations', 'Parents/*psychology']",1987/06/15 00:00,1987/06/15 00:01,['1987/06/15 00:00'],"['1987/06/15 00:00 [pubmed]', '1987/06/15 00:01 [medline]', '1987/06/15 00:00 [entrez]']",ppublish,Wiad Lek. 1987 Jun 15;40(12):793-6.,,,,,Zaburzenia zachowania dzieci z zajeciem ukladu nerwowego w przebiegu ostrej bialaczki limfoblastycznej oraz postawy psychiczne rodzicow.,,,
3479862,NLM,MEDLINE,19880111,20131121,0049-6804 (Print) 0049-6804 (Linking),,8,1987 Aug,[Use of levamisole for preventing infectious complications in chronic myeloleukemia in the stage of blast exacerbation].,48-50,,"['Stakovetskaia, Z S']",['Stakovetskaia ZS'],,['rus'],"['Case Reports', 'Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Vrach Delo,Vrachebnoe delo,0413607,['2880D3468G (Levamisole)'],IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Communicable Disease Control/*methods', 'Drug Evaluation', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/drug therapy', 'Levamisole/adverse effects/*therapeutic use', 'Male', 'Middle Aged']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Vrach Delo. 1987 Aug;(8):48-50.,,,,,Primenenie levamizola dlia profilaktiki infektsionnykh oslozhnenii u bol'nykh khronicheskim mieloleikozom v stadii blastnogo obostreniia.,,,
3479860,NLM,MEDLINE,19880112,20081121,0042-773X (Print) 0042-773X (Linking),33,10,1987 Oct,[Comprehensive care of patients with thrombocythemia].,872-82,,"['Hrubiskova, K', 'Steruska, M', 'Horvath, A']","['Hrubiskova K', 'Steruska M', 'Horvath A']",,['slo'],"['English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Leukemia, Myeloid/complications', 'Male', 'Middle Aged', 'Polycythemia Vera/complications', 'Primary Myelofibrosis/complications', 'Thrombocythemia, Essential/etiology/*therapy']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1987 Oct;33(10):872-82.,,,,,Komplexna starostlivost o chorych s trombocytemiou.,,,
3479859,NLM,MEDLINE,19880112,20071115,0042-773X (Print) 0042-773X (Linking),33,10,1987 Oct,[Anemia in chronic leukemia].,859-64,,"['Steruska, M', 'Chabronova, I']","['Steruska M', 'Chabronova I']",,['slo'],"['English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,,IM,"['Anemia/*etiology', 'Blood Cell Count', 'Humans', 'Leukemia, Lymphoid/*complications/drug therapy', 'Leukemia, Myeloid/*complications/drug therapy']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1987 Oct;33(10):859-64.,,,,,Anemie pri chronickych leukemiach.,,,
3479858,NLM,MEDLINE,19880112,20151119,0042-773X (Print) 0042-773X (Linking),33,10,1987 Oct,[The clinical picture and course of acute leukemia in children and its relation to immunologic characteristics of leukemic cells].,849-58,,"['Cap, J', 'Babusikova, O']","['Cap J', 'Babusikova O']",,['slo'],"['English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)']",IM,"['Adolescent', 'Antibodies, Monoclonal', 'Antigens, Neoplasm/analysis', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/diagnosis/*immunology/pathology', 'Leukemia, Myeloid, Acute/diagnosis/*immunology/pathology', 'Lymphocytes/classification/immunology', 'Male', 'Prognosis']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1987 Oct;33(10):849-58.,,,,,Klinicky obraz a priebeh akutnych leukemii u deti a ich vztah k imunologickej charakteristike leukemickych buniek.,,,
3479857,NLM,MEDLINE,19871230,20171213,0300-8916 (Print) 0300-8916 (Linking),73,5,1987 Oct 31,Heterotransplantation of human acute T-lymphoblastic leukaemia in nude mice.,537,,"['White, L']",['White L'],,['eng'],['Letter'],United States,Tumori,Tumori,0111356,,IM,"['Animals', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Mice', 'Mice, Nude', '*Neoplasm Transplantation']",1987/10/31 00:00,1987/10/31 00:01,['1987/10/31 00:00'],"['1987/10/31 00:00 [pubmed]', '1987/10/31 00:01 [medline]', '1987/10/31 00:00 [entrez]']",ppublish,Tumori. 1987 Oct 31;73(5):537.,,,,,,,,
3479856,NLM,MEDLINE,19871230,20171213,0300-8916 (Print) 0300-8916 (Linking),73,5,1987 Oct 31,Unusual interstitial deletion of the 8q12 band in a case of acute monocytic leukemia.,437-43,"The authors describe a case of acute monocytic leukemia with a clonal deletion of the 8q12 band as a single chromosomal aberration. On the basis of this and other reports from the literature, they suggest that the 8q1 region, hitherto considered significantly involved in solid tumors, may be important also for hematologic malignancies.","[""D'Alessandro, E"", 'Paterlini, P', 'Menaguale, L', 'Lo Re, M L', 'Del Porto, G', 'Quaglino, D']","[""D'Alessandro E"", 'Paterlini P', 'Menaguale L', 'Lo Re ML', 'Del Porto G', 'Quaglino D']","[""Cattedra di Genetica Medica, Universita de L'Aquila, Italia.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Tumori,Tumori,0111356,,IM,"['Aged', 'Bone Marrow', 'Chromosome Aberrations', '*Chromosome Deletion', '*Chromosomes, Human, Pair 8', 'Humans', 'Karyotyping', 'Leukemia, Monocytic, Acute/*genetics', 'Male', 'Ploidies']",1987/10/31 00:00,1987/10/31 00:01,['1987/10/31 00:00'],"['1987/10/31 00:00 [pubmed]', '1987/10/31 00:01 [medline]', '1987/10/31 00:00 [entrez]']",ppublish,Tumori. 1987 Oct 31;73(5):437-43.,,,,,,,,
