PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN,EIN,SI,RF,CIN,CN
3162649,NLM,MEDLINE,19880512,20190820,0361-8609 (Print) 0361-8609 (Linking),27,4,1988 Apr,Simultaneous study of karyotype and cell morphology in childhood erythroleukemia.,284-90,"We followed a 2-year-old girl with erythroleukemia (EL) for 7 months, from the time of her initial diagnosis until her death. Immunophenotyping of bone marrow was negative for markers of myeloid and lymphoid lineages. Chromosome study of marrow at diagnosis revealed abnormalities in all mitotic cells, with a clonal karyotype of 48,XX,t(2;12)(p11.2; p13),+6,+21. Subsequent studies showed that the clone rapidly evolved and accumulated additional structural and numerical abnormalities, in spite of intensive chemotherapy during the final months. Simultaneous study of the karyotype and cell morphology of dividing bone marrow cells after 24 hours of in vitro culture, using a technique that preserves cell structure, showed that cells with the chromosome abnormalities were PAS-negative. The combined immunological, cytogenetic, and morphological data indicate that the original malignant cell type was neither myeloblast nor erythroblast but an early progenitor type that rapidly proliferated.","['Stamberg, J', 'Zaslav, A', 'Shende, A', 'Festa, R']","['Stamberg J', 'Zaslav A', 'Shende A', 'Festa R']","[""Division of Human Genetics, Schneider Children's Hospital, Long Island Jewish Medical Center, New Hyde Park, New York 11042.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Bone Marrow/pathology', 'Cells, Cultured', 'Child, Preschool', '*Chromosome Aberrations', '*Chromosome Disorders', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/blood/*genetics']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['10.1002/ajh.2830270411 [doi]'],ppublish,Am J Hematol. 1988 Apr;27(4):284-90. doi: 10.1002/ajh.2830270411.,,,,,,,,,,,,
3162648,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Philadelphia-positive acute myelomonocytic leukemia with inversion of chromosome 16 and eosinobasophils.,69-71,"Cytogenetic studies in a case of acute nonlymphocytic leukemia, type M4-FAB with eosinophilia, showed an acquired abnormal karyotype characterized by both a t(9;22) Philadelphia translocation and a pericentric inversion of chromosome 16, inv(16)(p13q22). This unique case shows that the previously described association between inversion of chromosome 16 and myelomonocytic leukemia with bone marrow eosinophilia is true also in Philadelphia-positive disorders. The present findings are consistent with the existence of a group of chromosome anomalies, namely t(15;17) and inv(16), which are specifically associated with one single stage of morphological differentiation of myeloid leukemic cells.","['Mecucci, C', 'Noens, L', 'Aventin, A', 'Testoni, N', 'Van den Berghe, H']","['Mecucci C', 'Noens L', 'Aventin A', 'Testoni N', 'Van den Berghe H']","['Centre for Human Genetics, University of Leuven, Belgium.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Basophils/pathology', 'Cell Transformation, Neoplastic/pathology', '*Chromosomes, Human, Pair 16', 'Eosinophilia/*pathology', 'Humans', 'Leukemia, Myeloid/*genetics/pathology', 'Male', 'Middle Aged', '*Philadelphia Chromosome', '*Translocation, Genetic']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270118 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):69-71. doi: 10.1002/ajh.2830270118.,,,,,,,,,,,,
3162647,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Acute respiratory failure in hyperleukocytotic acute myeloid leukemia: the role of perfusion lung scintigraphy.,65-6,"A patient with acute hyperleukocytotic myelogenous leukemia who presented with acute respiratory distress is reported. Clinical manifestations included dyspnea, tachypnea, hyperventilation, and cyanosis. Blood gas analysis revealed hypoxemia, hypocapnia, and metabolic acidosis. Chest X-ray and perfusion lung scanning were normal. Pulmonary leukostasis syndrome (PLS) was later confirmed at autopsy. In a patient with hyperleukocytosic from acute nonlymphocytic leukemia and respiratory distress, a normal perfusion lung scintigraph should make one consider the PLS.","['Nagler, A', 'Brenner, B', 'Zuckerman, E', 'Hazani, A', 'Israel, O']","['Nagler A', 'Brenner B', 'Zuckerman E', 'Hazani A', 'Israel O']","['Department of Hematology, Rambam Medical Center, Haifa, Israel.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Acute Disease', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications/diagnostic imaging', 'Leukocytosis/*diagnostic imaging/etiology', 'Lung/*diagnostic imaging', 'Middle Aged', 'Radionuclide Imaging', 'Respiratory Insufficiency/*diagnostic imaging/etiology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270116 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):65-6. doi: 10.1002/ajh.2830270116.,,,,,,,,,,,,
3162646,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Translocation (3;21) in Philadelphia chromosome-positive chronic myelogenous leukemia prior to the onset of blast crisis.,56-9,"Two female patients in the chronic phase of CML were found to have, in addition to t(9;22), a new karyotypic abnormality--t(3;21)(q26;q22)--present in bone marrow cells. At diagnosis, this abnormality was observed in a small number of marrow cells in both patients, and as the disease progressed in patient 1, the percentage of cells showing t(3;21) was increased, reaching 100% as the transformation to blast crisis occurred. These observations suggest that t(3;21) may represent a new and rare nonrandom rearrangement which may be identified prior to the onset of blast crisis.","['Coyle, T', 'Najfeld, V']","['Coyle T', 'Najfeld V']","['Department of Medicine, Mount Sinai School of Medicine, NY 10029.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adolescent', 'Adult', 'Bone Marrow/pathology', 'Cell Transformation, Neoplastic/*pathology', '*Chromosomes, Human, Pair 21', '*Chromosomes, Human, Pair 3', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics/pathology', '*Philadelphia Chromosome', '*Translocation, Genetic']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270113 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):56-9. doi: 10.1002/ajh.2830270113.,,,,,,,,,,,,
3162645,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Acute myeloblastic leukemia with hyperleukocytosis: risk factors for early mortality in induction.,34-7,"Eighty-five patients with acute myeloblastic leukemia (AML) presenting with hyperleukocytosis (HL) were analyzed to assess morbidity and mortality in early induction. Patients who failed to achieve remission were older and more often had pulmonary leukostasis (62% vs 23%, p = .01) and hepatomegaly (54% vs 31%, p = .06) at presentation. Thirty-seven patients (44%) did not achieve complete remission (CR); 17 (54%) died early in induction therapy, 11 directly as a result of pulmonary hemorrhage with respiratory failure, while 5 had both pulmonary hemorrhage with respiratory failure and CNS hemorrhage. Early death patients were older and more often had pulmonary leukostasis (88% vs 29%, p less than .0001), hepatomegaly (71% vs 34%, p = .01), hyperbilirubinemia (60% vs 16%, p = .01) and hypofibrinogenemia (47% vs 12%, p less than .01) at presentation. Primarily for technical reasons, preinduction leukapheresis was not employed as often in this very-high-risk group as in other patients (56% vs 82%, respectively). Thus, sufficient heterogeneity exists in patients presenting with HL to define a subset of patients at particularly high risk for early mortality. Preinduction leukapheresis applied in a prospective controlled fashion should be evaluated to assess if such treatment may decrease early mortality in this group.","['Ventura, G J', 'Hester, J P', 'Smith, T L', 'Keating, M J']","['Ventura GJ', 'Hester JP', 'Smith TL', 'Keating MJ']","['Department of Hematology, University of Texas System Cancer Center, Houston.']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Humans', 'Leukapheresis', 'Leukemia, Myeloid, Acute/drug therapy/*mortality/therapy', 'Leukocytosis/drug therapy/*mortality/therapy', 'Lung Diseases/etiology/mortality', 'Male', 'Middle Aged', 'Prognosis', '*Remission Induction', 'Risk Factors', 'Time Factors']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270109 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):34-7. doi: 10.1002/ajh.2830270109.,,,,,,,,,,,,
3162626,NLM,MEDLINE,19880512,20071115,0041-5782 (Print) 0041-5782 (Linking),150,11,1988 Mar 14,[HIV infection and acute myeloid leukemia].,680-1,,"['Willumsen, L', 'Stabel, N J', 'Hansen, I M', 'Henriques, U V']","['Willumsen L', 'Stabel NJ', 'Hansen IM', 'Henriques UV']",,['dan'],"['Case Reports', 'English Abstract', 'Journal Article']",Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,,IM,"['Acquired Immunodeficiency Syndrome/*diagnosis', 'Adult', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male']",1988/03/14 00:00,1988/03/14 00:01,['1988/03/14 00:00'],"['1988/03/14 00:00 [pubmed]', '1988/03/14 00:01 [medline]', '1988/03/14 00:00 [entrez]']",,ppublish,Ugeskr Laeger. 1988 Mar 14;150(11):680-1.,,,HIV-infektion og akut myeloid leukaemi.,,,,,,,,,
3162623,NLM,MEDLINE,19880422,20171213,0300-8916 (Print) 0300-8916 (Linking),74,1,1988 Feb 29,Changes in chemosensitivity of K 562 leukemia cells after induction of erythroid differentiation by hemin.,11-7,"The human leukemia cell line K 562, when treated with subcytotoxic doses of hemin, undergoes reversible erythroid commitment, as shown by the increased synthesis of hemoglobin. Hemin-treated cells maintain replicative capabilities, although perturbations in cell cycle kinetics are induced. K 562 cells were used to investigate changes in antitumor drug sensitivity as a consequence of cell differentiation induced by hemin treatment. K 562 leukemia cells, cultured in the presence of 20 microM hemin for 12 days, were treated with non-phase-specific (adriamycin, 4-OOH-cyclophosphamide, mitomycin C, bleomycin, cis-diamminedichloro platinum) and phase-specific (vincristine, methotrexate and 5-fluorouracil) antitumor drugs. The results obtained by chemosensitivity tests showed a generalized decrease in chemosensitivity of the K 562 cells to all the drugs tested as a consequence of the hemin-induced differentiation.","['Toffoli, G', 'Lorico, A', 'Boiocchi, M']","['Toffoli G', 'Lorico A', 'Boiocchi M']","['Experimental Oncology 1, Centro di Riferimento Oncologico, Aviano, Pordenone, Italia.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Tumori,Tumori,0111356,"['0 (Antineoplastic Agents)', '42VZT0U6YR (Heme)', '743LRP9S7N (Hemin)']",IM,"['Antineoplastic Agents/*pharmacology', 'Cell Cycle', 'Cell Differentiation/drug effects', 'Drug Resistance', 'Heme/*analogs & derivatives', 'Hemin/*pharmacology', 'Humans', 'Leukemia, Erythroblastic, Acute/pathology', 'Leukemia, Myeloid/*pathology', 'Tumor Cells, Cultured/drug effects']",1988/02/29 00:00,1988/02/29 00:01,['1988/02/29 00:00'],"['1988/02/29 00:00 [pubmed]', '1988/02/29 00:01 [medline]', '1988/02/29 00:00 [entrez]']",,ppublish,Tumori. 1988 Feb 29;74(1):11-7.,,,,,,,,,,,,
3162595,NLM,MEDLINE,19880506,20190828,0162-0886 (Print) 0162-0886 (Linking),10,1,1988 Jan-Feb,Purulent pericarditis caused by Candida: report of three cases and identification of high-risk populations as an aid to early diagnosis.,34-41,"Purulent pericarditis due to fungal organisms is rare and often unrecognized because of the subtle clinical clues and insidious onset. The records of 11 cases of purulent pericarditis were selected from records of 11,000 cases of pericarditis at Duke University Medical Center and reviewed, and experience with three cases of candida purulent pericarditis (CPP) was evaluated. One case occurred in a patient recovering from complicated cardiac surgery, one in a patient with hematologic malignancy, and one in an alcoholic patient requiring intubation for a severe respiratory infection. Each case is representative of a group at increased risk for the development of CPP. Given the poor prognosis for CPP, treatment should include both medical and surgical interventions. Although amphotericin B achieves good penetration into the inflamed pericardial space, the only survivors of CPP have received both amphotericin B and pericardiectomy. Careful attention to clinical indications of pericardial inflammation and systemic infection in the three groups of patients may lead to earlier recognition of CPP, implementation of appropriate therapy, and perhaps a higher rate of cure.","['Kraus, W E', 'Valenstein, P N', 'Corey, G R']","['Kraus WE', 'Valenstein PN', 'Corey GR']","['Department of Internal Medicine, Duke University Medical Center, Durham, North Carolina 27710.']",['eng'],"['Case Reports', 'Journal Article']",United States,Rev Infect Dis,Reviews of infectious diseases,7905878,['7XU7A7DROE (Amphotericin B)'],IM,"['Adult', 'Aged', 'Alcoholism/complications', 'Amphotericin B/therapeutic use', 'Candidiasis/*diagnosis/drug therapy/etiology/surgery', 'Cardiac Surgical Procedures', 'Female', 'Humans', 'Immune Tolerance', 'Leukemia, Erythroblastic, Acute/complications', 'Male', 'Middle Aged', 'Pericardiectomy', 'Pericarditis/*diagnosis/drug therapy/etiology/surgery', 'Risk Factors']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1093/clinids/10.1.34 [doi]'],ppublish,Rev Infect Dis. 1988 Jan-Feb;10(1):34-41. doi: 10.1093/clinids/10.1.34.,,,,,,,,,,,,
3162590,NLM,MEDLINE,19880422,20190912,0031-5982 (Print) 0031-5982 (Linking),31,2,1988 Winter,Resolving problems at the intensive care unit/oncology unit interface.,299-308,,"['Youngner, S J', 'Allen, M', 'Montenegro, H', 'Hreha, J', 'Lazarus, H']","['Youngner SJ', 'Allen M', 'Montenegro H', 'Hreha J', 'Lazarus H']","['R. Livingston Ireland Cancer Center, University Hospitals, Cleveland, Ohio 44106.']",['eng'],"['Case Reports', 'Journal Article']",United States,Perspect Biol Med,Perspectives in biology and medicine,0401132,,IM,"['Communication', 'Disclosure', 'Female', '*Hospital Departments', 'Humans', '*Intensive Care Units', '*Interprofessional Relations', 'Leukemia, Myeloid, Acute/therapy', 'Life Support Care', '*Medical Oncology', 'Middle Aged', '*Patient Selection', 'Professional-Family Relations', 'Prognosis', 'Resource Allocation', 'Withholding Treatment']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1353/pbm.1988.0060 [doi]'],ppublish,Perspect Biol Med. 1988 Winter;31(2):299-308. doi: 10.1353/pbm.1988.0060.,,,,['KIE: 25148'],['KIE'],"['Death and Euthanasia', 'Professional Patient Relationship', 'University Hospitals of Cleveland']","['KIE: KIE BoB Subject Heading: patient care', 'KIE: KIE BoB Subject Heading: selection for treatment', 'KIE: KIE BoB Subject Heading: terminal care', 'KIE: Full author name: Youngner, Stuart J', 'KIE: Full author name: Allen, Martha', 'KIE: Full author name: Montenegro, Hugo', 'KIE: Full author name: Hreha, Jill', 'KIE: Full author name: Lazarus, Hillard']",,,,,
3162589,NLM,MEDLINE,19880422,20190912,0031-5982 (Print) 0031-5982 (Linking),31,2,1988 Winter,On my own but not alone.,194-200,,"['Anbar, R D']",['Anbar RD'],"[""Children's Service, Massachusetts General Hospital, Boston 02114.""]",['eng'],"['Case Reports', 'Journal Article']",United States,Perspect Biol Med,Perspectives in biology and medicine,0401132,,IM,"['Adolescent', 'Cerebral Hemorrhage/complications', '*Decision Making, Computer-Assisted', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid, Acute/complications', 'Male', '*Mobile Health Units']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1353/pbm.1988.0065 [doi]'],ppublish,Perspect Biol Med. 1988 Winter;31(2):194-200. doi: 10.1353/pbm.1988.0065.,,,,,,,,,,,,
3162573,NLM,MEDLINE,19880426,20180216,0030-2414 (Print) 0030-2414 (Linking),45,2,1988,A new chromosomal abnormality in a patient with acute myelomonocytic leukemia.,84-7,"A new chromosomal abnormality is being presented in a patient with acute myelomonocytic leukemia (AMMoL). The cytogenetic findings in this case can be described as 43, XY, t(12;17) (q12;p13), del (4) (q31), -5,-7. This patient developed a treatment-associated leukemia. The possible causal and clinical implications in such patients with unusual cytogenetic findings are stressed. In addition, basic biological as well as public health implications are discussed which are based on particular cytogenetic abnormalities.","['Abramson, J', 'Verma, R S', 'Schwartz, J']","['Abramson J', 'Verma RS', 'Schwartz J']","['Interfaith Medical Center, Coney Island Hospital, Brooklyn, N.Y.']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Oncology,Oncology,0135054,,IM,"['Aged', '*Chromosome Aberrations', 'Chromosomes, Human, Pair 5', 'Chromosomes, Human, Pair 7', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Translocation, Genetic']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000226538 [doi]'],ppublish,Oncology. 1988;45(2):84-7. doi: 10.1159/000226538.,,,,,,,,,,,,
3162554,NLM,MEDLINE,19880428,20131121,0028-2685 (Print) 0028-2685 (Linking),35,1,1988,In vitro cytotoxicity of caracemide alone and in combination with hydroxyurea or iron-chelating agents in human chronic myeloid leukemia cells and murine tumors.,27-35,"The cytotoxic effect of caracemide and hydroxyurea was compared in human chronic myeloid leukemia cells. Caracemide was found to be about twelve times more effective than hydroxyurea. The combined effect of caracemide, hydroxyurea and hydrophobic iron-chelating agents at relatively nontoxic concentrations was studied. Hydroxyurea, 2,2'-bipyridine and 1,10-phenanthroline combined with caracemide synergistically inhibited DNA synthesis, while Desferal did not show any such effect. Fe++ partially reversed the cytotoxicity of caracemide in combination with 2,2'-bipyridine, while it had no effect on the cytotoxicity of caracemide alone. Caracemide was found to have a stronger inhibitory effect on DNA synthesis in P388 lymphocytic leukemia and Ehrlich ascites carcinoma cells than hydroxyurea. However, bipyridine, phenanthroline and Desferal in combination with caracemide did not induce any synergistic inhibition. These data indicate the value of human tumor cells to predict drug responsiveness and suggest the further evaluation of caracemide and its combination with hydroxyurea and iron-chelating agents in the treatment of human leukemias.","['Satyamoorthy, K', 'Chitnis, M P', 'Advani, S H']","['Satyamoorthy K', 'Chitnis MP', 'Advani SH']","['Cellular Chemotherapy Unit, Cancer Research Institute, Tata Memorial Centre, Parel, Bombay, India.']",['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,"['0 (Chelating Agents)', '0 (DNA, Neoplasm)', ""551W113ZEP (2,2'-Dipyridyl)"", 'H74F6J185A (caracemide)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"[""2,2'-Dipyridyl/administration & dosage/pharmacology"", 'Animals', 'Antineoplastic Combined Chemotherapy Protocols', 'Cell Survival/drug effects', 'Chelating Agents/administration & dosage/toxicity', 'DNA Replication/drug effects', 'DNA, Neoplasm/biosynthesis', 'Drug Synergism', 'Humans', 'Hydroxyurea/administration & dosage/*analogs & derivatives/toxicity', 'Leukemia, Myeloid/*drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Species Specificity', 'Tumor Cells, Cultured/drug effects']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1988;35(1):27-35.,,,,,,,,,,,,
3162550,NLM,MEDLINE,19880504,20210526,0270-7306 (Print) 0270-7306 (Linking),8,2,1988 Feb,Two distinct mechanisms of transcriptional control operate on c-myc during differentiation of HL60 cells.,867-74,"We examined the mechanisms that control the downregulation of the c-myc mRNA during differentiation of HL60 cells. On treatment with dimethyl sulfoxide, HL60 cells downmodulated their steady-state c-myc message levels, ceased to proliferate, and underwent terminal differentiation. In nuclear run-on assays in which distinct segments of the c-myc gene were used as probes, an increased blocking to elongation of nascent c-myc transcripts was shown during the early phase of differentiation. During a later phase, however, a loss of transcriptional initiation was observed. This loss of promoter activity correlated well with dramatic changes in the chromatin structure of the c-myc gene, as determined by DNase I-hypersensitive site analysis. In particular, two hypersensitive sites near the two major c-myc promoters disappeared at the time that promotion abated. The newly described, later-acting negative transcriptional control of c-myc also correlated temporally with the inability to reverse the downregulation of the c-myc message quickly on withdrawal of the differentiating agent. Therefore, a terminal step during differentiation may be linked to the later-acting mode of transcriptional regulation of c-myc. The evidence presented in this report has implications for tumorigenesis in Burkitt lymphomas, in which the germ line, nontranslocated c-myc allele is transcriptionally silent.","['Siebenlist, U', 'Bressler, P', 'Kelly, K']","['Siebenlist U', 'Bressler P', 'Kelly K']","['Laboratory of Immunoregulation, National Institute of Allergy and Infectious Diseases, Bethesda, Maryland 20892.']",['eng'],['Journal Article'],United States,Mol Cell Biol,Molecular and cellular biology,8109087,"['0 (RNA, Messenger)', 'EC 3.1.21.1 (Deoxyribonuclease I)']",IM,"['Cell Differentiation', 'Cell Line', 'Cell Nucleus/metabolism', 'Deoxyribonuclease I', 'Genes, Regulator', 'Humans', 'Leukemia, Myeloid, Acute', '*Proto-Oncogenes', 'RNA, Messenger/genetics', '*Transcription, Genetic']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",['10.1128/mcb.8.2.867-874.1988 [doi]'],ppublish,Mol Cell Biol. 1988 Feb;8(2):867-74. doi: 10.1128/mcb.8.2.867-874.1988.,,PMC363218,,,,,,,,,,
3162549,NLM,MEDLINE,19880506,20190903,0098-1532 (Print) 0098-1532 (Linking),16,2,1988,Non-Hodgkin's lymphoma complicating acute lymphoblastic leukemia in remission.,132-4,"Second malignancies occurring in patients cured of childhood acute lymphoblastic leukemia (ALL) are rare but increasingly recognized. There are only three reported cases of non-Hodgkin's lymphoma complicating ALL in remission. We report here another case of B-cell-type large-cell lymphoma, presenting in the uterus of a 24-year-old woman, 16.5 years after the diagnosis of ALL was made. Although immune markers of the ALL were not available, it was thought to be unlikely that the second malignancy was a relapse of the original tumor. Due to the long latency period and the minimal exposure to alkylating agents, the role of chemotherapy seems to be insignificant in this case. The development of a second malignancy could be a manifestation of the basic susceptibility to cancer.","['Friedman, E', 'Ben-Bassat, I', 'Kende, G', 'Behar, A J', 'Ramot, B']","['Friedman E', 'Ben-Bassat I', 'Kende G', 'Behar AJ', 'Ramot B']","['Department of Internal Medicine, Chaim Sheba Medical Center, Tel Hashomer, Israel.']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymphoma, Non-Hodgkin/*etiology', 'Time Factors']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/mpo.2950160214 [doi]'],ppublish,Med Pediatr Oncol. 1988;16(2):132-4. doi: 10.1002/mpo.2950160214.,,,,,,,,,,,,
