PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,FAU,AU,RN,AB,GR,PMC,TT,RF,SI,OID,PS,FPS,CN
6333378,NLM,MEDLINE,19841214,20151119,0367-6102 (Print) 0367-6102 (Linking),59,4,1984 Jul,[Human B cell antigens and their implication in B cell tumors].,383-5,['jpn'],['Journal Article'],Japan,Hokkaido Igaku Zasshi,[Hokkaido igaku zasshi] The Hokkaido journal of medical science,17410290R,IM,"['Antibodies, Monoclonal', 'Antigens/*analysis', 'B-Lymphocytes/*immunology', 'Humans', 'Leukemia/*diagnosis/immunology']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",,ppublish,Hokkaido Igaku Zasshi. 1984 Jul;59(4):383-5.,"['Ishii, Y']",['Ishii Y'],"['0 (Antibodies, Monoclonal)', '0 (Antigens)']",,,,,,,,,,
6333356,NLM,MEDLINE,19841205,20190621,0014-5793 (Print) 0014-5793 (Linking),176,1,1984 Oct 15,"Inositol 1,4,5-trisphosphate may be a signal for f-Met-Leu-Phe-induced intracellular Ca mobilisation in human leucocytes (HL-60 cells).",193-6,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,FEBS Lett,FEBS letters,0155157,IM,"['Adenosine Triphosphate/pharmacology', 'Calcium/*metabolism', 'Cell Differentiation/drug effects', 'Cell Line', 'Cell Membrane Permeability', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Inositol 1,4,5-Trisphosphate', 'Inositol Phosphates/*pharmacology', 'Leukemia, Myeloid', 'N-Formylmethionine Leucyl-Phenylalanine/*pharmacology', 'Neutrophils/drug effects/*metabolism', 'Sugar Phosphates/*pharmacology']",1984/10/15 00:00,2001/03/28 10:01,['1984/10/15 00:00'],"['1984/10/15 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1984/10/15 00:00 [entrez]']","['0014-5793(84)80939-4 [pii]', '10.1016/0014-5793(84)80939-4 [doi]']",ppublish,FEBS Lett. 1984 Oct 15;176(1):193-6. doi: 10.1016/0014-5793(84)80939-4.,"['Burgess, G M', 'McKinney, J S', 'Irvine, R F', 'Berridge, M J', 'Hoyle, P C', 'Putney, J W Jr']","['Burgess GM', 'McKinney JS', 'Irvine RF', 'Berridge MJ', 'Hoyle PC', 'Putney JW Jr']","['0 (Inositol Phosphates)', '0 (Sugar Phosphates)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', '85166-31-0 (Inositol 1,4,5-Trisphosphate)', '8L70Q75FXE (Adenosine Triphosphate)', 'SY7Q814VUP (Calcium)', 'YOW8V9698H (Dimethyl Sulfoxide)']","Permeabilised, dimethyl sulphoxide-differentiated HL-60 human myelomonocytic leukemia cells accumulate 45Ca in an ATP-dependent manner. The 45Ca is taken up by a pool thought to be a component of the endoplasmic reticulum. Inositol trisphosphate induced a rapid release of Ca from this pool, suggesting that this molecule which is formed in these cells in response to f-Met-Leu-Phe may play a role in agonist-induced Ca metabolism.",['DE-05764/DE/NIDCR NIH HHS/United States'],,,,,,,,
6333353,NLM,MEDLINE,19841128,20181130,0301-472X (Print) 0301-472X (Linking),12,9,1984 Oct,Release of platelet-activating factor (PAF)-like material from human lymphoid cell lines.,688-93,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['B-Lymphocytes/*metabolism', 'Burkitt Lymphoma', 'Cell Line', 'HLA Antigens/analysis', 'Humans', 'Leukemia', 'Leukemia, Lymphoid', 'Lymphoma', 'Platelet Activating Factor/*analysis', 'T-Lymphocytes/*metabolism']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1984 Oct;12(9):688-93.,"['Bussolino, F', 'Foa, R', 'Malavasi, F', 'Ferrando, M L', 'Camussi, G']","['Bussolino F', 'Foa R', 'Malavasi F', 'Ferrando ML', 'Camussi G']","['0 (HLA Antigens)', '0 (Platelet Activating Factor)']","The release of platelet-activating factor (PAF)-like material was evaluated from eight B and T human leukemic cell lines and from three lymphoblastoid cell lines obtained after Epstein-Barr virus (EBV) transformation. All cell lines were stimulated with ionophore A23187, phytohemagglutinin (PHA), or both either in the presence of or without acetyl coenzyme A (AcCoA). After appropriate stimuli, all cell lines tested released PAF-like material, irrespective of the surface phenotype and of the level of differentiation. Some cell lines released PAF-like material after stimulation with A23187 (Molt-4, Jurkat, 1301, Raji, FM007), others only if AcCoA was added to A23187 (CCRF/CEM, HUT 78, Daudi, Nalm-1). In some cases, PHA was capable of enhancing the effect of A23187 (Molt-4, HUT 78, Daudi, IBW4) and finally, in a lymphoblastoid cell line (WT20), the release of PAF-like material was achieved only in the presence of both A23187 and PHA. These findings demonstrate for the first time that human lymphoid cells both of B- and of T-cell origin can release a PAF-like material after appropriate stimuli.",,,,,,,,,
6333351,NLM,MEDLINE,19841128,20131121,0301-472X (Print) 0301-472X (Linking),12,8,1984 Sep,Human serum megakaryocyte colony-stimulating activity increases in response to intensive cytotoxic chemotherapy.,624-8,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/physiology', 'Cells, Cultured', 'Colony-Stimulating Factors/*blood/isolation & purification', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Humans', 'Leukemia/blood/*drug therapy', 'Megakaryocytes/*physiology', 'Platelet Count', 'Thioguanine/administration & dosage']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1984 Sep;12(8):624-8.,"['Mazur, E M', 'de Alarcon, P', 'South, K', 'Miceli, L']","['Mazur EM', 'de Alarcon P', 'South K', 'Miceli L']","['0 (Colony-Stimulating Factors)', '04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)']","Sera from patients with aplastic anemia and amegakaryocytic thrombocytopenia contain an activity that stimulates megakaryocyte colony formation in vitro. We have assayed this megakaryocyte colony-stimulating activity (Meg-CSA) in sera of four patients receiving intensive antileukemic chemotherapy to determine whether the appearance of Meg-CSA is a physiologic response to the suppression of megakaryocytopoiesis. Three of the four patients were receiving consolidation or late intensification therapy for acute myoblastic leukemia (AML) in remission. The fourth was receiving induction therapy for de novo AML. During all or part of four chemotherapeutic cycles, serial Meg-CSA levels were assessed and correlated with the corresponding peripheral platelet counts. All courses of cytotoxic chemotherapy resulted in increases in serum Meg-CSA comparable to activity levels present in sera from patients with aplastic anemia. Two of the three patients studied during the early postchemotherapy interval manifested initial serum Meg-CSA elevations seven days before their thrombocytopenic nadirs when platelet counts were still between 100,000/mm3 and 140,000/mm3. Bone marrow recovery from chemotherapy was characterized by a decrease in serum Meg-CSA to pretherapy levels that occurred concurrently with the rise in platelet count to normal. These observations support the hypothesis that Meg-CSA is a physiologic humoral regulator of megakaryocytopoiesis elaborated in response to the depletion of either bone marrow megakaryocytes or megakaryocyte progenitor cells.","['HL 29277/HL/NHLBI NIH HHS/United States', 'HL 31856/HL/NHLBI NIH HHS/United States']",,,,,,,,
6333325,NLM,MEDLINE,19841130,20191210,0412-4014 (Print) 0412-4014 (Linking),19,1,1984 Mar,"[Oral manifestations in patients with hematologic diseases--analysis of 1,005 cases].",39-41,['chi'],['Journal Article'],China,Zhonghua Kou Qiang Ke Za Zhi,Zhonghua kou qiang ke za zhi [Chinese journal of stomatology],16210440R,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Female', 'Hematologic Diseases/*complications', 'Humans', 'Hyperplasia', 'Infections/etiology', 'Leukemia/*complications', 'Lymph Nodes/pathology', 'Male', 'Middle Aged', 'Mouth Diseases/*etiology', 'Oral Hemorrhage/etiology']",1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",,ppublish,Zhonghua Kou Qiang Ke Za Zhi. 1984 Mar;19(1):39-41.,"['Pan, X Y']",['Pan XY'],,,,,,,,,,,
6333284,NLM,MEDLINE,19841219,20190720,0008-8749 (Print) 0008-8749 (Linking),89,1,1984 Nov,Production of high levels of interleukin 1-like activity by the SPI-802 human leukemia cell line with E receptors.,122-31,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Cell Immunol,Cellular immunology,1246405,IM,"['*Cell Line', 'Erythrocytes/immunology', 'Humans', 'Interleukin-1/*biosynthesis', 'Killer Cells, Natural/immunology', 'Leukemia/*immunology/pathology', 'Receptors, Immunologic/analysis']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']","['0008-8749(84)90203-X [pii]', '10.1016/0008-8749(84)90203-x [doi]']",ppublish,Cell Immunol. 1984 Nov;89(1):122-31. doi: 10.1016/0008-8749(84)90203-x.,"['Komiyama, A', 'Miyagawa, Y', 'Aoyama, K', 'Akabane, T', 'Uehara, Y']","['Komiyama A', 'Miyagawa Y', 'Aoyama K', 'Akabane T', 'Uehara Y']","['0 (Interleukin-1)', '0 (Receptors, Immunologic)']","The SPI-802 human leukemia cell line, which possesses E receptors and used to have natural killer activity, has been demonstrated to produce high levels of interleukin 1 (IL-1)-like activity. SPI-802 supernatants prepared in 1% serum-containing cultures with lipopolysaccharide stimulation, like similarly prepared adherent-cell-derived IL-1, enhanced phytohemagglutinin-induced mouse thymocyte proliferation. When adherent-cell IL-1 gave 50% maximum activity at a reciprocal dilution of 20, SPI-802 supernatant gave it at 200, indicating the production of high levels of IL-1-like activity by the cell line. SPI-802 supernatant promoted the production of interleukin 2 (IL-2) by the Jurkat-F1884 T-cell line: Levels of IL-2 activity obtained with 15% SPI-802 supernatant were almost equivalent to those obtained with 50% adherent-cell IL-1 as estimated by the maximum proliferation of IL-2-dependent cytotoxic T cells. SPI-802 supernatant by itself exhibited no IL-2 activity. Major IL-1-like activity of SPI-802 supernatant was present in fractions from AcA54 columns corresponding to Mr 12,000-20,000 and 60,000-70,000 and resolved on isoelectrofocusing into two distinct species with pI values of 5.0 and 7.0, being consistent with the results of adherent-cell IL-1. The SPI-802 cell line having E receptors is an ideal source of a soluble factor with the biological and biochemical characteristics of human IL-1.",,,,,,,,,
6333271,NLM,MEDLINE,19841128,20071115,0008-5472 (Print) 0008-5472 (Linking),44,11,1984 Nov,Human myeloid leukemic cell (HL-60) autostimulator: relationship to colony-stimulating factor.,5169-75,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Bone Marrow Cells', 'Cell Adhesion', 'Cell Line', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/isolation & purification/pharmacology', 'Cross Reactions', 'Culture Media', 'Glycoproteins/*isolation & purification/pharmacology', 'Hematopoietic Stem Cells/cytology/drug effects', 'Humans', 'Immunoassay', 'Kinetics', 'Leukemia, Myeloid, Acute/pathology/*physiopathology', 'Mice', 'Mice, Inbred C57BL']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1984 Nov;44(11):5169-75.,"['Perkins, S L', 'Andreotti, P E', 'Sinha, S K', 'Wu, M C', 'Yunis, A A']","['Perkins SL', 'Andreotti PE', 'Sinha SK', 'Wu MC', 'Yunis AA']","['0 (Colony-Stimulating Factors)', '0 (Culture Media)', '0 (Glycoproteins)']","The human promyelocyte leukemic cell line HL-60 secretes a glycoprotein factor which stimulates HL-60 and myeloid cell growth and colony formation in vitro. Functional and biochemical studies indicate this autostimulatory activity (ASA) is distinct from colony-stimulating factor (CSF) activities reported previously. Human CSF I, CSF II, and HL-60 ASA stimulated HL-60 growth and colony formation. The ASA also demonstrated CSF activity for both granulocyte and macrophage colonies when assayed on normal mouse and human bone marrow cells. The ASA glycoprotein was partially purified 1200-fold to an apparent molecular weight of 25,000 on G-75 filtration and a pl of 4.9 after neuraminidase treatment. Serological cross-reactivity between human CSF I and HL-60 ASA was detectable by immune precipitation and neutralization of biological activity with rabbit anti-CSF I antibodies. The cross-reactive anti-CSF I antibodies also inhibited spontaneous HL-60 colony formation in vitro in the absence of exogenous CSF, ASA, or anti-HL-60 antibody activity. These results indicate that HL-60 ASA is an endogenous growth factor similar to CSF that may be required for HL-60 growth in vitro.",,,,,,,,,
6333258,NLM,MEDLINE,19841130,20210216,0006-4971 (Print) 0006-4971 (Linking),64,5,1984 Nov,Efficient transformation of previously activated and dividing T lymphocytes by human T cell leukemia-lymphoma virus.,967-74,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Acquired Immunodeficiency Syndrome/immunology', 'Antibodies, Monoclonal/immunology', 'Antigens, Surface/immunology', 'Cell Line', '*Cell Transformation, Neoplastic', 'Cells, Cultured', 'Humans', 'Mitosis', 'Retroviridae/physiology', 'T-Lymphocytes/*immunology/physiology']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",['S0006-4971(20)84696-5 [pii]'],ppublish,Blood. 1984 Nov;64(5):967-74.,"['Merl, S', 'Kloster, B', 'Moore, J', 'Hubbell, C', 'Tomar, R', 'Davey, F', 'Kalinowski, D', 'Planas, A', 'Ehrlich, G', 'Clark, D']","['Merl S', 'Kloster B', 'Moore J', 'Hubbell C', 'Tomar R', 'Davey F', 'Kalinowski D', 'Planas A', 'Ehrlich G', 'Clark D', 'et al.']","['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)']","Modifying previously reported techniques, we attempted to increase the efficiency of human T cell leukemia-lymphoma virus (HTLV) transformation of human T lymphocytes. Lethally irradiated donor cells (DCs) were cultured with target mononuclear cells (TMCs). DCs included ten HTLV+ T cell lines with varying degrees of virus expression or seven cell lines that do not express HTLV. TMCs were prepared from 20 cord and 16 adult peripheral blood samples, including eight patients with acquired immunodeficiency syndrome (AIDS). TMCs were either added directly to the DCs or were first stimulated with phytohemagglutinin (PHA) (5 micrograms/mL) and grown in T cell growth factor (TCGF) prior to exposure to DCs. The presence of integrated HTLV proviral DNA in the transformed cells was determined by dot blot hybridization, utilizing a cloned probe to the HTLV-I genome. HTLV production by transformed TMCs was assessed for HTLV p19, reverse transcriptase, and virus particles. No transformation occurred with T cell donor lines that do not express HTLV. Low virus expressor DCs could only, with rare exception, transform preactivated TMCs. High-titer virus-producing DCs could transform activated and nonactivated cord blood cells and activated adult TMCs. Only MT-2 could routinely transform nonactivated normal adult and activated AIDS TMCs. HUT 102 B2 could transform only one activated AIDS sample, the cells of which initially expressed HTLV-like proteins and virions. Transformed cell lines contained subsets of mature T lymphocytes with variable HTLV expression. Prior activation and culture of the T lymphocytes increases the probability and rate of transformation by HTLV, allowing for biologic detection of low HTLV-producing cells and for in vitro expansion of T lymphocyte subsets from selected patients.",,,,,,,,,
6333257,NLM,MEDLINE,19841130,20210216,0006-4971 (Print) 0006-4971 (Linking),64,5,1984 Nov,Effects of monoclonal antibody therapy in patients with chronic lymphocytic leukemia.,1085-93,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Antibodies, Monoclonal/immunology/*therapeutic use', 'B-Lymphocytes', 'Dyspnea/etiology', 'Fever/etiology', 'Humans', 'Immunotherapy/adverse effects', 'Leukemia, Lymphoid/*therapy', 'Molecular Weight', 'Urticaria/etiology']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",['S0006-4971(20)84715-6 [pii]'],ppublish,Blood. 1984 Nov;64(5):1085-93.,"['Foon, K A', 'Schroff, R W', 'Bunn, P A', 'Mayer, D', 'Abrams, P G', 'Fer, M', 'Ochs, J', 'Bottino, G C', 'Sherwin, S A', 'Carlo, D J']","['Foon KA', 'Schroff RW', 'Bunn PA', 'Mayer D', 'Abrams PG', 'Fer M', 'Ochs J', 'Bottino GC', 'Sherwin SA', 'Carlo DJ', 'et al.']","['0 (Antibodies, Monoclonal)']","A phase I clinical trial was initiated to treat patients with stage IV B-derived chronic lymphocytic leukemia (CLL) with the IgG2a murine monoclonal antibody T101. This antibody binds to a 65,000-mol wt (T65) antigen found on normal T lymphocytes, malignant T lymphocytes, and B-derived CLL cells. All of the patients had a histologically confirmed diagnosis of advanced B-derived CLL and were refractory to standard therapy, and more than 50% of their leukemia cells reacted with the T101 antibody in vitro. The patients received T101 antibody two times per week, over two to 50 hours by intravenous administration in 100 mL of normal saline containing 5% human albumin. Twelve patients were treated with a fixed dosage of 1, 10, 50, or 100 mg, and one patient was treated with 140 mg of antibody. It was demonstrated that patients given two-hour infusions of 50 mg developed pulmonary toxicity, with shortness of breath and chest tightness. This toxicity was eliminated when infusions of 50 or 100 mg of T101 were prolonged to 50 hours. All dose levels caused a rapid but transient decrease in circulating leukemia cell counts. In vivo binding to circulating and bone marrow leukemia cells was demonstrated at all dose levels with increased binding at higher dosages. Antimurine antibody responses were not demonstrated in any patients at any time during treatment. Circulating free murine antibody was demonstrated in the serum of only the two patients treated with 100 mg of antibody as a 50-hour infusion and the patient treated with 140 mg of antibody over 30 hours. Antigenic modulation was demonstrated in patients treated at all dose levels but was particularly apparent in patients treated with prolonged infusions of 50 and 100 mg of antibody. We were also able to demonstrate antigenic modulation in lymph node cells, which strongly suggests in vivo labeling of these cells. Overall, T101 antibody alone appears to have a very limited therapeutic value for patients with CLL. The observations of in vivo labeling of tumor cells, antigenic modulation, antibody pharmacokinetics, toxicity, and antimurine antibody formation may be used in the future for more effective therapy when drugs or toxins are conjugated to the antibody.",['N01-CO-12910/CO/NCI NIH HHS/United States'],,,,,,,,
6333255,NLM,MEDLINE,19841130,20081008,0365-9615 (Print) 0365-9615 (Linking),98,9,1984 Sep,[Monoclonal antibodies against human differentiated thymocyte antigens].,324-6,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,IM,"['Adolescent', 'Animals', 'Antibodies, Monoclonal/analysis/*isolation & purification', 'Antigens/*immunology', 'Cell Line', 'Child', 'Child, Preschool', 'Fetus/immunology', 'Humans', 'Hybridomas/immunology', 'Immunization', 'Leukemia, Lymphoid/immunology', 'Lymphoma, Non-Hodgkin/immunology', 'Mice', 'Mice, Inbred BALB C', 'T-Lymphocytes/*immunology']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",,ppublish,Biull Eksp Biol Med. 1984 Sep;98(9):324-6.,"['Baryshnikov, A Iu']",['Baryshnikov AIu'],"['0 (Antibodies, Monoclonal)', '0 (Antigens)']","Hybridomas producing monoclonal antibodies against cortical thymocytes (IKO-11) and early T cell precursors (IKO-10) were obtained. Monoclonal IKO-11 antibodies reacted with 75 +/- 1.6% of thymocytes and IKO-10 with 2.5 +/- 0.5%. Thymocyte fractionation over 19-33% gradient showed IKO-10 antibodies to react with the first fraction containing large cells and IKO-11 antibodies with the 4th-6th fraction containing small cells. The antibodies did not react with peripheral blood cells from healthy donors but detected antigens in patients with T cell ALL. If IKO-10 antibodies reacted with T cell ALL, there was no IKO-11 antibody reaction and vice versa. IKO-10 antibodies recognized this antigen on the cell surface of T cell Molt-4, SKCO-3 and non-T, non-B ALL Reh-6 lines. IKO antibodies did not react with these cells.",,,Monoklonal'nye atitela protiv differentsirovochnykh antigenov timotsitov cheloveka.,,,,,,
6333247,NLM,MEDLINE,19841130,20190515,0007-0920 (Print) 0007-0920 (Linking),50,4,1984 Oct,Adjuvant low dose radiation in childhood T cell leukaemia/lymphoma (report from the United Kingdom Childrens' Cancer Study Group--UKCCSG).,457-62,['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",England,Br J Cancer,British journal of cancer,0370635,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Female', 'Humans', 'Infant', 'Leukemia/drug therapy/mortality/*radiotherapy', 'Lymphoma/drug therapy/mortality/*radiotherapy', 'Male', 'Mediastinal Neoplasms/radiotherapy', 'Radiotherapy Dosage', 'T-Lymphocytes']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",['10.1038/bjc.1984.201 [doi]'],ppublish,Br J Cancer. 1984 Oct;50(4):457-62. doi: 10.1038/bjc.1984.201.,"['Mott, M G', 'Chessells, J M', 'Willoughby, M L', 'Mann, J R', 'Morris-Jones, P H', 'Malpas, J S', 'Palmer, M K']","['Mott MG', 'Chessells JM', 'Willoughby ML', 'Mann JR', 'Morris-Jones PH', 'Malpas JS', 'Palmer MK']",,"From November 1977 to July 1983, 82 children with T leukaemia/lymphoma entered a randomised trial of combination chemotherapy and radiotherapy. Twenty-five were designated T lymphoma and 57 T leukaemia, 28 having greater than 100 x 10(9)1(-1) blasts in peripheral blood at diagnosis. Twenty-seven patients with mediastinal primaries who were treated on the companion non-Hodgkin lymphoma (NHL) trial were comparable in all respects to the T lymphoma patients and the results of treatment were therefore combined and analysed together. Overall 4-year survival (48-53%) and failure-free survival (FFS) (37-40%) were similar in all groups except the 28 with T leukaemia and WCC greater than 100 X 10(9)1(-1) (20% and 13%). There was a significant advantage in FFS for patients randomised to receive low dose mediastinal radiation, and this was most marked in patients with T lymphoma (66% vs 18%, P = 0.006).",,PMC1976909,,,,,,,
