PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,RN,CI,CIN,GR,DEP,CON,PMC,CN,SI,MID,EIN,OID,OTO,OT,GN,PS,FPS,LID
12455145,NLM,MEDLINE,20030110,20091021,0030-6002 (Print) 0030-6002 (Linking),143,43,2002 Oct 27,[Risk of cancer and malignant transformation in hematology practice].,2435-8,The cancer-morbidity growing year by year is in the focus of investigations all over the world. Beyond inherited factors this could be related to the environmental harm posed to men day by day. In this study questions will be discussed especially concerning carcinogenicity of cytostatic therapy being paradoxically a part of this process. The newly recognised relation between the hemochromatosis gene mutation and myelodysplasia opens new avenues in the understanding process of the pathomechanism of myelodysplastic syndromes. Deliberation tissues from iron of oxidative potential may reduce transfusion need and postpone blastic transformation. The aim of the study is to call for attention on the group of multiple myeloma patients and their first degree relatives having high risk for cancer emphasizing the importance of their follow up.,"['Varkonyi, Judit']",['Varkonyi J'],"['Altalanos Orvostudomanyi Kar, III. sz. Belgyogyaszati Klinika, Semmelweis Egyetem, Budapest.']",['hun'],"['English Abstract', 'Journal Article', 'Review']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Antineoplastic Agents/adverse effects', '*Cell Transformation, Neoplastic', 'Genetic Predisposition to Disease', 'Hematologic Neoplasms/*chemically induced/epidemiology/*genetics', 'Hemochromatosis/genetics', 'Humans', 'Hungary/epidemiology', 'Incidence', 'Leukemia/chemically induced', 'Multiple Myeloma/genetics', '*Mutation', 'Myelodysplastic Syndromes/genetics', 'Neoplasms, Second Primary/*chemically induced', 'Neoplastic Syndromes, Hereditary/genetics', 'Risk Assessment', 'Risk Factors']",2002/11/29 04:00,2003/01/11 04:00,['2002/11/29 04:00'],"['2002/11/29 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/29 04:00 [entrez]']",,ppublish,Orv Hetil. 2002 Oct 27;143(43):2435-8.,23,A daganatos megbetegedes kockazatanak es a malignus transzformacio jelensegenek nehany kerdese a hematologiai gyakorlatban.,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,,,
12455064,NLM,MEDLINE,20030106,20211203,0020-7136 (Print) 0020-7136 (Linking),103,1,2003 Jan 1,Modulation of P-glycoprotein but not MRP1- or BCRP-mediated drug resistance by LY335979.,121-5,"Our study examines the ability of LY335979 (Zosuquidar trihydrochloride) to modulate 3 distinct ABC transporters that are mechanisms of drug resistance: P-glycoprotein (Pgp, ABCB1), multidrug resistance associated protein (MRP1, ABCC2) and breast cancer resistance protein (BCRP, ABCG2). Pgp-mediated resistance can be modulated by coadministration with the highly potent, selective inhibitor, LY335979. Modulation of resistance by mitoxantrone and vinorelbine, 2 drugs used to treat certain solid tumors, was examined in a 3-day cytotoxicity assay using a panel of HL60 leukemia cell lines or MCF-7 breast cancer transfectants. LY335979, at 0.5 microM, substantially reversed mitoxantrone resistance and fully reversed vinorelbine resistance of Pgp-expressing HL60/Vinc cells. However, LY335979 did not modulate drug resistance in the MRP1-expressing HL60/ADR or drug-sensitive parental HL60 cells. To ascertain if LY335979 modulates BCRP-mediated drug resistance, the sensitivity of 26-fold mitoxantrone resistant, BCRP-transfected MCF-7 cells was evaluated. Addition of 5 microM LY335979, a concentration approximately 100-fold higher than the affinity of Pgp, had little to no effect on the BCRP transfectant. [(125)I]Iodomycin photolabeled Pgp in CEM/VLB(100) membranes and was inhibited by 5 microM LY335979 and GF120918. No photolabeling of MRP or BCRP occurred in H69AR or MCF-7/BCRP membranes, respectively. These results further demonstrate that LY335979 is highly specific for Pgp and does not modulate MRP1- or BCRP-mediated resistance and can be used in combination with mitoxantrone and vinorelbine in tumor cells.","['Shepard, Robert L', 'Cao, Jin', 'Starling, James J', 'Dantzig, Anne H']","['Shepard RL', 'Cao J', 'Starling JJ', 'Dantzig AH']","['Lilly Research Laboratories, Lilly Corporate Center, Indianapolis, IN 46285, USA. Shepard_Robert_L@Lilly.com']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*metabolism', 'ATP Binding Cassette Transporter, Subfamily G, Member 2', 'ATP-Binding Cassette Transporters/*metabolism', 'Antineoplastic Agents/pharmacology', 'Breast Neoplasms/drug therapy/*metabolism', 'Dibenzocycloheptenes/*pharmacology', 'Doxorubicin/pharmacology', '*Drug Resistance, Multiple', '*Drug Resistance, Neoplasm', 'Female', 'Fetal Viability/drug effects', 'Humans', 'Immunoblotting', 'Multidrug Resistance-Associated Protein 2', 'Neoplasm Proteins/metabolism', 'Quinolines/*pharmacology', 'Tumor Cells, Cultured/drug effects/metabolism']",2002/11/28 04:00,2003/01/08 04:00,['2002/11/28 04:00'],"['2002/11/28 04:00 [pubmed]', '2003/01/08 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1002/ijc.10792 [doi]'],ppublish,Int J Cancer. 2003 Jan 1;103(1):121-5. doi: 10.1002/ijc.10792.,,,"['0 (ABCC2 protein, human)', '0 (ABCG2 protein, human)', '0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (ATP Binding Cassette Transporter, Subfamily G, Member 2)', '0 (ATP-Binding Cassette Transporters)', '0 (Antineoplastic Agents)', '0 (Dibenzocycloheptenes)', '0 (Multidrug Resistance-Associated Protein 2)', '0 (Neoplasm Proteins)', '0 (Quinolines)', '80168379AG (Doxorubicin)', '813AGY3126 (zosuquidar trihydrochloride)']","['Copyright 2002 Wiley-Liss, Inc.']",,,,,,,,,,,,,,,,
12454822,NLM,MEDLINE,20021219,20071115,0046-8177 (Print) 0046-8177 (Linking),33,11,2002 Nov,Genetic characterization of the paraimmunoblastic variant of small lymphocytic lymphoma/chronic lymphocytic leukemia: A case report and review of the literature.,1145-8,"Paraimmunoblastic variant of small lymphocytic lymphoma/chronic lymphocytic leukemia (SLL/CLL) is characterized by a diffuse proliferation of cells, called paraimmunoblasts, normally located on the pseudoproliferation centers. Patients usually present with multiple lymphadenopathies and a rapid and aggressive progression of the disease. We report a case with paraimmunoblastic variant of SLL/CLL genetically well-characterized by conventional cytogenetics, comparative genomic hybridization (CGH), IgH/BCL-1, IgH/BCL-2, and p53 fluorescent in situ hybridization (FISH) probes and polymerase chain reaction (PCR) for detection of IgH/BCL-2 translocation. A complex karyotype was found, with p53 deletion confirmed by CGH and FISH; however, no translocations involving either BCL-2 or BCL-1 and the immunoglobulin heavy chain gene were identified. A literature review shows only 20 previously reported cases, 6 of which involve genetic studies.","['Espinet, Blanca', 'Larriba, Itziar', 'Salido, Marta', 'Florensa, Lourdes', 'Woessner, Soledad', 'Sans-Sabrafen, Jordi', 'Barranco, Carles', 'Serrano, Sergi', 'Sole, Francesc']","['Espinet B', 'Larriba I', 'Salido M', 'Florensa L', 'Woessner S', 'Sans-Sabrafen J', 'Barranco C', 'Serrano S', 'Sole F']","['Laboratori de Citogenetica i Biologia Molecular, Departament de Patologia, Escola de Citologia Hematologica Soledad Woessner-IMAS, Barcelona, Spain.']",['eng'],"['Case Reports', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,IM,"['Aged', 'Chromosome Banding', 'DNA, Neoplasm/genetics', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*genetics/pathology', 'Male', 'Nucleic Acid Hybridization', 'Polymerase Chain Reaction']",2002/11/28 04:00,2002/12/20 04:00,['2002/11/28 04:00'],"['2002/11/28 04:00 [pubmed]', '2002/12/20 04:00 [medline]', '2002/11/28 04:00 [entrez]']","['10.1053/hupa.2002.129209 [doi]', 'S0046817702001703 [pii]']",ppublish,Hum Pathol. 2002 Nov;33(11):1145-8. doi: 10.1053/hupa.2002.129209.,,,"['0 (DNA, Neoplasm)']","['Copyright 2002, Elsevier Science (USA). All rights reserved.']",,,,,,,,,,,,,,,,
12454756,NLM,MEDLINE,20030110,20130304,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,"Etiology of acute myeloid leukemia following intensive therapy for AML--relapse, secondary disease or bad luck?",2459-62,,"['Braess, J', 'Schoch, C', 'Fiegl, M', 'Schmid, C', 'Hiddemann, W', 'Kolb, H-J']","['Braess J', 'Schoch C', 'Fiegl M', 'Schmid C', 'Hiddemann W', 'Kolb HJ']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*adverse effects', 'Cytogenetic Analysis', 'Female', 'Hematopoiesis/genetics', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid/*chemically induced/etiology/pathology', 'Neoplasms, Second Primary/*chemically induced/etiology/genetics', 'Recurrence', 'Transplantation, Homologous']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/02/20 00:00 [received]', '2002/08/22 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402772 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2459-62. doi: 10.1038/sj.leu.2402772.,,,,,,,,,,,,,,,,,,,,
12454755,NLM,MEDLINE,20030110,20130304,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Isolated granulocytic sarcoma followed by acute myelogenous leukemia type FAB-M2 associated with inversion 16 and trisomies 9 and 22.,2458-9,,"['Morel, F', 'Herry, A', 'Le Bris, M-J', 'Le Calvez, G', 'Marion, V', 'Berthou, C', 'De Braekeleer, M']","['Morel F', 'Herry A', 'Le Bris MJ', 'Le Calvez G', 'Marion V', 'Berthou C', 'De Braekeleer M']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Chromosome Inversion', 'Chromosomes, Human, Pair 16/*genetics', 'Chromosomes, Human, Pair 22/*genetics', 'Chromosomes, Human, Pair 9/*genetics', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/therapy', 'Male', 'Neoplasms, Second Primary/*genetics/therapy', 'Sarcoma, Myeloid/*pathology/therapy', 'Trisomy']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2001/10/15 00:00 [received]', '2002/02/11 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402593 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2458-9. doi: 10.1038/sj.leu.2402593.,,,,,,,,,,,,,,,,,,,,
12454754,NLM,MEDLINE,20030110,20130304,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Mature T cell leukemias which cannot be adequately classified under the new WHO classification of lymphoid neoplasms.,2457-8,,"['Kussick, S J', 'Wood, B L', 'Sabath, D E']","['Kussick SJ', 'Wood BL', 'Sabath DE']",,['eng'],['Letter'],England,Leukemia,Leukemia,8704895,IM,"['Cell Size', 'Humans', 'Immunophenotyping', 'Leukemia/classification/immunology/pathology', 'Leukemia, T-Cell/*classification/immunology/pathology', '*World Health Organization']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/05/28 00:00 [received]', '2002/06/28 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402715 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2457-8. doi: 10.1038/sj.leu.2402715.,,,,,['Leukemia. 2003 Aug;17(8):1682-3; author reply 1683. PMID: 12886265'],,,,,,,,,,,,,,,
12454753,NLM,MEDLINE,20030110,20181130,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Molecular remission and reconstitution of a full chimera with arsenic trioxide in a patient with acute promyelocytic leukemia relapsed after allogeneic bone marrow transplantation.,2455-6,,"['Tedeschi, A', 'Cairoli, R', 'Marenco, P', 'Nosari, A', 'Tresoldi, E', 'Di Bona, E', 'Montillo, M', 'Morra, E']","['Tedeschi A', 'Cairoli R', 'Marenco P', 'Nosari A', 'Tresoldi E', 'Di Bona E', 'Montillo M', 'Morra E']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Antineoplastic Agents/*administration & dosage', 'Arsenic Trioxide', 'Arsenicals/*administration & dosage', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Promyelocytic, Acute/diagnosis/*therapy', 'Male', 'Middle Aged', 'Molecular Diagnostic Techniques', 'Neoplasm Proteins/genetics', 'Oncogene Proteins, Fusion/genetics', 'Oxides/*administration & dosage', 'RNA, Neoplasm/analysis', 'Recurrence', 'Remission Induction/methods', 'Salvage Therapy', 'Transplantation Chimera', 'Transplantation, Homologous']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/06/11 00:00 [received]', '2002/06/21 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402716 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2455-6. doi: 10.1038/sj.leu.2402716.,,,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Oxides)', '0 (RNA, Neoplasm)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', 'S7V92P67HO (Arsenic Trioxide)']",,['Leukemia. 2003 Sep;17(9):1916-7; author reply 1918. PMID: 12970801'],,,,,,,,,,,,,,,
12454752,NLM,MEDLINE,20030110,20161124,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Cerebellar herniation after intrathecal chemotherapy including cytosine arabinoside in a boy with T acute lymphoblastic leukemia.,2454-5,,"['Legrand, F', 'Dorgeret, S', 'Saizou, C', 'Duval, M', 'Vilmer, E']","['Legrand F', 'Dorgeret S', 'Saizou C', 'Duval M', 'Vilmer E']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Antineoplastic Agents/administration & dosage/*adverse effects', 'Child', 'Cytarabine/administration & dosage/*adverse effects', 'Encephalocele/*chemically induced/diagnostic imaging', 'Humans', 'Injections, Spinal', 'Leukemia-Lymphoma, Adult T-Cell/*complications/therapy', 'Male', 'Neurotoxicity Syndromes/etiology', 'Radiography']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/02/21 00:00 [received]', '2002/03/27 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402569 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2454-5. doi: 10.1038/sj.leu.2402569.,,,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)']",,,,,,,,,,,,,,,,,
12454751,NLM,MEDLINE,20030110,20191210,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Comparison of competitive-nested PCR and real-time PCR in detecting BCR-ABL fusion transcripts in chronic myeloid leukemia patients.,2447-53,"Real-time RT-PCR has great advantages for estimating transcript levels in a variety of situations. These include relative rapid assay times (hours), reliability and ease of performing replicate analyses. In contrast, competitive PCR is a very labor-intensive procedure requiring a few days to generate useful data. We compared the same samples from CML patients by both methods. Importantly, we used the Bcr-Abl junction plasmid DNA, which is used as a competitor in the manual competitive PCR assay, to generate a standard curve for the real-time assay. This permitted reporting the real-time data as the number of BCR-ABL transcripts per microg of total RNA, which is the same format used for the competitive PCR assay. In this study, a total of 435 peripheral blood and marrow samples from 285 CML patients were analyzed by RT-PCR; these patients were undergoing therapy by STI-571, interferon, and bone marrow transplantation treatment. Most samples also had assay values for the Philadelphia chromosome (Ph), FISH and Western blotting for the Bcr-Abl oncoprotein. Our findings indicated that the real-time assay was less sensitive than the manual competitive RT-PCR assay (t = 5.118; P < 0.001). Of interest, the transcript levels in cell line mixtures with various ratios of K562/KG-1 (BCR-ABL positive/negative) cells were also significantly higher with the competitive RT-PCR assays than real-time RT-PCR, except for levels of BCR-ABL below 200 transcripts per microg of RNA. In both patient and cell line experiments, dividing the BCR-ABL transcripts by the total ABL transcripts virtually eliminated the difference between real-time BCR-ABL transcript values and quantitative competitive BCR-ABL transcript values, indicating that both BCR-ABL and ABL transcripts were underestimated by the real-time assay. In addition, the increased sensitivity of the nested, competitive RT-PCR was readily apparent in patients with minimal residual disease, which by the real-time were negative in the majority of patients but were positive by nested, competitive RT-PCR in 44.6% (n = 29) of samples analyzed (n = 65). These findings indicate that real-time RT-PCR, when normalized for the total ABL transcripts, can be used to monitor CML patients during therapy, but we suggest that nested, competitive RT-PCR be used to determine BCR-ABL/ABL transcript ratios at low transcript values or especially when real-time analyses are negative.","['Guo, J Q', 'Lin, H', 'Kantarjian, H', 'Talpaz, M', 'Champlin, R', 'Andreeff, M', 'Glassman, A', 'Arlinghaus, R B']","['Guo JQ', 'Lin H', 'Kantarjian H', 'Talpaz M', 'Champlin R', 'Andreeff M', 'Glassman A', 'Arlinghaus RB']","['Department of Molecular Pathology, University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA.']",['eng'],"['Comparative Study', 'Evaluation Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*genetics', 'Neoplasm, Residual/diagnosis/genetics', 'Polymerase Chain Reaction/*methods/standards', 'RNA, Neoplasm/*analysis', 'Sensitivity and Specificity', 'Tumor Cells, Cultured']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/01/11 00:00 [received]', '2002/07/03 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402730 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2447-53. doi: 10.1038/sj.leu.2402730.,,,"['0 (RNA, Neoplasm)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,['Leukemia. 2003 Dec;17(12):2527-8; author reply 2528-31. PMID: 14671651'],['CA49639/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
12454750,NLM,MEDLINE,20030110,20130304,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,Do CLL B cells correspond to naive or memory B-lymphocytes? Evidence for an active Ig switch unrelated to phenotype expression and Ig mutational pattern in B-CLL cells.,2438-46,"Recent work suggests that chronic lymphocytic leukemia (B-CLL) expressing unmutated immunoglobulin V genes could correspond to the proliferation of naive B cells whereas those expressing mutated genes, may correspond to the proliferation of post-germinal center B cells. Current data from gene profiling expression have failed to demonstrate a clear-cut distinction between these two forms of B-CLL disease. In the present study, we have investigated the complete V(H) nucleotide sequence and the presence of RNA transcripts from different C(H) domains in 25 B-CLL patients. Our results demonstrate that: (1) expression of IgD is not related to the mutational frequency and activation of the isotype switch pathway; (2) isotype switch, leading to simultaneous expression at the transcriptional and protein level of IgM, IgD, IgG and IgA, occurs in a small percentage of patients, and (3) different mechanisms such as VDJ duplication and trans-splicing or RNA splicing of long nuclear transcript, could be involved in isotype switch. Our results highlight the difficulty in assigning a normal counterpart to B-CLL cells and raise the possibility that a different B cell development pathway, independent from classical germinal centers, might exist in B-CLL.","['Oppezzo, P', 'Magnac, C', 'Bianchi, S', 'Vuillier, F', 'Tiscornia, A', 'Dumas, G', 'Payelle-Brogard, B', 'Ajchenbaum-Cymbalista, F', 'Dighiero, G', 'Pritsch, O']","['Oppezzo P', 'Magnac C', 'Bianchi S', 'Vuillier F', 'Tiscornia A', 'Dumas G', 'Payelle-Brogard B', 'Ajchenbaum-Cymbalista F', 'Dighiero G', 'Pritsch O']","['Institut Pasteur, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Amino Acid Sequence', 'B-Lymphocytes/*immunology', 'Female', 'Genes, Immunoglobulin/*genetics', 'Humans', 'Immunoglobulin Class Switching/*genetics', 'Immunoglobulin Heavy Chains/genetics', 'Immunoglobulin Isotypes/genetics', 'Immunoglobulin Variable Region/genetics', '*Immunologic Memory', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/*immunology', 'Male', 'Middle Aged', 'Molecular Sequence Data', '*Mutation', 'Phenotype', 'RNA, Messenger/analysis']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/03/06 00:00 [received]', '2002/06/26 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402731 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2438-46. doi: 10.1038/sj.leu.2402731.,,,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Isotypes)', '0 (Immunoglobulin Variable Region)', '0 (RNA, Messenger)']",,,,,,,,,,,,,,,,,
12454749,NLM,MEDLINE,20030110,20181130,0887-6924 (Print) 0887-6924 (Linking),16,12,2002 Dec,"Expression profiling of B cell chronic lymphocytic leukemia suggests deficient CD1-mediated immunity, polarized cytokine response, altered adhesion and increased intracellular protein transport and processing of leukemic cells.",2429-37,"We used oligonucleotide microarrays to profile the expression of chronic lymphocytic leukemia (CLL) B cells from eight patients compared with CD5-expressing normal B cells from four donors and with pooled normal circulating B cells. Of 6790 genes examined, we identified 87 genes that were differentially expressed at least two-fold between CLL and the normal B cells. CLL cells significantly down-regulated transcripts from CD1c and CD1d genes, which encode proteins known to present lipid antigen and mediate innate and adaptive immunity. The expression pattern was also consistent with reduced signaling by interferon gamma but increased response to interleukin 4 in leukemic cells. CLL cells increased the expression of several collagen-associated extracellular matrix and adhesion molecules, up-regulated many genes involved in intracellular protein transport and processing, while downregulating genes involved in proliferation and metabolism. Based on the expression pattern, we propose that CLL-B cells prolong their survival through increased interaction with survival factors such as IL-4, and through various mechanisms of evading the immune response, such as turning off the expression of CD1c and CD1d, reducing immunogenic response to interferon gamma, inactivating T cell in B-T interaction and increasing the expression of immunoglobulin receptors which neutralize antibody-dependent cell-mediated cytotoxicity.","['Zheng, Z', 'Venkatapathy, S', 'Rao, G', 'Harrington, C A']","['Zheng Z', 'Venkatapathy S', 'Rao G', 'Harrington CA']","['Division of Hematology, Stanford University School of Medicine, Stanford, CA, USA. zhizheng10@yahoo.com']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Antigens, CD1/*genetics/immunology', 'Antigens, CD1d', 'B-Lymphocytes/metabolism', 'Case-Control Studies', 'Cell Adhesion/genetics', 'Cytokines/*genetics', 'Extracellular Matrix Proteins/genetics', 'Female', '*Gene Expression Profiling', 'Gene Expression Regulation, Neoplastic', 'Glycoproteins/genetics', 'Humans', 'Immunity/genetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/immunology/pathology', 'Male', 'Middle Aged', 'Protein Transport/genetics', 'RNA, Messenger/genetics', 'Receptors, Immunologic/genetics', 'Receptors, Interferon/genetics', 'Receptors, Interleukin-4/genetics']",2002/11/28 04:00,2003/01/11 04:00,['2002/11/28 04:00'],"['2002/02/17 00:00 [received]', '2002/06/26 00:00 [accepted]', '2002/11/28 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/11/28 04:00 [entrez]']",['10.1038/sj.leu.2402711 [doi]'],ppublish,Leukemia. 2002 Dec;16(12):2429-37. doi: 10.1038/sj.leu.2402711.,,,"['0 (Antigens, CD1)', '0 (Antigens, CD1d)', '0 (CD1C protein, human)', '0 (CD1D protein, human)', '0 (Cytokines)', '0 (Extracellular Matrix Proteins)', '0 (Glycoproteins)', '0 (RNA, Messenger)', '0 (Receptors, Immunologic)', '0 (Receptors, Interferon)', '0 (Receptors, Interleukin-4)', '07MXG07O12 (interferon gamma receptor)']",,,"['5R01CA056764-08/CA/NCI NIH HHS/United States', 'P01HG01323/HG/NHGRI NIH HHS/United States']",,,,,,,,,,,,,,
