PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,PMC,AID,TT,SI,CIN,EIN
3468316,NLM,MEDLINE,19870312,20190824,0145-2126 (Print) 0145-2126 (Linking),11,1,1987,Hydroxyurea indices precommitment during retinoic induced HL-60 terminal myeloid differentiation: possible involvement of gene amplification.,63-71,"Control of terminal cell differentiation was studied in the HL-60 human promyeloctyic leukemia cell line. Retinoic acid is known to induce myeloid differentiation associated with GO arrest in these cells. In this case, onset of terminal differentiation occurs after an exposure period corresponding to two division cycles. This is preceded by acquisition of a precommitment memory state occurring by one division cycle. Cells in precommitment undergo accelerated onset of terminal differentiation upon reexposure to inducer. The present report shows that the precommitment state can be induced by a pulse exposure to hydroxyurea. While the hydroxyurea exposure does not itself induce terminal differentiation, the treated cells undergo accelerated onset of phenotypic differentiation and GO arrest upon exposure to retinoic acid. Thus a perturbation of S-phase specific cellular metabolism induces the early precommitment regulatory state in the course of induced HL-60 terminal myeloid differentiation. The results support a model in which initiation of a cellular program of terminal differentiation depends on an S-phase specific event associated with replication of cellular DNA and possibly involving gene amplification. Significantly, the results indicate that a conventional chemotherapeutic agent such as hydroxyurea can synergistically interact with a differentiation inducing agent such as retinoic acid. This indicates the significance of investigating the interaction between conventional S-phase specific chemotherapeutic agents and differentiation inducing agents as a potential treatment modality.","['Yen, A', 'Freeman, L', 'Fishbaugh, J']","['Yen A', 'Freeman L', 'Fishbaugh J']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,IM,"['Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cell Line', 'DNA/analysis', 'DNA Replication/drug effects', 'Humans', 'Hydroxyurea/*pharmacology', 'Interphase/drug effects', 'Leukemia, Myeloid, Acute/pathology', 'Tretinoin/*pharmacology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(1):63-71. doi: 10.1016/0145-2126(87)90106-8.,"['5688UTC01R (Tretinoin)', '9007-49-2 (DNA)', 'X6Q56QN5QC (Hydroxyurea)']",,['10.1016/0145-2126(87)90106-8 [doi]'],,,,
3468315,NLM,MEDLINE,19870312,20190824,0145-2126 (Print) 0145-2126 (Linking),11,1,1987,Human serum-dependent survival of GM-CFCs in vitro from patients with chronic granulocytic leukemia.,3-6,"Bone marrow (BM) cells from 15 patients with chronic granulocytic leukemia (CGL) and 12 normal donors were placed in liquid culture for 4-7 days in the presence of fetal calf serum (FCS) or human AB serum. BM cells were plated in agar for GM-CFC growth at day 0, day 4, day 7 of culture, in the presence of human placenta conditioned medium (HPCM). The recovery of GM-CFCs on day 4 in FCS was 86 +/- 18 and 15 +/- 18% from normal or CGL BM cells respectively (p = 0.005). The recovery of GM-CFCs on day 4 in human AB serum was comparable for normal (66 +/- 48%) and CGL (69 +/- 32%) BM cells. Similar results were obtained on day 7 of culture. Cytochemical staining of agar plates showed a sharp drop of macrophage colonies in CGL BM cells kept in FCS cultures on day 4-7, when compared to both normal BM cells and baseline colonies. These data suggest that the survival in liquid culture of GM-CFCs from patients with CGL is dependent on a factor present in human and not in fetal calf serum. This is not the case for normal GM-CFCs.","['Frassoni, F', 'Repetto, M', 'Piaggio, G', 'Podesta, M', 'Marmont, A M']","['Frassoni F', 'Repetto M', 'Piaggio G', 'Podesta M', 'Marmont AM']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Bone Marrow/pathology', 'Cattle', 'Cell Survival', 'Cells, Cultured', 'Culture Media', 'Growth Substances/blood', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Macrophages/pathology', 'Neoplastic Stem Cells/*pathology', 'Placenta/physiology', 'Species Specificity']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(1):3-6. doi: 10.1016/0145-2126(87)90098-1.,"['0 (Culture Media)', '0 (Growth Substances)']",,['10.1016/0145-2126(87)90098-1 [doi]'],,,,
3468314,NLM,MEDLINE,19870312,20190824,0145-2126 (Print) 0145-2126 (Linking),11,1,1987,"Prognostic significance of agar and liquid cultures in AML patients before treatment, early postinduction and in remission.",17-23,"In the present study, the growth and differentiation capacity of myeloid leukemic cells in agar and liquid cultures have been investigated in relation to their prognostic significance for treatment outcome and early detection of relapse. Prior to induction therapy, leukemic cells failed to differentiate and the colony or cluster number did not correlate with response to treatment. Seventeen to 42 days after induction, patients with BM cells producing greater than 10 colonies or greater than 30 clusters resp. had a high likelihood of achieving a complete remission. Cells from refractory patients had a significantly impaired differentiation capacity. During remission, a colony number greater than 50 was significantly associated with a high probability to remain in further remission for greater than 3 months. An impaired differentiation was significantly associated with the likelihood of relapsing within 3 months. In the light of these results, agar and liquid cultures appear to be useful for monitoring the effect of induction chemotherapy and detecting patients likely to relapse.","['Muller, M R', 'Hofmann, V', 'Koller, A', 'Erni, J']","['Muller MR', 'Hofmann V', 'Koller A', 'Erni J']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Agar', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow/pathology', 'Cell Differentiation', 'Cells, Cultured', 'Culture Media', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/drug therapy/*pathology', 'Prognosis']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(1):17-23. doi: 10.1016/0145-2126(87)90100-7.,"['0 (Antineoplastic Agents)', '0 (Culture Media)', '9002-18-0 (Agar)']",,['10.1016/0145-2126(87)90100-7 [doi]'],,,,
3468306,NLM,MEDLINE,19870323,20180226,0733-1959 (Print) 0733-1959 (Linking),11A,,1987,16th annual UCLA symposium. Abstracts: Recent advances in leukemia and lymphoma.,174-238,,,,['eng'],,['Journal Article'],United States,J Cell Biochem Suppl,Journal of cellular biochemistry. Supplement,8207539,IM,"['Animals', '*Cell Transformation, Neoplastic', 'Growth Substances/*physiology', 'Humans', '*Leukemia/genetics/immunology', '*Lymphoma/genetics/immunology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,J Cell Biochem Suppl. 1987;11A:174-238.,['0 (Growth Substances)'],,,,,,
3468302,NLM,MEDLINE,19870313,20071115,0300-8630 (Print) 0300-8630 (Linking),198,6,1986 Nov-Dec,[Immunoglobulin administration as infection prevention in oncologic patients].,476-8,"Children receiving cytotoxic drugs were given 7 S IgG or placebo before the period of neutropenia (less than 500/mm3 neutrophils) in a double-blind study. Though the IgG levels differed significantly, fever as the most reliable sign of infection occurred not less often than in the placebo-group. There is no indication for the routinely prophylactic administration of immunoglobulins to oncological patients. The therapeutic benefit of immunoglobulin substitution in cancer patients needs verification.","['Bode, U', 'Erps, M', 'Liappis, N']","['Bode U', 'Erps M', 'Liappis N']",['ger'],,"['Clinical Trial', 'Controlled Clinical Trial', 'English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Immune Tolerance', '*Immunization, Passive', 'Immunoglobulin A/analysis', 'Immunoglobulin M/analysis', 'Infant', 'Leukemia, Lymphoid/*complications/immunology', 'Neoplasms/*complications/immunology', 'Neutropenia/therapy', 'Opportunistic Infections/immunology/*prevention & control']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Klin Padiatr. 1986 Nov-Dec;198(6):476-8. doi: 10.1055/s-2008-1033910.,"['0 (Immunoglobulin A)', '0 (Immunoglobulin M)']",,['10.1055/s-2008-1033910 [doi]'],Immunglobulingabe als Infektionsprophylaxe onkologischer Patienten?,,,
3468300,NLM,MEDLINE,19870311,20131121,0027-8874 (Print) 0027-8874 (Linking),78,2,1987 Feb,"Carcinogenicity of 1-(2-hydroxyethyl)-1-nitrosourea and 3-nitroso-2-oxazolidinone administered in drinking water to male MRC-Wistar rats: induction of bone, hematopoietic, intestinal, and liver tumors.",387-93,"A previous report was made on the carcinogenicity of 1-(2-hydroxyethyl)-1-nitrosourea [(HENU) CAS: 13743-07-2] in rats. Because the cyclic nitrosocarbamate 3-nitroso-2-oxazolidinone (NOZ) is readily produced during the synthesis of HENU and can be confused with HENU, HENU was retested and NOZ was tested for carcinogenicity. Improved syntheses of both compounds are described. They were administered in drinking water to male MRC-Wistar rats for 1 year, starting at 3 or 9 weeks of age. The HENU-treated rats showed incidences of 48% for bone tumors, 32% for intestinal tumors (mostly duodenal adenocarcinomas), and 53% for lymphoma-leukemia. Of the bone tumors, which were evaluated microscopically and radiologically, 68% were osteosarcomas and 32% were osteoblastomas. The skeletal distribution of these tumors was similar to that of human osteosarcoma, with the tumors occurring most frequently in the lower limbs near the knees. Of the hematopoietic tumors, the majority were lymphoblastic lymphoma-leukemia, which showed a diffuse organ distribution resembling human B-cell (Burkitt's-like) lymphoblastic lymphoma-leukemia, and differed from the usual type of convoluted T-cell lymphoma-leukemia induced by other nitrosoureas in rats and mice. NOZ induced intestinal tumors (mostly duodenal adenocarcinomas) in 80% and liver tumors (mostly hepatocellular adenomas) in 53% of the rats.","['Mirvish, S S', 'Weisenburger, D D', 'Salmasi, S', 'Kaplan, P A']","['Mirvish SS', 'Weisenburger DD', 'Salmasi S', 'Kaplan PA']",['eng'],"['CA-36727/CA/NCI NIH HHS/United States', 'R01CA-24776/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Bone Neoplasms/*chemically induced', '*Carcinogens', 'Ethylnitrosourea/*analogs & derivatives/toxicity', 'Intestinal Neoplasms/*chemically induced', 'Leukemia, Experimental/*chemically induced', 'Liver Neoplasms/*chemically induced', 'Male', 'Nitrosamines/*toxicity', '*Oxazolidinones', 'Rats', 'Rats, Inbred Strains']",1987/02/01 00:00,1987/02/01 00:01,['1987/02/01 00:00'],"['1987/02/01 00:00 [pubmed]', '1987/02/01 00:01 [medline]', '1987/02/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1987 Feb;78(2):387-93.,"['0 (Carcinogens)', '0 (Nitrosamines)', '0 (Oxazolidinones)', '13743-07-2 (1-(2-hydroxyethyl)-1-nitrosourea)', '38347-74-9 (3-nitroso-2-oxazolidone)', 'P8M1T4190R (Ethylnitrosourea)']",,,,,,
3468288,NLM,MEDLINE,19870311,20151119,0027-8874 (Print) 0027-8874 (Linking),78,2,1987 Feb,Proportionate mortality study of workers in the grain industry.,247-52,"The proportionate mortality experience and proportionate cancer mortality experience were examined for 1,114 white male members of the American Federation of Grain Millers' life insurance plan. Mortality was significantly elevated for accidents and cancers of the lymphatic and hematopoietic systems, particularly from lymphosarcoma and reticulum cell sarcoma, other neoplasms of lymphoid tissue (i.e., giant follicular lymphoma and other primary malignant neoplasms of lymphoid tissue), and multiple myeloma. No increased mortality was seen for cancer of the respiratory tract, and nonmalignant diseases of the digestive tract were significantly lower than expected. Employees of grain mills showed higher mortality ratios of lymphatic and hematopoietic cancers as compared to other grain industry categories. A preliminary survey of pesticide usage suggested that grain mills were generally associated with greater use of pesticides than other industrial categories with considerable variation among the many facilities encompassed in this study.","['Alavanja, M C', 'Rush, G A', 'Stewart, P', 'Blair, A']","['Alavanja MC', 'Rush GA', 'Stewart P', 'Blair A']",['eng'],,['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Aged', ""Agricultural Workers' Diseases/*mortality"", '*Food-Processing Industry', 'Humans', 'Leukemia/mortality', 'Lymphoma/mortality', 'Male', 'Neoplasms/*mortality', 'Occupational Diseases/*mortality', 'Pesticides/adverse effects', 'Surveys and Questionnaires']",1987/02/01 00:00,1987/02/01 00:01,['1987/02/01 00:00'],"['1987/02/01 00:00 [pubmed]', '1987/02/01 00:01 [medline]', '1987/02/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1987 Feb;78(2):247-52.,['0 (Pesticides)'],,,,,,
3468284,NLM,MEDLINE,19870311,20121115,0027-8874 (Print) 0027-8874 (Linking),78,2,1987 Feb,Sensitivity of leukemia cell lines to cytotoxic alkyl-lysophospholipids in relation to O-alkyl cleavage enzyme activities.,219-22,"The human leukemia cell lines K562, HL60, and Raji and the mouse leukemia cell line L1210 showed a differential susceptibility to the action of the alkyl-lysophospholipid (ALP) 1-octadecyl-2-methyl-rac-glycero-3-phosphocholine (ET-18-OCH3). After 48 hours, the 50% growth-inhibition doses (ID50) of ET-18-OCH3 were found to be 0.78 microgram/ml (HL60), 1.53 microgram/ml (Raji), 4.41 micrograms/ml (K562), and 5.05 micrograms/ml (L1210), as determined by [3H]thymidine incorporation. At the same time, cell viability was determined by trypan blue exclusion and revealed median lethal doses (LD50) of 3.5 micrograms/ml (HL60), 15 micrograms/ml (Raji), 24 micrograms/ml (L1210), and 38 micrograms/ml (K562). Since O-alkyl cleavage enzyme previously was suggested as being important in the detoxification of cytotoxic ALPs, the enzyme activity was compared with the susceptibility to ET-18-OCH3 in the distinct cell lines. In comparison to an approximate sevenfold to elevenfold (ID50 and LD50, respectively) difference in the susceptibility of the above leukemia cell lines to ET-18-OCH3, no significant difference in the specific activities (0.13-0.21 nmol/min/mg) of the O-alkyl cleavage enzyme was found in the above leukemia cell lines. Therefore, the differential sensitivity of the above lines investigated cannot be explained by differences in O-alkyl cleavage enzyme activity. Experiments with radiolabeled ET-18-OCH3 in Raji cells suggest, rather, a critical role for phospholipases C and/or D in ALP metabolism.","['Unger, C', 'Eibl, H', 'Kim, D J', 'Fleer, E A', 'Kotting, J', 'Bartsch, H H', 'Nagel, G A', 'Pfizenmaier, K']","['Unger C', 'Eibl H', 'Kim DJ', 'Fleer EA', 'Kotting J', 'Bartsch HH', 'Nagel GA', 'Pfizenmaier K']",['eng'],,['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Cell Division/drug effects', 'Cell Line', 'Cell Survival/drug effects', 'Dose-Response Relationship, Drug', 'Humans', 'Hydrolases/*metabolism', 'Leukemia/*enzymology', 'Leukemia L1210/enzymology', 'Lysophosphatidylcholines/*pharmacology', 'Mice', 'Phosphatidylcholines/metabolism', '*Phospholipid Ethers', 'Phospholipids/metabolism']",1987/02/01 00:00,1987/02/01 00:01,['1987/02/01 00:00'],"['1987/02/01 00:00 [pubmed]', '1987/02/01 00:01 [medline]', '1987/02/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1987 Feb;78(2):219-22.,"['0 (Antineoplastic Agents)', '0 (Lysophosphatidylcholines)', '0 (Phosphatidylcholines)', '0 (Phospholipid Ethers)', '0 (Phospholipids)', '1Y6SNA8L5S (edelfosine)', 'EC 3.- (Hydrolases)', 'EC 3.3.2.- (O-alkyl cleavage enzyme)']",,,,,,
3468272,NLM,MEDLINE,19870324,20161116,0368-2781 (Print) 0368-2781 (Linking),39,10,1986 Oct,[Clinical evaluation of cefmenoxime in severe infections in leukemia and related disorders].,2651-60,"Ninety nine patients with leukemia and/or related disorders were treated with cefmenoxime (CMX). Among them, 77 patients had severe infections, while other 22 patients did not suffer from infection, but it was expected that they would fall into serious conditions if they were infected. Sixty of the 77 patients who had severe infection were used in the evaluation of effectiveness. The remaining 17 patients were not evaluated because they were subjected to combined treatments of CMX and other therapeutic agents such as other antibiotics, gamma-globulin or interferon. Excellent responses were found in 26 (43.3%) patients and good responses in 12 (20.0%) patients. In total, the rate of effectiveness was 63.3%. Nineteen of the 22 patients who were treated prophylactically with CMX were used in the evaluation of effectiveness, while 3 patients were excluded from the evaluation because peripheral neutrophils were counted to be more than 1,000/mm3 before CMX was administrated, although these 3 patients were used in the final evaluation to examine side effects. In the prophylactic treatment, the rate of effectiveness was 89.5%. The side effects were seen in 4 patients (4/82:4.9%). A different symptom was identified in each patient. These symptoms were skin rash, mild nausea, mild diarrhea and slight elevation of serum bilirubin. Prompt improvements of these symptoms occurred as soon as CMX administration was stopped. These results show that CMX is a therapeutically effective and safe antibiotics for the treatment of severe infections or for the prophylaxis of infections in patients associated with leukemia and/or related disorders.","['Tsuda, S', 'Nishida, K', 'Maekawa, T', 'Abe, T', 'Takino, T', 'Fujii, H', 'Taniwaki, M', 'Yashige, H', 'Horiike, S', 'Yokota, S']","['Tsuda S', 'Nishida K', 'Maekawa T', 'Abe T', 'Takino T', 'Fujii H', 'Taniwaki M', 'Yashige H', 'Horiike S', 'Yokota S', 'et al.']",['jpn'],,"['English Abstract', 'Journal Article']",Japan,Jpn J Antibiot,The Japanese journal of antibiotics,0154402,IM,"['Adolescent', 'Adult', 'Aged', 'Bacterial Infections/*drug therapy/etiology', 'Cefmenoxime', 'Cefotaxime/administration & dosage/*analogs & derivatives/therapeutic use', 'Female', 'Humans', 'Leukemia/*complications', 'Leukemia, Myeloid, Acute/complications', 'Lymphoma/complications', 'Male', 'Middle Aged', 'Sepsis/drug therapy']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Jpn J Antibiot. 1986 Oct;39(10):2651-60.,"['KBZ4844CXN (Cefmenoxime)', 'N2GI8B1GK7 (Cefotaxime)']",,,,,,
3468264,NLM,MEDLINE,19870324,20200724,0022-538X (Print) 0022-538X (Linking),61,3,1987 Mar,Disease specificity of nondefective Friend and Moloney murine leukemia viruses is controlled by a small number of nucleotides.,693-700,"Moloney murine leukemia virus induces T cell lymphomas after injection into NFS mice, whereas the nondefective Friend virus induces erythroleukemias. Previous studies showed that sequences encompassing the viral transcriptional signals in U3 are the primary determinant of this phenotype in recombinants between these two viruses. To more precisely identify the sequences responsible, we constructed additional recombinants, within U3, between Friend and Moloney viruses and assayed these recombinants for for their disease specificity. We found that a fragment 191 bases long that included the direct repeat (enhancer) region plus 22 nucleotides to its 3' side from Friend virus was sufficient to convert Moloney virus to a virus that induced only erythroleukemias. A 171-base-long fragment of Moloney virus, including just the direct repeat, converted Friend virus to a virus that induced primarily lymphomas (about 85% of mice injected). We also constructed Moloney and Friend virus variants with one rather than two copies of the enhancer element. These viruses retained their disease specificity, although they exhibited a marked increase in the latent period of disease induction. Together the results suggest that 25 or fewer nucleotide differences, lying within and also just 3' of the direct repeat, are the primary determinant of the distinct disease specificities of nondefective Friend and Moloney viruses.","['Li, Y', 'Golemis, E', 'Hartley, J W', 'Hopkins, N']","['Li Y', 'Golemis E', 'Hartley JW', 'Hopkins N']",['eng'],"['CA14051/CA/NCI NIH HHS/United States', 'N01-A1-22673/PHS HHS/United States', 'R01-CA19308/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Base Sequence', 'Chromosome Mapping', 'Cloning, Molecular', 'DNA, Viral/genetics', '*Enhancer Elements, Genetic', 'Friend murine leukemia virus/*genetics', 'Gene Expression Regulation', '*Genes, Regulator', 'Leukemia, Erythroblastic, Acute/microbiology', 'Leukemia, Experimental/microbiology', 'Lymphoma/microbiology', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Neoplasms, Experimental/*microbiology', 'Promoter Regions, Genetic']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,J Virol. 1987 Mar;61(3):693-700. doi: 10.1128/JVI.61.3.693-700.1987.,"['0 (DNA, Viral)']",PMC254008,['10.1128/JVI.61.3.693-700.1987 [doi]'],,,,
3468234,NLM,MEDLINE,19870319,20041117,0022-3492 (Print) 0022-3492 (Linking),58,1,1987 Jan,Neutropenic ulceration. A distinctive clinical entity.,51-5,"Neutropenic ulceration is a distinctive clinical entity observed in severely myelosuppressed patients, such as those with acute leukemia. This case report demonstrates that evidence of its initial resolution may indicate the earliest stages of bone marrow recovery before this is reflected in the peripheral circulation through the return of functioning neutrophils. The possible influences of leukemic infiltration and bacterial superinfection in its initiation and progression are discussed.","['Barrett, A P']",['Barrett AP'],['eng'],,"['Case Reports', 'Journal Article']",United States,J Periodontol,Journal of periodontology,8000345,IM,"['Adult', 'Agranulocytosis/*physiopathology', 'Female', 'Humans', 'Kinetics', 'Leukemia, Monocytic, Acute/blood/drug therapy', 'Leukocyte Count', 'Neutropenia/blood/*physiopathology', 'Neutrophils/pathology', 'Tongue Diseases/*physiopathology', 'Ulcer/*physiopathology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,J Periodontol. 1987 Jan;58(1):51-5. doi: 10.1902/jop.1987.58.1.51.,,,['10.1902/jop.1987.58.1.51 [doi]'],,,,
3468206,NLM,MEDLINE,19870323,20170210,0732-183X (Print) 0732-183X (Linking),5,2,1987 Feb,Ocular relapse in the anterior chamber in childhood acute lymphoblastic leukemia.,299-303,"We reviewed 11 cases of ocular relapse in the anterior chamber in children with acute lymphoblastic leukemia (ALL), representing 0.5% of all primary relapses seen at this center. Nine patients had hypopyon, and two had iris involvement only. Concomitant testicular relapse was present in two children and hematologic relapse in one. Ocular relapse occurred at 12 to 74 months (median, 36 months) from the data of initial diagnosis. Children who relapsed after therapy was discontinued did so within 1 year of completing therapy. Topical steroids and systemic chemotherapy were administered to all patients with ocular relapse; four also received radiation to the involved eye (600 to 1,050 cGy). Four children, each with a prolonged initial complete remission, remain free of disease for 15+, 32+, 34+, and 145+ months following anterior chamber relapse; three had received radiation therapy. Five patients died of recurrent leukemia, and two of infection while in remission. Aggressive retreatment appears warranted in cases of anterior chamber relapse of ALL, as some of these children may attain prolonged new remissions.","['Bunin, N', 'Rivera, G', 'Goode, F', 'Hustu, H O']","['Bunin N', 'Rivera G', 'Goode F', 'Hustu HO']",['eng'],"['CA-20180/CA/NCI NIH HHS/United States', 'CA-21765/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,IM,"['Adolescent', '*Anterior Chamber', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Eye Neoplasms/*diagnosis/secondary/therapy', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis/therapy', 'Male', 'Radiotherapy Dosage']",1987/02/01 00:00,1987/02/01 00:01,['1987/02/01 00:00'],"['1987/02/01 00:00 [pubmed]', '1987/02/01 00:01 [medline]', '1987/02/01 00:00 [entrez]']",ppublish,J Clin Oncol. 1987 Feb;5(2):299-303. doi: 10.1200/JCO.1987.5.2.299.,,,['10.1200/JCO.1987.5.2.299 [doi]'],,,,
3468122,NLM,MEDLINE,19870304,20190501,0021-9746 (Print) 0021-9746 (Linking),39,12,1986 Dec,Acute transformation of essential thrombocythaemia: report of two cases.,1296-8,"Two cases of leukaemic transformation are reported, one to acute lymphoblastic leukaemia associated with a 14q+ marker chromosome and the other to acute monocytic leukaemia, occurring 20 and 30 years, respectively, after the original diagnosis was made.","[""O'Hea, A M"", 'Erber, W', ""O'Connor, N T"", 'Bunch, C']","[""O'Hea AM"", 'Erber W', ""O'Connor NT"", 'Bunch C']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Clin Pathol,Journal of clinical pathology,0376601,IM,"['Acute Disease', 'Female', 'Humans', 'Leukemia, Lymphoid/*etiology', 'Leukemia, Monocytic, Acute/*etiology', 'Male', 'Middle Aged', 'Thrombocythemia, Essential/*complications', 'Time Factors']",1986/12/01 00:00,1986/12/01 00:01,['1986/12/01 00:00'],"['1986/12/01 00:00 [pubmed]', '1986/12/01 00:01 [medline]', '1986/12/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1986 Dec;39(12):1296-8. doi: 10.1136/jcp.39.12.1296.,,PMC1140790,['10.1136/jcp.39.12.1296 [doi]'],,,,
3468115,NLM,MEDLINE,19870318,20161026,0021-9509 (Print) 0021-9509 (Linking),28,1,1987 Jan-Feb,Ruptured inflammatory abdominal aortic aneurysm due to acute myelomonoblastic leukemia.,32-4,"The extremely rare case of ruptured abdominal aortic aneurysm of inflammatory nature in patient with discovered acute myelomonoblastic leukemia is presented. The difficult problems arising from these, frequently terminal diseases, are discussed.","['Shifrin, E G', 'Drenger, B', 'Matzner, Y', 'Kaplan, L']","['Shifrin EG', 'Drenger B', 'Matzner Y', 'Kaplan L']",['eng'],,"['Case Reports', 'Journal Article']",Italy,J Cardiovasc Surg (Torino),The Journal of cardiovascular surgery,0066127,IM,"['Aged', 'Aorta, Abdominal/pathology', 'Aortic Rupture/*etiology/pathology', 'Aortitis/complications/etiology/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Male']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,J Cardiovasc Surg (Torino). 1987 Jan-Feb;28(1):32-4.,,,,,,,
