PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,GR,AID,PMC,TT,OID,OAB,OABL,OTO,OT,GN,SI,RF
6572549,NLM,MEDLINE,19830505,20190816,0165-4608 (Print) 0165-4608 (Linking),8,1,1983 Jan,Acute lymphoblastic leukemia in two children with a congenital chromosome anomaly: familial inv(11)(p15q13) in one and ring chromosome No. 21 in the other.,67-74,"['Cabrol, C', 'Werner-Favre, C', 'Wyss, M', 'Pitmon, D', 'Engel, E']","['Cabrol C', 'Werner-Favre C', 'Wyss M', 'Pitmon D', 'Engel E']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Bone Marrow/ultrastructure', 'Child', 'Child, Preschool', '*Chromosome Aberrations/*genetics', 'Chromosome Banding', '*Chromosome Disorders', '*Chromosome Inversion', 'Chromosomes, Human, 21-22 and Y/*ultrastructure', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Male', 'Pedigree']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1983 Jan;8(1):67-74. doi: 10.1016/0165-4608(83)90065-1.,"A congenital chromosome abnormality was found in two unrelated children with acute lymphoblastic leukemia (ALL). In the first case, a pericentric inversion of chromosome No. 11, inv(11)(p15q13), was observed and discovered to be familial, being present in five other members of the family over two generations. In the second case, the presence of a congenital ring chromosome No. 21, 46,XX,r(21), was considered to be the result of a de novo mutation. The possible relation between these congenital chromosome anomalies and a predisposition to neoplasia is discussed and could be explained by different mechanisms: (1) amplification of oncogenic determinants by gene duplication, and/or (2) alteration of the effects of wildtype alleles through deletion or changes in position.",,"['0165-4608(83)90065-1 [pii]', '10.1016/0165-4608(83)90065-1 [doi]']",,,,,,,,,,
6572548,NLM,MEDLINE,19830505,20190816,0165-4608 (Print) 0165-4608 (Linking),8,1,1983 Jan,Nonrandom cytogenetic changes in New Zealand patients with acute myeloid leukemia.,51-66,"['Fitzgerald, P H', 'Morris, C M', 'Fraser, G J', 'Giles, L M', 'Hamer, J W', 'Heaton, D C', 'Beard, M E']","['Fitzgerald PH', 'Morris CM', 'Fraser GJ', 'Giles LM', 'Hamer JW', 'Heaton DC', 'Beard ME']",['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Bone Marrow/*ultrastructure', '*Chromosome Aberrations', 'Chromosome Banding', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/genetics', 'Leukemia, Monocytic, Acute/genetics', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'New Zealand']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1983 Jan;8(1):51-66. doi: 10.1016/0165-4608(83)90064-x.,"Bone marrow clones with abnormal chromosomes were observed in 56% of 66 patients with forms of acute myeloid leukemia [French-American-British (FAB) M1-M6]. Acute myeloblastic leukemia (AML, M1 and M2) was the most common form, and 65% of these patients showed chromosomal abnormalities compared with 41% of patients with acute myelomonocytic leukemia (AMMoL, M4). The recognized nonrandom chromosomal abnormalities found were trisomy 8, monosomy 5 or 7, trisomy 1q, t(6;9), t(8;21), t(15;17), and abnormalities in 17q. There was also a strong involvement of chromosome No. 11: Abnormalities were found in eight patients when their leukemia was diagnosed and in a further three patients during the course of karyotypic evolution. Six of these patients had AMMoL or AMoL. Complex or multiple clones were found in 37% of AML patients at diagnosis. Our AML patients had a reduced frequency of abnormalities in chromosome No. 5 or 7 and an increased frequency of abnormalities in chromosome No. 8 compared with studies reported in other countries (p = 0.01). This difference suggests that in New Zealand AML might be caused by factors different from those operating in more industrialized centers.",,"['0165-4608(83)90064-X [pii]', '10.1016/0165-4608(83)90064-x [doi]']",,,,,,,,,,
6572547,NLM,MEDLINE,19830505,20190816,0165-4608 (Print) 0165-4608 (Linking),8,1,1983 Jan,"""Masked"" Ph1 chromosome in a complex three-way translocation.",19-26,"['Najfeld, V', 'Tobe, R', 'Fialkow, P J']","['Najfeld V', 'Tobe R', 'Fialkow PJ']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', 'Chromosome Deletion', 'Chromosomes, Human, 1-3/ultrastructure', 'Chromosomes, Human, 21-22 and Y/*ultrastructure', 'Chromosomes, Human, 6-12 and X/ultrastructure', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics', 'Primary Myelofibrosis/genetics', '*Translocation, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1983 Jan;8(1):19-26. doi: 10.1016/0165-4608(83)90062-6.,"A patient with myelofibrosis was found to have a 46,XX,del(1)(q24),del(11)(p11),-22,+mar karyotype in unstimulated peripheral blood (PB) and spleen cells. On detailed cytogenetic examination it was determined that this patient had an apparently ""masked"" Ph1 chromosome contained in a complex three-way translocation. Since phytohemagglutinin (PHA)-stimulated PB and spleen cells were essentially normal, the masked Ph1 chromosome was assumed to be an acquired cytogenetic abnormality. The portion missing from the masked Ph1 chromosome was apparently translocated onto del(1). Thus, the detailed karyotype was 46,XX,t(1;11;22)(q24;p11;q11 or q12),t(1;22)(q24;q11 or q12). This complex rearrangement was present primarily in cells belonging to the granulocyte-macrophage cell lineage, whereas E-rosetting cells, and presumably T lymphocytes, had normal karyotypes.",['GM 15253/GM/NIGMS NIH HHS/United States'],"['0165-4608(83)90062-6 [pii]', '10.1016/0165-4608(83)90062-6 [doi]']",,,,,,,,,,
6572546,NLM,MEDLINE,19830505,20190816,0165-4608 (Print) 0165-4608 (Linking),8,1,1983 Jan,"Chronic myelogenous leukemia with a Philadelphia chromosome resulting from a complex translocation (2; 9; 22), following an undifferentiated acute leukemia.",1-8,"['Smadja, N', 'James, J', 'Krulik, M', 'Zittoun, R', 'Debray, J']","['Smadja N', 'James J', 'Krulik M', 'Zittoun R', 'Debray J']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Bone Marrow/ultrastructure', 'Chromosomes, Human, 1-3/*ultrastructure', 'Chromosomes, Human, 21-22 and Y/*ultrastructure', 'Chromosomes, Human, 6-12 and X/*ultrastructure', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', '*Translocation, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1983 Jan;8(1):1-8. doi: 10.1016/0165-4608(83)90060-2.,"This case report concerns a patient with acute leukemia considered at diagnosis to be undifferentiated. Unfortunately, because of the failure of the culture, a cytogenetic evaluation was not possible at that stage. A full remission was induced, but 17 months after the onset of the disease the patient developed chronic myelogenous leukemia. The karyotypes prepared at that time and during the follow-up revealed the presence of a Philadelphia chromosome (Ph1) in all examined cells. This Ph1 resulted from a complex translocation involving chromosomes No. 2, 9, and 22.",,"['0165-4608(83)90060-2 [pii]', '10.1016/0165-4608(83)90060-2 [doi]']",,,,,,,,,,
6572545,NLM,MEDLINE,19830527,20190620,0008-543X (Print) 0008-543X (Linking),51,9,1983 May 1,An unusual instance of leukemic infiltrate. Diagnosis and management of periapical tooth involvement.,1716-9,"['Peterson, D E', 'Gerad, H', 'Williams, L T']","['Peterson DE', 'Gerad H', 'Williams LT']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Adult', 'Dental Pulp/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*diagnostic imaging/mortality', 'Male', 'Periapical Diseases/*diagnostic imaging/pathology/surgery', 'Radiography', 'Recurrence', 'Tooth Extraction']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Cancer. 1983 May 1;51(9):1716-9. doi: 10.1002/1097-0142(19830501)51:9<1716::aid-cncr2820510926>3.0.co;2-2.,"The clinical course of an adult patient with relapsed acute myelogenous leukemia and leukemic infiltrate periapical to the dentition is described. While the oral symptoms were indicative of pulpal disease requiring dental therapy to resolve the patient's complaint, roentgenographic, dental pulp testing, and histologic analysis revealed extramedullary infiltrate apical to a mandibular molar. The findings developed coincident with relapse of leukemia; the medical and dental testing described above were essential in establishing an accurate diagnosis. While most oral leukemic infiltrates affect the gingiva, in this patient the infiltrate involved periapical tissue which was not clinically observable.",,['10.1002/1097-0142(19830501)51:9<1716::aid-cncr2820510926>3.0.co;2-2 [doi]'],,,,,,,,,,
6572543,NLM,MEDLINE,19830527,20190620,0008-543X (Print) 0008-543X (Linking),51,10,1983 May 15,Thyroid carcinoma and acute lymphoblastic leukemia in childhood.,1931-3,"['Hosoya, R', 'Eiraku, K', 'Saiki, S', 'Nishimura, K']","['Hosoya R', 'Eiraku K', 'Saiki S', 'Nishimura K']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Carcinoma, Papillary/*pathology', 'Child', 'Humans', 'Leukemia, Lymphoid/drug therapy/*pathology', 'Male', 'Neoplasms, Multiple Primary/*pathology', 'Thyroid Neoplasms/*pathology', 'Time Factors']",1983/05/15 00:00,1983/05/15 00:01,['1983/05/15 00:00'],"['1983/05/15 00:00 [pubmed]', '1983/05/15 00:01 [medline]', '1983/05/15 00:00 [entrez]']",ppublish,Cancer. 1983 May 15;51(10):1931-3. doi: 10.1002/1097-0142(19830515)51:10<1931::aid-cncr2820511029>3.0.co;2-a.,"A 12-year-old boy with T-cell ALL was found to have occult papillary thyroid carcinoma at autopsy. This patient was treated with chemotherapy but no radiotherapy was utilized. Family history was not contributory. Because of short latent period (14 months) and no history of radiotherapy, an intrinsic factor might have played a major role in developing this second malignancy. Currently 11 solid tumors have been reported as second malignant neoplasms after ALL in childhood. Four (including this case) of 11 were thyroid carcinoma. Two of them did not receive any radiotherapy. Special interrelation between ALL and thyroid carcinoma may be considered. And this interrelation should be taken into account in following the patients with ALL in the future.",,['10.1002/1097-0142(19830515)51:10<1931::aid-cncr2820511029>3.0.co;2-a [doi]'],,,,,,,,,,
6572542,NLM,MEDLINE,19830527,20190620,0008-543X (Print) 0008-543X (Linking),51,10,1983 May 15,Pulmonary fibrosis subsequent to high doses of CCNU for chronic myeloid leukemia.,1814-8,"['Cordonnier, C', 'Vernant, J P', 'Mital, P', 'Lange, F', 'Bernaudin, J F', 'Rochant, H']","['Cordonnier C', 'Vernant JP', 'Mital P', 'Lange F', 'Bernaudin JF', 'Rochant H']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,"['0 (Nitrosourea Compounds)', '7BRF0Z81KG (Lomustine)', 'U68WG3173Y (Carmustine)']",IM,"['Adult', 'Carmustine/adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Lomustine/administration & dosage/*adverse effects', 'Male', 'Nitrosourea Compounds/*adverse effects', 'Pulmonary Fibrosis/*chemically induced']",1983/05/15 00:00,1983/05/15 00:01,['1983/05/15 00:00'],"['1983/05/15 00:00 [pubmed]', '1983/05/15 00:01 [medline]', '1983/05/15 00:00 [entrez]']",ppublish,Cancer. 1983 May 15;51(10):1814-8. doi: 10.1002/1097-0142(19830515)51:10<1814::aid-cncr2820511010>3.0.co;2-y.,"Two patients treated for chronic myeloid leukemia with high doses of CCNU (1100 mg/m2 and 1240 mg/m2, respectively) developed a fatal pulmonary fibrosis. This side effect has never been reported for this nitrosourea but only for BCNU and methyl-CCNU. The responsibility of CCNU in the pathogenesis of pulmonary fibrosis seems very likely. The possibility that the underlying disease or other chemotherapeutic agents may increase the risk of pulmonary toxicity can, however, be discussed. In addition, 13 other adults treated for chronic myeloid leukemia with various doses of CCNU were reviewed. No respiratory symptoms appeared in the ten patients who were given less than 950 mg/m2. Three patients who received more than 1100 mg/m2 developed pulmonary symptoms with the same clinical and radiologic pattern as in the two cases with pathologic documents, and two of them died from acute respiratory failure. Although lung specimens were lacking from these three patients, it is suggested that the pulmonary toxicity of CCNU may be dose-related.",,['10.1002/1097-0142(19830515)51:10<1814::aid-cncr2820511010>3.0.co;2-y [doi]'],,,,,,,,,,
6572541,NLM,MEDLINE,19830527,20190620,0008-543X (Print) 0008-543X (Linking),51,10,1983 May 15,Treatment of erythroleukemia with anthracycline antibiotics and cytosine arabinoside.,1795-9,"['Tamura, K', 'Preisler, H D']","['Tamura K', 'Preisler HD']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antibiotics, Antineoplastic', 'Bone Marrow/pathology', 'Cytarabine/*therapeutic use', 'Daunorubicin/therapeutic use', 'Doxorubicin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/complications/*drug therapy', 'Male', 'Middle Aged', 'Naphthacenes/therapeutic use']",1983/05/15 00:00,1983/05/15 00:01,['1983/05/15 00:00'],"['1983/05/15 00:00 [pubmed]', '1983/05/15 00:01 [medline]', '1983/05/15 00:00 [entrez]']",ppublish,Cancer. 1983 May 15;51(10):1795-9. doi: 10.1002/1097-0142(19830515)51:10<1795::aid-cncr2820511006>3.0.co;2-9.,"The introduction of the anthracycline antibiotics and cytosine arabinoside have significantly improved the remission induction rate for patients with acute nonlymphocytic leukemia. Erythroleukemia (M6 by French-American-British classification) has long been considered to be resistant to chemotherapy. Since 1973 we have treated 14 patients with erythroleukemia with daunorubicin 45 mg/m2 or doxorubicin 30 mg/m2 for three days and cytosine arabinoside 100 mg/m2 by continuous infusion for 7 to 10 days. Six complete remissions (43%) were obtained with remission durations of 3+, 4+, 9, 13, 29+, and 35 months. While this remission rate is somewhat lower than that obtained with other types of acute nonlymphocytic leukemia, the combination of anthracycline antibiotics and cytosine arabinoside is clearly effective against erythroleukemia. Five patients treated before mid 1976 died soon after remission induction therapy was started. Four of these five patients were treated for 6 to 9 months with prednisone, halotestin, and/or splenectomy before remission induction chemotherapy was started and three of these patients died of systemic fungal infection, suggesting that these modalities of treatment may interfere with patient tolerance to remission induction therapy. It is suggested that erythroleukemia should be treated with intensive chemotherapy soon after the diagnosis is made.",,['10.1002/1097-0142(19830515)51:10<1795::aid-cncr2820511006>3.0.co;2-9 [doi]'],,,,,,,,,,
6572537,NLM,MEDLINE,19830527,20190904,0006-5242 (Print) 0006-5242 (Linking),46,4,1983 Apr,Hand-mirror forms in AUL: cytochemistry and ultrastructure.,227-9,"['Schmitt-Graff, A', 'Fischer, J T']","['Schmitt-Graff A', 'Fischer JT']",['eng'],['Journal Article'],Germany,Blut,Blut,0173401,,IM,"['Acute Disease', 'Adult', 'Cell Communication', 'Cell Movement', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia/*pathology', 'Leukemia, Lymphoid/pathology', 'Lymphocytes/cytology/*ultrastructure', 'Male']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",ppublish,Blut. 1983 Apr;46(4):227-9. doi: 10.1007/BF00320642.,,,['10.1007/BF00320642 [doi]'],,,,,,,,,,
6572536,NLM,MEDLINE,19830527,20210216,0006-4971 (Print) 0006-4971 (Linking),61,5,1983 May,Therapeutic and prognostic value of initial chromosomal findings at the blastic phase of Ph1-positive chronic myeloid leukemia.,935-9,"['Sadamori, N', 'Gomez, G A', 'Sandberg, A A']","['Sadamori N', 'Gomez GA', 'Sandberg AA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,,IM,"['Adolescent', 'Adult', 'Aged', '*Chromosomes, Human, 21-22 and Y', 'Drug Evaluation', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/*pathology', 'Male', 'Middle Aged', 'Prognosis']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Blood. 1983 May;61(5):935-9.,"To assess parameters of therapeutic response and of survival after the onset of the blastic phase (BP) in 64 patients with Ph1-positive chronic myeloid leukemia (CML), a number of clinical, hematologic, and cytogenetic data at the BP were evaluated. Among 10 parameters checked, only the chromosomal findings correlated with the therapeutic response and survival after the onset of the BP. The patients were divided into three groups on the basis of the chromosome findings in the bone marrow, blood, and spleen: (1) those with only a Ph1 (PP), (2) those having two types of clones, i.e., one clone with only a Ph1 and another with additional karyotypic changes (AP), and (3) those with only abnormal clones in addition to the Ph1 (AA). The number of patients in each group was 29 in PP, 15 in AP, and 20 in AA. The results were as follows. (1) The percentage of patients with a good therapeutic response was 79% (23/29) in PP, 53% (8/15) in AP, and 30% (6/20) in AA. (2) The median survival after the onset of the BP was 171 days (5.7 mo) in PP, 146 days (4.9 mo) in AP, and 74 days (2.5 mo) in AA. Statistically, there was a significant difference between the AA and the other two groups (p less than 0.05). For further study, the AA and AP patients were divided into 4 subgroups each: those with 48 or more chromosomes, those with 47 chromosomes, those with pseudodiploidy, and those with hypodiploidy. A subgroup with 48 or more chromosomes in the AA patients had a very short survival (median, 25 days; 0.8 mo) and a poor therapeutic response (1/9, 11%). Our observations suggest that the lack of a clone with only a Ph1 (AA), particularly with more than 48 chromosomes, at the acute crisis or shortly after the onset of the BP indicates an unfavorable therapeutic response and a poor prognosis after the onset of the BP.",['CA-14555/CA/NCI NIH HHS/United States'],['S0006-4971(20)82776-1 [pii]'],,,,,,,,,,
6572535,NLM,MEDLINE,19830505,20210216,0006-4971 (Print) 0006-4971 (Linking),61,4,1983 Apr,Basophil/mast cell precursors in human peripheral blood.,775-80,"['Denburg, J A', 'Richardson, M', 'Telizyn, S', 'Bienenstock, J']","['Denburg JA', 'Richardson M', 'Telizyn S', 'Bienenstock J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,['820484N8I3 (Histamine)'],IM,"['Basophils/*cytology', 'Cells, Cultured', 'Hematopoietic Stem Cells/cytology/ultrastructure', 'Histamine/analysis', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/pathology', 'Mast Cells/*cytology', 'Urticaria Pigmentosa/pathology']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",ppublish,Blood. 1983 Apr;61(4):775-80.,"Semisolid (methylcellulose) hemopoietic cultures revealed the presence of histamine-containing granulocyte colonies derived from precursors (CFU-C) present in human peripheral blood. Light microscopy and histochemical studies of cells in individual histamine-containing colonies demonstrated homogeneous populations of metachromatic basophil/mast cells (BMC) at various stages of maturation. By inverted microscopy, pure BMC colonies were more often found to have the overall appearance of the previously described ""eosinophil"" (type II), rather than ""neutrophil-macrophage"" (type I), colony type. Histamine-positive colonies constituted 58% (50/86) of all (type I and type II) granulocyte colonies in repeated cultures from a patient with systemic mastocytosis (SM), and 19% (13/67) of colonies in cultures from 8 patients with chronic myeloid leukemia (CML); this was in contrast to 8% (12/153) of colonies in cultures from 4 patients with urticaria pigmentosa (UP) and 6 normal controls (p less than 0.0001). Calculated frequency of BMC CFU-C was approximately 1 per 2 X 10(6) in normal and 1 per 2 X 10(5) nucleated cells in SM peripheral blood. Taking colony size into account, histamine content per cell in histamine-positive type II colonies in SM cultures was 1.1 +/- 0.19 pg, compared to 0.29 +/- 0.08 pg in CML and less than or equal to 0.10 in normals and UP. Electron microscopy (EM) of individual colonies revealed electron-dense granules with ultrastructural features of BMC in histamine-positive, but not histamine-negative, colonies. Use of these methods may help to further clarify the nature of BMC precursors and the regulation of their proliferation in bone marrow disorders and allergic states.",,['S0006-4971(20)85639-0 [pii]'],,,,,,,,,,
