PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RF,AB,PS,FPS
14261327,NLM,MEDLINE,19961201,20181201,0022-2143 (Print) 0022-2143 (Linking),65,,1965 Mar,THE DYNAMICS OF TRANSCOBALAMIN II. A VITAMIN B12 BINDING SUBSTANCE IN PLASMA.,459-68,"['HALL, C A', 'FINKLER, A E']","['HALL CA', 'FINKLER AE']",['eng'],['Journal Article'],United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,"['0 (Blood Proteins)', '0 (Cobalt Isotopes)', '0 (Corrinoids)', '0 (Transcobalamins)', '9008-12-2 (Intrinsic Factor)', 'P6YC3EG204 (Vitamin B 12)']",OM,"['*Blood Proteins', '*Chemistry Techniques, Analytical', '*Chromatography', '*Cobalt Isotopes', '*Corrinoids', 'Humans', '*Intrinsic Factor', '*Leukemia', '*Leukemia, Myeloid', '*Metabolism', '*Schilling Test', '*Transcobalamins', '*Urine', '*Vascular Diseases', '*Vitamin B 12']",,['NLM'],"['*BLOOD PROTEINS', '*CHEMISTRY, ANALYTICAL', '*CHROMATOGRAPHY', '*COBALT ISOTOPES', '*INTRINSIC FACTOR', '*LEUKEMIA, MYELOCYTIC', '*METABOLISM', '*SCHILLING TEST', '*URINE', '*VASCULAR DISEASES', '*VITAMIN B 12']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",,ppublish,J Lab Clin Med. 1965 Mar;65:459-68.,,,,,
14261140,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5437,1965 Mar 20,SODIUM FLUORIDE AND CELL GROWTH.,793-4,"['BERRY, R J', 'TRILLWOOD, W']","['BERRY RJ', 'TRILLWOOD W']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,"['8ZYQ1474W7 (Sodium Fluoride)', 'Q80VPU408O (Fluorides)']",OM,"['*Cell Cycle', '*Cell Division', '*Fluoridation', '*Fluorides', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Oncogenic Viruses', '*Sodium Fluoride', '*Tissue Culture Techniques', '*Toxicology']",PMC2166180,['NLM'],"['*CELL DIVISION', '*FLUORIDATION', '*FLUORIDES', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*ONCOGENIC VIRUSES', '*TISSUE CULTURE', '*TOXICOLOGIC REPORT']",1965/03/20 00:00,1965/03/20 00:01,['1965/03/20 00:00'],"['1965/03/20 00:00 [pubmed]', '1965/03/20 00:01 [medline]', '1965/03/20 00:00 [entrez]']",['10.1136/bmj.1.5437.793-b [doi]'],ppublish,Br Med J. 1965 Mar 20;1(5437):793-4. doi: 10.1136/bmj.1.5437.793-b.,,,,,
14261087,NLM,MEDLINE,19961201,20181201,0004-0282 (Print) 0004-0282 (Linking),45,,1964 Sep,[CHEMOTHERAPY OF ACUTE LEUKEMIAS].,455-72,"['BOUSSER, J', 'PIGUET, H']","['BOUSSER J', 'PIGUET H']",['fre'],['Journal Article'],Italy,Arch Ital Sci Med Trop Parassitol,Archivio italiano di scienze mediche tropicali e di parassitologia,7611922,"['0 (Adrenal Cortex Hormones)', '0 (Folic Acid Antagonists)', 'E7WED276I5 (Mercaptopurine)']",OM,"['*Acute Disease', '*Adrenal Cortex Hormones', '*Drug Therapy', '*Folic Acid Antagonists', 'Humans', '*Leukemia', '*Mercaptopurine']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*DRUG THERAPY', '*FOLIC ACID ANTAGONISTS', '*LEUKEMIA', '*MERCAPTOPURINE']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",,ppublish,Arch Ital Sci Med Trop Parassitol. 1964 Sep;45:455-72.,LA CHIMIOTHERAPIE DES LEUCEMIES AIGUES.,,,,
14260851,NLM,MEDLINE,19961201,20190620,0008-543X (Print) 0008-543X (Linking),18,,1965 Jan,INCIDENCE OF SECOND PRIMARY TUMORS IN CHILDREN WITH CANCER AND LEUKEMIA: A SEVEN-YEAR SURVEY OF 150 CONSECUTIVE AUTOPSIED CASES.,58-72,"['REGELSON, W', 'BROSS, I D', 'HANANIAN, J', 'NIGOGOSYAN, G']","['REGELSON W', 'BROSS ID', 'HANANIAN J', 'NIGOGOSYAN G']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,OM,"['Adolescent', '*Astrocytoma', '*Carcinoma, Hepatocellular', 'Child', '*Chondrosarcoma', '*Fibrosarcoma', '*Glioblastoma', '*Hodgkin Disease', 'Humans', 'Incidence', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Liver Neoplasms', 'Neoplasms/*diagnosis/*epidemiology', '*Neoplasms, Multiple Primary', '*Neuroblastoma', '*Pathology', '*Polyps', '*Retinoblastoma', '*Rhabdomyoma', '*Wilms Tumor']",,['NLM'],"['*ADOLESCENCE', '*ASTROCYTOMA', '*CHILD', '*CHONDROSARCOMA', '*FIBROSARCOMA', '*GLIOBLASTOMA MULTIFORME', '*HEPATOMA', ""*HODGKIN'S DISEASE"", '*INFANT', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*NEOPLASM DIAGNOSIS', '*NEOPLASM STATISTICS', '*NEOPLASMS, MULTIPLE PRIMARY', '*NEPHROBLASTOMA', '*NEUROBLASTOMA', '*PATHOLOGY', '*POLYPS', '*RETINOBLASTOMA', '*RHABDOMYOMA']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",['10.1002/1097-0142(196501)18:1<58::aid-cncr2820180110>3.0.co;2-r [doi]'],ppublish,Cancer. 1965 Jan;18:58-72. doi: 10.1002/1097-0142(196501)18:1<58::aid-cncr2820180110>3.0.co;2-r.,,,,,
14260826,NLM,MEDLINE,19961201,20190619,0003-4819 (Print) 0003-4819 (Linking),62,,1965 Feb,VIRAL ETIOLOGY OF LEUKEMIA: COMBINED CLINICAL STAFF CONFERENCE AT THE NATIONAL INSTITUTES OF HEALTH.,376-99,"['HENON, M', 'DELAUNAY, A', 'BAZIN, S']","['HENON M', 'DELAUNAY A', 'BAZIN S']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,,OM,"['*Biomedical Research', '*Blood Platelets', '*Centrifugation', '*Electrons', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Lymphoid', 'Mice', '*Microscopy', '*Microscopy, Electron', '*National Institutes of Health (U.S.)', 'Neoplasms/*etiology/*immunology', '*Oncogenic Viruses', '*Pathology', 'Rats', 'United States', '*Virus Cultivation']",,['NLM'],"['*BLOOD PLATELETS', '*CENTRIFUGATION', '*CLINICAL RESEARCH', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, LYMPHOCYTIC', '*MICE', '*MICROSCOPY, ELECTRON', '*NEOPLASM ETIOLOGY', '*NEOPLASM IMMUNOLOGY', '*ONCOGENIC VIRUSES', '*PATHOLOGY', '*RATS', '*VIRUS CULTIVATION']",1965/02/01 00:00,1965/02/01 00:01,['1965/02/01 00:00'],"['1965/02/01 00:00 [pubmed]', '1965/02/01 00:01 [medline]', '1965/02/01 00:00 [entrez]']",['10.7326/0003-4819-62-2-376 [doi]'],ppublish,Ann Intern Med. 1965 Feb;62:376-99. doi: 10.7326/0003-4819-62-2-376.,,,,,
14260763,NLM,MEDLINE,19961201,20190823,0036-5513 (Print) 0036-5513 (Linking),17,,1965,URIC ACID IN HUMAN PLASMA. II. INVESTIGATIONS ON THE POSSIBLE PRESENCE OF URIC ACID COVALENTLY LINKED TO PLASMA MACROMOLECULES.,9-11,"['ALVSAKER, J O']",['ALVSAKER JO'],['eng'],['Journal Article'],England,Scand J Clin Lab Invest,Scandinavian journal of clinical and laboratory investigation,0404375,"['0 (Macromolecular Substances)', '08GY9K1EUO (rasburicase)', '268B43MJ25 (Uric Acid)', 'EC 1.- (Oxidoreductases)', 'EC 1.7.3.3 (Urate Oxidase)']",OM,"['*Arthritis', '*Arthritis, Rheumatoid', '*Blood', '*Chromatography', '*Chromatography, Gel', 'Female', '*Gout', 'Humans', '*Leukemia', '*Macromolecular Substances', '*Neoplasms', '*Oxidoreductases', '*Pre-Eclampsia', 'Pregnancy', '*Spectrophotometry', '*Urate Oxidase', '*Uric Acid']",,['NLM'],"['*ARTHRITIS, RHEUMATOID', '*BLOOD', '*CHROMATOGRAPHY', '*GEL FILTRATION', '*GOUT', '*LEUKEMIA', '*MACROMOLECULAR SYSTEMS', '*NEOPLASMS', '*OXIDOREDUCTASES', '*PREGNANCY', '*PREGNANCY TOXEMIAS', '*SPECTROPHOTOMETRY', '*URATE OXIDASE', '*URIC ACID']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",['10.3109/00365516509077276 [doi]'],ppublish,Scand J Clin Lab Invest. 1965;17:9-11. doi: 10.3109/00365516509077276.,,,,,
14260749,NLM,MEDLINE,19961201,20190823,0036-5513 (Print) 0036-5513 (Linking),17,,1965,URIC ACID IN HUMAN PLASMA. I. INVESTIGATIONS ON THE PRESENCE OF PURINES IN HUMAN BLOOD.,1-8,"['ALVSAKER, J O']",['ALVSAKER JO'],['eng'],['Journal Article'],England,Scand J Clin Lab Invest,Scandinavian journal of clinical and laboratory investigation,0404375,"['0 (Hypoxanthines)', '0 (Purines)', '0 (Xanthines)', '08GY9K1EUO (rasburicase)', '268B43MJ25 (Uric Acid)', 'EC 1.- (Oxidoreductases)', 'EC 1.7.3.3 (Urate Oxidase)', 'W60KTZ3IZY (purine)']",OM,"['*Blood', '*Colorimetry', '*Gout', 'Humans', '*Hypoxanthines', '*Leukemia', '*Liver Cirrhosis', '*Oxidoreductases', '*Purines', '*Urate Oxidase', '*Uric Acid', '*Xanthines']",,['NLM'],"['*BLOOD', '*COLORIMETRY', '*GOUT', '*HYPOXANTHINES', '*LEUKEMIA', '*LIVER CIRRHOSIS', '*OXIDOREDUCTASES', '*PURINES', '*URATE OXIDASE', '*URIC ACID', '*XANTHINES']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",['10.3109/00365516509077275 [doi]'],ppublish,Scand J Clin Lab Invest. 1965;17:1-8. doi: 10.3109/00365516509077275.,,,,,
14260665,NLM,MEDLINE,19961201,20181201,0001-4036 (Print) 0001-4036 (Linking),259,,1964 Nov 30,[INTERFERENCE BETWEEN LYMPHOCYTIC CHORIOMENINGITIS AND RAUSCHER MOUSE LEUKEMIA].,4191-4,"['BARSKI, G', 'YOUN, J K']","['BARSKI G', 'YOUN JK']",['fre'],['Journal Article'],France,C R Hebd Seances Acad Sci,Comptes rendus hebdomadaires des seances de l'Academie des sciences,7501108,,OM,"['Animals', '*Leukemia', '*Leukemia Virus, Murine', '*Leukemia, Experimental', '*Lymphocytic Choriomeningitis', 'Mice', '*Oncogenic Viruses', '*Pathology', '*Research', '*Splenomegaly', '*Vertebrates', '*Viral Interference', '*Viruses']",,['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LYMPHOCYTIC CHORIOMENINGITIS', '*MICE', '*MOUSE LEUKEMIA VIRUSES', '*ONCOGENIC VIRUSES', '*PATHOLOGY', '*SPLENOMEGALY', '*VERTEBRATE VIRUSES', '*VIRAL INTERFERENCE']",1964/11/30 00:00,1964/11/30 00:01,['1964/11/30 00:00'],"['1964/11/30 00:00 [pubmed]', '1964/11/30 00:01 [medline]', '1964/11/30 00:00 [entrez]']",,ppublish,C R Hebd Seances Acad Sci. 1964 Nov 30;259:4191-4.,INTERF'ERENCE ENTRE LA CHORIOM'ENINGITE LYMPHOCYTAIRE ET LA LEUC'EMIE DE SOURIS DE RAUSCHER.,,,,
14260639,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5440,1965 Apr 10,CHROMOSOME STUDIES IN CHRONIC MYELOID LEUKAEMIA.,994,"['BLOCK, M']",['BLOCK M'],['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,['EC 3.1.3.1 (Alkaline Phosphatase)'],OM,"['Alkaline Phosphatase/*blood', '*Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosome Disorders', '*Chromosomes', '*Diagnosis, Differential', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Leukocytes', '*Polycythemia Vera']",PMC2165691,['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*BONE MARROW CELLS', '*CHROMOSOME ABNORMALITIES', '*DIAGNOSIS, DIFFERENTIAL', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*POLYCYTHEMIA VERA']",1965/04/10 00:00,1965/04/10 00:01,['1965/04/10 00:00'],"['1965/04/10 00:00 [pubmed]', '1965/04/10 00:01 [medline]', '1965/04/10 00:00 [entrez]']",['10.1136/bmj.1.5440.994-a [doi]'],ppublish,Br Med J. 1965 Apr 10;1(5440):994. doi: 10.1136/bmj.1.5440.994-a.,,,,,
14260321,NLM,MEDLINE,19961201,20181201,,34,,1964,[CHRONIC LYMPHATIC LEUKEMIA AND MULTIPLE MYELOMA].,627-9,"['HAAS, R', 'WIERZBOWSKA, A']","['HAAS R', 'WIERZBOWSKA A']",['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,OM,"['*Geriatrics', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Multiple Myeloma', '*Neoplasms', '*Neoplasms, Multiple Primary']",,['NLM'],"['*GERIATRICS', '*LEUKEMIA, MYELOCYTIC', '*MULTIPLE MYELOMA', '*NEOPLASMS, MULTIPLE PRIMARY']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1964;34:627-9.,PRZEWLEKLA BIALACZKA LIMFATYCZNA I SZPICZAK MNOGI.,,,,
14260314,NLM,MEDLINE,19961201,20181201,,34,,1964,[FURTHER STUDIES ON THE GEOGRAPHIC DISTRIBUTION OF LEUKEMIAS IN THE KRAKOW REGION. I. ANALYSIS OF THE RELATION OF ESTABLISHED INDICES OF THE FREQUENCY OF LEUKEMIA TO SOME ELEMENTS OF HEALTH SERVICES].,565-74,"['JANICKI, K']",['JANICKI K'],['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,OM,"['Humans', '*Leukemia', 'Neoplasms/*epidemiology', 'Poland']",,['NLM'],"['*LEUKEMIA', '*NEOPLASM STATISTICS', '*POLAND']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1964;34:565-74.,DALSZE ROZWAZANIA NAD GEOGRAFICZNYM ROZMIESZCZENIEM BIALACZEK W REGIONIE KRAKOWSKIM. I. ZALEZNO'SCI USTALONYCH WSKA'ZNIK'OW CZ ESTO'SCI BIALACZEK OD NIEKT'ORYCH ELEMENT'OW SIUZBY ZDROWIA.,,,,
14260300,NLM,MEDLINE,19961201,20181201,0028-2162 (Print) 0028-2162 (Linking),108,,1964 Dec 5,[CHEMOTHERAPY OF MALIGNANT NEOPLASMS].,2357-62,"['KROESE, W F', 'BREUR, K']","['KROESE WF', 'BREUR K']",['dut'],['Journal Article'],Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,"['0 (Alkylating Agents)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '1CC1JFE158 (Dactinomycin)']",OM,"['*Alkylating Agents', 'Animals', '*Antimetabolites', '*Antineoplastic Agents', '*Breast Neoplasms', '*Choriocarcinoma', '*Dactinomycin', 'Female', '*Gastrointestinal Neoplasms', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Lung Neoplasms', '*Lymphoma', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Multiple Myeloma', '*Neoplasm Metastasis', 'Neoplasms/*therapy', '*Ovarian Neoplasms', '*Polycythemia Vera', 'Pregnancy', '*Sarcoma', '*Wilms Tumor']",,['NLM'],"['*ACTINOMYCIN', '*ALKYLATING AGENTS', '*ANTIMETABOLITES', '*ANTINEOPLASTIC AGENTS', '*BREAST NEOPLASMS', '*CHORIOCARCINOMA', '*GASTROINTESTINAL NEOPLASMS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LUNG NEOPLASMS', '*LYMPHOSARCOMA', '*MULTIPLE MYELOMA', '*NEOPLASM METASTASIS', '*NEOPLASM THERAPY', '*NEPHROBLASTOMA', '*OVARIAN NEOPLASMS', '*POLYCYTHEMIA VERA', '*SARCOMA, RETICULUM CELL']",1964/12/05 00:00,1964/12/05 00:01,['1964/12/05 00:00'],"['1964/12/05 00:00 [pubmed]', '1964/12/05 00:01 [medline]', '1964/12/05 00:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 1964 Dec 5;108:2357-62.,CHEMOTHERAPIE BIJ MALIGNE NIEUWVORMINGEN.,,,,
14260276,NLM,MEDLINE,19961201,20201114,0025-729X (Print) 0025-729X (Linking),1,7,1965 Feb 13,ACUTE LEUKAEMIA ASSOCIATED WITH PHENYLBUTAZONE TREATMENT: A REVIEW OF THE LITERATURE AND REPORT OF A FURTHER CASE.,217-9,"['DOUGAN, L', 'WOODLIFF, H J']","['DOUGAN L', 'WOODLIFF HJ']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,['GN5P7K3T8S (Phenylbutazone)'],OM,"['*Acute Disease', '*Arthritis', '*Arthritis, Rheumatoid', '*Drug Therapy', '*Leukemia', '*Leukemia, Lymphoid', '*Phenylbutazone', '*Toxicology']",,['NLM'],"['*ARTHRITIS, RHEUMATOID', '*DRUG THERAPY', '*LEUKEMIA, LYMPHOCYTIC', '*PHENYLBUTAZONE', '*TOXICOLOGIC REPORT']",1965/02/13 00:00,1965/02/13 00:01,['1965/02/13 00:00'],"['1965/02/13 00:00 [pubmed]', '1965/02/13 00:01 [medline]', '1965/02/13 00:00 [entrez]']",['10.5694/j.1326-5377.1965.tb71575.x [doi]'],ppublish,Med J Aust. 1965 Feb 13;1(7):217-9. doi: 10.5694/j.1326-5377.1965.tb71575.x.,,,,,
14260078,NLM,MEDLINE,19961201,20190620,0008-543X (Print) 0008-543X (Linking),18,,1965 Jan,CANCEROUS AND NORMAL TISSUE ANTIGENS STUDIED BY IMMUNOHISTOCHEMICAL AND ULTRASTRUCTURAL METHODS.,73-83,"['PEREZ-CUADRADO, S', 'HABERMAN, S', 'RACE, G J']","['PEREZ-CUADRADO S', 'HABERMAN S', 'RACE GJ']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antigens)', '0 (Tissue Extracts)']",OM,"['*Adenocarcinoma', '*Agglutination', 'Animals', '*Antibody Formation', '*Antigen-Antibody Reactions', '*Antigens', '*Breast Neoplasms', '*Carcinoma, Hepatocellular', '*Colonic Neoplasms', '*Electrons', '*Histocytochemistry', '*Kidney', '*Kidney Neoplasms', '*Leukemia', '*Liver', '*Liver Neoplasms', '*Microscopy', '*Microscopy, Electron', 'Neoplasms/*immunology', 'Rabbits', '*Research', '*Spleen', '*Tissue Extracts']",,['NLM'],"['*ADENOCARCINOMA', '*AGGLUTINATION', '*ANTIBODY FORMATION', '*ANTIGEN-ANTIBODY REACTIONS', '*ANTIGENS', '*BREAST NEOPLASMS', '*COLONIC NEOPLASMS', '*EXPERIMENTAL LAB STUDY', '*HEPATOMA', '*HISTOCYTOCHEMISTRY', '*KIDNEY', '*KIDNEY NEOPLASMS', '*LEUKEMIA', '*LIVER', '*MICROSCOPY, ELECTRON', '*NEOPLASM IMMUNOLOGY', '*RABBITS', '*SPLEEN', '*TISSUE EXTRACTS']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",['10.1002/1097-0142(196501)18:1<73::aid-cncr2820180111>3.0.co;2-0 [doi]'],ppublish,Cancer. 1965 Jan;18:73-83. doi: 10.1002/1097-0142(196501)18:1<73::aid-cncr2820180111>3.0.co;2-0.,,,,,
14260072,NLM,MEDLINE,19961201,20190620,0008-543X (Print) 0008-543X (Linking),18,,1965 Jan,EFFECT OF GAMMA GLOBULIN ON MODIFICATION OF CHICKENPOX IN CHILDREN WITH MALIGNANT DISEASE.,112-6,"['IRIARTE, P V', 'TANGCO, A', 'JAGASIA, K H', 'DIESCHE, R', 'THURMAN, W G']","['IRIARTE PV', 'TANGCO A', 'JAGASIA KH', 'DIESCHE R', 'THURMAN WG']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', '0 (gamma-Globulins)']",OM,"['Adolescent', '*Antineoplastic Agents', '*Chickenpox', 'Child', '*Drug Therapy', 'Humans', 'Infant', '*Leukemia', '*Neoplasms', '*Syndrome', '*gamma-Globulins']",,['NLM'],"['*ADOLESCENCE', '*ANTINEOPLASTIC AGENTS', '*CHICKENPOX', '*CHILD', '*DRUG THERAPY', '*GAMMA GLOBULIN', '*INFANT', '*LEUKEMIA', '*NEOPLASMS']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",['10.1002/1097-0142(196501)18:1<112::aid-cncr2820180116>3.0.co;2-m [doi]'],ppublish,Cancer. 1965 Jan;18:112-6. doi: 10.1002/1097-0142(196501)18:1<112::aid-cncr2820180116>3.0.co;2-m.,,,,,
14260051,NLM,MEDLINE,19961201,20181201,0010-0641 (Print) 0010-0641 (Linking),17,,1964 Sep,[LEUKEMIA. REVIEW].,175-89,"['BLOCH, M', 'QUAN, A L']","['BLOCH M', 'QUAN AL']",['spa'],['Journal Article'],El Salvador,Arch Col Med El Salv,Archivos del Colegio Medico de El Salvador,7503299,,OM,"['Central America', '*Leukemia', 'Neoplasms/*epidemiology']",,['NLM'],"['*CENTRAL AMERICA', '*LEUKEMIA', '*NEOPLASM STATISTICS']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",,ppublish,Arch Col Med El Salv. 1964 Sep;17:175-89.,LEUCEMIAS. REVISION.,,,,
14260042,NLM,MEDLINE,19961201,20181201,0003-5637 (Print) 0003-5637 (Linking),10,,1965 Jan,"[COMPARATIVE EVALUATION OF THE EFFECT OF SOME ANTIBIOTICS ON LEUKEMIA LA IN MICE, C57BL STRAIN].",67-71,"['SEDOV, K A', 'ZHDANOV, G L', 'SOROKINA, I B']","['SEDOV KA', 'ZHDANOV GL', 'SOROKINA IB']",['rus'],['Journal Article'],Russia (Federation),Antibiotiki,Antibiotiki,0375020,"['0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antitubercular)', '0 (Antineoplastic Agents)']",OM,"['Animals', '*Anti-Bacterial Agents', '*Antibiotics, Antitubercular', '*Antineoplastic Agents', '*Leukemia, Experimental', 'Mice', 'Mice, Inbred C57BL', '*Pharmacology', '*Research']",,['NLM'],"['*ANTIBIOTICS', '*ANTINEOPLASTIC AGENTS', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*PHARMACOLOGY']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",,ppublish,Antibiotiki. 1965 Jan;10:67-71.,SRAVNITEL'NAIA OTSENKA DE ISTVIIA NEKOTORYKH ANTIBIOTIKOV NA LE IKOZ LA MYSHE I LINII C57BL.,,,,
14259913,NLM,MEDLINE,19961201,20190812,0001-6101 (Print) 0001-6101 (Linking),176,,1964 Dec,BLOOD HISTAMINE AND BASOPHIL LEUKOCYTES IN POLYCYTHEMIA.,745-50,"['BRANDT, L', 'CEDERQUIST, E', 'RORSMAN, H', 'TRYDING, N']","['BRANDT L', 'CEDERQUIST E', 'RORSMAN H', 'TRYDING N']",['eng'],['Journal Article'],Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,"['0 (Phosphorus Isotopes)', '820484N8I3 (Histamine)']",OM,"['*Basophils', '*Blood', '*Bloodletting', '*Histamine', 'Humans', '*Leukemia', '*Leukocyte Count', '*Phosphorus Isotopes', '*Polycythemia', '*Polycythemia Vera', '*Radiotherapy']",,['NLM'],"['*BASOPHILS', '*BLOOD', '*BLOODLETTING', '*HISTAMINE', '*LEUKEMIA', '*PHOSPHORUS ISOTOPES', '*POLYCYTHEMIA', '*POLYCYTHEMIA VERA', '*RADIOTHERAPY']",1964/12/01 00:00,1964/12/01 00:01,['1964/12/01 00:00'],"['1964/12/01 00:00 [pubmed]', '1964/12/01 00:01 [medline]', '1964/12/01 00:00 [entrez]']",['10.1111/j.0954-6820.1964.tb00682.x [doi]'],ppublish,Acta Med Scand. 1964 Dec;176:745-50. doi: 10.1111/j.0954-6820.1964.tb00682.x.,,,,,
14259816,NLM,MEDLINE,19961201,20181201,0507-3758 (Print) 0507-3758 (Linking),10,,1964,[ENZYMATIC ACTIVITY IN THE SYNTHESIS OF GLYCOGEN BY LEUKOCYTES IN HUMAN LEUKEMIA].,38-42,"['LUGANOVA, I S', 'SEITS, I F']","['LUGANOVA IS', 'SEITS IF']",['rus'],['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Blood Glucose)', '0 (Enzymes)', '9005-79-2 (Glycogen)']",OM,"['*Blood Glucose', '*Carbohydrate Metabolism', '*Enzymes', '*Glycogen', 'Humans', '*Leukemia', '*Leukocytes', '*Polycythemia']",,['NLM'],"['*BLOOD SUGAR', '*CARBOHYDRATE METABOLISM', '*ENZYMES', '*GLYCOGEN', '*LEUKEMIA', '*LEUKOCYTES', '*POLYCYTHEMIA']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1964;10:38-42.,AKTIVNOST' FERMENTOV SISTEMY SINTEZA GLIKOGENA V LE IKOTSITAKH CHELOVEKA PRI LE IKOZAKH.,,,,
