PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,PMC,EDAT,MHDA,CRDT,PHST,PST,SO,RN,SB,CON,MH,AID,CI,AD,GR,TT,DEP,RF,CIN,PS,FPS,MID,CN,SI,EIN,LID,OID,GN,OTO,OT
17393030,NLM,MEDLINE,20070604,20070329,0340-6245 (Print) 0340-6245 (Linking),97,4,2007 Apr,Remodeling of carotid arteries is associated with increased expression of thrombomodulin in a mouse transverse aortic constriction model.,658-64,"Thrombomodulin (TM) is an endothelial glycoprotein that functions as a thrombin cofactor in the activation of protein C. Recent evidence has revealed that TM has unique effects on cellular proliferation, adhesion, and inflammation. We examined TM expression in the arterial remodeling process with different shear conditions. Quantitative real-time reverse transcription-PCR (Q-PCR) revealed that shear stress (25 dyne/cm(2) for 6 hours) induced a 2.6 +/- 0.4-fold increase in TM mRNA levels in endothelial cell culture. Adult FVB (Friend leukemia virus B strain) mice underwent transverse aortic constriction (TAC) between the right (RCA) and left carotid artery (LCA). Doppler (n = 8), morphometric (n = 8), and Q-PCR (n = 8 or 10) studies were performed on carotid arteries at different time points. The RCA lumen and media area increased. The LCA wall shear stress decreased after TAC. RCA wall shear stress increased at day 7 followed by a decrease to the baseline at day 28. TM mRNA level in the LCA was decreased by 61% at day 7 after TAC (0.39 +/- 0.04; p < 0.05 vs. baseline). It progressively returned to the baseline at day 14 (0.85 +/- 0.12) and day 28 (1.48 +/- 0.05; all p = NS). TM appeared in the media of the RCA; TM mRNA level in the RCA was increased by 11-fold at day 14 after TAC (11.0 +/- 0.22) and progressively decreased at day 28 (5.34 +/- 0.25, all p < 0.05 vs. baseline). Our studies suggested that altered shear stress induced significant TM gene expression changes during the arterial remodeling process.","['Li, Yi-Heng', 'Hsieh, Chung-Yu', 'Wang, Danny Ling', 'Chung, Hsing-Chun', 'Liu, Shu-Lin', 'Chao, Ting-Hsing', 'Shi, Guey-Yueh', 'Wu, Hua-Lin']","['Li YH', 'Hsieh CY', 'Wang DL', 'Chung HC', 'Liu SL', 'Chao TH', 'Shi GY', 'Wu HL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Thromb Haemost,Thrombosis and haemostasis,7608063,,2007/03/30 09:00,2007/06/05 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Thromb Haemost. 2007 Apr;97(4):658-64.,"['0 (RNA, Messenger)', '0 (Thrombomodulin)']",IM,,"['Animals', 'Aorta, Thoracic/surgery', 'Aortic Diseases/*complications/metabolism/physiopathology', 'Blood Flow Velocity', 'Carotid Arteries/*metabolism/pathology/physiopathology', 'Carotid Artery Diseases/*etiology/metabolism/physiopathology', 'Cells, Cultured', 'Constriction, Pathologic/complications/metabolism', 'Disease Models, Animal', 'Endothelial Cells/metabolism', 'Humans', 'Immunohistochemistry', 'Laser-Doppler Flowmetry', 'Ligation', 'Mice', 'RNA, Messenger/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Stress, Mechanical', 'Thrombomodulin/genetics/*metabolism', 'Time Factors', 'Transcription, Genetic', 'Up-Regulation']",['07040658 [pii]'],,"['Department of Internal Medicine, College of Medicine, National Cheng Kung University, Tainan, Taiwan. t025215@ms17.hinet.net']",,,,,,,,,,,,,,,,
17392978,NLM,MEDLINE,20070605,20091119,1220-0522 (Print) 1220-0522 (Linking),47,4,2006,Prognostic significance and detection of the internal tandem duplication of the FLT3 gene in acute myeloid leukemia.,331-7,"The FMS-like tyrosine kinase-3 (FLT3), which belongs to the class III receptor tyrosine kinase family, expressed by immature hematopoietic cells, plays an important role in the proliferation, differentiation and survival of stem cells. The activating mutations of FLT3 gene have been reported to be of prognostic significance. The most common somatic alteration of the FLT3 gene is the Internal Tandem Duplication (FLT3/ITD), which is caused by the elongation of the juxtamembrane (JM) domain of FLT3. The duplicated fragment size varies from 3 to more than 400 base pair, always occurs in multiples of three while the reading frame is preserved. The elongated segment of DNA can be amplified by polymerase chain reaction (PCR), and the products are separated by gel electrophoresis. The FLT3/ITD is found in 20-40% of adult AML patients and is the most frequent mutation in leukemia. Using native peripheral blood and bone marrow from AML and non-AML patients (total of 19 samples), and samples from the RNA bank (total of eight samples), the authors purpose was to work out a method for FLT3/ITD detection, which can be used in routine diagnostics. All samples produced detectable PCR products, which proofs that this procedure can be used for the detection of FLT3/ITD mutations in daily clinical practice.","['Gagyi, Eva', 'Horvath, Emoke', 'Bodor, C', 'Timar, B', 'Matolcsy, A', 'Pavai, Z']","['Gagyi E', 'Horvath E', 'Bodor C', 'Timar B', 'Matolcsy A', 'Pavai Z']",['eng'],['Journal Article'],Romania,Rom J Morphol Embryol,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,9112454,,2007/03/30 09:00,2007/06/06 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/06/06 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Rom J Morphol Embryol. 2006;47(4):331-7.,"['0 (RNA, Messenger)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",IM,,"['*Gene Duplication', 'Gene Expression Regulation, Neoplastic', 'Genome, Human/genetics', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/*genetics/pathology', 'Prognosis', 'RNA, Messenger/genetics/metabolism', 'Receptor Protein-Tyrosine Kinases/chemistry', 'Reverse Transcriptase Polymerase Chain Reaction/*methods', 'fms-Like Tyrosine Kinase 3/*genetics/metabolism']",['470406331337 [pii]'],,"['Department of Pathology, University of Medicine and Pharmacy, Targu Mures, Romania.']",,,,,,,,,,,,,,,,
17392822,NLM,MEDLINE,20070718,20130304,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,"Inhibition of myc promoter and telomerase activity and induction of delayed apoptosis by SYUIQ-5, a novel G-quadruplex interactive agent in leukemia cells.",1300-2,,"['Liu, J-N', 'Deng, R', 'Guo, J-F', 'Zhou, J-M', 'Feng, G-K', 'Huang, Z-S', 'Gu, L-Q', 'Zeng, Y-X', 'Zhu, X-F']","['Liu JN', 'Deng R', 'Guo JF', 'Zhou JM', 'Feng GK', 'Huang ZS', 'Gu LQ', 'Zeng YX', 'Zhu XF']",['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/07/19 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jun;21(6):1300-2. doi: 10.1038/sj.leu.2404652. Epub 2007 Mar 29.,"['0 (Antineoplastic Agents)', '0 (Diamines)', ""0 (N'-(10H-indolo(3,2-b)quinolin-11-yl)-N,N-dimethylpropane-1,3-diamine)"", '0 (Quinolines)', '9007-49-2 (DNA)', 'EC 2.7.7.49 (Telomerase)']",IM,,"['Antineoplastic Agents/*pharmacology', 'Apoptosis/drug effects', 'DNA', 'Diamines/*pharmacology', 'G-Quadruplexes', 'Genes, myc/drug effects', 'Humans', 'Leukemia/*drug therapy/*pathology', 'Promoter Regions, Genetic/drug effects', 'Quinolines/*pharmacology', 'Telomerase/drug effects']","['2404652 [pii]', '10.1038/sj.leu.2404652 [doi]']",,,,,20070329,,,,,,,,,,,,,
17392821,NLM,MEDLINE,20070718,20130304,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,mRNA stability control: a clandestine force in normal and malignant hematopoiesis.,1158-71,"This review addresses the scope of influence of mRNA decay on cellular functions and its potential role in normal and malignant hematopoiesis. Evidence is emerging that leukemic oncogenes and hematopoietic cytokines interact with mRNA decay pathways. These pathways can co-regulate functionally related genes through specific motifs in the 3'-untranslated region of targeted transcripts. The steps that link external stimuli to transcript turnover are not fully understood, but include subcellular relocalization or post-transcriptional modification of specific transcript-stabilizing or -destabilizing proteins. Improper functioning of these regulators of mRNA turnover can impede normal cellular differentiation or promote cancers. By delineating how subsets of transcripts decay in synchrony during normal hematopoiesis, it may be possible to determine whether this post-transcriptional regulatory pathway is hijacked in leukemogenesis.","['Steinman, R A']",['Steinman RA'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/07/19 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jun;21(6):1158-71. doi: 10.1038/sj.leu.2404656. Epub 2007 Mar 29.,"[""0 (3' Untranslated Regions)""]",IM,,"[""3' Untranslated Regions"", 'Animals', 'Cell Differentiation', 'Hematopoiesis/*genetics', 'Humans', 'Leukemia/etiology/*genetics/pathology', 'RNA Processing, Post-Transcriptional', '*RNA Stability']","['2404656 [pii]', '10.1038/sj.leu.2404656 [doi]']",,"['University of Pittsburgh Cancer Institute, Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, PA 15213, USA. steinman@pitt.edu']",,,20070329,209,,,,,,,,,,,,
17392820,NLM,MEDLINE,20070831,20130304,0887-6924 (Print) 0887-6924 (Linking),21,7,2007 Jul,Thrombosis can occur at any phase of essential thrombocythemia with JAK2(V617F) mutation: a single institutional study in Japan.,1570-1,,"['Ohyashiki, K', 'Ito, Y', 'Hori, K', 'Sato, K', 'Makino, T', 'Ohyashiki, J H']","['Ohyashiki K', 'Ito Y', 'Hori K', 'Sato K', 'Makino T', 'Ohyashiki JH']",['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/09/01 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/09/01 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jul;21(7):1570-1. doi: 10.1038/sj.leu.2404666. Epub 2007 Mar 29.,['EC 2.7.10.2 (Janus Kinase 2)'],IM,,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Incidence', 'Janus Kinase 2/*genetics', 'Japan/epidemiology', 'Male', 'Middle Aged', 'Mutation, Missense', 'Thrombocythemia, Essential/*genetics', 'Thrombosis/*genetics']","['2404666 [pii]', '10.1038/sj.leu.2404666 [doi]']",,,,,20070329,,,,,,,,,,,,,
17392819,NLM,MEDLINE,20070718,20201212,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,Increased resistance to a farnesyltransferase inhibitor by N-cadherin expression in Bcr/Abl-P190 lymphoblastic leukemia cells.,1189-97,"In leukemia patients, resistance to drug treatment develops while the malignant cells can interact with and derive support from their microenvironment, such as bone marrow stroma. To model this process, lymphoblastic leukemia cells from BCR/ABL transgenic mice were treated with the farnesyltransferase inhibitor (FTI) SCH66336 while in coculture with primary mouse embryonic fibroblasts. Coculture with fibroblasts allowed the outgrowth of a subpopulation of drug-resistant lymphoblasts that expressed N-cadherin, a cell-cell adhesion protein that normally is only expressed on specific cell types, including hematopoietic stem cells and fibroblasts. N-cadherin expression promoted increased adhesion of the lymphoblasts to the fibroblasts. Importantly, de novo expression of N-cadherin in parental nonexpressing lymphoblasts using lentiviral transduction increased the ability of the cells to survive FTI treatment. We conclude that FTI drug treatment of Bcr/Abl-positive lymphoblastic leukemia cells that are in contact with a defined microenvironment induces the selective survival of a more primitive subpopulation of leukemia cells that expresses N-cadherin. Experimental drug treatment of cancer cells in model systems that include a microenvironment may reveal novel molecules that contribute to drug resistance and may aid in the design of specific therapies to eradicate more primitive cells.","['Zhang, B', 'Groffen, J', 'Heisterkamp, N']","['Zhang B', 'Groffen J', 'Heisterkamp N']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/07/19 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jun;21(6):1189-97. doi: 10.1038/sj.leu.2404667. Epub 2007 Mar 29.,"['0 (Cadherins)', 'EC 2.5.1.29 (Farnesyltranstransferase)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,,"['Animals', 'Cadherins/genetics/*physiology', 'Cell Adhesion', 'Cell Line, Tumor', 'Coculture Techniques', '*Drug Resistance', 'Farnesyltranstransferase/*antagonists & inhibitors', 'Female', 'Fibroblasts/cytology', '*Fusion Proteins, bcr-abl', 'Leukemia, Lymphoid/*pathology', 'Mice', 'Mice, Transgenic']","['2404667 [pii]', '10.1038/sj.leu.2404667 [doi]']",,"['Division of Hematology, Section of Molecular Carcinogenesis, Saban Research Institute, Childrens Hospital Los Angeles and the Keck School of Medicine, University of Southern California, Los Angeles, CA 90027, USA.']",['CA 50248/CA/NCI NIH HHS/United States'],,20070329,,,,,,,,,,,,,
17392818,NLM,MEDLINE,20070831,20161124,0887-6924 (Print) 0887-6924 (Linking),21,7,2007 Jul,"VEGF/PLGF induces leukemia cell migration via P38/ERK1/2 kinase pathway, resulting in Rho GTPases activation and caveolae formation.",1590-4,,"['Casalou, C', 'Fragoso, R', 'Nunes, J F M', 'Dias, S']","['Casalou C', 'Fragoso R', 'Nunes JF', 'Dias S']",['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/09/01 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/09/01 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jul;21(7):1590-4. doi: 10.1038/sj.leu.2404668. Epub 2007 Mar 29.,"['0 (PGF protein, human)', '0 (Pregnancy Proteins)', '0 (Vascular Endothelial Growth Factor A)', '144589-93-5 (Placenta Growth Factor)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinase 1)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinase 3)', 'EC 2.7.11.24 (p38 Mitogen-Activated Protein Kinases)', 'EC 3.6.5.2 (rho GTP-Binding Proteins)']",IM,,"['Caveolae/metabolism', 'Cell Line', 'Cell Movement/*drug effects', 'Female', 'Humans', 'Leukemia/*pathology', 'Mitogen-Activated Protein Kinase 1/metabolism', 'Mitogen-Activated Protein Kinase 3/metabolism', 'Placenta Growth Factor', 'Pregnancy Proteins/*pharmacology', 'Vascular Endothelial Growth Factor A/*pharmacology', 'p38 Mitogen-Activated Protein Kinases/metabolism', 'rho GTP-Binding Proteins/metabolism']","['2404668 [pii]', '10.1038/sj.leu.2404668 [doi]']",,,,,20070329,,,,,,,,,,,,,
17392817,NLM,MEDLINE,20070831,20130304,0887-6924 (Print) 0887-6924 (Linking),21,7,2007 Jul,c-Maf nuclear oncoprotein is frequently expressed in multiple myeloma.,1572-4,,"['Chang, Hong', 'Qi, Q', 'Xu, W', 'Patterson, B']","['Chang H', 'Qi Q', 'Xu W', 'Patterson B']",['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/09/01 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/09/01 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jul;21(7):1572-4. doi: 10.1038/sj.leu.2404669. Epub 2007 Mar 29.,"['0 (Maf Transcription Factors)', '0 (Oncogene Proteins)']",IM,,"['Adult', 'Aged', 'Female', 'Humans', 'Immunohistochemistry', 'Maf Transcription Factors/*analysis', 'Male', 'Middle Aged', 'Multiple Myeloma/*chemistry/mortality', 'Oncogene Proteins/analysis', 'Survival Analysis']","['2404669 [pii]', '10.1038/sj.leu.2404669 [doi]']",,,,,20070329,,,,,,,,,,,,,
17392816,NLM,MEDLINE,20070718,20130304,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,Working hypothesis to redefine endothelial progenitor cells.,1141-9,"Since 1997, postnatal vasculogenesis has been purported to be an important mechanism for neoangiogenesis via bone marrow (BM)-derived circulating endothelial progenitor cells (EPCs). Based on this paradigm, EPCs have been extensively studied as biomarkers to assess severity of cardiovascular disease and as a cell-based therapy for several human cardiovascular disorders. In the majority of studies to date, EPCs were identified and enumerated by two primary methodologies; EPCs were obtained and quantified following in vitro cell culture, or EPCs were identified and enumerated by flow cytometry. Both methods have proven controversial. This review will attempt to outline the definition of EPCs from some of the most widely cited published reports in an effort to provide a framework for understanding subsequent studies in this rapidly evolving field. We will focus this review on studies that used cell culture techniques to define EPCs.","['Prater, D N', 'Case, J', 'Ingram, D A', 'Yoder, M C']","['Prater DN', 'Case J', 'Ingram DA', 'Yoder MC']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/07/19 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jun;21(6):1141-9. doi: 10.1038/sj.leu.2404676. Epub 2007 Mar 29.,,IM,,"['Animals', 'Cell Count/methods', 'Cell Culture Techniques', 'Endothelial Cells/*cytology', 'Humans', 'Immunophenotyping', 'Stem Cells/*cytology', 'Terminology as Topic']","['2404676 [pii]', '10.1038/sj.leu.2404676 [doi]']",,"['Department of Pediatrics, Indiana University School of Medicine, Indianapolis, IN, USA.']","['P01 HL085036/HL/NHLBI NIH HHS/United States', 'P30 CA82709/CA/NCI NIH HHS/United States', 'P50 NS052606/NS/NINDS NIH HHS/United States', 'R21 HL088885/HL/NHLBI NIH HHS/United States']",,20070329,117,,,,,,,,,,,,
17392815,NLM,MEDLINE,20070831,20181201,0887-6924 (Print) 0887-6924 (Linking),21,7,2007 Jul,Remitting activity of lenalidomide in treatment-induced myelodysplastic syndrome.,1576-8,,"['Melchert, M', 'Williams, C', 'List, A']","['Melchert M', 'Williams C', 'List A']",['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,,2007/03/30 09:00,2007/09/01 09:00,['2007/03/30 09:00'],"['2007/03/30 09:00 [pubmed]', '2007/09/01 09:00 [medline]', '2007/03/30 09:00 [entrez]']",ppublish,Leukemia. 2007 Jul;21(7):1576-8. doi: 10.1038/sj.leu.2404677. Epub 2007 Mar 29.,"['0 (Antineoplastic Agents)', '4Z8R6ORS6L (Thalidomide)', 'F0P408N6V4 (Lenalidomide)']",IM,,"['Aged', 'Antineoplastic Agents/*adverse effects', 'Chromosome Deletion', 'Chromosomes, Human, Pair 5', 'Humans', 'Lenalidomide', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced/*drug therapy/genetics', 'Remission Induction/methods', 'Thalidomide/*analogs & derivatives/therapeutic use']","['2404677 [pii]', '10.1038/sj.leu.2404677 [doi]']",,,,,20070329,,,,,,,,,,,,,
