PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,MID,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,RF,CIN,TT,OTO,OT,CN,CON,SI,OID,EIN,RIN,IR,FIR,COIS,ROF
18752591,NLM,MEDLINE,20081217,20081106,1365-2141 (Electronic) 0007-1048 (Linking),143,2,2008 Oct,Rapid and sensitive screening for CEBPA mutations in acute myeloid leukaemia.,230-9,10.1111/j.1365-2141.2008.07328.x [doi],"The presence of CCAAT/enhancer binding protein alpha (CEBPA) gene mutations in patients with cytogenetically normal acute myeloid leukaemia (CN-AML) confers a favourable prognosis. Routine screening of all CN-AML patients for CEBPA mutations is therefore important for individual risk-adapted post-remission therapy and requires a fast and easy screening method. CEBPA mutations are distributed over the entire CEBPA gene and the functional and clinical consequences of the different mutations are still largely unknown. Therefore, we developed a multiplex polymerase chain reaction-based fragment length analysis mutation screening method for the entire CEBPA coding region. We initially evaluated our method by analysing 120 CN-AML samples both by fragment analysis and nucleotide sequencing and reached a sensitivity of 100% and a specificity of 90%. 349 CN-AML samples were subsequently screened for CEBPA mutations by fragment length analysis. Among a total of 469 CN-AML patient samples, 58 CEBPA mutations were detected in 38 CN-AML patients (8.1%). In conclusion, we established a fast and sensitive CEBPA mutation screening method suitable for inclusion in routine AML diagnostics.",,"['Benthaus, Tobias', 'Schneider, Friederike', 'Mellert, Gudrun', 'Zellmeier, Evelyn', 'Schneider, Stephanie', 'Kakadia, Purvi M', 'Hiddemann, Wolfgang', 'Bohlander, Stefan K', 'Feuring-Buske, Michaela', 'Braess, Jan', 'Spiekermann, Karsten', 'Dufour, Annika']","['Benthaus T', 'Schneider F', 'Mellert G', 'Zellmeier E', 'Schneider S', 'Kakadia PM', 'Hiddemann W', 'Bohlander SK', 'Feuring-Buske M', 'Braess J', 'Spiekermann K', 'Dufour A']","['Laboratory for Leukaemia Diagnostics, Department of Medicine III, University of Munich-Grosshadern, Germany.']",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (CCAAT-Enhancer-Binding Protein-alpha)', '0 (DNA Primers)']",IM,"['CCAAT-Enhancer-Binding Protein-alpha/*genetics', 'DNA Mutational Analysis/*methods', 'DNA Primers/genetics', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/genetics', '*Mutation', 'Sensitivity and Specificity']",,,2008/08/30 09:00,2008/12/18 09:00,['2008/08/30 09:00'],"['2008/08/30 09:00 [pubmed]', '2008/12/18 09:00 [medline]', '2008/08/30 09:00 [entrez]']","['BJH7328 [pii]', '10.1111/j.1365-2141.2008.07328.x [doi]']",ppublish,Br J Haematol. 2008 Oct;143(2):230-9. doi: 10.1111/j.1365-2141.2008.07328.x. Epub 2008 Aug 24.,20080824,,,,,,,,,,,,,,,
18752589,NLM,MEDLINE,20090107,20081106,1365-2141 (Electronic) 0007-1048 (Linking),143,4,2008 Nov,Genome-wide DNA analysis identifies recurrent imbalances predicting outcome in chronic lymphocytic leukaemia with 17p deletion.,532-6,10.1111/j.1365-2141.2008.07373.x [doi],"Deletion of 17p (TP53) identifies a rare subset of chronic lymphocytic leukaemia (17p- CLL) with aggressive behaviour. Genome-wide DNA-profiling was performed to investigate 18 patients with 17p- CLL. All cases had multiple copy-number (CN) changes. Among the several recurrent CN changes identified, 8q24.13-q24.1-gain (MYC), 8p-loss (TNFRSF10A/B, also known as TRAIL1/2) and 2p16.1-p14-gain (REL/BCL11A) appeared frequently represented. 8p-loss and 2p16.1-p14-gain also appeared clinically relevant and predicted significant shorter time from diagnosis to treatment (8p-loss) and overall survival (8p-loss and 2p16.1-p14-gain, P < 0.05). These observations document a highly unstable genome in 17p- CLL and suggest that additional genes outside the TP53 locus may be important for tumour behaviour.",,"['Forconi, Francesco', 'Rinaldi, Andrea', 'Kwee, Ivo', 'Sozzi, Elisa', 'Raspadori, Donatella', 'Rancoita, Paola M V', 'Scandurra, Marta', 'Rossi, Davide', 'Deambrogi, Clara', 'Capello, Daniela', 'Zucca, Emanuele', 'Marconi, Daniela', 'Bomben, Riccardo', 'Gattei, Valter', 'Lauria, Francesco', 'Gaidano, Gianluca', 'Bertoni, Francesco']","['Forconi F', 'Rinaldi A', 'Kwee I', 'Sozzi E', 'Raspadori D', 'Rancoita PM', 'Scandurra M', 'Rossi D', 'Deambrogi C', 'Capello D', 'Zucca E', 'Marconi D', 'Bomben R', 'Gattei V', 'Lauria F', 'Gaidano G', 'Bertoni F']","['Sezione Ematologia e Trapianti, Dipartimento di Medicina Clinica e Scienze Immunologiche, Universita di Siena, Siena, Italy. forconif@unisi.it']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (DNA, Neoplasm)']",IM,"['*Chromosome Deletion', 'Chromosomes, Human, Pair 17/*genetics', 'DNA Fingerprinting/methods', 'DNA, Neoplasm/*genetics', 'Female', 'Genome', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Polymorphism, Single Nucleotide', 'Prognosis', 'Survival Analysis']",,,2008/08/30 09:00,2009/01/08 09:00,['2008/08/30 09:00'],"['2008/08/30 09:00 [pubmed]', '2009/01/08 09:00 [medline]', '2008/08/30 09:00 [entrez]']","['BJH7373 [pii]', '10.1111/j.1365-2141.2008.07373.x [doi]']",ppublish,Br J Haematol. 2008 Nov;143(4):532-6. doi: 10.1111/j.1365-2141.2008.07373.x. Epub 2008 Aug 24.,20080824,,,,,,,,,,,,,,,
18752538,NLM,MEDLINE,20100407,20100121,1751-553X (Electronic) 1751-5521 (Linking),32,1 Pt 1,2010 Feb,Erroneous automated optical platelet counts in 1-hour post-transfusion blood samples.,e1-8,10.1111/j.1751-553X.2008.01097.x [doi],"Thrombocytopenic patients with acute leukemia may show high post-transfusion count increments that significantly exceed the number of transfused platelets. This study demonstrates that the automated hematology analyzer Sysmex XE-2100 reports erroneously high optical platelet counts when the blood sample contains particles in the size range of platelets or smaller. Thrombocytopenic or low-normal whole blood samples were spiked with 1 mum latex beads (n = 14) to mimic contaminants under controlled conditions. Optical and impedance measurements of spiked and control samples with the Sysmex XE-2100 were compared with the Advia 120 and the manual counts. The added beads unexpectedly increased the automated optical platelet counts in the Sysmex XE-2100 and, to a lesser extent, the Advia 120 (Wilcoxon signed ranks test, P < 0.05), while the beads were not included in the impedance or the manual microscopic platelet counts. Differential interference contrast microscopy was used to investigate samples from platelet concentrates for transfusion. Platelet concentrates (32/128) were identified as possible sources for particles that were microscopically distinct from platelets but would be included in the automated optical count. Transfusion of platelet concentrates containing contaminating particles can lead to unexpectedly high post-transfusion platelet counts and misdiagnosis of thrombocytopenic patients.",,"['Maurer-Spurej, E', 'Pittendreigh, C', 'Yakimec, J', 'De Badyn, M Hudoba', 'Chipperfield, K']","['Maurer-Spurej E', 'Pittendreigh C', 'Yakimec J', 'De Badyn MH', 'Chipperfield K']","['Canadian Blood Services, University of British Columbia, Vancouver, BC, Canada. emaurer@interchange.ubc.ca']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Int J Lab Hematol,International journal of laboratory hematology,101300213,,IM,"['Automation, Laboratory/*standards', 'Clinical Laboratory Techniques/standards', '*Diagnostic Errors', 'Flow Cytometry', 'Humans', 'Microspheres', '*Platelet Count', '*Platelet Transfusion', 'Thrombocytopenia/blood/diagnosis']",,,2008/08/30 09:00,2010/04/08 06:00,['2008/08/30 09:00'],"['2008/08/30 09:00 [pubmed]', '2010/04/08 06:00 [medline]', '2008/08/30 09:00 [entrez]']","['CLH1097 [pii]', '10.1111/j.1751-553X.2008.01097.x [doi]']",ppublish,Int J Lab Hematol. 2010 Feb;32(1 Pt 1):e1-8. doi: 10.1111/j.1751-553X.2008.01097.x. Epub 2008 Aug 25.,20080825,,,,,,,,,,,,,,,
18752033,NLM,MEDLINE,20090319,20211020,1573-7225 (Electronic) 0957-5243 (Linking),20,1,2009 Feb,"A population-based, case-control study of green tea consumption and leukemia risk in southwestern Taiwan.",57-65,10.1007/s10552-008-9217-7 [doi],"OBJECTIVE: This study investigated the association between green tea consumption and leukemia. METHODS: A total of 252 cases (90.3% response) and 637 controls (53.4% response) were enrolled. Controls were matched for cases on age and gender. Information was collected on participants' living habits, including tea consumption. Green tea was used as a standard to estimate the total amount of individual catechin consumption. We stratified individual consumption of catechins into four levels. Conditional logistic regression models were fit to subjects aged 0-15 and 16-29 years to evaluate separate associations between leukemia and catechin consumption. RESULTS: A significant inverse association between green tea consumption and leukemia risk was found in individuals aged 16-29 years, whereas no significant association was found in the younger age groups. For the older group with higher amounts of tea consumption (>550 units of catechins), the adjusted odds ratio (OR) compared with the group without tea consumption was 0.47 [95% confidence interval (CI) = 0.23-0.97]. After we adjusted for smoking status and medical irradiation exposure, the overall OR for all participants was 0.49 (95% CI = 0.27-0.91), indicating an inverse relation between large amounts of catechins and leukemia. CONCLUSION: Drinking sufficient amounts of tea, especially green tea, which contains more catechins than oolong tea and black tea, may reduce the risk of leukemia.",,"['Kuo, Yau-Chang', 'Yu, Chu-Ling', 'Liu, Chen-Yu', 'Wang, Su-Fen', 'Pan, Pi-Chen', 'Wu, Ming-Tsang', 'Ho, Chi-Kung', 'Lo, Yu-Shing', 'Li, Yi', 'Christiani, David C']","['Kuo YC', 'Yu CL', 'Liu CY', 'Wang SF', 'Pan PC', 'Wu MT', 'Ho CK', 'Lo YS', 'Li Y', 'Christiani DC']","['Environmental and Occupational Medicine and Epidemiology Program, Department of Environmental Health, Harvard School of Public Health, Boston, MA, USA. kuo550221@yahoo.com.tw']",['eng'],"['ES00002/ES/NIEHS NIH HHS/United States', 'P30 ES000002/ES/NIEHS NIH HHS/United States', 'ES09723/ES/NIEHS NIH HHS/United States', 'R01 ES009723-05/ES/NIEHS NIH HHS/United States', 'R01 ES009723/ES/NIEHS NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural']",Netherlands,Cancer Causes Control,Cancer causes & control : CCC,9100846,['0 (Tea)'],IM,"['Adolescent', 'Adult', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Male', 'Risk Factors', 'Taiwan', '*Tea']",PMC3103781,['NIHMS294655'],2008/08/30 09:00,2009/03/20 09:00,['2008/08/30 09:00'],"['2008/03/21 00:00 [received]', '2008/08/05 00:00 [accepted]', '2008/08/30 09:00 [pubmed]', '2009/03/20 09:00 [medline]', '2008/08/30 09:00 [entrez]']",['10.1007/s10552-008-9217-7 [doi]'],ppublish,Cancer Causes Control. 2009 Feb;20(1):57-65. doi: 10.1007/s10552-008-9217-7. Epub 2008 Aug 28.,20080828,,,,,,['Kaohsiung Leukemia Research Group'],,,,,,"['Chang TT', 'Lin SF', 'Chiou SS', 'Jang RC', 'Hsiao HH', 'Liu TC', 'Lin PC', 'Hsiao CC', 'Sheen JM', 'Kuo CY', 'Wang MC', 'Huang CH', 'Huang CB', 'Lin SJ', 'Sun YM', 'Hsieh KS', 'Chang YH', 'Wong YC', 'Wu HB']","['Chang, Tai-Tsung', 'Lin, Sheng-Fung', 'Chiou, Shyh-Shin', 'Jang, Ren-Chin', 'Hsiao, Hui-Hua', 'Liu, Ta-Chih', 'Lin, Pei-Chin', 'Hsiao, Chih-Cheng', 'Sheen, Jiunn-Ming', 'Kuo, Ching-Yuan', 'Wang, Ming-Chung', 'Huang, Cheng-Hua', 'Huang, Chung-Bin', 'Lin, Shyh-Jer', 'Sun, Yu-Ming', 'Hsieh, Kai-Sheng', 'Chang, Yu-Hsiang', 'Wong, Yuk-Cheung', 'Wu, Hung-Bo']",,
18750321,NLM,PubMed-not-MEDLINE,20100630,20211020,0093-0415 (Print) 0093-0415 (Linking),147,3,1987 Sep,Bone marrow transplantation as primary treatment of leukemia.,327-8,,,,"['Bozdech, M J']",['Bozdech MJ'],,['eng'],,['Journal Article'],United States,West J Med,The Western journal of medicine,0410504,,,,PMC1025871,,1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",,ppublish,West J Med. 1987 Sep;147(3):327-8.,,,,,,,,,,,,,,,,
18749869,NLM,PubMed-not-MEDLINE,20100630,20211020,0093-0415 (Print) 0093-0415 (Linking),143,5,1985 Nov,Medical practice questions: bone marrow transplantation for lymphoblastic leukemia.,632,,,,,,,['eng'],,['Journal Article'],United States,West J Med,The Western journal of medicine,0410504,,,,PMC1306427,,1985/11/01 00:00,1985/11/01 00:01,['1985/11/01 00:00'],"['1985/11/01 00:00 [pubmed]', '1985/11/01 00:01 [medline]', '1985/11/01 00:00 [entrez]']",,ppublish,West J Med. 1985 Nov;143(5):632.,,,,,,,,,,,,,,,,
18749806,NLM,PubMed-not-MEDLINE,20100630,20211020,0093-0415 (Print) 0093-0415 (Linking),143,1,1985 Jul,Internal medicine: human T-cell leukemia virus (HTLV).,98-9,,,,"['Neely, S M', 'Levine, A M']","['Neely SM', 'Levine AM']",,['eng'],,['Journal Article'],United States,West J Med,The Western journal of medicine,0410504,,,,PMC1306246,,1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",,ppublish,West J Med. 1985 Jul;143(1):98-9.,,,,,,,,,,,,,,,,
18747385,NLM,PubMed-not-MEDLINE,20100630,20211020,0093-0415 (Print) 0093-0415 (Linking),120,5,1974 May,Improved survival of patients with acute lymphoblastic leukemia receiving early central nervous system treatment.,405,,,,"['Ablin, A R']",['Ablin AR'],,['eng'],,['Journal Article'],United States,West J Med,The Western journal of medicine,0410504,,,,PMC1130155,,1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",,ppublish,West J Med. 1974 May;120(5):405.,,,,,,,,,,,,,,,,
18746785,NLM,PubMed-not-MEDLINE,20080829,20211020,0093-4038 (Print) 0093-4038 (Linking),61,1,1944 Jul,LEUKEMIA AS A CAUSE OF NASAL OBSTRUCTION: REPORT OF CASE.,23-6,,,,"['Hatch, F N']",['Hatch FN'],,['eng'],,['Journal Article'],United States,Cal West Med,California and western medicine,0414326,,,,PMC1780700,,1944/07/01 00:00,1944/07/01 00:01,['1944/07/01 00:00'],"['1944/07/01 00:00 [pubmed]', '1944/07/01 00:01 [medline]', '1944/07/01 00:00 [entrez]']",,ppublish,Cal West Med. 1944 Jul;61(1):23-6.,,,,,,,,,,,,,,,,
18746005,NLM,PubMed-not-MEDLINE,20080829,20211020,0093-4038 (Print) 0093-4038 (Linking),55,3,1941 Sep,Leukemia: Evaluation of the Therapy.,119-23,,,,"['Lucia, S P']",['Lucia SP'],,['eng'],,['Journal Article'],United States,Cal West Med,California and western medicine,0414326,,,,PMC1634131,,1941/09/01 00:00,1941/09/01 00:01,['1941/09/01 00:00'],"['1941/09/01 00:00 [pubmed]', '1941/09/01 00:01 [medline]', '1941/09/01 00:00 [entrez]']",,ppublish,Cal West Med. 1941 Sep;55(3):119-23.,,,,,,,,,,,,,,,,
18744744,NLM,PubMed-not-MEDLINE,20080829,20211020,0093-4038 (Print) 0093-4038 (Linking),49,4,1938 Oct,Aleukemic Myelosis (Aleukemic Leukemia): With Special Reference to the Clinical Significance of the Myeloblast-Analysis of Twenty Cases.,296-300,,,,"['Mettier, S R', 'Purviance, K']","['Mettier SR', 'Purviance K']",,['eng'],,['Journal Article'],United States,Cal West Med,California and western medicine,0414326,,,,PMC1659682,,1938/10/01 00:00,1938/10/01 00:01,['1938/10/01 00:00'],"['1938/10/01 00:00 [pubmed]', '1938/10/01 00:01 [medline]', '1938/10/01 00:00 [entrez]']",,ppublish,Cal West Med. 1938 Oct;49(4):296-300.,,,,,,,,,,,,,,,,
18744519,NLM,PubMed-not-MEDLINE,20080829,20211020,0093-4038 (Print) 0093-4038 (Linking),48,5,1938 May,Monocytic Leukemia: Some Blood and Bone-Marrow Studies.,348-9,,,,"['Wyckoff, H A']",['Wyckoff HA'],,['eng'],,['Journal Article'],United States,Cal West Med,California and western medicine,0414326,,,,PMC1659485,,1938/05/01 00:00,1938/05/01 00:01,['1938/05/01 00:00'],"['1938/05/01 00:00 [pubmed]', '1938/05/01 00:01 [medline]', '1938/05/01 00:00 [entrez]']",,ppublish,Cal West Med. 1938 May;48(5):348-9.,,,,,,,,,,,,,,,,
18743591,NLM,PubMed-not-MEDLINE,20080829,20211020,0093-4038 (Print) 0093-4038 (Linking),44,3,1936 Mar,Chylous Ascites in Lymphatic Leukemia: Report on Treatment with X-Ray.,198-9,,,,"['Cutting, W C']",['Cutting WC'],,['eng'],,['Journal Article'],United States,Cal West Med,California and western medicine,0414326,,,,PMC1760416,,1936/03/01 00:00,1936/03/01 00:01,['1936/03/01 00:00'],"['1936/03/01 00:00 [pubmed]', '1936/03/01 00:01 [medline]', '1936/03/01 00:00 [entrez]']",,ppublish,Cal West Med. 1936 Mar;44(3):198-9.,,,,,,,,,,,,,,,,
