PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CN,CIN,GR,GS,SI,RF,PMC,TT,RIN,CON,EIN,MID,PS,FPS
7605103,NLM,MEDLINE,19950810,20071115,0091-7370 (Print) 0091-7370 (Linking),25,3,1995 May-Jun,Low grade lymphomas in the elderly.,218-27,"Aging is considered to play an important role in the pathogenesis of non-Hodgkin's lymphoma (NHL). Recent epidemiological studies, both in the United States and worldwide, show an increasing incidence of NHL, with the increase also marked in the elderly population. Two hundred thirty-two patients with NHL, aged 60 years and older (44 percent female and 56 percent male), have been analyzed retrospectively. These patients represented 39 percent of all NHL cases seen over a seven-year period at a single institution. Among the elderly cases, 81 (35 percent) were classified as low-grade NHL, with 44 (19 percent) small lymphocytic lymphoma/chronic lymphocytic leukemia, 2 (1 percent) small lymphocytic lymphoplasmacytoid, 13 (6 percent) diffuse small cleaved including mantle cell, and 22 (9 percent) follicular small cleaved and mixed cell types. Although the indolent lymphomas are currently treated similarly, recent studies indicate differences in pathogenesis and survival among the classic subtypes. Also, several new low-grade clinicopathologic entities have been described. The clinical, morphologic, immunophenotypic, and genetic features of the classic and newer low-grade lymphomas are discussed.","['Alkan, S', 'Karcher, D S']","['Alkan S', 'Karcher DS']","['Department of Pathology, H. Lee Moffitt Cancer Center, University of South Florida, Tampa 33612, USA.']",['eng'],['Journal Article'],United States,Ann Clin Lab Sci,Annals of clinical and laboratory science,0410247,,IM,"['Aged', 'Female', 'Humans', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/pathology', 'Lymph Nodes/pathology', 'Lymphoma, B-Cell/genetics/pathology', '*Lymphoma, Non-Hodgkin/genetics/mortality/pathology', 'Male', 'Middle Aged', 'Retrospective Studies', 'Spleen/pathology', 'Translocation, Genetic']",1995/05/01 00:00,1995/05/01 00:01,['1995/05/01 00:00'],"['1995/05/01 00:00 [pubmed]', '1995/05/01 00:01 [medline]', '1995/05/01 00:00 [entrez]']",,ppublish,Ann Clin Lab Sci. 1995 May-Jun;25(3):218-27.,,,,,,,,,,,,,,
7605089,NLM,MEDLINE,19950807,20200825,0304-4602 (Print) 0304-4602 (Linking),24,1,1995 Jan,Treatment of acute promyelocytic leukaemia in first relapse with all-trans retinoic acid.,177-9,A 27-year-old Chinese woman with acute promyelocytic leukaemia in first relapse after the initial conventional induction chemotherapy 18 months earlier was treated with all-trans retinoic acid (ATRA) at an initial dose of 45 mg/m2 and subsequently increased to 65 mg/m2 on day 15. Complete remission was achieved after a total of 40 days of ATRA alone. Serial marrow examinations during induction showed progressive maturation of myelopoiesis without bone marrow hypoplasia. There was a significant reduction in number of cells with the t(15;17) translocation when complete remission was achieved. ATRA was very well-tolerated. The symptoms of dry skin and intermittent headache were self-limiting.,"['Wong, K', 'Lim, H L', 'Teo, C P', 'Tan, Y O', 'Kueh, Y K']","['Wong K', 'Lim HL', 'Teo CP', 'Tan YO', 'Kueh YK']","['Department of Medical Oncology, Singapore General Hospital.']",['eng'],"['Case Reports', 'Journal Article']",Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,['5688UTC01R (Tretinoin)'],IM,"['Adult', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Recurrence', 'Remission Induction', 'Tretinoin/administration & dosage/*therapeutic use']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",,ppublish,Ann Acad Med Singap. 1995 Jan;24(1):177-9.,,,,,,,,,,,,,,
7604882,NLM,MEDLINE,19950808,20181113,0002-9440 (Print) 0002-9440 (Linking),147,1,1995 Jul,Pathogenic role of hepatitis B virus (HBV),223,,"['Heimann, R', 'Lespagnard, L', 'Desmet, V']","['Heimann R', 'Lespagnard L', 'Desmet V']",,['eng'],"['Comment', 'Letter']",United States,Am J Pathol,The American journal of pathology,0370502,,IM,"['Bone Marrow/virology', 'Hepacivirus/isolation & purification', 'Hepatitis B/*complications', 'Hepatitis B virus/isolation & purification', 'Humans', 'Leukemia/*virology', 'Lymphoma/*virology']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1995 Jul;147(1):223.,,,,,,,PMC1869877,,,['Am J Pathol. 1994 Nov;145(5):1001-7. PMID: 7977632'],,,,
7604830,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Successful management of an octogenarian with acute promyelocytic leukemia using all-trans retinoic acid.,263-5,,"['Sham, R']",['Sham R'],,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,['5688UTC01R (Tretinoin)'],IM,"['Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy/pathology', 'Remission Induction', 'Tretinoin/*therapeutic use']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490327 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):263-5. doi: 10.1002/ajh.2830490327.,,,,,,,,,,,,,,
7604827,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Acute exacerbation of plasma cell leukemia associated with bacterial infection.,260-1,,"['Chuhjo, T', 'Nakao, S', 'Kyoda, K', 'Machi, T', 'Kitagawa, S', 'Ohtake, S', 'Matsuda, T']","['Chuhjo T', 'Nakao S', 'Kyoda K', 'Machi T', 'Kitagawa S', 'Ohtake S', 'Matsuda T']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Aged', 'Aged, 80 and over', 'Bacteremia/complications', 'Bacterial Infections/*complications', 'Humans', 'Leukemia, Plasma Cell/*complications', 'Listeriosis', 'Male']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490324 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):260-1. doi: 10.1002/ajh.2830490324.,,,,,,,,,,,,,,
7604824,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Bone marrow necrosis in APML.,257-8,,"['Parikh, P M', 'Saikia, T K', 'Kulkarni, S', 'Sastry, P', 'Advani, S']","['Parikh PM', 'Saikia TK', 'Kulkarni S', 'Sastry P', 'Advani S']",,['eng'],"['Comment', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Bone Marrow/*pathology', 'Disseminated Intravascular Coagulation', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/drug therapy', 'Leukocyte Count', 'Necrosis']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490320 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):257-8. doi: 10.1002/ajh.2830490320.,,,,,,,,,,['Am J Hematol. 1994 Sep;47(1):50-5. PMID: 8042616'],,,,
7604817,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Hypertriglyceridemia may be severe in CML patients treated with interferon-alpha.,240-1,"We analyzed serum triglyceride (TG) levels in 22 chronic myeloid leukemia (CML) patients treated with interferon-alpha (IFN-alpha). Hypertriglyceridemia was present in one-half of patients at diagnosis, and IFN-alpha treatment was associated with a further increase in 90% of the total group of patients. This increase was maximal during the first months of therapy. Four patients (18%) reached levels higher than 1,000 mg/dl. This is the first report describing this secondary effect in CML patients treated with IFN-alpha.","['Penarrubia, M J', 'Steegmann, J L', 'Lavilla, E', 'Casado, F', 'Requena, M J', 'Pico, M', 'Arranz, R', 'Fernandez-Ranada, J M']","['Penarrubia MJ', 'Steegmann JL', 'Lavilla E', 'Casado F', 'Requena MJ', 'Pico M', 'Arranz R', 'Fernandez-Ranada JM']","['Hematology Department, Hospital de la Princesa, Madrid, Spain.']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,"['0 (Apolipoprotein A-I)', '0 (Apolipoproteins B)', '0 (Cholesterol, HDL)', '0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)']",IM,"['Adolescent', 'Adult', 'Apolipoprotein A-I/metabolism', 'Apolipoproteins B/blood', 'Cholesterol, HDL/blood', 'Humans', 'Hypertriglyceridemia/*etiology', 'Interferon alpha-2', 'Interferon-alpha/*adverse effects/therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*therapy', 'Middle Aged', 'Recombinant Proteins']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490311 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):240-1. doi: 10.1002/ajh.2830490311.,,,,,,,,,,,,,,
7604815,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Large granular lymphocyte leukemia presenting with both amegakaryocytic thrombocytopenic purpura and pure red cell aplasia: clinical course and response to immunosuppressive therapy.,232-6,"Large granular lymphocyte (LGL) leukemia is typically associated with neutropenia and occasionally pure red cell aplasia. We now report a new association of LGL leukemia with amegakaryocytic aplasia that was also accompanied by pure red cell aplasia. An 82-year-old female presented with a platelet count of 16,000/microliters at the time of a gastrointestinal bleed. The white blood cell count was within normal limits but there was a relative lymphocytosis of large granulated cells that by flow cytometric and gene rearrangement studies was consistent with a monoclonal process. Platelet and red cell transfusion dependence persisted over 17 months with numerous immunosuppressive treatments given including prednisone, cyclophosphamide, vincristine, cyclosporine, gammaglobulin, and azathioprine. Presently, 36 months since the time of presentation, she is in a clinical remission with follow-up flow cytometric and gene rearrangement studies of the peripheral blood without definite evidence of the LGL clone. This case report illustrates the various therapeutic approaches to be considered in LGL leukemia and is a reminder that severe and life-threatening thrombocytopenia can be a feature of LGL leukemia unlike the usual course of LGL leukemia with neutropenia as the major clinical feature.","['Kouides, P A', 'Rowe, J M']","['Kouides PA', 'Rowe JM']","['Hematology Unit, Rochester General Hospital, NY 14621, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,['0 (Immunosuppressive Agents)'],IM,"['Aged', 'Aged, 80 and over', 'Female', 'Flow Cytometry', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Humans', 'Immunophenotyping', 'Immunosuppressive Agents/*therapeutic use', 'Leukemia, Lymphoid/complications/*diagnosis/drug therapy', 'Purpura, Thrombocytopenic/*complications', 'Red-Cell Aplasia, Pure/*complications', 'Remission Induction']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490309 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):232-6. doi: 10.1002/ajh.2830490309.,,,,,,,,,,,,,,
7604814,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,T-cell large granular lymphocytic leukemia following orthotopic liver transplantation.,216-20,"Aggressive T-cell neoplasms are an infrequent complication of allogeneic organ and bone marrow transplantation. To date, chronic T-cell lymphoproliferative malignancies have not been described. The present case documents the occurrence of a T-cell large granular lymphocytic leukemia (T-LGL) in a patient following orthotopic liver transplantation. Genotype studies showed a clonal T-cell receptor beta-chain gene rearrangement. A unique feature was the detection of a specific chromosomal deletion at 1p32 involving the tal-1 gene, an abnormality previously described only in aggressive T-cell neoplasms.","['Feher, O', 'Barilla, D', 'Locker, J', 'Oliveri, D', 'Melhem, M', 'Winkelstein, A']","['Feher O', 'Barilla D', 'Locker J', 'Oliveri D', 'Melhem M', 'Winkelstein A']","['Department of Medicine and Pathology, University of Pittsburgh School of Medicine, Pennsylvania, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adult', 'Base Sequence', 'Chromosome Deletion', 'Chromosomes, Human, Pair 1', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Genotype', 'Hepatitis B/complications', 'Humans', 'Indians, North American', 'Leukemia, T-Cell/*etiology/genetics', 'Liver Cirrhosis/surgery/virology', 'Liver Transplantation/*adverse effects', 'Male', 'Molecular Sequence Data']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490307 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):216-20. doi: 10.1002/ajh.2830490307.,,,,['tal-1'],,,,,,,,,,
7604812,NLM,MEDLINE,19950810,20190821,0361-8609 (Print) 0361-8609 (Linking),49,3,1995 Jul,Hematological features of patients with myelodysplastic syndromes associated with a chromosome 5q deletion.,194-200,The hematological and clinical features of 26 patients with myelodysplasia and a chromosome 5q deletion in the bone marrow are presented. We have examined the relationship of French-American-British Co-operative Group (FAB) 1982 classification and bone marrow karyotype at diagnosis with patient outcome and the presence or absence of the classical features of the 5q-syndrome. Those patients classified as refractory anemia (RA) with no additional karyotypic abnormalities have the typical features of the 5q-syndrome and a good prognosis. None of the patients in this group transformed to acute leukemia during the period of follow-up. Patients with either refractory anemia and excess blasts (RAEB) or additional karyotypic abnormalities show many of the hematologic features of the 5q-syndrome but do not share the good prognosis. We conclude that the 5q-syndrome may be best defined as primary MDS of the FAB type RA with a 5q deletion as the sole karyotypic abnormality. This simple definition will distinguish patients with a good prognosis and all the classical features of the 5q-syndrome.,"['Lewis, S', 'Oscier, D', 'Boultwood, J', 'Ross, F', 'Fitchett, M', 'Rack, K', 'Abrahamson, G', 'Buckle, V', 'Wainscoat, J S']","['Lewis S', 'Oscier D', 'Boultwood J', 'Ross F', 'Fitchett M', 'Rack K', 'Abrahamson G', 'Buckle V', 'Wainscoat JS']","['Haematology Department, John Radcliffe Hospital, Oxford, United Kingdom.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Acute Disease', 'Adult', 'Aged', 'Aged, 80 and over', 'Anemia, Refractory/genetics', 'Anemia, Refractory, with Excess of Blasts/genetics', 'Bone Marrow/pathology', '*Chromosomes, Human, Pair 5', 'Female', '*Gene Deletion', 'Humans', 'Karyotyping', 'Leukemia/etiology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/classification/*genetics/pathology', 'Prognosis']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1002/ajh.2830490304 [doi]'],ppublish,Am J Hematol. 1995 Jul;49(3):194-200. doi: 10.1002/ajh.2830490304.,,,,,,,,,,,,,,
