PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,PMC,RF,CIN,GR,PS,FPS
4355866,NLM,MEDLINE,19731219,20151119,0029-4810 (Print) 0029-4810 (Linking),13,3,1973 May-Jun,[Cytochemical and immunological determinations in chronic lymphocytic leukemia].,398-400,"['Westerhausen, M']",['Westerhausen M'],['fre'],['Journal Article'],France,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,0401074,"['0 (Immunoglobulins)', '10450-60-9 (Periodic Acid)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.31 (Glucuronidase)']",IM,"['Acid Phosphatase/blood', 'Alkaline Phosphatase/blood', 'Glucuronidase/blood', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/*diagnosis', 'Periodic Acid']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1973 May-Jun;13(3):398-400.,Constatations cytochimiques et immunologiques dans les leucemies lymphoides chroniques (L.L.C.,,,,,,,
4355863,NLM,MEDLINE,19731219,20200724,0022-538X (Print) 0022-538X (Linking),12,3,1973 Sep,Growth of pseudotypes of vesicular stomatitis virus with N-tropic murine leukemia virus coats in cells resistant to N-tropic viruses.,659-62,"['Huang, A S', 'Besmer, P', 'Chu, L', 'Baltimore, D']","['Huang AS', 'Besmer P', 'Chu L', 'Baltimore D']",['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,"['0 (Antigens, Viral)', '0 (Viral Proteins)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Cell Line', 'Cricetinae', 'Female', 'Mice', 'Moloney murine leukemia virus/immunology', 'Neutralization Tests', 'Ovary', 'Vesicular stomatitis Indiana virus/*growth & development/immunology', 'Viral Plaque Assay', '*Viral Proteins', 'Virus Replication']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1128/JVI.12.3.659-662.1973 [doi]'],ppublish,J Virol. 1973 Sep;12(3):659-62. doi: 10.1128/JVI.12.3.659-662.1973.,,"Formation of pseudotypes between murine RNA tumor viruses and vesicular stomatitis virus (VSV) has been confirmed. Pseudotypes of VSV genomes coated by the surface envelope from an N-tropic tumor virus grew equally well in cells homozygous for either the Fv-1(n) or Fv-1(b) alleles. Therefore, the product of the Fv-1 locus, which restricts growth of murine RNA tumor viruses, must act on an intracellular aspect of tumor virus replication, a step after attachment and penetration.",PMC356675,,,,,
4355853,NLM,MEDLINE,19731219,20200724,0022-538X (Print) 0022-538X (Linking),12,3,1973 Sep,Separation of DNA sequences complementary to the RNA of avian myeloblastosis virus from chicken DNA by alkaline cesium chloride density sedimentation.,534-7,"['Shoyab, M', 'Baluda, M A']","['Shoyab M', 'Baluda MA']",['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,"['0 (Chlorides)', '0 (DNA, Neoplasm)', '0 (DNA, Viral)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', '1KSV9V4Y4I (Cesium)', '5Z93L87A1R (Guanine)', '8J337D1HZY (Cytosine)', '9007-49-2 (DNA)']",IM,"['Animals', 'Avian Leukosis/*metabolism', 'Avian Leukosis Virus/*analysis', 'Base Sequence', 'Bone Marrow/analysis', 'Bone Marrow Cells', '*Centrifugation, Density Gradient', 'Cesium', 'Chick Embryo', 'Chlorides', 'Cytosine/analysis', 'DNA/analysis/*isolation & purification', 'DNA, Neoplasm/analysis/*isolation & purification', 'DNA, Viral/*isolation & purification', 'Guanine/analysis', 'Molecular Weight', 'Nucleic Acid Hybridization', 'RNA, Viral/*analysis/isolation & purification', 'Transcription, Genetic', 'Tritium']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1128/JVI.12.3.534-537.1973 [doi]'],ppublish,J Virol. 1973 Sep;12(3):534-7. doi: 10.1128/JVI.12.3.534-537.1973.,,Density gradient sedimentation in alkaline cesium chloride of DNA from normal chicken embryos or leukemic myeloblasts fragmented to a size of 13S revealed that the DNA sequences complementary to 70S avian myeloblastosis virus RNA sedimented in the high guanine plus cytosine region ahead of the main peak of cellular DNA. When the DNA was fragmented into pieces of 6.6S there was a broader distribution of the DNA sequences complementary to the viral RNA. This technique could be employed as a step towards the isolation of DNA copies of the entire viral RNA genome from the mass of host cellular DNA.,PMC356659,,,,,
4355849,NLM,MEDLINE,19731219,20200724,0022-538X (Print) 0022-538X (Linking),12,3,1973 Sep,Chromatographic analyses of isoaccepting tRNAs from avian myeloblastosis virus.,449-57,"['Gallagher, R E', 'Gallo, R C']","['Gallagher RE', 'Gallo RC']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Virol,Journal of virology,0113724,"['0 (Amino Acids)', '0 (Carbon Radioisotopes)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', '9014-25-9 (RNA, Transfer)', 'EC 6.1.1.- (Amino Acyl-tRNA Synthetases)']",IM,"['Acylation', 'Amino Acids/metabolism', 'Amino Acyl-tRNA Synthetases/metabolism', 'Animals', 'Avian Leukosis/blood', 'Avian Leukosis Virus/*analysis/metabolism', 'Bone Marrow/analysis/metabolism', 'Bone Marrow Cells', 'Carbon Radioisotopes', 'Chickens', 'Chromatography', 'Liver/analysis/enzymology/metabolism', 'RNA, Transfer/*analysis/metabolism', 'RNA, Viral/*analysis/metabolism', 'Tritium']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1128/JVI.12.3.449-457.1973 [doi]'],ppublish,J Virol. 1973 Sep;12(3):449-57. doi: 10.1128/JVI.12.3.449-457.1973.,,"Avian myeloblastosis virus (AMV) 4S RNA was tested for amino acid acceptor activity for 18 of the 20 amino acids. A nonrandom distribution of viral tRNAs was found compared with tRNA from normal liver or from AMV-infected leukemic myeloblasts, confirming previous reports. Methionine and proline tRNAs were considerably enriched, whereas glutamic acid, glutamine, serine, tyrosine, and valine tRNAs were markedly depleted in AMV relative to homologous cellular tRNAs. The seven AMV tRNAs with the greatest amino acid acceptance capacities, which were in order methionine, proline, lysine, arginine, histidine, isoleucine, and threonine tRNAs, were compared with homologous tRNAs from leukemic myeloblasts and liver by reversed-phase 5 chromatography. Of the 25 isoaccepting chromatographic fractions identified, no tRNA species unique to AMV was detected. Only methionyl-tRNA showed a substantial quantitative variation in isoaccepting species compared with the host cell. Thus, viral selectivity for amino acid-specific tRNAs is not, generally, paralleled by selectivity for individual isoaccepting tRNA species. Qualitative differences in arginyl- and histidyl-tRNA isoaccepting species were discovered in virus and leukemic myeloblasts compared with liver. This indicates the existence of structural differences in these tRNA species which could be related to virus replication or expression.",PMC356650,,,,,
4355759,NLM,MEDLINE,19731218,20200930,0037-9727 (Print) 0037-9727 (Linking),144,2,1973 Nov,Influence of preinfection of C57BL-L mice with Graffi leukemia virus on 3-methylcholanthren-induced subcutaneous sarcoma.,674-9,"['Whitmire, C E', 'Salerno, R A']","['Whitmire CE', 'Salerno RA']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,['56-49-5 (Methylcholanthrene)'],IM,"['Animals', 'Dose-Response Relationship, Drug', '*Leukemia Virus, Murine', 'Leukemia, Experimental/complications/*etiology', '*Methylcholanthrene', 'Mice', 'Mice, Inbred C57BL', 'Sarcoma, Experimental/*chemically induced/complications']",1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",['10.3181/00379727-144-37660 [doi]'],ppublish,Proc Soc Exp Biol Med. 1973 Nov;144(2):674-9. doi: 10.3181/00379727-144-37660.,,,,,,,,
4355749,NLM,MEDLINE,19731218,20131121,,12,2,1973 Aug 31,"The accumulation of 32P-polyphosphates of calcium, magnesium, lanthanum and sodium by tumor bearing animals: its radiotherapeutical significance.",163-8,"['Anghileri, L J']",['Anghileri LJ'],['eng'],['Journal Article'],Germany,Nucl Med (Stuttg),Nuclear-Medizin,7607194,"['0 (Phosphates)', '0 (Phosphorus Radioisotopes)', '6I3K30563S (Lanthanum)', '9NEZ333N27 (Sodium)', 'I38ZP9992A (Magnesium)', 'SY7Q814VUP (Calcium)']",IM,"['Animals', 'Calcium/metabolism', 'Carcinoma, Hepatocellular/metabolism', 'Lanthanum/metabolism', 'Leukemia, Experimental/metabolism', 'Liver Neoplasms', 'Lymphoma, Non-Hodgkin/metabolism', 'Magnesium/metabolism', 'Melanoma/metabolism', 'Mice', 'Neoplasms, Experimental/*metabolism', 'Phosphates/*metabolism', 'Phosphorus Radioisotopes', 'Sarcoma, Experimental/metabolism', 'Sodium/metabolism']",1973/08/31 00:00,1973/08/31 00:01,['1973/08/31 00:00'],"['1973/08/31 00:00 [pubmed]', '1973/08/31 00:01 [medline]', '1973/08/31 00:00 [entrez]']",,ppublish,Nucl Med (Stuttg). 1973 Aug 31;12(2):163-8.,,,,,,,,
4355680,NLM,MEDLINE,19731217,20190618,0036-8075 (Print) 0036-8075 (Linking),182,4112,1973 Nov 9,Rapid viral induction of plasmacytomas in pristane-primed BALB-c mice.,592-4,"['Potter, M', 'Sklar, M D', 'Rowe, W P']","['Potter M', 'Sklar MD', 'Rowe WP']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Alkanes)', '0 (Carcinogens)', '0 (Immunoglobulin A)', '0 (Immunoglobulin Fragments)', '0 (Immunoglobulins)', '0 (Myeloma Proteins)']",IM,"['*Alkanes', 'Animals', '*Carcinogens', 'Electrophoresis, Starch Gel', 'Immunoglobulin A/isolation & purification', 'Immunoglobulin Fragments/isolation & purification', 'Immunoglobulins/isolation & purification', '*Leukemia Virus, Murine', 'Lymphoma, Non-Hodgkin/chemically induced/etiology', 'Mice', 'Mice, Inbred BALB C', 'Myeloma Proteins/isolation & purification', 'Plasmacytoma/chemically induced/*etiology/immunology', 'Time Factors']",1973/11/09 00:00,1973/11/09 00:01,['1973/11/09 00:00'],"['1973/11/09 00:00 [pubmed]', '1973/11/09 00:01 [medline]', '1973/11/09 00:00 [entrez]']",['10.1126/science.182.4112.592 [doi]'],ppublish,Science. 1973 Nov 9;182(4112):592-4. doi: 10.1126/science.182.4112.592.,,"Strain BALB/c mice were injected intraperitoneally with 0.5 milliliter of pristane, and 39 to 56 days later they were infected with Abelson murine leukemia virus, which is a lymphosarcomagenic variant of Moloney virus. Fifty-eight percent of the mice developed lymphosarcoma, and 28 percent developed immunoglobulin-producing plasmacytomas within 20 to 93 days (77 to 149 days after the pristane injection). Two of 57 control mice developed plasmacytomas at days 138 and 166 after a single injection of pristane; no plasmacytomas were found in mice treated with virus alone.",,,,,,
4355546,NLM,MEDLINE,19731216,20190613,0006-2960 (Print) 0006-2960 (Linking),12,20,1973 Sep 25,Properties of tRNALys4 from various tissues.,3985-91,"['Ortwerth, B J', 'Yonuschot, G R', 'Carlson, J V']","['Ortwerth BJ', 'Yonuschot GR', 'Carlson JV']",['eng'],['Journal Article'],United States,Biochemistry,Biochemistry,0370623,"['0 (Carbon Radioisotopes)', '10028-17-8 (Tritium)', '9014-25-9 (RNA, Transfer)', 'K3Z4F929H6 (Lysine)']",IM,"['Acylation', 'Animals', 'Carbon Radioisotopes', 'Carcinoma, Hepatocellular/metabolism', 'Cats', 'Cell Division', 'Cells, Cultured', 'Chromatography, DEAE-Cellulose', 'Chromatography, Ion Exchange', 'Escherichia coli/cytology/metabolism', 'Hydrogen-Ion Concentration', 'Leukemia/metabolism', 'Liver/analysis', 'Liver Neoplasms', 'Lysine', 'Mice', 'Neoplasms, Experimental', 'Organ Specificity', 'Oxidation-Reduction', 'RNA, Transfer/*analysis/metabolism', 'Rats', 'Ribosomes/metabolism', 'Species Specificity', 'Spectrophotometry, Ultraviolet', 'Spleen/analysis', 'Tritium']",1973/09/25 00:00,1973/09/25 00:01,['1973/09/25 00:00'],"['1973/09/25 00:00 [pubmed]', '1973/09/25 00:01 [medline]', '1973/09/25 00:00 [entrez]']",['10.1021/bi00744a031 [doi]'],ppublish,Biochemistry. 1973 Sep 25;12(20):3985-91. doi: 10.1021/bi00744a031.,,,,,,,,
4355545,NLM,MEDLINE,19731216,20190613,0006-2960 (Print) 0006-2960 (Linking),12,20,1973 Sep 25,Correlation between a specific isoaccepting lysyl transfer ribonucleic acid and cell division in mammalian tissues.,3978-84,"['Ortwerth, B J', 'Liu, L P']","['Ortwerth BJ', 'Liu LP']",['eng'],"['Comparative Study', 'Journal Article']",United States,Biochemistry,Biochemistry,0370623,"['10028-17-8 (Tritium)', '9014-25-9 (RNA, Transfer)', 'K3Z4F929H6 (Lysine)']",IM,"['Aging', 'Animals', 'Bone Marrow/metabolism', 'Brain/metabolism', 'Carcinoma, Hepatocellular/metabolism', 'Cattle', '*Cell Division', 'Cells, Cultured', 'Chromatography, Ion Exchange', 'Female', 'Fetus', 'Lens, Crystalline/metabolism', 'Leukemia/metabolism', 'Liver/growth & development/metabolism', 'Liver Neoplasms', 'Lysine', 'Mice', 'Neoplasms, Experimental', 'Organ Specificity', 'Pancreas/metabolism', 'Pregnancy', 'RNA, Transfer/*metabolism', 'Rats', 'Species Specificity', 'Spectrophotometry, Ultraviolet', 'Spleen/metabolism', 'Swine', 'Tritium']",1973/09/25 00:00,1973/09/25 00:01,['1973/09/25 00:00'],"['1973/09/25 00:00 [pubmed]', '1973/09/25 00:01 [medline]', '1973/09/25 00:00 [entrez]']",['10.1021/bi00744a030 [doi]'],ppublish,Biochemistry. 1973 Sep 25;12(20):3978-84. doi: 10.1021/bi00744a030.,,,,,,,,
4355528,NLM,MEDLINE,19731216,20190714,0042-6822 (Print) 0042-6822 (Linking),56,1,1973 Nov,Evidence for helper independent murine sarcoma virus. I. Segregation of replication-defective and transformation-defective viruses.,268-84,"['Ball, J', 'McCarter, J A', 'Sunderland, S M']","['Ball J', 'McCarter JA', 'Sunderland SM']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['10028-17-8 (Tritium)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Clone Cells', 'Cytopathogenic Effect, Viral', 'Defective Viruses/growth & development', 'Gammaretrovirus/*growth & development/isolation & purification', 'Kidney', 'Leukemia, Experimental', 'Mice', 'Moloney murine leukemia virus/growth & development/isolation & purification', 'Rats', 'Tritium', 'Uridine', 'Viral Plaque Assay', 'Virus Cultivation', '*Virus Replication']",1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",['10.1016/0042-6822(73)90305-x [doi]'],ppublish,Virology. 1973 Nov;56(1):268-84. doi: 10.1016/0042-6822(73)90305-x.,,,,,,,,
4355514,NLM,MEDLINE,19731216,20180216,0030-2414 (Print) 0030-2414 (Linking),28,1,1973,Phospholipids and calcium uptake in experimental tumors.,35-51,"['Anghileri, L J']",['Anghileri LJ'],['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,"['0 (Calcium Radioisotopes)', '0 (Phospholipids)', 'SY7Q814VUP (Calcium)']",IM,"['Animals', 'Calcium/*metabolism', 'Calcium Radioisotopes', 'Carcinoma, Ehrlich Tumor/metabolism', 'Carcinoma, Hepatocellular/metabolism', 'Cell Fractionation', 'Cell Nucleus/metabolism', 'Cells, Cultured', 'Kidney/metabolism', 'Leukemia, Experimental/metabolism', 'Liver Neoplasms/metabolism', 'Melanoma/metabolism', 'Mice', 'Microsomes, Liver/metabolism', 'Mitochondria/metabolism', 'Neoplasms, Experimental/*metabolism', 'Phospholipids/*metabolism', 'Sarcoma, Experimental/metabolism']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",['10.1159/000224800 [doi]'],ppublish,Oncology. 1973;28(1):35-51. doi: 10.1159/000224800.,,,,,,,,
4355380,NLM,MEDLINE,19731214,20190501,0027-8424 (Print) 0027-8424 (Linking),70,10,1973 Oct,Characterization of RNA from noninfectious virions produced by sarcoma positive-leukemia negative transformed 3T3 cells.,3002-6,"['Phillips, L A', 'Hollis, V W Jr', 'Bassin, R H', 'Fischinger, P J']","['Phillips LA', 'Hollis VW Jr', 'Bassin RH', 'Fischinger PJ']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (DNA, Viral)', '0 (Phosphorus Radioisotopes)', '0 (Polynucleotides)', '0 (RNA, Ribosomal)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', 'K72T3FS567 (Adenosine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Adenosine/metabolism', 'Animals', 'Base Sequence', 'Cell Line', '*Cell Transformation, Neoplastic', 'Centrifugation, Density Gradient', 'Clone Cells', 'DNA, Viral/metabolism', 'Fibroblasts', 'Gammaretrovirus/*analysis', 'Helper Viruses/analysis', 'Mice', 'Molecular Weight', 'Moloney murine leukemia virus/*analysis', 'Nucleic Acid Hybridization', 'Phosphorus Radioisotopes', 'Polynucleotides/analysis', 'Polyribosomes/analysis', 'RNA, Ribosomal/analysis', 'RNA, Viral/biosynthesis/*isolation & purification/metabolism', 'Ribosomes/analysis', 'Tritium', 'Uridine/metabolism']",1973/10/01 00:00,2001/03/28 10:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/10/01 00:00 [entrez]']",['10.1073/pnas.70.10.3002 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1973 Oct;70(10):3002-6. doi: 10.1073/pnas.70.10.3002.,,"RNA from noninfectious virions produced by two established clonal lines of sarcoma positive-leukemia negative (S+L-)-transformed 3T3 cells has been characterized. RNA from virions or nucleoids of S+L--(C243) cells consisted of three to four sizes: +/-44 S (6%), 28 S (17%), 18 S (38%), and <18 S (39%). 28S virion RNA contained some virus-specific information demonstrable by RNA.DNA hybridization with a DNA probe derived from the RNA-directed DNA polymerase product of murine sarcoma-leukemia virus, while parallel studies indicated that 28S ribosomal RNA from ribosomal subunits of transformed and nontransformed 3T3 cells did not contain virus-specific information. In contrast to the S+L-(C243) virions, RNA from virions or nucleoids of S+L-(D56) cells consisted of five sizes: 80 S (6%), 68 S (8%), 56 S (5%), 28 S (28%), and <28 S (53%). Thermal dissociation studies suggested that this S+L- genome is comprised of 28S RNA subunits. From these studies we postulate that the 28S viral RNA is most probably the monomeric genome of S+L- virions.",PMC427156,,,,,
4355379,NLM,MEDLINE,19731214,20190501,0027-8424 (Print) 0027-8424 (Linking),70,10,1973 Oct,Surface antigens common to mouse cleavage embryos and primitive teratocarcinoma cells in culture.,2988-92,"['Artzt, K', 'Dubois, P', 'Bennett, D', 'Condamine, H', 'Babinet, C', 'Jacob, F']","['Artzt K', 'Dubois P', 'Bennett D', 'Condamine H', 'Babinet C', 'Jacob F']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antigens)', '0 (Antigens, Neoplasm)']",IM,"['AKR murine leukemia virus', 'Animals', 'Antigens/*analysis', 'Antigens, Neoplasm/*analysis', 'Cell Line', 'Cell Transformation, Neoplastic', 'Clone Cells', '*Cross Reactions', 'Cytotoxicity Tests, Immunologic', 'Embryo, Mammalian/*immunology', 'Female', 'Fibroblasts', 'Leukemia, Experimental', 'Lymphocytes', 'Male', 'Mice/immunology', 'Mice, Inbred Strains', 'Neoplasms', 'Neuroblastoma', 'Ovum/immunology', 'Polyomavirus', 'Simian virus 40', 'Spermatozoa/immunology', 'Teratoma/*immunology']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",['10.1073/pnas.70.10.2988 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1973 Oct;70(10):2988-92. doi: 10.1073/pnas.70.10.2988.,,"Syngeneic antisera have been produced in mouse strain 129/Sv-CP males against the primitive cells of teratocarcinoma. These sera react specifically with the primitive cells and are negative on various types of differentiated teratoma cells derived from the same original tumor. They are negative on all other mouse cells tested, with the exception of male germ cells and cleavage-stage embryos. Thus, teratoma cells possess cell-surface antigens in common with normal cleavage-stage embryos.",PMC427153,,,,,
4355354,NLM,MEDLINE,19731214,20071115,0083-1921 (Print) 0083-1921 (Linking),36,,1973 May,Invited discussion: relationship of titers of Epstein-Barr virus to cell-mediated immunity in patients with Hodgkin's disease.,85-7,"['Levine, P H', 'Reisher, J I']","['Levine PH', 'Reisher JI']",['eng'],['Journal Article'],United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Adolescent', 'Adult', 'Antibodies, Viral/analysis', 'Antigens, Viral', 'Cell Membrane/immunology', 'Child', 'Fluorescent Antibody Technique', 'Herpesvirus 4, Human/*immunology', 'Hodgkin Disease/*immunology', 'Humans', 'Hypersensitivity', 'Hypersensitivity, Delayed', '*Immunity, Cellular', 'Leukemia, Lymphoid/immunology', 'Lymphoma/immunology', 'Middle Aged', 'Neoplasms/immunology', 'Prognosis', 'Skin Tests']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Natl Cancer Inst Monogr. 1973 May;36:85-7.,,,,,,,,
4355353,NLM,MEDLINE,19731214,20071115,0083-1921 (Print) 0083-1921 (Linking),36,,1973 May,Epstein-Barr virus-related serology in Hodgkin's disease.,79-84,"['Henle, W', 'Henle, G']","['Henle W', 'Henle G']",['eng'],['Journal Article'],United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Antibodies, Viral/analysis', 'Antigens, Viral', 'Burkitt Lymphoma/immunology', 'Cell Membrane/immunology', 'Fluorescent Antibody Technique', 'Herpesvirus 4, Human/*immunology', 'Hodgkin Disease/etiology/*immunology', 'Humans', 'Infectious Mononucleosis/immunology', 'Leukemia, Lymphoid/immunology', 'Nasopharyngeal Neoplasms/immunology']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Natl Cancer Inst Monogr. 1973 May;36:79-84.,,,,,,,,
4355350,NLM,MEDLINE,19731214,20130611,0083-1921 (Print) 0083-1921 (Linking),36,,1973 May,Oncogenic herpesviruses: a selective review and their possible inplications for Hodgkin's disease.,55-63,"['Stevens, D A']",['Stevens DA'],['eng'],"['Journal Article', 'Review']",United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antibodies, Viral', 'Antigens, Viral', 'Anura', 'Avian Sarcoma Viruses/isolation & purification', 'Burkitt Lymphoma/etiology', 'Chick Embryo', 'Cytopathogenic Effect, Viral', 'Fluorescent Antibody Technique', '*Herpesviridae/immunology/isolation & purification/pathogenicity', 'Herpesvirus 4, Human/isolation & purification', 'Hodgkin Disease/*etiology', 'Humans', 'Immunodiffusion', 'Leukemia/etiology', 'Lymphoma/etiology', 'Marek Disease/etiology', '*Oncogenic Viruses', 'Rabbits', 'Simplexvirus', 'Virus Cultivation']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Natl Cancer Inst Monogr. 1973 May;36:55-63.,,,,61,,,,
4355284,NLM,MEDLINE,19731214,20031114,0023-6837 (Print) 0023-6837 (Linking),29,3,1973 Sep,Early response of lymph node cells to Abelson leukemia virus.,273-7,"['Siegler, R', 'Lane, I', 'Frosch, Y', 'Moran, S']","['Siegler R', 'Lane I', 'Frosch Y', 'Moran S']",['eng'],['Journal Article'],United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,,IM,"['Animals', 'Cell Division', 'Cell Membrane', 'Cell Transformation, Neoplastic', 'Cytopathogenic Effect, Viral', 'Leukemia Virus, Murine', 'Lymph Nodes/*microbiology/pathology', 'Lysosomes/microbiology', 'Mice', 'Microscopy, Electron', 'Retroviridae', 'Time Factors']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Lab Invest. 1973 Sep;29(3):273-7.,,,,,,,,
4355235,NLM,MEDLINE,19731213,20190617,0028-0836 (Print) 0028-0836 (Linking),243,5408,1973 Jun 22,Transformation of mammalian cells in vitro by low doses of X-rays.,450-3,"['Borek, C', 'Hall, E J']","['Borek C', 'Hall EJ']",['eng'],['Journal Article'],England,Nature,Nature,0410462,['11028-71-0 (Concanavalin A)'],IM,"['Agglutination', 'Animals', 'Cell Count', '*Cell Transformation, Neoplastic', 'Cells, Cultured/*radiation effects', 'Chromosome Aberrations', 'Chromosomes/radiation effects', 'Clone Cells', 'Concanavalin A', 'Cricetinae', 'Dose-Response Relationship, Radiation', 'Embryo, Mammalian', 'Karyotyping', 'Leukemia, Radiation-Induced', 'Mitosis', 'Neoplasms, Radiation-Induced', 'Radiation Dosage', '*Radiation Effects', 'Radiation Genetics', 'Retroviridae']",1973/06/22 00:00,1973/06/22 00:01,['1973/06/22 00:00'],"['1973/06/22 00:00 [pubmed]', '1973/06/22 00:01 [medline]', '1973/06/22 00:00 [entrez]']",['10.1038/243450a0 [doi]'],ppublish,Nature. 1973 Jun 22;243(5408):450-3. doi: 10.1038/243450a0.,,,,,,,,
