PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,EIN,RF,PMC,CIN,TT,SI,GS,CON,OID,OTO,OT,GN,PS,FPS
2143795,NLM,MEDLINE,19900921,20130304,0887-6924 (Print) 0887-6924 (Linking),4,8,1990 Aug,Immunoglobulin and T cell receptor gene rearrangements in Philadelphia chromosome-positive leukemia: a different involvement pattern in blast crisis and acute leukemia.,572-9,"We have analyzed the configuration of the immunoglobulin heavy (IgH) chain gene and the T cell receptor (TCR) chain (beta, gamma, and delta) genes in a group of 22 leukemia patients with the Philadelphia (Ph) chromosome. The group consisted of 14 patients with chronic myelogenous leukemia in blast crisis (CML-BC) and eight with Ph-positive acute leukemia (Ph + AL); these diagnoses were based on hematologic and cytogenetic features. In CML-BC patients, an IgH joining region rearrangement was detected only in patients with CD10 expression; TCR-beta, -gamma, or -delta rearrangements were associated with IgH involvement. In contrast, five of the eight Ph+ AL patients had breaks within the major breakpoint cluster region (M-BCR), and four of them had IgH involvement. Of the remaining three Ph+ M-BCR nonrearranged AL patients, only one showed IgH rearrangement. In addition, TCR-beta involvement was sometimes detected in Ph+ AL patients (two of the eight patients) with or without rearranged M-BCR, and no PH+ AL case displayed rearranged TCR-gamma. These findings suggest that genotypic changes in CML-BC are usually associated with phenotypic results of the neoplastic cells: the expression of CD10 in CML-BC patients is accompanied by the involvement of IgH with frequent TCR rearrangements which possibly are due to the common recombinase activity. On the other hand, the mechanism of the involvement of IgH in Ph+ AL patients without rearranged M-BCR seems different from that observed in Ph+ leukemia patients with rearranged M-BCR, although TCR involvement could occur whether or not the leukemia cells had a rearranged M-BCR in Ph+ AL patients.","['Ohyashiki, J H', 'Ohyashiki, K', 'Tauchi, T', 'Saito, M', 'Nakazawa, S', 'Kimura, N', 'Toyama, K']","['Ohyashiki JH', 'Ohyashiki K', 'Tauchi T', 'Saito M', 'Nakazawa S', 'Kimura N', 'Toyama K']","['First Department of Internal Medicine, Tokyo Medical College, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', 'EC 3.4.24.11 (Neprilysin)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, CD/analysis', 'Antigens, Differentiation/analysis', 'Antigens, Neoplasm/analysis', 'Blast Crisis/*genetics/immunology/pathology', 'Child', 'Female', '*Gene Rearrangement, T-Lymphocyte', '*Genes, Immunoglobulin', 'Genotype', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/immunology/pathology', 'Male', 'Middle Aged', 'Neprilysin', 'Oncogenes', 'Phenotype', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/immunology']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",,ppublish,Leukemia. 1990 Aug;4(8):572-9.,,,,,,,,,,,,,,,
2143794,NLM,MEDLINE,19900921,20130304,0887-6924 (Print) 0887-6924 (Linking),4,5,1990 May,"A new Ph1+, bcr cell line derived from a patient with ALL-L1 gained autonomy in culture concomitant to CD23 expression.",359-64,"A permanent cell line, LEF1, has been established from the cells of an adult suffering from a Philadelphia positive acute lymphoblastic leukemia. The LEF1 cell line was obtained by maintaining peripheral blood cells from the patient in culture on a fibroblast feeder; subsequently, an autonomously growing cell population, independent of that feeder layer, developed. The karyotype of the cell line, 46, t(9;22)(q34;q11), was different from the karyotype at diagnosis which had 53 chromosomes and two Philadelphia chromosomes. Furthermore, compared with the initial leukemic blasts, the immortalized cell had three differences in surface phenotype (CD23+, CD11b-, CD10-). However, molecular studies indicated that the breakpoint in the 3' part of the first intron of the BCR gene was unchanged, confirming the leukemic origin of LEF1. The cell line was shown to be Epstein-Barr virus negative.","['Grausz, D', 'Lanotte, M', 'Valensi, F', 'Hillion, J', 'Chen, S J', 'Chen, Z', 'Morinet, F', 'Berger, R']","['Grausz D', 'Lanotte M', 'Valensi F', 'Hillion J', 'Chen SJ', 'Chen Z', 'Morinet F', 'Berger R']","['INSERM U301, and SDI No. 15954 CNRS, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Receptors, Fc)', '0 (Receptors, IgE)']",IM,"['Adult', 'Antigens, CD/analysis', 'Antigens, Differentiation, B-Lymphocyte/*analysis', 'Blotting, Northern', 'Blotting, Southern', 'Cell Division', 'Female', 'Flow Cytometry', 'Humans', '*Oncogenes', 'Phenotype', '*Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/immunology/pathology', 'Receptors, Fc/*analysis', 'Receptors, IgE', 'Restriction Mapping', 'Tumor Cells, Cultured/immunology/pathology']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",,ppublish,Leukemia. 1990 May;4(5):359-64.,,,,,,,,,,,,,,,
2143793,NLM,MEDLINE,19900924,20190824,0145-2126 (Print) 0145-2126 (Linking),14,7,1990,gamma IFN receptor expression in haemic malignancies.,657-60,"gamma Interferon receptor (gamma IFNR) expression was examined by Scatchard analysis in 49 patients with various haemic malignancies. In chronic lymphocytic leukaemia (CLL) (20 cases) expression was variable but generally low (0-1600 receptors/cell) and was not related to clinical stage. In hairy-cell leukaemia (HCL) (n = 6), prolymphocytic leukaemia (PLL) (n = 1) and acute lymphoblastic leukaemia (ALL) (n = 4) expression was again variable but was significantly higher than in CLL (500-4500 receptors/cell). In the myeloid proliferations (n = 18) receptor numbers were significantly higher than in the lymphoproliferative disorders as a whole (1000-30,000) and the highest level of expression was observed in primitive monocytoid proliferations.","['Watson, R B', 'Galvani, D W', 'Nash, J R', 'Cawley, J C']","['Watson RB', 'Galvani DW', 'Nash JR', 'Cawley JC']","['University Department of Haematology, Royal Liverpool Hospital, UK.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Receptors, Immunologic)', '0 (Receptors, Interferon)']",IM,"['Cell Differentiation', 'Humans', 'Leukemia/*metabolism', 'Lymphocyte Activation', 'Receptors, Immunologic/*analysis', 'Receptors, Interferon']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']","['0145-2126(90)90021-Z [pii]', '10.1016/0145-2126(90)90021-z [doi]']",ppublish,Leuk Res. 1990;14(7):657-60. doi: 10.1016/0145-2126(90)90021-z.,,,,,,,,,,,,,,,
2143707,NLM,MEDLINE,19900927,20190510,0009-9104 (Print) 0009-9104 (Linking),81,2,1990 Aug,Decreased serum levels of IgE and IgE-binding factors in individuals infected with HTLV-I.,207-11,"The cell surface expression of low-affinity Fc epsilon receptor (Fc epsilon RII), which is identical to CD23, and the serum levels of IgE binding factors (IgE BFs), a soluble form of Fc epsilon RII, and IgE were investigated in HTLV-I-infected individuals, and the results were compared with those for HTLV-I-negative controls. The occurrence of Fc epsilon RII+ mononuclear cells did not differ among the blood samples from the HTLV-I-infected groups; however, the levels of serum IgE BFs were significantly decreased (P less than 0.001) in patients with adult T cell leukaemia (ATL), compared with HTLV-I-negative controls. The serum IgE levels were also significantly decreased in these groups, including cases of ATL (P less than 0.001) and HTLV-I-associated myelopathy (P less than 0.05), and HTLV-I carriers (P less than 0.05), as compared with HTLV-I-negative controls. Since cases of strongyloidiasis or filariasis are frequently found among HTLV-I-infected individuals in Japan, these results may explain in part their defective defence mechanisms for parasites. The possible involvement of IgE BFs in the development of immune deficiency state in HTLV-I infection is also discussed.","['Matsumoto, T', 'Miike, T', 'Mizoguchi, K', 'Yamaguchi, K', 'Takatsuki, K', 'Hosoda, M', 'Kawabe, T', 'Yodoi, J']","['Matsumoto T', 'Miike T', 'Mizoguchi K', 'Yamaguchi K', 'Takatsuki K', 'Hosoda M', 'Kawabe T', 'Yodoi J']","['Department of Child Development, Kumamoto University Medical School, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Complement C3)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Lymphokines)', '0 (Prostatic Secretory Proteins)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', '0 (beta-microseminoprotein)', '0 (immunoglobulin-binding factors)', '37341-29-0 (Immunoglobulin E)']",IM,"['Adult', 'Aged', 'Antibodies, Monoclonal', 'Antigens, Differentiation, B-Lymphocyte/*blood', 'Complement C3/analysis', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'HTLV-I Infections/*immunology', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin E/*analysis', 'Immunoglobulin G/analysis', 'Lymphokines/*blood', 'Male', 'Middle Aged', '*Prostatic Secretory Proteins', 'Receptors, Fc/*blood', 'Receptors, IgE']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",['10.1111/j.1365-2249.1990.tb03319.x [doi]'],ppublish,Clin Exp Immunol. 1990 Aug;81(2):207-11. doi: 10.1111/j.1365-2249.1990.tb03319.x.,,,,PMC1535034,,,,,,,,,,,
2143421,NLM,MEDLINE,19900918,20190609,0006-3002 (Print) 0006-3002 (Linking),1054,1,1990 Aug 13,"Intracellular inhibition of mono(ADP-ribosylation) by meta-iodobenzylguanidine: specificity, intracellular concentration and effects on glucocorticoid-mediated cell lysis.",49-55,"meta-Iodobenzylguanidine (MIBG) is a high-affinity substrate for mono(ADP-ribosyl)transferase of cholera toxin and turkey erythrocyte membranes (Loesberg, C., Van Rooij, H. and Smets, L.A.(1990) Biochim. Biophys. Acta 1037, 92-99). In the present study the drug was investigated as a potential inhibitor of intracellular ribosyltransferases by competition with endogenous acceptors. To this end, MIBG was compared with the conventional ADP-ribosylation inhibitors nicotinamide and 3-aminobenzamide in cell-free ribosylation systems and in intact L1210 leukemia cells. Poly(ADP-ribose)polymerase (poly-ADPRP) was assayed by the DNAse-I-induced incorporation of [14C]NAD in nuclei of permeabilized L1210 cells. Mono(ADP-ribosyl)transferase (mono-ADPRT) was assayed as NAD linkage to [125I]iodoguanyltyramine catalysed by turkey erythrocyte membranes or activated cholera toxin. Poly-ADPRP was inhibited by nicotinamide (IC50 = 0.03 mM) and by 3-aminobenzamide (IC50 less than or equal to 0.03 mM) but was insensitive to MIBG. Conversely, mono-ADPRT was inhibited by MIBG (IC50 = approx. 0.1 mM) but not by 3-aminobenzamide and only weakly so by nicotinamide in high concentration (10 mM). In L1210 cells, intracellular levels of nicotinamide equilibrated at 60-70% of the extracellular drug concentrations assayed at 1 and 10 mM. In contrast, MIBG was concentrated 15-fold by nonspecific uptake. The preferential interference of the drugs with endogenous mono- or poly-ADP ribosylations, predicted from inhibitory capacity in vitro and intracellular concentrations, was confirmed by their effect on dexamethasone-induced lysis of L1210 cell lines. Inhibition of endogenous mono-ADPRT with 0.03 mM MIBG or 10 mM nicotinamide induced sensitivity to glucocorticoids in refractory L1210-wt cells. In contrast, inhibition of poly-ADPRP by 3-aminobenzamide or nicotinamide (1 mM each) did not confer susceptibility to refractory cells but enhanced the lytic process in the sensitive subline L1210-H7 or in L1210-wt cells sensitized by MIBG. These results indicate that MIBG is the first substrate for guanidino-specific mono-ADPRT which accumulates in intact mammalian cells and effectively competes with intracellular acceptors for endogenous enzymes.","['Smets, L A', 'Loesberg, C', 'Janssen, M', 'Van Rooij, H']","['Smets LA', 'Loesberg C', 'Janssen M', 'Van Rooij H']","['Department of Experimental Therapy, The Netherlands Cancer Institute, (Antoni van Leeuwenhoek Huis), Amsterdam.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Benzamides)', '0 (Iodobenzenes)', '0 (Poly(ADP-ribose) Polymerase Inhibitors)', '25X51I8RD4 (Niacinamide)', '35MRW7B4AD (3-Iodobenzylguanidine)', '7S5I7G3JQL (Dexamethasone)', '8J365YF1YH (3-aminobenzamide)', '9012-63-9 (Cholera Toxin)', 'EC 2.4.2.- (ADP Ribose Transferases)']",IM,"['3-Iodobenzylguanidine', '*ADP Ribose Transferases', 'Animals', 'Benzamides/pharmacology', 'Cell-Free System/metabolism', 'Cholera Toxin/metabolism', 'Dexamethasone/*pharmacology', 'Erythrocyte Membrane/metabolism', 'Iodobenzenes/*pharmacology', 'Leukemia L1210/enzymology', 'Niacinamide/pharmacology', '*Poly(ADP-ribose) Polymerase Inhibitors', 'Tumor Cells, Cultured']",1990/08/13 00:00,1990/08/13 00:01,['1990/08/13 00:00'],"['1990/08/13 00:00 [pubmed]', '1990/08/13 00:01 [medline]', '1990/08/13 00:00 [entrez]']","['0167-4889(90)90204-Q [pii]', '10.1016/0167-4889(90)90204-q [doi]']",ppublish,Biochim Biophys Acta. 1990 Aug 13;1054(1):49-55. doi: 10.1016/0167-4889(90)90204-q.,,,,,,,,,,,,,,,
2143325,NLM,MEDLINE,19900913,20190713,0041-1337 (Print) 0041-1337 (Linking),50,2,1990 Aug,Bone marrow transplantation using unrelated donors for patients with advanced leukemia or bone marrow failure.,244-9,"Thirty-four patients received bone marrow transplants from unrelated donors. Donors and recipients were phenotypically matched for 6 of 6 HLA-A, B, and DR antigens in 27 cases and at 5 of 6 antigens in 7 cases. Twenty-three patients had leukemia, six had myelodysplasia, and five had aplastic anemia. Twenty-four patients had durable engraftment. Five died of sepsis prior to engraftment. Five patients failed to engraft; 2 of these patients had autologous bone marrow recovery. Seventeen patients developed grade greater than or equal to II acute graft-versus-host disease for an actuarial probability of 67 +/- 20%. The severity of acute graft-versus-host disease and its mortality appeared increased for recipients matched for 5 of 6 HLA-A, B, and DR antigens. Of the 34 patients, 13 (38%) are alive; actuarial survival beyond 6 months is 44 +/- 17%. None of the 25 leukemia and myelodysplasia patients achieving engraftment have relapsed. For leukemia and myelodysplasia recipients of 6 of 6 HLA-matched grafts, actuarial survival at 6 months was 55 +/- 21% compared with 14 +/- 26% for recipients matched for 5 of 6 HLA loci (P = 0.19). Infection and acute graft-versus-host disease were the primary causes of death in the engrafted patients. Survival for aplastic anemia patients was 20%. Late deaths due to pneumonia and bronchiolitis obliterans occurred after one year in 2 patients. Closely matched unrelated donor bone marrow transplants are associated with a higher incidence of graft failure and graft-versus-host disease than typically reported for transplants from HLA-identical siblings, but these preliminary data suggest a lower rate of relapse.","['Gajewski, J L', 'Ho, W G', 'Feig, S A', 'Hunt, L', 'Kaufman, N', 'Champlin, R E']","['Gajewski JL', 'Ho WG', 'Feig SA', 'Hunt L', 'Kaufman N', 'Champlin RE']","['Division of Hematology/Oncology, UCLA Center for Health Sciences.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplantation,Transplantation,0132144,,IM,"['Acute Disease', 'Anemia, Aplastic/*therapy', 'Bone Marrow Transplantation/*immunology', 'Chronic Disease', 'Graft Survival', 'Graft vs Host Disease/immunology', 'Histocompatibility', 'Humans', 'Leukemia/*therapy', 'Lymphocyte Culture Test, Mixed', 'Myelodysplastic Syndromes/*therapy', 'Survival Analysis']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",['10.1097/00007890-199008000-00015 [doi]'],ppublish,Transplantation. 1990 Aug;50(2):244-9. doi: 10.1097/00007890-199008000-00015.,"['CA23175/CA/NCI NIH HHS/United States', 'RR00865/RR/NCRR NIH HHS/United States']",,,,,,,,,,,,,,
2143255,NLM,MEDLINE,19900913,20190711,0076-6879 (Print) 0076-6879 (Linking),181,,1990,Isolation and in vitro assembly of nuclear ribonucleoprotein particles and purification of core particle proteins.,293-307,,"['Barnett, S F', 'Northington, S J', 'LeStourgeon, W M']","['Barnett SF', 'Northington SJ', 'LeStourgeon WM']",,['eng'],['Journal Article'],United States,Methods Enzymol,Methods in enzymology,0212271,"['0 (Indicators and Reagents)', '0 (Macromolecular Substances)', '0 (Ribonucleoproteins)', '0 (Ribonucleoproteins, Small Nuclear)']",IM,"['Animals', 'Cell Fractionation/methods', 'Cell Line', 'Cell Nucleus/metabolism/ultrastructure', 'Centrifugation, Density Gradient/methods', 'Electrophoresis, Polyacrylamide Gel/methods', 'HeLa Cells/metabolism', 'Humans', 'Indicators and Reagents', 'Leukemia, Experimental', 'Macromolecular Substances', 'Mice', 'Microscopy, Electron', 'Ribonucleoproteins/*isolation & purification/metabolism/ultrastructure', 'Ribonucleoproteins, Small Nuclear', 'Ultrasonics']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']","['0076-6879(90)81130-M [pii]', '10.1016/0076-6879(90)81130-m [doi]']",ppublish,Methods Enzymol. 1990;181:293-307. doi: 10.1016/0076-6879(90)81130-m.,,,,,,,,,,,,,,,
2143202,NLM,MEDLINE,19900912,20190501,0021-9746 (Print) 0021-9746 (Linking),43,7,1990 Jul,Clonality of T cell and phenotypically undefined lymphoid neoplasms: the value of genotypic analyses.,548-53,"The value of genotypic analysis for routine assessment of leukaemia and lymphoma was shown by the findings in a selected series of 30 cases. T cell receptor (TcR) gene rearrangements were observed in six out of nine cases of CD3+ CD8+ lymphocytoses and provided clear evidence for clonality in this group. The T cell proliferations in two of the remaining cases masked B cell lymphocytic leukaemia and hairy cell leukaemia, while in the third case no cause was found for the polyclonal proliferation. Heterogeneity of phenotype and genotype were observed in peripheral T cell lymphomas: one out of six cases showed TcR gene rearrangement, one case retained its germline configuration, a further case masked B cell lymphoma and the remainder were polyclonal. Genotypic analysis was helpful in the analysis of a tumour of mixed T cell and myeloid phenotype which was shown to be germline for TcR and immunoglobulin genes, consistent with a myeloid origin. Two histiocytic tumours were found to have clonal rearrangement of TcR genes. Nine out of 11 B cell tumours showed immunoglobulin gene rearrangement. It is concluded that genetic analyses are useful in the analysis of T cell, histiocytic, and B cell tumours in which an immunoglobulin phenotype cannot be defined.","['Hodges, E', 'Stacey, G N', 'Howell, W M', 'Jones, D B', 'Smith, J L']","['Hodges E', 'Stacey GN', 'Howell WM', 'Jones DB', 'Smith JL']","['Regional Immunology Service, Southampton General Hospital.']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Antigens, CD)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Biomarkers, Tumor)', '0 (CD3 Complex)', '0 (CD8 Antigens)', '0 (Membrane Glycoproteins)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Antigens, CD/analysis', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'Biomarkers, Tumor/analysis', 'CD3 Complex', 'CD8 Antigens', 'Clone Cells', '*Gene Rearrangement, T-Lymphocyte', 'Genotype', 'Humans', 'Lymphocytosis/genetics', 'Lymphoma, Non-Hodgkin/*genetics/immunology', 'Membrane Glycoproteins/analysis', 'Receptors, Antigen, T-Cell/analysis', '*T-Lymphocytes/immunology']",1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",['10.1136/jcp.43.7.548 [doi]'],ppublish,J Clin Pathol. 1990 Jul;43(7):548-53. doi: 10.1136/jcp.43.7.548.,,,,PMC502578,['J Clin Pathol. 1991 Mar;44(3):262. PMID: 2013633'],,,,,,,,,,
2143140,NLM,MEDLINE,19900910,20190907,0902-4441 (Print) 0902-4441 (Linking),45,1,1990 Jul,Detection of p53 protein in leukemic cells.,61-2,,"['Tuncer, A M', 'Pakkala, S']","['Tuncer AM', 'Pakkala S']",,['eng'],['Letter'],England,Eur J Haematol,European journal of haematology,8703985,"['0 (Oncogene Proteins)', '0 (Phosphoproteins)', '0 (Tumor Suppressor Protein p53)']",IM,"['Adolescent', 'Adult', 'Aged', 'Cell Nucleus/analysis', 'Child', 'Female', 'Humans', 'Immunoenzyme Techniques', 'Leukemia/*metabolism', 'Male', 'Middle Aged', 'Oncogene Proteins/*analysis', 'Phosphoproteins/*analysis', 'Tumor Suppressor Protein p53']",1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",['10.1111/j.1600-0609.1990.tb00417.x [doi]'],ppublish,Eur J Haematol. 1990 Jul;45(1):61-2. doi: 10.1111/j.1600-0609.1990.tb00417.x.,,,,,,,,,,,,,,,
2143134,NLM,MEDLINE,19900907,20061115,0204-3564 (Print) 0204-3564 (Linking),12,4,1990,[Inhibition of immune cytotoxic lymphocyte induction by antilymphocyte autoantibodies from the blood serum of patients with preleukemia and leukemia].,43-7,The influence of the presence of antilymphocyte IgG autoantibodies (ALA) from sera of haematologic patients and human retrovirus-infected ones was studied by determination of the cytotoxic lymphocyte (CTL) activity in mixed lymphocyte culture (MLC). Suppressive effects of ALA were shown at different levels. For initial 48 h of MLC in the presence of ALA the inhibition of antigen presentation by monocytes was identified and such ALA activity was adsorbed by stimulated lymphocytes. Moreover ALA induced production of soluble nondializable suppressive factors as well. The latest effects were linked to IL2-dependent lymphocyte proliferation as a result of the presence of anti-IL2R autoantibodies in the spectrum of ALA. No differences between effects of ALA from serum specimens of the used groups of patients and subjects have been detected.,"['Etkin, A F', 'Gurevich, M M']","['Etkin AF', 'Gurevich MM']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,"['0 (Antilymphocyte Serum)', '0 (Autoantibodies)', '0 (Immunoglobulin G)']",IM,"['Antilymphocyte Serum/*immunology', 'Autoantibodies/*immunology', 'Humans', 'Immunoglobulin G/immunology', 'Leukemia/*immunology', 'Lymphocyte Culture Test, Mixed', 'Preleukemia/*immunology', 'T-Lymphocytes, Cytotoxic/*immunology', 'Time Factors']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",,ppublish,Eksp Onkol. 1990;12(4):43-7.,,,,,,Podavlenie induktsii immunnykh tsitotoksicheskikh limfotsitov antilimfotsitarnymi autoantitelami syvorotki krovi bol'nykh predleikozami i leikozami.,,,,,,,,,
2143121,NLM,MEDLINE,19900911,20131121,1000-503X (Print) 1000-503X (Linking),12,2,1990 Apr,[Correlation between protein kinase C and differentiation of HL-60 cells induced by DMSO].,96-100,"Treatment of HL-60 cells with DMSO caused cells to differentiate along the myeloid way and 84% of the cells showed a reduction in NBT after 120h. Protein kinase C activity increased of during differentiation. It would reach 2.7 times that of the control after 72h in the presence of DMSO. The increase of protein kinase C activity was traced to the cytosolic rather than the membrane fraction. Chelator EGTA was necessary to extract protein kinase C. DMSO itself could not enhance protein kinase C activity, indicating that the effect of DMSO was indirect. All of these results showed that the activation of protein kinase C is important in the differentiation of HL-60 cells.","['Wang, L']",['Wang L'],"['Institute of Hematology, Tianjin.']",['chi'],"['English Abstract', 'Journal Article']",China,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,8006230,"['EC 2.7.11.13 (Protein Kinase C)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Cell Differentiation/drug effects', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Leukemia, Promyelocytic, Acute/*enzymology/pathology', 'Protein Kinase C/*metabolism', 'Tumor Cells, Cultured/drug effects']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",,ppublish,Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 1990 Apr;12(2):96-100.,,,,,,,,,,,,,,,
