PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14290291,NLM,MEDLINE,19961201,20191107,0368-1319 (Print) 0368-1319 (Linking),5,1965 May-Jun,THE INFLUENCE OF THE VELOCITY GRADIENT ON IN VITRO BLOOD COAGULATION AND ARTIFICIAL THROMBOSIS.,276-90,"['DINTENFASS, L', 'ROZENBERG, M C']","['DINTENFASS L', 'ROZENBERG MC']",['eng'],['Journal Article'],Netherlands,J Atheroscler Res,Journal of atherosclerosis research,0242574,OM,"['*Anemia', '*Blood Coagulation', '*Blood Coagulation Tests', '*Blood Platelet Disorders', '*Blood Viscosity', '*Brain Neoplasms', 'Humans', 'In Vitro Techniques', '*Leukemia', '*Multiple Myeloma', '*Myocardial Infarction', '*Phenindione', '*Polycythemia', '*Thrombocytopenia', '*Thrombosis', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*ANEMIA', '*BLOOD COAGULATION', '*BLOOD COAGULATION TESTS', '*BLOOD PLATELET DISORDERS', '*BLOOD VISCOSITY', '*BRAIN NEOPLASMS', '*LEUKEMIA', '*MACROGLOBULINEMIA', '*MULTIPLE MYELOMA', '*MYOCARDIAL INFARCT', '*PHENINDIONE', '*POLYCYTHEMIA', '*THROMBOPENIA', '*THROMBOSIS']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,J Atheroscler Res. 1965 May-Jun;5(3):276-90. doi: 10.1016/s0368-1319(65)80043-6.,['5M7Y6274ZE (Phenindione)'],['10.1016/s0368-1319(65)80043-6 [doi]'],,3,,,,
14289563,NLM,MEDLINE,19961201,20181201,0032-7867 (Print) 0032-7867 (Linking),73,1965 Feb 20,[VERY LONG COMPLETE REMISSIONS OF ACUTE LEUKEMIA].,457-9,"['BERNARD, J', 'JACQUILLAT, C', 'BOIRON, M', 'NAJEAN, Y', 'SELIGMANN, M', 'WEIL, M']","['BERNARD J', 'JACQUILLAT C', 'BOIRON M', 'NAJEAN Y', 'SELIGMANN M', 'WEIL M']",['fre'],['Journal Article'],France,Presse Med,La Presse medicale,0312556,OM,"['Child', '*Drug Therapy', '*Leukemia', '*Mercaptopurine', '*Methotrexate', 'Neoplasms/*epidemiology', '*Remission Induction']",['NLM'],"['*CHILD', '*DRUG THERAPY', '*LEUKEMIA', '*MERCAPTOPURINE', '*METHOTREXATE', '*NEOPLASM STATISTICS']",1965/02/20 00:00,1965/02/20 00:01,['1965/02/20 00:00'],"['1965/02/20 00:00 [pubmed]', '1965/02/20 00:01 [medline]', '1965/02/20 00:00 [entrez]']",ppublish,Presse Med. 1965 Feb 20;73:457-9.,"['E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,LES TR'ES LONGUES R'EMISSIONS COMPL'ETES DES LEUC'EMIES AIGUUES.,,
14289479,NLM,MEDLINE,19961201,20181201,0025-8512 (Print) 0025-8512 (Linking),11,1965 Mar 13,[PULMONARY ASPERGILLOSIS IN ACUTE LEUKEMIA].,551-3,"['BOCK, H E', 'KAUFMANN, W', 'SCHOEN, D']","['BOCK HE', 'KAUFMANN W', 'SCHOEN D']",['ger'],['Journal Article'],Germany,Med Welt,Die Medizinische Welt,0376641,OM,"['*Aspergillosis', 'Humans', '*Leukemia', '*Lung Diseases, Fungal', 'Prednisolone/*therapeutic use', '*Pulmonary Aspergillosis']",['NLM'],"['*ASPERGILLOSIS', '*LEUKEMIA', '*LUNG DISEASES, FUNGAL', '*PREDNISOLONE, THERAPEUTIC']",1965/03/13 00:00,1965/03/13 00:01,['1965/03/13 00:00'],"['1965/03/13 00:00 [pubmed]', '1965/03/13 00:01 [medline]', '1965/03/13 00:00 [entrez]']",ppublish,Med Welt. 1965 Mar 13;11:551-3.,['9PHQ9Y1OLM (Prednisolone)'],,,,,LUNGENASPERGILLOSE BEI AKUTER LEUKAEMIE.,,
14289473,NLM,MEDLINE,19961201,20181201,0025-8512 (Print) 0025-8512 (Linking),11,1965 Mar 13,[CYTOCHEMICAL DEMONSTRATION OF ALKALINE PHOSPHATASE ACTIVITY IN MYELOBLASTS].,531-3,"['SCHUBERT, J C', 'MARTIN, H']","['SCHUBERT JC', 'MARTIN H']",['ger'],['Journal Article'],Germany,Med Welt,Die Medizinische Welt,0376641,OM,"['*Alkaline Phosphatase', '*Bone Marrow Cells', '*Granulocyte Precursor Cells', 'Humans', '*Leukemia', '*Leukemia, Myeloid']",['NLM'],"['*ALKALINE PHOSPHATASE', '*BONE MARROW CELLS', '*LEUKEMIA, MYELOCYTIC']",1965/03/13 00:00,1965/03/13 00:01,['1965/03/13 00:00'],"['1965/03/13 00:00 [pubmed]', '1965/03/13 00:01 [medline]', '1965/03/13 00:00 [entrez]']",ppublish,Med Welt. 1965 Mar 13;11:531-3.,['EC 3.1.3.1 (Alkaline Phosphatase)'],,,,,ZYTOCHEMISCHER NACHWEIS ALKALISCHER PHOSPHATASEAKTIVITAET IN MYELOBLASTEN.,,
14289462,NLM,MEDLINE,19961201,20201114,0025-729X (Print) 0025-729X (Linking),1,1965 Apr 17,ACUTE LEUKAEMIA AND PHENYLBUTAZONE.,605-6,"['DOUGAN, L', 'WOODLIFF, H J']","['DOUGAN L', 'WOODLIFF HJ']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,OM,"['*Acute Disease', '*Leukemia', '*Phenylbutazone', '*Toxicology']",['NLM'],"['*LEUKEMIA', '*PHENYLBUTAZONE', '*TOXICOLOGIC REPORT']",1965/04/17 00:00,1965/04/17 00:01,['1965/04/17 00:00'],"['1965/04/17 00:00 [pubmed]', '1965/04/17 00:01 [medline]', '1965/04/17 00:00 [entrez]']",ppublish,Med J Aust. 1965 Apr 17;1(16):605-6. doi: 10.5694/j.1326-5377.1965.tb71987.x.,['GN5P7K3T8S (Phenylbutazone)'],['10.5694/j.1326-5377.1965.tb71987.x [doi]'],,16,,,,
14289210,NLM,MEDLINE,19961201,20181201,0425-1423 (Print) 0425-1423 (Linking),76,1965,[MULTIPLE MOLECULAR FORMS OF LACTATE DEHYDROGENASE IN NORMAL AND LEUKEMIC HUMAN LYMPHOCYTES].,3-13,"['DIOGUARDI, N', 'AGOSTONI, A']","['DIOGUARDI N', 'AGOSTONI A']",['ger'],['Journal Article'],Switzerland,Enzymol Biol Clin (Basel),Enzymologia biologica et clinica,1262560,OM,"['*Blood', '*Chromatography', '*Electrophoresis', 'Humans', '*L-Lactate Dehydrogenase', '*Leukemia', '*Lymphocytes']",['NLM'],"['*BLOOD', '*CHROMATOGRAPHY', '*ELECTROPHORESIS', '*LACTATE DEHYDROGENASE', '*LEUKEMIA', '*LYMPHOCYTES']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Enzymol Biol Clin (Basel). 1965;76:3-13.,['EC 1.1.1.27 (L-Lactate Dehydrogenase)'],,,,,MULTIPLE MOLEKULARFORMEN DER LACTATDEHYDROGENASE NORMALER UND LEUKAEMISCHER MENSCHLICHER LYMPHOZYTEN.,,
14289130,NLM,MEDLINE,19961201,20181201,0008-4158 (Print) 0008-4158 (Linking),27,1965 Apr,THE USE OF SPECIAL STAINS IN THE DIAGNOSIS OF THE ACUTE LEUKEMIAS.,39-44,"['BROADBRIDGE, C']",['BROADBRIDGE C'],['eng'],['Journal Article'],Canada,Can J Med Technol,Canadian journal of medical technology,0373141,OM,"['*Clinical Laboratory Techniques', '*Coloring Agents', 'Humans', '*Laboratories', '*Leukemia', 'Neoplasms/*diagnosis', '*Staining and Labeling']",['NLM'],"['*DIAGNOSIS, LABORATORY', '*LEUKEMIA', '*NEOPLASM DIAGNOSIS', '*STAINS AND STAINING']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Can J Med Technol. 1965 Apr;27:39-44.,['0 (Coloring Agents)'],,,,,,,
14289050,NLM,MEDLINE,19961201,20190516,0007-0920 (Print) 0007-0920 (Linking),19,1965 Mar,FEOTAL LIVER SUSPENSIONS IN THE TREATMENT OF MARROW APLASIA.,122-5,"['BRIDGES, J B', 'BRIDGES, J M', 'EDELSTYN, G J', 'LYONS, A R']","['BRIDGES JB', 'BRIDGES JM', 'EDELSTYN GJ', 'LYONS AR']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,OM,"['*Anemia', '*Anemia, Aplastic', '*Antineoplastic Agents', '*Bone Marrow', '*Bone Marrow Diseases', '*Fetus', '*Hemoglobinuria', '*Hemoglobinuria, Paroxysmal', '*Infusions, Parenteral', '*Leukemia', '*Leukemia, Myeloid', '*Liver', '*Liver Extracts', '*Suspensions', '*Thiotepa', '*Toxicology', '*Triethylenemelamine']",['NLM'],"['*ANEMIA, APLASTIC', '*ANTINEOPLASTIC AGENTS', '*BONE MARROW DISEASES', '*FETUS', '*HEMOGLOBINURIA, PAROXYSMAL', '*INFUSIONS, PARENTERAL', '*LEUKEMIA, MYELOCYTIC', '*LIVER EXTRACTS', '*THIO-TEPA', '*TOXICOLOGIC REPORT', '*TRIETHYLENE MELAMINE']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,Br J Cancer. 1965 Mar;19:122-5. doi: 10.1038/bjc.1965.13.,"['0 (Antineoplastic Agents)', '0 (Liver Extracts)', '0 (Suspensions)', '905Z5W3GKH (Thiotepa)', 'F7IY6HZG9D (Triethylenemelamine)']",['10.1038/bjc.1965.13 [doi]'],PMC2071419,,,,,
14289025,NLM,MEDLINE,19961201,20190610,0006-3002 (Print) 0006-3002 (Linking),95,1965 Jan 11,SPERMINE INHIBITION OF POLYPEPTIDE SYNTHESIS IN A SUBCELLULAR SYSTEM DERIVED FROM THE L1210 MOUSE ASCITES LEUKEMIA.,176-9,"['OCHOA, M Jr', 'WEINSTEIN, I B']","['OCHOA M Jr', 'WEINSTEIN IB']",['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,OM,"['*Ascites', '*Carbon Isotopes', '*Leukemia', '*Leukemia, Experimental', '*Neoplasm Proteins', '*Peptides', '*Pharmacology', '*Phenylalanine', 'Proteins/*metabolism', '*RNA', '*Radiometry', '*Research', '*Spermine']",['NLM'],"['*CARBON ISOTOPES', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*NEOPLASM PROTEINS', '*PEPTIDES', '*PHARMACOLOGY', '*PHENYLALANINE', '*PROTEIN METABOLISM', '*RADIOMETRY', '*RNA, SOLUBLE', '*SPERMINE']",1965/01/11 00:00,1965/01/11 00:01,['1965/01/11 00:00'],"['1965/01/11 00:00 [pubmed]', '1965/01/11 00:01 [medline]', '1965/01/11 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1965 Jan 11;95:176-9. doi: 10.1016/0005-2787(65)90223-6.,"['0 (Carbon Isotopes)', '0 (Neoplasm Proteins)', '0 (Peptides)', '0 (Proteins)', '2FZ7Y3VOQX (Spermine)', '47E5O17Y3R (Phenylalanine)', '63231-63-0 (RNA)']","['0005-2787(65)90223-6 [pii]', '10.1016/0005-2787(65)90223-6 [doi]']",,,,,,
14289001,NLM,MEDLINE,19961201,20181201,0363-0153 (Print) 0363-0153 (Linking),79,1965 May,ACTIVE TUBERCULOSIS IN LEUKEMIA. MALIGNANT LYMPHOMA AND MYELOFIBROSIS.,484-93,"['MORROW, L B', 'ANDERSON, R E']","['MORROW LB', 'ANDERSON RE']",['eng'],['Journal Article'],United States,Arch Pathol,Archives of pathology,7605251,OM,"['*Alkylating Agents', '*Aminopterin', '*Busulfan', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphoma', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Mechlorethamine', '*Mercaptopurine', '*Methotrexate', '*Multiple Myeloma', 'Neoplasms/*radiotherapy', '*Pathology', '*Primary Myelofibrosis', '*Sarcoma', '*Triethylenemelamine', '*Tuberculosis', '*Tuberculosis, Pulmonary', '*Urethane']",['NLM'],"['*ALKYLATING AGENTS', '*AMINOPTERIN', '*BUSULFAN', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOMA', '*LYMPHOSARCOMA', '*MECHLORETHAMINE', '*MERCAPTOPURINE', '*METHOTREXATE', '*MULTIPLE MYELOMA', '*MYELOFIBROSIS', '*MYELOID METAPLASIA', '*NEOPLASM RADIOTHERAPY', '*PATHOLOGY', '*SARCOMA, RETICULUM CELL', '*TRIETHYLENE MELAMINE', '*TUBERCULOSIS', '*TUBERCULOSIS, PULMONARY', '*URETHANE']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Arch Pathol. 1965 May;79:484-93.,"['0 (Alkylating Agents)', '3IN71E75Z5 (Urethane)', '50D9XSG0VR (Mechlorethamine)', 'E7WED276I5 (Mercaptopurine)', 'F7IY6HZG9D (Triethylenemelamine)', 'G1LN9045DK (Busulfan)', 'JYB41CTM2Q (Aminopterin)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,
14288185,NLM,MEDLINE,19961201,20190513,0009-9236 (Print) 0009-9236 (Linking),6,1965 Mar-Apr,CLINICAL STUDIES OF DICHLOROMETHOTREXATE (NSC 29630).,160-71,"['FREI, E 3rd', 'SPURR, C L', 'BRINDLEY, C O', 'SELAWRY, O', 'HOLLAND, J F', 'RALL, D P', 'WASSERMAN, L R', 'HOOGSTRATEN, B', 'SHNIDER, B I', 'MCINTYRE, O R', 'MATTHEWS, L B Jr', 'MILLER, S P']","['FREI E 3rd', 'SPURR CL', 'BRINDLEY CO', 'SELAWRY O', 'HOLLAND JF', 'RALL DP', 'WASSERMAN LR', 'HOOGSTRATEN B', 'SHNIDER BI', 'MCINTYRE OR', 'MATTHEWS LB Jr', 'MILLER SP']",['eng'],['Journal Article'],United States,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,0372741,OM,"['*Aminopterin', 'Animals', 'Dogs', '*Folic Acid Antagonists', '*Hodgkin Disease', '*Leukemia', '*Leukemia, Experimental', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Methotrexate', 'Mice', 'Neoplasms/*therapy', '*Neoplasms, Experimental', '*Pharmacology', 'Rats', '*Toxicology']",['NLM'],"['*AMINOPTERIN', '*DOGS', '*FOLIC ACID ANTAGONISTS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LEUKEMIA, EXPERIMENTAL', '*LYMPHOMA', '*LYMPHOSARCOMA', '*METHOTREXATE', '*MICE', '*NEOPLASM THERAPY', '*NEOPLASMS, EXPERIMENTAL', '*PHARMACOLOGY', '*RATS', '*TOXICOLOGIC REPORT']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,Clin Pharmacol Ther. 1965 Mar-Apr;6:160-71. doi: 10.1002/cpt196562160.,"['0 (Folic Acid Antagonists)', ""528-74-5 (3',5'-dichloromethotrexate)"", 'JYB41CTM2Q (Aminopterin)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1002/cpt196562160 [doi]'],,,,,,
14288096,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1965 Jun 12,CARCINOGENESIS OF ISONIAZID IN MICE.,1508-9,"['WOOLF, D L']",['WOOLF DL'],['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['Animals', '*Birth Rate', '*Carcinogenesis', '*Genetic Diseases, X-Linked', '*Isoniazid', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Mice', '*Severe Combined Immunodeficiency']",['NLM'],"['*BIRTH RATE', '*RETICULOENDOTHELIOSIS']",1965/06/12 00:00,1965/06/12 00:01,['1965/06/12 00:00'],"['1965/06/12 00:00 [pubmed]', '1965/06/12 00:01 [medline]', '1965/06/12 00:00 [entrez]']",ppublish,Br Med J. 1965 Jun 12;1(5449):1508-9. doi: 10.1136/bmj.1.5449.1508.,"['V83O1VOZ8L (Isoniazid)', 'Reticuloendotheliosis, X-linked']",['10.1136/bmj.1.5449.1508 [doi]'],PMC2166760,5449,,,,
14288010,NLM,MEDLINE,19961201,20181201,,10,1964,ANTICRYPTOCOCCAL SERUM FACTORS IN MALIGNANT RETICULOENDOTHELIOSES IN MAN.,640-8,"['GADEBUSCH, H H']",['GADEBUSCH HH'],['eng'],['Journal Article'],United States,Antimicrob Agents Chemother (Bethesda),Antimicrobial agents and chemotherapy,0116415,OM,"['*Cryptococcosis', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Male', '*Serologic Tests', '*Severe Combined Immunodeficiency']",['NLM'],"['*CRYPTOCOCCOSIS', '*RETICULOENDOTHELIOSIS', '*SERODIAGNOSIS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Antimicrob Agents Chemother (Bethesda). 1964;10:640-8.,"['Reticuloendotheliosis, X-linked']",,,,,,,
14287426,NLM,MEDLINE,19961201,20190618,0028-0836 (Print) 0028-0836 (Linking),205,1965 Feb 13,DIRECT AGAR ISOLATION OF MYCOPLASMAS FROM HUMAN LEUKAEMIC BONE MARROW.,713-4,"['HAYFLICK, L', 'KOPROWSKI, H']","['HAYFLICK L', 'KOPROWSKI H']",['eng'],['Journal Article'],England,Nature,Nature,0410462,OM,"['*Agar', '*Antimetabolites', '*Bacteriological Techniques', '*Blood Transfusion', '*Bone Marrow', '*Bone Marrow Diseases', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Mycoplasma', '*Penicillins', '*Radiotherapy']",['NLM'],"['*AGAR', '*ANTIMETABOLITES', '*BACTERIOLOGICAL TECHNICS', '*BLOOD TRANSFUSION', '*BONE MARROW DISEASES', '*LEUKEMIA, LYMPHOCYTIC', '*MYCOPLASMA', '*PENICILLIN', '*RADIOTHERAPY']",1965/02/13 00:00,1965/02/13 00:01,['1965/02/13 00:00'],"['1965/02/13 00:00 [pubmed]', '1965/02/13 00:01 [medline]', '1965/02/13 00:00 [entrez]']",ppublish,Nature. 1965 Feb 13;205:713-4. doi: 10.1038/205713b0.,"['0 (Antimetabolites)', '0 (Penicillins)', '9002-18-0 (Agar)']",['10.1038/205713b0 [doi]'],,,,,,
14287283,NLM,MEDLINE,19961201,20190513,0027-8874 (Print) 0027-8874 (Linking),34,1965 Jan,SEROLOGIC STUDIES ON CELLS OF GRAFFI VIRUS-INDUCED MYELOID LEUKEMIA IN MICE.,71-84,"['PASTERNAK, G']",['PASTERNAK G'],['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,OM,"['Animals', '*Antigen-Antibody Reactions', '*Complement System Proteins', '*Fluorescent Antibody Technique', '*Immune Sera', '*Leukemia', '*Leukemia Virus, Murine', '*Leukemia, Experimental', '*Leukemia, Myeloid', 'Mice', 'Neoplasms/*immunology', '*Neutralization Tests', '*Oncogenic Viruses', '*Research']",['NLM'],"['*ANTIGEN-ANTIBODY REACTIONS', '*COMPLEMENT', '*EXPERIMENTAL LAB STUDY', '*FLUORESCENT ANTIBODY TECHNIC', '*IMMUNE SERUMS', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, MYELOCYTIC', '*MICE', '*NEOPLASM IMMUNOLOGY', '*NEUTRALIZATION TESTS', '*ONCOGENIC VIRUSES']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1965 Jan;34:71-84. doi: 10.1093/jnci/34.1.71.,"['0 (Immune Sera)', '9007-36-7 (Complement System Proteins)']",['10.1093/jnci/34.1.71 [doi]'],,,,,,
14286945,NLM,MEDLINE,19961201,20181201,0007-1021 (Print) 0007-1021 (Linking),46,1965 Apr,THE RELATION OF THE AGENT INDUCING HEPATITIS TO THE PSEUDOPELGER CHLOROLEUKAEMIA IN RATS.,164-72,"['HLAVAY, E', 'SVEC, F']","['HLAVAY E', 'SVEC F']",['eng'],['Journal Article'],England,Br J Exp Pathol,British journal of experimental pathology,0372543,OM,"['*Hepatitis A', '*Leukemia', '*Leukemia, Experimental', '*Liver Cirrhosis', '*Neoplasm Transplantation', 'Neoplasms/*etiology', '*Pathology', 'Rats', '*Research', '*Tissue Culture Techniques', '*Virus Cultivation']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*HEPATITIS, INFECTIOUS', '*LEUKEMIA, EXPERIMENTAL', '*LIVER CIRRHOSIS', '*NEOPLASM ETIOLOGY', '*NEOPLASM TRANSPLANTATION', '*PATHOLOGY', '*RATS', '*TISSUE CULTURE', '*VIRUS CULTIVATION']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Br J Exp Pathol. 1965 Apr;46:164-72.,,,PMC2095274,,,,,
14286926,NLM,MEDLINE,19961201,20181201,0006-8969 (Print) 0006-8969 (Linking),17,1965 Jan,[STUDIES OF A SOLITARY RECTICULOGRANULOMA OF THE SKULL].,29-34,"['ABE, H', 'YADA, K', 'TSURU, M']","['ABE H', 'YADA K', 'TSURU M']",['swe'],['Journal Article'],Japan,No To Shinkei,No to shinkei = Brain and nerve,0413550,OM,"['Adolescent', 'Child', '*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency', '*Skull', '*Skull Neoplasms', '*Surgical Procedures, Operative']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*HAND-SCHUELLER-CHRISTIAN SYNDROME', '*RETICULOENDOTHELIOSIS', '*SKULL NEOPLASMS', '*SURGERY, OPERATIVE']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,No To Shinkei. 1965 Jan;17:29-34.,"['Reticuloendotheliosis, X-linked']",,,,,,,
14286814,NLM,MEDLINE,19961201,20190627,0002-9343 (Print) 0002-9343 (Linking),38,1965 May,LYMPHOSARCOMA CELL LEUKEMIA.,778-86,"['SCHWARTZ, D L', 'PIERRE, R V', 'SCHEERER, P P', 'REED, E C Jr', 'LINMAN, J W']","['SCHWARTZ DL', 'PIERRE RV', 'SCHEERER PP', 'REED EC Jr', 'LINMAN JW']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,OM,"['*Antineoplastic Agents', '*Blood Cell Count', '*Bone Marrow Examination', '*Diagnosis, Differential', '*Drug Therapy', '*Geriatrics', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', '*Lymphoma', '*Lymphoma, Non-Hodgkin', 'Neoplasms/*diagnosis/*radiotherapy']",['NLM'],"['*ANTINEOPLASTIC AGENTS', '*BLOOD CELL COUNT', '*BONE MARROW EXAMINATION', '*DIAGNOSIS, DIFFERENTIAL', '*DRUG THERAPY', '*GERIATRICS', '*LEUKEMIA, LYMPHOCYTIC', '*LYMPHOSARCOMA', '*NEOPLASM DIAGNOSIS', '*NEOPLASM RADIOTHERAPY']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Am J Med. 1965 May;38:778-86. doi: 10.1016/0002-9343(65)90197-x.,['0 (Antineoplastic Agents)'],"['0002-9343(65)90197-X [pii]', '10.1016/0002-9343(65)90197-x [doi]']",,,,,,
14286809,NLM,MEDLINE,19961201,20190627,0002-9343 (Print) 0002-9343 (Linking),38,1965 May,VIRUS-INDUCED TUMORS AND LEUKEMIAS.,716-25,"['KOPROWSKI, H']",['KOPROWSKI H'],['eng'],"['Journal Article', 'Review']",United States,Am J Med,The American journal of medicine,0267200,OM,"['*Animals, Laboratory', '*Antigen-Antibody Reactions', '*Chromosome Aberrations', '*Chromosome Disorders', '*DNA', '*DNA, Viral', '*Leukemia', '*Leukemia, Experimental', 'Neoplasms/*immunology', '*Neoplasms, Experimental', '*Oncogenic Viruses', '*Simian virus 40', '*Tissue Culture Techniques']",['NLM'],"['*ANIMALS, LABORATORY', '*ANTIGEN-ANTIBODY REACTIONS', '*CHROMOSOME ABNORMALITIES', '*DNA, VIRAL', '*LEUKEMIA, EXPERIMENTAL', '*NEOPLASM IMMUNOLOGY', '*NEOPLASMS, EXPERIMENTAL', '*ONCOGENIC VIRUSES', '*REVIEW', '*SV40 VIRUS', '*TISSUE CULTURE']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Am J Med. 1965 May;38:716-25. doi: 10.1016/0002-9343(65)90192-0.,"['0 (DNA, Viral)', '9007-49-2 (DNA)']","['0002-9343(65)90192-0 [pii]', '10.1016/0002-9343(65)90192-0 [doi]']",,,,,,0
14286404,NLM,MEDLINE,19961201,20181201,0025-8334 (Print) 0025-8334 (Linking),10,1965 Mar,[RADIATION THERAPY IN CHRONIC MYELOID LEUKEMIA].,21-6,"['KRUTENKO, V F']",['KRUTENKO VF'],['rus'],['Journal Article'],Russia (Federation),Med Radiol (Mosk),Meditsinskaia radiologiia,2984767R,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', 'Neoplasms/*radiotherapy']",['NLM'],"['*LEUKEMIA, MYELOCYTIC', '*NEOPLASM RADIOTHERAPY']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,Med Radiol (Mosk). 1965 Mar;10:21-6.,,,,,,LUCHEVOE LECHENIE BOL'NYKH KHRONICHESKIM MIELOIDNYM LE IKOZOM.,,
