PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,OID,OAB,OABL,OTO,OT,GN
316017,NLM,MEDLINE,19800215,20071115,0485-1439 (Print) 0485-1439 (Linking),20,9,1979 Sep,[Clinical and geographic characteristics of T-cell malignancies in Nagasaki District (author's transl)].,1048-55,,"['Kamihira, S', 'Kinoshita, K', 'Ikeda, S', 'Yamada, Y']","['Kamihira S', 'Kinoshita K', 'Ikeda S', 'Yamada Y']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Japan', 'Leukemia, Lymphoid/*epidemiology/genetics/pathology', 'Lymphoma/*epidemiology/genetics/pathology', 'Male', 'Middle Aged', 'T-Lymphocytes']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1979 Sep;20(9):1048-55.,,,,,,,,
316016,NLM,MEDLINE,19800215,20071115,0485-1439 (Print) 0485-1439 (Linking),20,9,1979 Sep,"[Clinical and hematological features of adult T cell leukemia in southern part of Kyushu, Japan (author's transl)].",1040-7,,"['Matsumoto, M', 'Nomura, K']","['Matsumoto M', 'Nomura K']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Japan', 'Leukemia, Lymphoid/*blood/epidemiology/immunology', 'Male', 'Middle Aged', 'T-Lymphocytes']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1979 Sep;20(9):1040-7.,,,,,,,,
316015,NLM,MEDLINE,19800215,20071115,0485-1439 (Print) 0485-1439 (Linking),20,9,1979 Sep,[Adult T-cell leukemia: concept and problems (author's transl)].,1036-9,,"['Takatsuki, K']",['Takatsuki K'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Humans', 'Japan', '*Leukemia, Lymphoid/epidemiology', 'T-Lymphocytes']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1979 Sep;20(9):1036-9.,,,,,,,,
315985,NLM,MEDLINE,19800226,20190508,0022-1007 (Print) 0022-1007 (Linking),150,4,1979 Oct 1,Synthesis and processing of molecules bearing thymus leukemia antigen.,777-91,"Thymus-leukemia (TL) antigens are expressed in murine lymphocytes under strict developmental regulation. To elucidate the molecular basis of TL expression, we have identified the molecular species that react with TL antiserum. At least three species can be resolved by metabolic radiolabeling of thymocytes and ASL1 leukemia cells, lysis, immune precipitation, and sodium dodecyl sulfate-polyacrylamide. After a brief incubation with [35S]methionine, the only radioactive molecule recognized by TL antiserum is a homogeneous species with an apparent Mr of 45,000 daltons. This molecule, 45K TL, includes high-mannose-type carbohydrate attached to a 45,000 dalton glycosidase-resistant backbone. In this form, 45K, it is never exposed on the cell surface. If pulse-labeled cells are further incubated with nonradioactive methionine before lysis, however, radioactivity disappears from the 45K TL species and appears in the slower migrating species 46K and 48K TL. Thus, 46K and 48K appear to represent products generated from the 45K TL precursor by posttranslational modification. These TL forms are displayed on the cell surface; they lack high-mannose carbohydrate but evidently include acidic complex-type carbohydrate. Normal thymocytes from Qa:Tla-negative mice lack not only the surface forms of TL but also the intracellular 45K TL form. Peripheral lymphoid cells of Qa:Tla-positive mice synthesize none of these TL species. But the TL antiserum, which contains Qa antibody, recognizes a distinct gene product in spleen and thymus of Qa-Tla-positive mice. In its pulse-labeled form, this molecule, which may represent Qa-1, has an apparent Mr of 44,000 daltons, and consists of a glycosidase-resistant polypeptide core of only 35,000 daltons linked to more high mannose carbohydrate than 45K TL.","['Rothenberg, E', 'Boyse, E A']","['Rothenberg E', 'Boyse EA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Neoplasm)', '0 (Glycoproteins)', '0 (Neoplasm Proteins)']",IM,"['Animals', 'Antigens, Neoplasm/*immunology', 'Carbohydrate Conformation', 'Cell Membrane/metabolism', 'Cytoplasm/metabolism', 'Glycoproteins/*biosynthesis/metabolism', 'Leukemia, Experimental/*immunology', 'Mice', 'Molecular Weight', 'Neoplasm Proteins/*biosynthesis/metabolism', 'T-Lymphocytes/*immunology', 'Thymus Gland/cytology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1084/jem.150.4.777 [doi]'],ppublish,J Exp Med. 1979 Oct 1;150(4):777-91. doi: 10.1084/jem.150.4.777.,PMC2185687,,,,,,,
315949,NLM,MEDLINE,19800226,20131121,0021-9541 (Print) 0021-9541 (Linking),101,2,1979 Nov,Adenosine transport and metabolism in mouse leukemia cells and in canine thymocytes and peripheral blood leukocytes.,173-200,,"['Lum, C T', 'Marz, R', 'Plagemann, P G', 'Wohlhueter, R M']","['Lum CT', 'Marz R', 'Plagemann PG', 'Wohlhueter RM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Physiol,Journal of cellular physiology,0050222,"['0 (Hypoxanthines)', '11028-71-0 (Concanavalin A)', '11033-22-0 (Coformycin)', '64ALC7F90C (Dipyridamole)', '8L70Q75FXE (Adenosine Triphosphate)', 'K72T3FS567 (Adenosine)']",IM,"['Adenosine/*blood/metabolism', 'Adenosine Triphosphate/metabolism', 'Animals', 'Biological Transport/drug effects', 'Coformycin/analogs & derivatives/pharmacology', 'Concanavalin A/pharmacology', 'Dipyridamole/pharmacology', 'Dogs', 'Hypoxanthines/metabolism', 'Kinetics', 'Leukemia P388/*metabolism', 'Leukemia, Experimental/*metabolism', 'Leukocytes/*metabolism', 'Mice', 'T-Lymphocytes/*metabolism']",1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",['10.1002/jcp.1041010202 [doi]'],ppublish,J Cell Physiol. 1979 Nov;101(2):173-200. doi: 10.1002/jcp.1041010202.,,,,,,,,
315881,NLM,MEDLINE,19800228,20141120,0301-472X (Print) 0301-472X (Linking),7,8,1979 Sep,Hairy cell leukemia: effect of 'hairy' cells on normal granulopoiesis in vitro.,411-5,"The effect of 'hairy cells' (HC) on proliferation of normal marrow granulocytic progenitor cells (CFU-C) was studied in vitro, using cells obtained from the blood, spleen, and bone marrow from eight patients with hairy cell leukemia (HCL). Hairy cells of hairy-cell-conditioned media (HCCM) did not stimulate proliferation of normal CFU-C. Furthermore, HC and HCCM did not inhibit the growth of CFU-C induced by normal colony stimulating factor (CSF) or by feeder layers of normal blood leukocytes. These results confirm previous reports showing the inability of HC to produce CSF and suggest that inhibition of CFU-C proliferation, as measured by this technique, is not an important mechanism in the neutropenia observed in HCL.","['Richman, C M', 'Golomb, H M']","['Richman CM', 'Golomb HM']",['eng'],['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Colony-Stimulating Factors)', '0 (Culture Media)']",IM,"['Aged', 'Blood Cell Count', 'Bone Marrow Cells', 'Cell Division', 'Colony-Forming Units Assay', '*Colony-Stimulating Factors/pharmacology', 'Culture Media', 'Female', 'Granulocytes/*physiology', '*Hematopoiesis', 'Hematopoietic Stem Cells/*physiology', 'Humans', 'In Vitro Techniques', 'Leukemia, Hairy Cell/*blood', 'Male', 'Middle Aged', 'Neutropenia/etiology']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1979 Sep;7(8):411-5.,,,,,,,,
315847,NLM,MEDLINE,19800226,20181113,0009-9104 (Print) 0009-9104 (Linking),37,3,1979 Sep,PHA-induced soluble factor(s) can activate B-cells from patients with chronic lymphatic leukaemia.,517-22,"Blood lymphocytes from eight patients with chronic lymphatic leukaemia (CLL) were stimulated by phytohaemagglutinin (PHA). The effect was defined as a pronounced increase of 3H-thymidine incorporation, and a concomitant blast transformation of a large portion of surface Ig-positive, E-rosette-forming (E-RFC) negative cells. E-RFC depletion reduced these effects to nearly background levels, and the pooled data strongly suggest that malignant B-lymphocytes in CLL are capable of responding to a PHA-induced T cell factor. A possible use for this factor in characterizing different subpopulations of CLL cells is discussed.","['Robert, K H']",['Robert KH'],['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Phytohemagglutinins)', '0 (Receptors, Antigen, B-Cell)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['B-Lymphocytes/*immunology/metabolism', 'DNA/biosynthesis', 'Humans', 'Leukemia, Lymphoid/*immunology', '*Lymphocyte Activation', 'Phytohemagglutinins/*pharmacology', 'Receptors, Antigen, B-Cell/immunology', 'T-Lymphocytes/immunology', 'Thymidine/metabolism']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1979 Sep;37(3):517-22.,PMC1537779,,,,,,,
315816,NLM,MEDLINE,19800226,20190619,0008-543X (Print) 0008-543X (Linking),44,6,1979 Dec,Terminal deoxynucleotidyl transferase positive lymphoblastic lymphoma: a study of 15 cases.,2127-39,"The investigation was undertaken to define the features of lymphoblastic lymphoma. Fifteen lymph node biopsies from a group of 82 specimens studied for the enzyme terminal deoxynucleotidyl transferase (TdT) fulfilled morphological criteria for this diagnosis. These criteria required a diffuse infiltrate of relatively uniform, immature lymphoid cells with basophilic cytoplasm; round, oval or lobulated nuclei with evenly dispersed chromatin; rare or inconspicuous nucleoli; and numerous mitotic figures. Examination of 1-micron thick, plastic-embedded, Giemsa-stained tissue sections revealed convoluted nuclei in more than 50% of neoplastic cells in four cases: in six specimens there was an admixture of cells with grooved, hyperlobulated, and round nuclei, and in five the round or oval nuclei were non-convoluted. Specimens from all 15 patients were positive for TdT by fluorescent antibody and biochemical assays. The percentage of cells from involved nodes reacting by indirect immunofluorescence with an antiserum against bovine TdT ranged from 4 to 90% (mean of 52%), and the mean level of biochemically measured enzyme activity was 8.7 units/g of tissue (range of 1.9 to 27.5). Cytochemical stains for acid phosphatase were positive in 13 of the 15 cases. In eight samples more than 50% of cells formed rosettes with sheep erythrocytes, while the E rosettes varied from 14 to 38% in the other seven. The percentage of cells with complement receptors varied widely (range of 6 to 80), but cells bearing surface immunoglobulin or IgGfc receptors were not increased. All patients presented with supradiaphragmatic lymphaedenopathy, eight with an anterior mediastinal mass. Two-thirds of the patients were male, and the mean age was 20 years (range 4 to 46 years). None were leukemic at the time of diagnosis, but eight patients subsequently developed acute lymphoblastic leukemia. Involvement of the central nervous system was observed in four of the 15, and of the testes in two. Ten patients have died of their disease with a median survival of 8 months (range 4 to 20), and five are alive 3--8 months after diagnosis. We observed no differences in clinical findings at presentation, incidence of mediastinal involvement or leukemic dissemination, content of TdT, acid phosphatase staining, or immunologic cell surface characteristics between the convoluted and non-convoluted types of lymphoblastic lymphoma. Distinctive morphologic, cell surface, biochemical, and clinical features of lymphoblastic lymphoma can be identified irrespective of the presence or absence of convoluted nuclei.","['Long, J C', 'McCaffrey, R P', 'Aisenberg, A C', 'Marks, S M', 'Kung, P C']","['Long JC', 'McCaffrey RP', 'Aisenberg AC', 'Marks SM', 'Kung PC']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['0 (Receptors, Immunologic)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/metabolism', 'Adolescent', 'Adult', 'B-Lymphocytes/immunology', 'Cell Nucleus/pathology', 'Child', 'Child, Preschool', 'DNA Nucleotidylexotransferase/*metabolism', 'DNA Nucleotidyltransferases/*metabolism', 'Female', 'Humans', 'Lymphoma, Non-Hodgkin/*enzymology/immunology/pathology', 'Male', 'Middle Aged', 'Receptors, Immunologic', 'T-Lymphocytes/immunology']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1002/1097-0142(197912)44:6<2127::aid-cncr2820440625>3.0.co;2-g [doi]'],ppublish,Cancer. 1979 Dec;44(6):2127-39. doi: 10.1002/1097-0142(197912)44:6<2127::aid-cncr2820440625>3.0.co;2-g.,,,,,,,,
315798,NLM,MEDLINE,19800226,20190609,0006-3002 (Print) 0006-3002 (Linking),588,2,1979 Dec 3,Early changes in ornithine decarboxylase activity during Friend leukemia cell differentiation.,279-83,"Agents such as dimethylsulfoxide, N,N'-dimethylformamide and bisacetyldiaminopentane that induce erythroid differentiation of Friend leukemia cells, cause a rapid increase in ornithine decarboxylase (EC 4.1.1.17) activity in intact cells during the 'latent' period preceding the accumulation of hemoglobin-containing cells. Blockage of erythroid differentiation with 5-bromo-2'-deoxyuridine did not prevent these alterations in enzyme activity. Addition of each chemical inducer in the extracts of these cells stimulate the basal levels of ornithine decarboxylase activity. These data indicate that the chemical inducers of differentiation modify the normal pattern of ornithine decarboxylase activity in this system.","['Tsiftsoglou, A S', 'Kyriakidis, D A']","['Tsiftsoglou AS', 'Kyriakidis DA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Deoxyadenosines)', '0 (Diamines)', '8696NH0Y2X (Dimethylformamide)', 'EC 4.1.1.- (Carboxy-Lyases)', 'EC 4.1.1.17 (Ornithine Decarboxylase)', 'G34N38R2N1 (Bromodeoxyuridine)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Bromodeoxyuridine/pharmacology', 'Carboxy-Lyases/*metabolism', 'Cell Differentiation/drug effects', 'Cell Line', 'Deoxyadenosines/pharmacology', 'Diamines/pharmacology', 'Dimethyl Sulfoxide/pharmacology', 'Dimethylformamide/pharmacology', 'Friend murine leukemia virus', 'Leukemia, Experimental/*enzymology', 'Mice', 'Ornithine Decarboxylase/*metabolism']",1979/12/03 00:00,1979/12/03 00:01,['1979/12/03 00:00'],"['1979/12/03 00:00 [pubmed]', '1979/12/03 00:01 [medline]', '1979/12/03 00:00 [entrez]']","['0304-4165(79)90211-3 [pii]', '10.1016/0304-4165(79)90211-3 [doi]']",ppublish,Biochim Biophys Acta. 1979 Dec 3;588(2):279-83. doi: 10.1016/0304-4165(79)90211-3.,,,,,,,,
315787,NLM,MEDLINE,19800226,20190704,0007-1048 (Print) 0007-1048 (Linking),43,1,1979 Sep,Terminal deoxynucleotidyl transferase activity in leukaemic T cells from Japanese adults.,151-3,,"['Tatsumi, E', 'Tashima, M', 'Takiuchi, Y', 'Sawada, H', 'Shirakawa, S', 'Uchino, H']","['Tatsumi E', 'Tashima M', 'Takiuchi Y', 'Sawada H', 'Shirakawa S', 'Uchino H']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Receptors, Antigen, B-Cell)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Adult', 'Aged', 'DNA Nucleotidylexotransferase/*metabolism', 'DNA Nucleotidyltransferases/*metabolism', 'Female', 'Humans', 'Japan', 'Leukemia/*enzymology', 'Middle Aged', 'Receptors, Antigen, B-Cell', 'T-Lymphocytes/*enzymology/immunology']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",['10.1111/j.1365-2141.1979.tb03731.x [doi]'],ppublish,Br J Haematol. 1979 Sep;43(1):151-3. doi: 10.1111/j.1365-2141.1979.tb03731.x.,,,,,,,,
315691,NLM,MEDLINE,19800124,20071115,0001-5814 (Print) 0001-5814 (Linking),10,3,1979 Jul-Sep,[Role of colony-stimulating factor in granulopoiesis disorders in myeloid leukemias].,211-5,,"['Hellmann, A']",['Hellmann A'],['pol'],['Journal Article'],Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,['0 (Colony-Stimulating Factors)'],IM,"['Animals', '*Colony-Stimulating Factors/genetics', 'Humans', 'Leukemia, Myeloid/genetics/immunology/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Leukocytes/pathology', 'Lymphocyte Activation', 'Myeloproliferative Disorders/*pathology']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",,ppublish,Acta Haematol Pol. 1979 Jul-Sep;10(3):211-5.,,Rola CSF w zaburzeniach granulopoezy w bialaczkach szpikowych.,,,,,,
315677,NLM,MEDLINE,19800128,20090605,0300-9688 (Print) 0300-9688 (Linking),244,2-3,1979 Jul,"Pneumocystis carinii pneumonia: epidemiology in Japan, and cyst concentration method.",405-10,"Pneumocystis carinii pneumonia has been markedly increasing recently in Japan. Most cases are seen after receiving anti-cancer and immunosuppressive therapy against their underlying diseases. No cases have been found in undernourished or premature infants. The authors proposed a new method which can concentrate the cysts efficiently from the human and animal lungs, and express the density of infection quantitatively at the same time. This method will especially be valuable to demonstrate the organism in light infection such as latent infection, after treatment, and so on.","['Yoshida, Y', 'Ikai, T']","['Yoshida Y', 'Ikai T']",['eng'],['Journal Article'],Germany,Zentralbl Bakteriol Orig A,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe A: Medizinische Mikrobiologie und Parasitologie",0331570,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Japan', 'Leukemia/complications', 'Lung/*parasitology', 'Lymphoma/complications', 'Middle Aged', 'Multiple Myeloma/complications', 'Neoplasms/complications', 'Pneumocystis/*isolation & purification', 'Pneumonia, Pneumocystis/complications/diagnosis/*epidemiology']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",,ppublish,Zentralbl Bakteriol Orig A. 1979 Jul;244(2-3):405-10.,,,,,,,,
315560,NLM,MEDLINE,19800128,20190501,0027-8424 (Print) 0027-8424 (Linking),76,10,1979 Oct,Tumor-enhancing suppressor activator T cells in spleens and thymuses of tumor immune mice.,5294-8,"Cells from the spleens and thymuses of BALB/c mice whose Moloney sarcoma virus (MSV)-induced, primary sarcomas have regressed 2-3 months earlier (""MSV regressors"") or are in the process of regressing can, when adoptively transferred to syngeneic mice given MSV at the age of 20 days, prevent the natural regression of the MSV sarcomas in the recipient mice. The cells responsible for this tumor-enhancing effect express the Thy 1 marker. They are not demonstrable in the thymuses of normal untreated mice or in mice that have either been immunized against or are bearing methylcholanthrene-induced sarcomas. The tumor-enhancing cells are not destroyed after administration of 400 rads (1 rad = 1.00 x 10(-2) J/kg) of whole body radiation. However, the effect of the irradiated cells is seen only in the presence of a nonirradiated T-cell population, represented in the thymuses of normal control mice, with which we postulate that they interact. Studies on a transplantable, chemically induced, murine leukemia virus antigen-negative sarcoma, MCA-1460, further support the concept that relatively radioresistant thymus cells from immune mice can enhance tumor outgrowth by interacting with radiosensitive T cells that are present in nonimmune mice.","['Hellstrom, I', 'Hellstrom, K E', 'Bernstein, I D']","['Hellstrom I', 'Hellstrom KE', 'Bernstein ID']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,['56-49-5 (Methylcholanthrene)'],IM,"['Animals', 'Female', 'Leukemia, Experimental/*immunology', 'Male', 'Methylcholanthrene', 'Mice', 'Mice, Inbred BALB C', 'Moloney murine leukemia virus/*immunology', 'Spleen/*immunology', 'T-Lymphocytes/*immunology', 'Thymus Gland/*immunology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1073/pnas.76.10.5294 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1979 Oct;76(10):5294-8. doi: 10.1073/pnas.76.10.5294.,PMC413128,,,,,,,
315546,NLM,MEDLINE,19800119,20080620,0032-3756 (Print) 0032-3756 (Linking),34,31,1979 Jul 30,[T-lymphoblastic crisis in myelocytic leukemia].,1247-8,,"['Burchardt, K', 'Trepinska, E', 'Sokolowski, K']","['Burchardt K', 'Trepinska E', 'Sokolowski K']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,['EC 3.1.3.2 (Acid Phosphatase)'],IM,"['Acid Phosphatase/metabolism', 'Adult', 'Cytoplasm/enzymology', 'Female', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukemia, Myeloid, Acute/*etiology', 'T-Lymphocytes/*pathology/ultrastructure']",1979/07/30 00:00,1979/07/30 00:01,['1979/07/30 00:00'],"['1979/07/30 00:00 [pubmed]', '1979/07/30 00:01 [medline]', '1979/07/30 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1979 Jul 30;34(31):1247-8.,,Przelom T-limfoblastyczny przewleklej bialacki szpikowej.,,,,,,
315533,NLM,MEDLINE,19800124,20071115,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Activity of acid phosphatase and the surface receptors of the lymphoblasts in the subclassification of lymphoblastic leukemia in children].,825-9,,"['Kaftanski, R', 'Michalewska, D', 'Orzeszko-Spaczynska, A']","['Kaftanski R', 'Michalewska D', 'Orzeszko-Spaczynska A']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,"['0 (Receptors, Antigen, T-Cell)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/*immunology', 'Adolescent', 'Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia, Lymphoid/classification/*immunology', 'Receptors, Antigen, T-Cell/*immunology', 'T-Lymphocytes/*enzymology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1979 Aug;54(8):825-9.,,Aktywnosc kwasnej fosfatazy i receptory powierzchniowe limfoblastow w subklasyfikacji ostrej bialaczki limfoblastycznej u dzieci.,,,,,,
315471,NLM,MEDLINE,19800119,20071115,0141-2760 (Print) 0141-2760 (Linking),1,4,1979 Feb,Maturation in B lymphocytic leukaemia.,329-31,"Surface markers were studied serially in two cases presenting as acute B cell lymphocytic leukaemia. The leukaemic lymphocytes in both cases had the mouse erythrocyte receptor (MER) and surface immunoglobulin (SIg) with lambda light chain. Changes interpreted as an increase in immunological differentiation were observed in both, during the course of the disease and its treatment. These changes were loss of MER, increase in density of SIg, and the acquisition of SIgA. Selection of therapy to influence differentiation may ultimately afford better control of the lymphocytic leukaemias.","['Forbes, I J', 'Zalewski, P D', 'Cowled, P A', 'Sage, R E']","['Forbes IJ', 'Zalewski PD', 'Cowled PA', 'Sage RE']",['eng'],"['Case Reports', 'Journal Article']",Scotland,J Clin Lab Immunol,Journal of clinical & laboratory immunology,7808987,"['0 (Immunoglobulin Fc Fragments)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Adult', 'B-Lymphocytes/*cytology', 'Cell Differentiation', 'Cell Membrane/immunology', 'Erythrocytes/immunology', 'Humans', 'Immunoglobulin Fc Fragments', 'Leukemia, Lymphoid/diagnosis/*immunology', 'Male', 'Middle Aged', 'Receptors, Antigen, B-Cell']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",,ppublish,J Clin Lab Immunol. 1979 Feb;1(4):329-31.,,,,,,,,
315438,NLM,MEDLINE,19800128,20191028,0305-1811 (Print) 0305-1811 (Linking),6,5,1979 Oct,Lack of T-cell mediated cytotoxicity in M-MSV system depending on H-2 haplotypes.,341-51,"The H-2 restriction phenomenon was evaluated with regard to the immune response to Moloney sarcoma virus (M-MSV)-induced tumours in the mouse. Using an in vitro 51Cr release assay the lytic activity of lymphocytes from M-MSV immune strains of mice, including several H-2 recombinant strains, was determined on leukaemic cell lines originally induced in mice of different strains by neonatal infection with Moloney leukaemia virus. In analogy with other experimental models, it was observed that a compatibility between effector and target cells at the K and/or D regions is generally necessary and sufficient to obtain the cytotoxic effect. However, for the H-2d and H-2b haplotypes, identity at the K or D region respectively was not sufficient for lysis to occur. Attempts to demonstrate that this lack of activity might be associated with the absence of H-2 linked Ir responder genes, were not successful.","['Biasi, G', 'Collavo, D', 'Zanovello, P', 'Colombatti, A', 'Chieco-Bianchi, L']","['Biasi G', 'Collavo D', 'Zanovello P', 'Colombatti A', 'Chieco-Bianchi L']",['eng'],['Journal Article'],England,J Immunogenet,Journal of immunogenetics,0425125,['0 (H-2 Antigens)'],IM,"['Animals', '*Cytotoxicity, Immunologic', 'H-2 Antigens/*genetics', 'Haploidy', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred CBA', 'Moloney murine leukemia virus/immunology', 'Protein Biosynthesis', 'Recombination, Genetic', 'Spleen/immunology', 'T-Lymphocytes/*immunology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1111/j.1744-313x.1979.tb00689.x [doi]'],ppublish,J Immunogenet. 1979 Oct;6(5):341-51. doi: 10.1111/j.1744-313x.1979.tb00689.x.,,,,,,,,
