PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,GR,PMC,OID,SI,OAB,OABL,OTO,OT,GN
6584199,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Chromosomes in acute promyelocytic leukemia.,288-93,"['Garson, O M', 'Hagemeijer, A', 'Kondo, K', 'Rowley, J D']","['Garson OM', 'Hagemeijer A', 'Kondo K', 'Rowley JD']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/ultrastructure', 'Child', 'Child, Preschool', 'Chromosome Banding', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 16-18', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Myeloid, Acute/epidemiology/*genetics', 'Lymphocytes/ultrastructure', 'Male', 'Middle Aged', '*Translocation, Genetic']",1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):288-93. doi: 10.1016/s0165-4608(84)80008-4.,,,"['S0165-4608(84)80008-4 [pii]', '10.1016/s0165-4608(84)80008-4 [doi]']",,,,,,,,,
6584198,NLM,MEDLINE,19840514,20190620,0008-543X (Print) 0008-543X (Linking),53,9,1984 May 1,Clinical and laboratory data related to maturation in acute leukemia.,1923-6,"['van Rhenen, D J', 'Langenhuijsen, M M']","['van Rhenen DJ', 'Langenhuijsen MM']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/classification/drug therapy/mortality/*pathology', 'Leukemia, Monocytic, Acute/classification/drug therapy/mortality/*pathology', 'Leukemia, Myeloid, Acute/classification/drug therapy/mortality/*pathology', 'Leukocyte Count', 'Lymph Nodes/pathology', 'Male', 'Middle Aged', 'Platelet Count', 'Prognosis', 'Time Factors']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",ppublish,Cancer. 1984 May 1;53(9):1923-6. doi: 10.1002/1097-0142(19840501)53:9<1923::aid-cncr2820530919>3.0.co;2-m.,"The relation between the quantified French-American-British cooperative study (FAB) classification and presenting features was studied in 123 adult patients (greater than or equal to 15 years) with acute myeloid leukemia. Myeloblastic leukemia with maturation (M2) patients with a high maturation index (M2a) were older, compared to the other myeloblastic subgroups, while promyelocytic leukemia (M3) patients were younger than those with M2 or M2a. Differences between various leukemia types were found in the occurrence of a preceding myelodysplastic syndrome, leukocyte count, and platelet count. In both monoblastic leukemia (M5) and myeloblastic leukemia (M1-3) a smaller degree of maturation seemed to be related to a larger tumor mass. The effect of chemotherapy was analyzed in a group of 64 patients. Comparison between immature (M1) and more mature (M2) myeloblastic leukemia suggested a longer duration of first complete remission and a longer survival in M2. The findings of this study may imply that the degree of maturation determines tumor mass and the success of chemotherapy.",,['10.1002/1097-0142(19840501)53:9<1923::aid-cncr2820530919>3.0.co;2-m [doi]'],,,,,,,,,
6584195,NLM,MEDLINE,19840521,20190620,0008-543X (Print) 0008-543X (Linking),53,10,1984 May 15,Demonstration of p35 in hairy cell leukemia of Japanese patients.,2111-4,"['Katayama, I', 'Shibuya, A', 'Niikawa, K', 'Nanba, K', 'Koga, T', 'Toyama, K']","['Katayama I', 'Shibuya A', 'Niikawa K', 'Nanba K', 'Koga T', 'Toyama K']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer,Cancer,0374236,IM,"['Antigens, Neoplasm/*analysis', 'Chemical Precipitation', 'Electrophoresis, Polyacrylamide Gel', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Japan', 'Leukemia, Hairy Cell/*immunology', 'Membrane Proteins/*analysis', 'Neoplasm Proteins/*analysis']",1984/05/15 00:00,1984/05/15 00:01,['1984/05/15 00:00'],"['1984/05/15 00:00 [pubmed]', '1984/05/15 00:01 [medline]', '1984/05/15 00:00 [entrez]']",ppublish,Cancer. 1984 May 15;53(10):2111-4. doi: 10.1002/1097-0142(19840515)53:10<2111::aid-cncr2820531020>3.0.co;2-c.,"Using SDS polyacrylamide gel electrophoresis (SDS-PAGE), several coworkers isolated a unique membrane protein that they named p35 from hairy cells of white patients with hairy cell leukemia. In the current study using a similar technique, p35 was identified in hairy cells from 2 of 4 Japanese patients with hairy cell leukemia. Further, p35 was immunoprecipitated from the leukemic membrane proteins of one of these two Japanese patients with an anti-hairy cell serum prepared against hairy cells of a typical white patient. Because both Japanese and white patients share the unique membrane antigen, it is proposed that the Japanese have the hairy cell leukemia as whites despite some differences in laboratory features.","['0 (Antigens, Neoplasm)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Membrane Proteins)', '0 (Neoplasm Proteins)', '0 (hairy cell leukemia antigen p35, human)']",['10.1002/1097-0142(19840515)53:10<2111::aid-cncr2820531020>3.0.co;2-c [doi]'],,,,,,,,,
6584191,NLM,MEDLINE,19840517,20190913,0735-7907 (Print) 0735-7907 (Linking),2,1,1984,"Effects of a prospective antitumor agent, 1,4-bis(2'-chloroethyl)-1,4-diazabicyclo-[2.2.1] heptane diperchlorate, on cultured mammalian cells.",1-13,"['Traganos, F', 'Darzynkiewicz, Z', 'Bueti, C', 'Melamed, M R']","['Traganos F', 'Darzynkiewicz Z', 'Bueti C', 'Melamed MR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,England,Cancer Invest,Cancer investigation,8307154,IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Bridged Bicyclo Compounds/*pharmacology', '*Bridged Bicyclo Compounds, Heterocyclic', 'Bridged-Ring Compounds/*pharmacology', 'Cell Cycle/*drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'Colony-Forming Units Assay', 'Cricetinae', 'Cricetulus', 'DNA, Neoplasm/analysis', 'Dose-Response Relationship, Drug', 'Flow Cytometry', 'Humans', 'Kinetics', 'Leukemia L1210/*pathology', 'Leukemia, Erythroblastic, Acute/*pathology', 'Lymphocyte Activation/drug effects', 'Lymphocytes/*cytology', 'Mice', 'Mitosis/drug effects', 'Nucleic Acid Denaturation/drug effects', 'Phytohemagglutinins/pharmacology', 'RNA, Neoplasm/analysis']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Cancer Invest. 1984;2(1):1-13. doi: 10.3109/07357908409020281.,"The effects of 1,4-bis(2'-chloroethyl)-1,4-diazabicyclo-[2.2.1] heptane diperchlorate (CBH; NSC 57198) on cell viability, growth, progression through the cell cycle, survival, and differentiation were investigated in suspension cultures of murine lymphocytic leukemia (L1210) and erythroleukemic (FL) cells and normal human lymphocytes stimulated with phytohemagglutinin (PHA) and in adherent cultures of Chinese hamster ovary (CHO) cells. CBH was equally cytotoxic toward stationary and exponentially growing CHO cells. Cell viability was diminished by 50% following 24 hr exposure to approximately 50 micrograms CBH per ml. Treatment of quiescent human lymphocytes for 24 hr with up to 100 micrograms CBH per ml did not appreciably diminish cell viability though the subsequent stimulation of such lymphocytes with PHA was inhibited in a dose dependent fashion. L1210, FL cells, and PHA stimulated human lymphocytes were equally sensitive to CBH, 50% inhibition of growth was obtained following 24 hr treatment with 25 micrograms CBH per ml. Incubation for up to 48 hr with CBH did not result in differentiation of FL cells to mature hemoglobin containing cells. Constant exposure of L1210 cells and PHA-stimulated human lymphocytes to 10-50 micrograms CBH per ml resulted in accumulation of cells in G2 + M phase; higher drug concentrations resulted in cell arrest in mid to late S phase and G2 phase. A short 1-hr pulse of the drug resulted in a transient accumulation of L1210 cells in S and G2 phases. However, cells recovered from a short pulse of drug and by 48 hr, both cell proliferation and the cell cycle distribution appeared normal. A detailed analysis of cell cycle progression of L1210 cells in the presence of the drug indicated that the duration of G2 phase was extended at low concentrations (10 micrograms/ml) while the transit of cells through S was retarded with subsequent accumulation in late S and G2 phase at higher (50 micrograms/ml) concentrations. Concomitant with cell arrest in S and G2 phase an increase in cellular RNA content indicating unbalanced growth was observed. This state of unbalanced growth was reversible in cultures exposed to a 1-hr pulse of up to 100 micrograms CBH per ml; cellular RNA content returned to control values by 48 hr. No effect on nuclear chromatin as assayed by acid denaturation was observed. Though the exact mechanism of drug action is not known, the data are not incompatible with the drug acting as an alkylating agent.","['0 (Antineoplastic Agents)', '0 (Bridged Bicyclo Compounds)', '0 (Bridged Bicyclo Compounds, Heterocyclic)', '0 (Bridged-Ring Compounds)', '0 (DNA, Neoplasm)', '0 (Phytohemagglutinins)', '0 (RNA, Neoplasm)', ""15567-82-5 (1,4-bis(2'-chloroethyl)-1,4-diazabicyclo(2.2.1)heptane)""]",['10.3109/07357908409020281 [doi]'],"['CA 23296/CA/NCI NIH HHS/United States', 'CA 28704/CA/NCI NIH HHS/United States']",,,,,,,,
6584188,NLM,MEDLINE,19840504,20210216,0006-4971 (Print) 0006-4971 (Linking),63,4,1984 Apr,Liver dysfunction rather than intravascular coagulation as the main cause of low protein C and antithrombin III in acute leukemia.,965-9,"['Rodeghiero, F', 'Mannucci, P M', 'Vigano, S', 'Barbui, T', 'Gugliotta, L', 'Cortellaro, M', 'Dini, E']","['Rodeghiero F', 'Mannucci PM', 'Vigano S', 'Barbui T', 'Gugliotta L', 'Cortellaro M', 'Dini E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Blood,Blood,7603509,IM,"['Adult', 'Aged', 'Antithrombin III/*immunology', 'Blood Coagulation Tests', 'Disseminated Intravascular Coagulation/blood/*physiopathology', 'Female', 'Fibrinolytic Agents/immunology', 'Glycoproteins/*immunology', 'Humans', 'Leukemia, Myeloid, Acute/blood/physiopathology', 'Liver/*physiopathology', 'Male', 'Middle Aged', 'Protein C']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",ppublish,Blood. 1984 Apr;63(4):965-9.,"Protein C, a newly identified inhibitor of blood coagulation, was measured immunologically in 58 patients with untreated acute leukemias and compared with that of normal subjects. On the average, slightly lower values were found. However, the 17 patients with overt laboratory pictures of decompensated disseminated intravascular coagulation (DIC), including 11 cases with acute promyelocytic leukemia, had protein C concentrations no lower than those of the remaining 41 patients without DIC. Antithrombin III activity and antigen were normal and, like protein C, not lowered in DIC. The concentrations of both proteins were closely correlated with changes in the indexes for liver synthetic function. A subgroup of 13 patients with hyperleukocytic leukemias had lower protein C and antithrombin III, in line with the more compromised synthetic function of their livers. Our findings indicate that liver impairment rather than DIC is the main cause of the changes in the two naturally occurring inhibitors of blood coagulation.","['0 (Fibrinolytic Agents)', '0 (Glycoproteins)', '0 (Protein C)', '9000-94-6 (Antithrombin III)']",['S0006-4971(20)85568-2 [pii]'],,,,,,,,,
6584187,NLM,MEDLINE,19840504,20210216,0006-4971 (Print) 0006-4971 (Linking),63,4,1984 Apr,Large cell lymphoma complicating acute lymphoblastic leukemia.,935-9,"['Ellerbroek, R', 'Foucar, K', 'Kowal-Vern, A', 'Kemp, J D', 'Kisker, T', 'Tannous, R', 'Strauss, R']","['Ellerbroek R', 'Foucar K', 'Kowal-Vern A', 'Kemp JD', 'Kisker T', 'Tannous R', 'Strauss R']",['eng'],"['Case Reports', 'Journal Article']",,United States,Blood,Blood,7603509,IM,"['Bone Marrow/pathology', 'Child, Preschool', 'Female', 'Humans', 'Ileal Neoplasms/immunology/*pathology/secondary', 'Jejunal Neoplasms/immunology/*pathology/secondary', 'Leukemia, Lymphoid/immunology/*pathology', 'Lymphocytes/immunology/pathology', 'Lymphoma/immunology/*pathology/secondary']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",ppublish,Blood. 1984 Apr;63(4):935-9.,"Non-Hodgkin's lymphoma (NHL) is a very rare complication of acute lymphoblastic leukemia (ALL). We present the pathologic, clinical, immunologic, and ultrastructural features of the third reported example of NHL following successfully treated ALL. This white girl developed ALL with predominantly L1 cells at 3.5 yr of age. The lymphoblasts were terminal deoxynucleotidyl transferase (TdT) positive and were non-B, non-T cells. She achieved a complete remission with standard induction therapy and has remained in continuous complete remission. Four and one-third years after the onset of ALL, she developed multifocal, pleomorphic large cell lymphoma of the small bowel, which resulted in episodes of intussusception and obstruction. These pleomorphic and frequently multinucleated lymphoma cells lacked TdT, common ALL antigen, and all tested markers of B cell, T cell, and histiocyte differentiation. Following three small bowel resections, systemic multiagent chemotherapy, and abdominal irradiation, she is currently free of disease.",,['S0006-4971(20)85563-3 [pii]'],,,,,,,,,
6584185,NLM,MEDLINE,19840504,20210216,0006-4971 (Print) 0006-4971 (Linking),63,4,1984 Apr,A pericentric inversion of chromosome 16 is associated with dysplastic marrow eosinophils in acute myelomonocytic leukemia.,800-2,"['Tantravahi, R', 'Schwenn, M', 'Henkle, C', 'Nell, M', 'Leavitt, P R', 'Griffin, J D', 'Weinstein, H J']","['Tantravahi R', 'Schwenn M', 'Henkle C', 'Nell M', 'Leavitt PR', 'Griffin JD', 'Weinstein HJ']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['Bone Marrow/*ultrastructure', 'Child', 'Chromosome Aberrations/blood/*diagnosis/pathology', 'Chromosome Banding', 'Chromosome Disorders', '*Chromosomes, Human, 16-18', 'Cytoplasmic Granules/pathology', 'Eosinophils/*ultrastructure', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/blood/*genetics/pathology', 'Male']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",ppublish,Blood. 1984 Apr;63(4):800-2.,"Cytogenetic studies were performed in 18 consecutive children with acute nonlymphocytic leukemia (ANLL) between 1981 and 1983. Three children with acute myelomonocytic leukemia (AMMoL; M4, FAB classification) had the following unique bone marrow morphology and cytogenetic abnormality: eosinophilic precursors with dysplastic violaceous granules and a pericentric inversion of chromosome 16. Surface marker analysis of leukemic cells from these patients, using a panel of monoclonal antibodies, revealed the expression of a series of monocyte markers. The association of an inversion of chromosome 16 with abnormal eosinophil morphology in the M4 subtype of ANLL appears to represent a unique subgroup of patients.",,['S0006-4971(20)85542-6 [pii]'],,,,,,,,,
6584184,NLM,MEDLINE,19840504,20210216,0006-4971 (Print) 0006-4971 (Linking),63,4,1984 Apr,"Prognostic discrimination in ""good-risk"" chronic granulocytic leukemia.",789-99,"['Sokal, J E', 'Cox, E B', 'Baccarani, M', 'Tura, S', 'Gomez, G A', 'Robertson, J E', 'Tso, C Y', 'Braun, T J', 'Clarkson, B D', 'Cervantes, F']","['Sokal JE', 'Cox EB', 'Baccarani M', 'Tura S', 'Gomez GA', 'Robertson JE', 'Tso CY', 'Braun TJ', 'Clarkson BD', 'Cervantes F', 'et al.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Blood,Blood,7603509,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Cell Transformation, Neoplastic/pathology', 'Child', 'Child, Preschool', 'Europe', 'Female', 'Hematocrit', 'Humans', 'Leukemia, Myeloid/blood/classification/*mortality', 'Leukocyte Count', 'Male', 'Middle Aged', 'Models, Biological', 'Platelet Count', 'Prognosis', 'Regression Analysis', 'Risk', 'Splenomegaly/mortality', 'United States']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",ppublish,Blood. 1984 Apr;63(4):789-99.,"The prognostic significance of disease features recorded at the time of diagnosis was examined among 813 patients with Philadelphia chromosome-positive, nonblastic chronic granulocytic leukemia (CGL) collected from six European and American series. The survival pattern for this population was typical of ""good-risk"" patients, and median survival was 47 mo. There were multiple interrelationships among different disease features, which led to highly significant correlations with survival for some that had no primary prognostic significance, such as hematocrit. Multivariable regression analysis indicated that spleen size and the percentage of circulating blasts were the most important prognostic indicators. These features, and age, behaved as continuous variables with progressively unfavorable import at higher values. The platelet count did not influence survival significantly at values below 700 X 10(9)/liter but was increasingly unfavorable above this level. Basophils plus eosinophils over 15%, more than 5% marrow blasts, and karyotypic abnormalities in addition to the Ph1 were also significant unfavorable signs. The Cox model, generated with four variables representing percent blasts, spleen size, platelet count, and age, provided a useful representation of risk status in this population, with good fit between predicted and observed survival over more than a twofold survival range. A hazard function derived from half of the patient population successfully segregated the remainder into three groups with significantly different survival patterns. We conclude that it should be possible to identify a lower risk group of patients with a 2-yr survival of 90%, subsequent risk averaging somewhat less than 20%/yr and median survival of 5 yr, an intermediate group, and a high-risk group with a 2-yr survival of 65%, followed by a death rate of about 35%/yr and median survival of 2.5 yr.",,['S0006-4971(20)85541-4 [pii]'],"['CA-14236/CA/NCI NIH HHS/United States', 'CA-21192/CA/NCI NIH HHS/United States']",,,,,,,,
6584182,NLM,MEDLINE,19840507,20190609,0006-3002 (Print) 0006-3002 (Linking),793,1,1984 Mar 27,Induction of lipid storage in cultured leukemic myeloid cells by pyrene-dodecanoic acid.,95-104,"['Morand, O', 'Fibach, E', 'Livni, N', 'Gatt, S']","['Morand O', 'Fibach E', 'Livni N', 'Gatt S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Cell Division/drug effects', 'Cells, Cultured', 'Cytoplasmic Granules/ultrastructure', 'Glycerides/metabolism', 'Humans', 'Lauric Acids/*pharmacology', 'Leukemia, Myeloid/*metabolism', 'Lipidoses/*chemically induced', 'Microscopy, Electron']",1984/03/27 00:00,1984/03/27 00:01,['1984/03/27 00:00'],"['1984/03/27 00:00 [pubmed]', '1984/03/27 00:01 [medline]', '1984/03/27 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1984 Mar 27;793(1):95-104. doi: 10.1016/0005-2760(84)90057-2.,"When incubated for 1-3 days in the presence of the fatty acid analog, 12-(1-pyrene)dodecanoic acid, the neutral lipid content of cultured human leukemic myeloid cells increased considerably, while that of the phospholipids increased to a much lesser extent. Among the neutral lipids, di- and monoacylglycerols predominated and a considerable portion of the fatty acyl residues of these newly synthesized neutral lipids consisted of pyrene-dodecanoic acid. Light microscopy showed evidence for the presence of highly fluorescent lipid droplets within the cells. Electron microscopy showed lipid globules, mostly devoid of a unit membrane, multivesicular inclusion bodies and some multilamellar membranous structures. In comparison, cells incubated with palmitic acid show neither these cellular structures, nor the increase of the neutral lipid content. The lipid storage, induced by pyrene-dodecanoic acid, is probably related to ineffective degradation of this fatty acid analog and might serve as an experimental model of cellular lipidosis.","['0 (Glycerides)', '0 (Lauric Acids)', '69168-45-2 (12-(1-pyrene)dodecanoic acid)']","['0005-2760(84)90057-2 [pii]', '10.1016/0005-2760(84)90057-2 [doi]']",,,,,,,,,
6584181,NLM,MEDLINE,19840517,20190609,0006-3002 (Print) 0006-3002 (Linking),781,3,1984 Apr 5,"Studies of the differentiation of promyelocytic cells by phorbol ester. II. A methylation inhibitor, 3-deazaadenosine, inhibits the induction of specific differentiation proteins. Lack of effect on early and late phosphorylation events.",247-56,"['Feuerstein, N', 'Cooper, H L']","['Feuerstein N', 'Cooper HL']",['eng'],['Journal Article'],,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Cell Adhesion/drug effects', 'Cell Differentiation/drug effects', 'Cell Line', 'Cell Movement/drug effects', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Isomerism', 'Kinetics', 'Leukemia, Myeloid, Acute/*physiopathology', 'Membrane Proteins/*biosynthesis/isolation & purification', 'Molecular Weight', 'Phorbols/*toxicity', 'Phosphorylation', 'Ribonucleosides/*pharmacology', 'Tetradecanoylphorbol Acetate/*toxicity', 'Tubercidin/*pharmacology']",1984/04/05 00:00,1984/04/05 00:01,['1984/04/05 00:00'],"['1984/04/05 00:00 [pubmed]', '1984/04/05 00:01 [medline]', '1984/04/05 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1984 Apr 5;781(3):247-56. doi: 10.1016/0167-4781(84)90090-3.,"Cells of the promyelocytic leukemic line, HL-60, differentiate into macrophage-like cells in response to phorbol-12-myristate-13-acetate (phorbol ester). We have shown that this process is associated with expression of motility functions and induction of specific changes in the synthesis of discrete proteins. In the present study we show that a methylation inhibitor, 3-deazaadenosine, inhibits the phorbol ester induction of the differentiation functions, adherence and motility. These effects were associated with interference in the expression of membrane proteins indicative of the acquisition of macrophage-like characteristics by HL-60 cells. Of particular importance was the observation that the methylation inhibitor preferentially arrested the induction of one differentiation, protein m10 (pI approximately equal to 7, 28 kDa). The selective effect of 3-deazaadenosine is further supported by observations in this study which show that the methylation inhibitor did not affect other cellular and biochemical effects of phorbol ester in these cells. Most significantly, 3-deazaadenosine did not inhibit the induction of phosphorylation in pp17 and pp27, which was previously shown to be a rapid event associated with initiation of differentiation in HL-60 cells by phorbol ester (Feuerstein, N. and Cooper, H. (1983) J. Biol. Chem. 258, 10786-10793). Furthermore, later elevated phosphorylation of other proteins as well as the arrest of cell growth induced by phorbol ester were also unimpeded by the methylation inhibitor. These results indicate that the methylation inhibitor did not interfere with the transduction of the phorbol ester signal at an early step so as to block all the subsequent events in this sequence, but rather its effect was selectively associated with interference in later events in the sequence of differentiation. It is proposed that transmethylation events might be specifically involved in the induction and expression of discrete proteins during the differentiation of these leukemic cells but not in the initial propagation of the signal produced by phorbol ester binding.","['0 (Membrane Proteins)', '0 (Phorbols)', '0 (Ribonucleosides)', '037V4520IY (3-deazaadenosine)', 'M351LCX45Y (Tubercidin)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']","['0167-4781(84)90090-3 [pii]', '10.1016/0167-4781(84)90090-3 [doi]']",,,,,,,,,
6584180,NLM,MEDLINE,19840517,20190609,0006-3002 (Print) 0006-3002 (Linking),781,3,1984 Apr 5,Studies of the differentiation of promyelocytic cells by phorbol ester. I. Induction of discrete membrane proteins characteristic of monocytes and expression of motility functions in HL-60 cells following differentiation by phorbol ester.,239-46,"['Feuerstein, N', 'Cooper, H L']","['Feuerstein N', 'Cooper HL']",['eng'],['Journal Article'],,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Cell Movement/drug effects', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*physiopathology', 'Lymphocytes/drug effects/*physiology', 'Macrophages/physiology', 'Membrane Proteins/*biosynthesis/isolation & purification', 'Molecular Weight', 'Monocytes/physiology', 'Phorbols/*toxicity', 'Tetradecanoylphorbol Acetate/*toxicity']",1984/04/05 00:00,1984/04/05 00:01,['1984/04/05 00:00'],"['1984/04/05 00:00 [pubmed]', '1984/04/05 00:01 [medline]', '1984/04/05 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1984 Apr 5;781(3):239-46. doi: 10.1016/0167-4781(84)90089-7.,"Cells of the promyelocytic leukemia line, HL-60, differentiate into macrophage-like cells in response to phorbol ester. We report that this effect is associated with induction of spontaneous motility and a modest expression of chemotactic responsiveness to a formylated peptide. Using two-dimensional gel electrophoresis we demonstrate that the differentiation of HL-60 cells is associated with a differential effect on membrane vs. cytosol proteins. Changes in the cytosol characteristically involved reduction of synthesis of specific proteins. Changes in the membrane were mainly associated with either enhancement or de novo synthesis of discrete proteins. The hallmark of HL-60 cell differentiation appeared to be distinctive induction of a membrane-bound group of six proteins (pI approximately equal to 5, 45-70 kDa) and the de novo induction of a membrane protein indicated as m10 (pI approximately equal to 7, 28 kDa). These discrete membrane proteins were found to be very prominently synthesized by human cultured monocytes, but virtually absent in lymphocytes. It is proposed that our ability to detect synthesis of proteins characteristic of different states of cellular differentiation will permit detailed studies of the biochemical changes which constitute this process. Definition of the role of these proteins and the mechanism regulating their synthesis will help to elucidate the biochemical basis of monocyte differentiation.","['0 (Membrane Proteins)', '0 (Phorbols)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']","['0167-4781(84)90089-7 [pii]', '10.1016/0167-4781(84)90089-7 [doi]']",,,,,,,,,
6584169,NLM,MEDLINE,19840511,20190704,0007-1048 (Print) 0007-1048 (Linking),56,1,1984 Jan,Localized meningeal blast crisis revealing chronic myeloid leukaemia.,176-9,"['Cordonnier, C', 'Bernaudin, J F', 'Djindjian, M', 'Jouault, H']","['Cordonnier C', 'Bernaudin JF', 'Djindjian M', 'Jouault H']",['eng'],"['Case Reports', 'Letter']",,England,Br J Haematol,British journal of haematology,0372544,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Meningeal Neoplasms/*pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Br J Haematol. 1984 Jan;56(1):176-9. doi: 10.1111/j.1365-2141.1984.tb01287.x.,,,['10.1111/j.1365-2141.1984.tb01287.x [doi]'],,,,,,,,,
6584168,NLM,MEDLINE,19840511,20190704,0007-1048 (Print) 0007-1048 (Linking),56,1,1984 Jan,The 'spent' phase of polycythaemia vera: hypersplenism in the absence of myelofibrosis.,163-70,"['Najean, Y', 'Arrago, J P', 'Rain, J D', 'Dresch, C']","['Najean Y', 'Arrago JP', 'Rain JD', 'Dresch C']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,IM,"['Aged', 'Blood Cell Count', 'Blood Volume', 'Erythrocyte Volume', 'Female', 'Hematocrit', 'Humans', 'Hypersplenism/*etiology', 'Leukemia, Myeloid, Acute/etiology', 'Male', 'Middle Aged', 'Polycythemia Vera/blood/*complications', 'Primary Myelofibrosis/*etiology', 'Time Factors']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Br J Haematol. 1984 Jan;56(1):163-70. doi: 10.1111/j.1365-2141.1984.tb01283.x.,"A clinical phase (spent phase) in the course of polycythaemia vera (PV) cases is described as enlargement of the spleen in spite of treatment, frequent cytopenia of one or several lines, persistent red cell hypervolaemia with considerable increase of plasma volume, persistence of myeloid hyperplasia with no collagen myelofibrosis or osteomyelosclerosis, absence of hepatosplenic erythroblastic metaplasia, as shown by radio-iron kinetics and/or 111In-transferrin scintigraphy. The frequency of this phase was 5% in a study where it was not systematically sought, but it could in fact be greater. Its occurrence is not related to the clinical and biological parameters of PV. On the other hand, it is significantly more frequent and earlier in patients treated by phlebotomies than in those treated by myelosuppression (32P). In four of the 12 cases, this phase was rapidly followed by an acute leukaemia. In eight cases there was a 1-5 year interval before a myelofibrosis with splenic myeloid metaplasia. This evolution could at this stage be delayed by chemotherapy. The efficacy of splenectomy should be studied.",,['10.1111/j.1365-2141.1984.tb01283.x [doi]'],,,,,,,,,
