PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,GS,RF,GR,CIN,PMC,CON,SI,EIN,RIN,OID,PS,FPS
2256315,NLM,MEDLINE,19910118,20161109,0507-4088 (Print) 0507-4088 (Linking),35,4,1990 Jul-Aug,[Screening of sera from the adult populations of some USSR regions for antibodies to the human T-cell leukemia virus type I (HTLV-I)].,309-12,"The results of serologic survey of 4118 residents of the USSR Far East from 16 to 82 years of age and 1037 blood donors for antibody to HTLV-I by the method of passive agglutination of gelatin particles coated with viral proteins are summarized. The portion of HTLV-1 seropositive subjects in the Khabarovsk Territory was 1.79% (25 out of 1391), in the Maritime Territory 2.2% (18 out of 801), in the Sakhalin Island 1.6% (26 out of 1557), and in Kamchatka 1.6% (6 out of 369). A discrete area of a higher number of positive cases was found among Nivkhi national group in the village of Nogliki in the Sakhalin Island: 6.4% (10 out of 155). In women, antibody to HTLV-1 was found twice as frequently as in men. Seropositives to HTLV-1 among blood donors in Moscow, the town of Komsomol'sk-na-Amure, and the town of Yuzhno-Sakhalinsk comprised 1.4%, 1.6%, and 5.45%, respectively. The occurrence of HTLV-1 infection among the normal population of the Far East and especially among blood donors attests to the expedience of wider seroepidemiological surveys of the population and especially donors for HTLV-I infection in other regions of the USSR as well.","['Seniuta, N B', 'Iakovleva, L S', 'Stepina, V N', 'Buachidze, L N', 'Gurova, E P', 'Kologrivova, Z A', 'Kindiakov, V M', 'Gurtsevich, V E']","['Seniuta NB', 'Iakovleva LS', 'Stepina VN', 'Buachidze LN', 'Gurova EP', 'Kologrivova ZA', 'Kindiakov VM', 'Gurtsevich VE']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Virusol,Voprosy virusologii,0417337,['0 (HTLV-I Antibodies)'],IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Agglutination Tests', 'Antibody Specificity', 'Blood Donors', 'Female', 'HTLV-I Antibodies/*blood', 'HTLV-I Infections/epidemiology/*prevention & control', 'Humans', 'Male', '*Mass Screening', 'Middle Aged', 'Seroepidemiologic Studies', 'Sex Factors', 'Siberia/epidemiology/ethnology']",1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",ppublish,Vopr Virusol. 1990 Jul-Aug;35(4):309-12.,,Skrining syvorotok vzroslogo naseleniia nekotorykh regionov SSSR na antitela k virusu T-kletochnogo leikoza cheloveka I tipa (HTLV-I).,,,,,,,,,,,,
2256184,NLM,MEDLINE,19910118,20171213,0300-8916 (Print) 0300-8916 (Linking),76,5,1990 Oct 31,Parental occupation and other environmental factors in the etiology of leukemias and non-Hodgkin's lymphomas in childhood: a case-control study.,413-9,"We report the results of a hospital-based, case-control study on acute lymphocytic leukemia (ALL), acute non-lymphocytic leukemia (AnLL) and non-Hodgkin lymphoma (NHL) in childhood. The study was conducted from 1981 to 1984 in Turin (Italy). One hundred and forty-two children with ALL, 22 with AnLL and 19 with NHL were included, as well as 307 controls. Information on parental smoking habits, parental occupation, ionizing radiation and childhood diseases were collected using a standard questionnaire during a personal interview of the relative attending the child in the hospital. The odds ratios for antenatal diagnostic radiation were 1.1 (NS) for ALL and 2.4 (NS) for AnLL. No association was found with diseases in childhood. Paternal and maternal smoking habits were similar for ALL cases and controls. Both maternal and paternal smoking were associated with NHL: for paternal smoking, odds ratios were around 5, but without a correlation with number of cigarettes. Positive associations observed with maternal employment were: ALL with teacher and cleaner; AnLL and textile worker; NHL and baker. Corresponding association with paternal jobs were: ALL with clerks, farmers and employment in office equipment production; AnLL and workers in building, tire or textile industries; NHL and lorry drivers, workers in the building or in the wood and furniture industry.","['Magnani, C', 'Pastore, G', 'Luzzatto, L', 'Terracini, B']","['Magnani C', 'Pastore G', 'Luzzatto L', 'Terracini B']","['Cancer Epidemiology Unit, University of Torino, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Tumori,Tumori,0111356,,IM,"['Adult', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Lymphoma, Non-Hodgkin/*etiology', 'Male', '*Occupations', 'Parents', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*etiology', 'Smoking/adverse effects', 'X-Rays/adverse effects']",1990/10/31 00:00,1990/10/31 00:01,['1990/10/31 00:00'],"['1990/10/31 00:00 [pubmed]', '1990/10/31 00:01 [medline]', '1990/10/31 00:00 [entrez]']",ppublish,Tumori. 1990 Oct 31;76(5):413-9.,,,,,,,,,,,,,,
2255914,NLM,MEDLINE,19910122,20190618,0036-8075 (Print) 0036-8075 (Linking),250,4986,1990 Dec 7,"Disruption of the human SCL locus by ""illegitimate"" V-(D)-J recombinase activity.",1426-9,"A fusion complementary DNA in the T cell line HSB-2 elucidates a provocative mechanism for the disruption of the putative hematopoietic transcription factor SCL. The fusion cDNA results from an interstitial deletion between a previously unknown locus, SIL (SCL interrupting locus), and the 5' untranslated region of SCL. Similar to 1;14 translocations, this deletion disrupts the SCL 5' regulatory region. This event is probably mediated by V-(D)-J recombinase activity, although neither locus is an immunoglobulin or a T cell receptor. Two other T cell lines, CEM and RPMI 8402, have essentially identical deletions. Thus, in lymphocytes, growth-affecting genes other than immune receptors risk rearrangements.","['Aplan, P D', 'Lombardi, D P', 'Ginsberg, A M', 'Cossman, J', 'Bertness, V L', 'Kirsch, I R']","['Aplan PD', 'Lombardi DP', 'Ginsberg AM', 'Cossman J', 'Bertness VL', 'Kirsch IR']","['National Cancer Institute-Navy Medical Oncology Branch, Naval Hospital, Bethesda, MD 20889-5105.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Basic Helix-Loop-Helix Transcription Factors)', '0 (DNA-Binding Proteins)', '0 (Oligonucleotide Probes)', '0 (Proto-Oncogene Proteins)', '0 (T-Cell Acute Lymphocytic Leukemia Protein 1)', '0 (Transcription Factors)', '135471-20-4 (TAL1 protein, human)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.- (VDJ Recombinases)']",IM,"['Base Sequence', 'Basic Helix-Loop-Helix Transcription Factors', 'Cell Line', 'Chromosome Deletion', 'DNA Nucleotidyltransferases/*metabolism', 'DNA-Binding Proteins/genetics', 'Exons', '*Gene Rearrangement', 'Humans', 'Molecular Sequence Data', 'Oligonucleotide Probes', 'Plasmids', 'Proto-Oncogene Proteins/genetics', 'Restriction Mapping', 'Sequence Homology, Nucleic Acid', 'T-Cell Acute Lymphocytic Leukemia Protein 1', 'T-Lymphocytes', 'Transcription Factors/*genetics', 'VDJ Recombinases']",1990/12/07 00:00,1990/12/07 00:01,['1990/12/07 00:00'],"['1990/12/07 00:00 [pubmed]', '1990/12/07 00:01 [medline]', '1990/12/07 00:00 [entrez]']",ppublish,Science. 1990 Dec 7;250(4986):1426-9. doi: 10.1126/science.2255914.,['10.1126/science.2255914 [doi]'],,['tal-1'],,,,,,,,,,,
2255895,NLM,MEDLINE,19910118,20170214,0036-9330 (Print) 0036-9330 (Linking),35,5,1990 Oct,Inter-observer variation in interpretation of chest X-rays.,140-1,139 chest x-rays of children with solid tumours or leukaemia were examined independently by three observers (a radiologist and two physicians) and a consensus report determined. There was total agreement between observers on 40 x-rays (29%). The radiologist agreed with the consensus report on a significantly greater number of x-rays (91%) than both physicians (62% and 46%). There was a high incidence of over-reporting of abnormalities by both physicians. This study reinforces the need for regular dialogue between radiologists and clinicians for optimum interpretation of chest x-rays.,"['Shaw, N J', 'Hendry, M', 'Eden, O B']","['Shaw NJ', 'Hendry M', 'Eden OB']","['Department of Haematology, Royal Hospital for Sick Children, Edinburgh.']",['eng'],['Journal Article'],Scotland,Scott Med J,Scottish medical journal,2983335R,,IM,"['Bronchography', 'Child', 'Diagnostic Errors', 'Humans', 'Incidence', 'Leukemia/diagnostic imaging', 'Neoplasms/diagnostic imaging', 'Observer Variation', '*Physicians', 'Radiography, Thoracic/*statistics & numerical data', '*Radiology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Scott Med J. 1990 Oct;35(5):140-1. doi: 10.1177/003693309003500505.,['10.1177/003693309003500505 [doi]'],,,,,,,,,,,,,
2255764,NLM,MEDLINE,19910124,20041117,0039-9450 (Print) 0039-9450 (Linking),35,13,1990 Oct,[Clinical aspects of human retroviral diseases].,2266-72,,"['Hattori, T']",['Hattori T'],"['Second Department of Internal Medicine, Kumamoto University Medical School, Japan.']",['jpn'],['Journal Article'],Japan,Tanpakushitsu Kakusan Koso,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",0413762,['0 (Cytokines)'],IM,"['Acquired Immunodeficiency Syndrome/*immunology/microbiology', 'Animals', 'Cytokines', 'HIV-1/immunology', 'Human T-lymphotropic virus 1/immunology', 'Humans', 'Leukemia, T-Cell/*immunology/microbiology', 'T-Lymphocytes/immunology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Tanpakushitsu Kakusan Koso. 1990 Oct;35(13):2266-72.,,,,,,,,,,,,,,
2255413,NLM,MEDLINE,19910118,20071115,0026-4806 (Print) 0026-4806 (Linking),81,11,1990 Nov,[Stage classification of chronic lymphatic leukemia. A retrospective analysis of 263 cases].,777-83,"We have analyzed 263 consecutive patients with chronic-lymphocytic leukemia. They all have been studied according to five different staging systems respectively proposed by Rai (1975), Binet (1977), Binet again (1981), Baccarini (1982) and Rozman (1984). All these procedures proved to be effective, because they divided our cases in groups with significant differences in survival time. The paper displays features and usefulness of each staging system.","['Bettini, R', 'Masciadra, M', 'Cassi, E', 'Confalonieri, C', 'Pavia, G F', 'Tosi, A', 'Montalbetti, L', 'Giorgetti, M C', 'Lombardi, F', 'Ceriani, A']","['Bettini R', 'Masciadra M', 'Cassi E', 'Confalonieri C', 'Pavia GF', 'Tosi A', 'Montalbetti L', 'Giorgetti MC', 'Lombardi F', 'Ceriani A']","[""Gruppo Cooperativo per lo studio della leucemia linfatica cronica dell'Area Varesina ed Alto Milanese Ospedali di Busto Arsizio, Varese.""]",['ita'],"['English Abstract', 'Journal Article']",Italy,Minerva Med,Minerva medica,0400732,,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/mortality/*pathology', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Retrospective Studies', 'Survival Rate']",1990/11/01 00:00,1990/11/01 00:01,['1990/11/01 00:00'],"['1990/11/01 00:00 [pubmed]', '1990/11/01 00:01 [medline]', '1990/11/01 00:00 [entrez]']",ppublish,Minerva Med. 1990 Nov;81(11):777-83.,,La classificazione in stadi della leucemia linfatica cronica. Analisi retrospettiva di 263 casi.,,,,,,,,,,,,
2255187,NLM,MEDLINE,19910124,20151119,0023-6837 (Print) 0023-6837 (Linking),63,6,1990 Dec,Expression of enolases in T cell tumors and Hodgkin's disease.,792-7,"Frozen biopsy specimens taken from 30 cases with T cell tumors (8 with T cell acute lymphoblastic leukemia, 8 with T cell lymphoblastic lymphoma, and 14 with peripheral T cell lymphomas), and from 12 with Hodgkin's disease, were investigated using a direct immunohistochemical method to detect alpha-, beta- and gamma-enolases. Normal thymus and lymph node specimens with reactive lymphadenitis were also investigated. Subcortical thymocytes and the majority of deep cortical thymocytes showed reactivity of alpha-/beta-/gamma- approximately +/- -enolases, and medullary thymocytes and small lymphocytes in T zone areas of lymph node showed reactivity of alpha-/beta+/gamma- approximately +/- -enolases. Seven of the 8 cases with T cell acute lymphoblastic leukemia showed reactivity of alpha-/beta-/gamma(-)-enolases or alpha+/beta-/gamma(-)-enolases in leukemic lymphocytes, 7 of the 8 cases with T cell lymphoblastic lymphoma showed reactivity of beta(+)-enolase, and all 14 cases with peripheral T-cell lymphomas showed reactivity of alpha-/beta- approximately +/gamma(+)-enolases in lymphoma cells. All the 12 cases with Hodgkin's disease showed reactivity of alpha-/beta+/gamma(+)-enolases in Reed-Sternberg and Hodgkin's cells. These results indicate the following: (a) The neoplastic cells of T cell acute lymphoblastic leukemia, T cell lymphoblastic lymphoma and peripheral T cell lymphomas present different expressions in each of these three categories. This may imply a difference of maturation and differentiation or activation among neoplastic T lymphocytes. (b) T lymphocytes may switch from alpha- to beta-enolase and from alpha- to gamma-enolase in the course of differentiation and activation. (c) It is worth noting that the Reed-Sternberg and Hodgkin's cells of Hodgkin's disease present an identical expression of enolases.","['Oka, K', 'Mori, N', 'Haimoto, H', 'Kato, K']","['Oka K', 'Mori N', 'Haimoto H', 'Kato K']","['Section of Clinical Laboratory, Hospital, National Institute of Radiological Sciences, Chiba, Japan.']",['eng'],['Journal Article'],United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,"['0 (Antibodies, Monoclonal)', '0 (Macromolecular Substances)', 'EC 4.2.1.11 (Phosphopyruvate Hydratase)']",IM,"['Antibodies, Monoclonal', 'Bone Marrow/enzymology/pathology', 'Hodgkin Disease/*enzymology/pathology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*enzymology/pathology', 'Lymphoma, T-Cell/*enzymology/pathology', 'Macromolecular Substances', 'Phenotype', 'Phosphopyruvate Hydratase/*analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*enzymology/pathology']",1990/12/01 00:00,1990/12/01 00:01,['1990/12/01 00:00'],"['1990/12/01 00:00 [pubmed]', '1990/12/01 00:01 [medline]', '1990/12/01 00:00 [entrez]']",ppublish,Lab Invest. 1990 Dec;63(6):792-7.,,,,,,,,,,,,,,
2255098,NLM,MEDLINE,19910122,20131121,0047-1852 (Print) 0047-1852 (Linking),48,8,1990 Aug,[c-abl gene and bcr-abl fused gene in Ph1-positive leukemias].,89-97,,"['Okabe, M', 'Kunieda, Y', 'Miyazaki, T', 'Kakinuma, M']","['Okabe M', 'Kunieda Y', 'Miyazaki T', 'Kakinuma M']","['Third Department of Internal Medicine, Hokkaido University School of Medicine.']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,"['0 (DNA, Neoplasm)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'DNA, Neoplasm', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Molecular Sequence Data', 'Oncogenes/*genetics', 'Philadelphia Chromosome', 'Protein-Tyrosine Kinases/*genetics']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1990 Aug;48(8):89-97.,,,"['bcr-abl', 'c-abl']",,,,,,,,,,,
2255092,NLM,MEDLINE,19910122,20131121,0047-1852 (Print) 0047-1852 (Linking),48,8,1990 Aug,[Clinical application of molecular oncology].,29-34,,"['Takaku, F']",['Takaku F'],"['Department of Medicine, Faculty of Medicine, University of Tokyo.']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Chromosome Aberrations', 'Fusion Proteins, bcr-abl', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*genetics', '*Oncogenes']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1990 Aug;48(8):29-34.,,,"['abl', 'bcr', 'p53']",,,,,,,,,,,
2255074,NLM,MEDLINE,19910122,20110727,0047-1852 (Print) 0047-1852 (Linking),48,8,1990 Aug,[Chromosome translocation and gene rearrangement].,133-9,,"['Sugiyama, T', 'Ogawa, K', 'Ogawa, O']","['Sugiyama T', 'Ogawa K', 'Ogawa O']","['Department of Pathology, Faculty of Medicine, Kyoto University.']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['*Gene Rearrangement', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics', 'Oncogenes/*genetics', '*Translocation, Genetic']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1990 Aug;48(8):133-9.,,,,,,,,,,,,,,
2255067,NLM,MEDLINE,19910124,20131121,0485-1439 (Print) 0485-1439 (Linking),31,10,1990 Oct,[Successful therapy of Ph1 positive chronic myelocytic leukemia with oral form of etoposide].,1745-9,"A 33-year-old female was diagnosed as having chronic myelocytic leukemia (CML) with Philadelphia (Ph1) chromosome and breakpoint cluster region (bcr) rearrangement. Physical examination revealed a huge splenomegaly and laboratory data showed WBC 490 x 10(3)/microliter and NAP score 44. She was treated with hydroxyurea, alpha-interferon, or busulfan, but severe adverse reaction such as skin rash, fever, and arthralgia, which allowed the therapy discontinue was occurred. When the patient was treated with the oral form of etoposide, a semisynthetic podophillotoxin, the number of leukocyte has been successfully maintained less than 10 x 10(3)/microliters at the dose of 50-100 mg/day and splenomegaly completely disappeared. Although Ph1 chromosome was unchanged in the percentage after the therapy for 5 months, etoposide may be effective agent for a chronic or accelerated phase of CML. Alopecia which was reversible and well tolerable was the only side effect of the drug.","['Aihara, M', 'Sasaki, Y', 'Yoshida, Y']","['Aihara M', 'Sasaki Y', 'Yoshida Y']","['First Department of Internal Medicine, Hirosaki University School of Medicine.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['6PLQ3CP4P3 (Etoposide)'],IM,"['Administration, Oral', 'Adult', 'Drug Administration Schedule', 'Etoposide/*administration & dosage', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1990 Oct;31(10):1745-9.,,,,,,,,,,,,,,
2255063,NLM,MEDLINE,19910124,20061115,0485-1439 (Print) 0485-1439 (Linking),31,10,1990 Oct,[Administration of haptoglobin in ABO incompatible bone marrow transplantation].,1716-20,"Haptoglobin was administered i.v. in 2 cases of ABO incompatible bone marrow transplantation for the prevention of hemoglobinuria due to acute hemolysis. The first case was a 25-year-old woman with severe aplastic anemia. The transplantation was both major and minor mismatch, where the donor was type A and the recipient was type B. The second case was a 31-year-old man with chronic phase of chronic myelogenous leukemia. The transplantation was major mismatch, where the donor was type B and the recipient was type O. After the administrations of haptoglobin 8,000 units we transfused bone marrow infusates from which incompatible erythrocytes were removed. Though prominent hemoglobinemia was observed in both cases, the serum haptoglobin values were not saturated and hemoglobinuria was not detectable. Haptoglobin appears to be useful for the prevention of acute renal failure associated with acute hemolysis in ABO incompatible bone marrow transplantation. Intravenous haptoglobin supplement therapy makes transplantation safer and may contribute to improve the recovery rate of total nucleated bone marrow cells after the erythrocyte depletion without worrying much about their contamination.","['Ito, M', 'Imoto, S', 'Nakagawa, T', 'Kai, S', 'Hara, H']","['Ito M', 'Imoto S', 'Nakagawa T', 'Kai S', 'Hara H']","['Department of Hematology, Hyogo Medical Center for Adults.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (ABO Blood-Group System)', '0 (Haptoglobins)']",IM,"['ABO Blood-Group System/*immunology', 'Adult', 'Blood Group Incompatibility/*immunology', '*Bone Marrow Transplantation', 'Female', 'Haptoglobins/*therapeutic use', 'Humans', 'Male']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1990 Oct;31(10):1716-20.,,,,,,,,,,,,,,
2255062,NLM,MEDLINE,19910124,20071115,0485-1439 (Print) 0485-1439 (Linking),31,10,1990 Oct,"[Granular lymphocyte leukemia of natural killer cell type; association with 47 XY, +8 by interleukin 2 (IL-2)-stimulated chromosomal analysis].",1711-5,"A 28-year-old male was admitted to our hospital because of hepatosplenomegaly and granular lymphocytosis. His peripheral leukocyte count was 3,000/microliters with 43% of granular lymphocytes (GL). These GLs were immunologically phenotyped as CD2+CD3-CD4-CD8-CD16+CD56+HLA-DR+ and were found that TcR genes coding beta and gamma chains were not rearranged. Chromosomal analysis of his GLs stimulated with IL-2 showed 47 XY, +8. This patient was diagnosed as a granular lymphocyte leukemia of natural killer cell type. Blood chemistry showed elevation of serum GOT, GPT and LDH values. The fever persisted until administration of prednisolone was initiated. But 40 days after, high fever appeared again and the liver and spleen were extremely enlarged. Combined chemotherapy was then started but resulted in no effects. He died of hepatic failure on the 77th day from admission. 47 XY, +8, that has been reported in acute non-lymphocytic leukemia and myelodysplastic syndrome, may be related to the pathogenesis in some cases of granular lymphocyte leukemia.","['Ishida, F', 'Saitoh, H', 'Furihata, K', 'Furuta, S', 'Sonoyama, M', 'Oshimi, K']","['Ishida F', 'Saitoh H', 'Furihata K', 'Furuta S', 'Sonoyama M', 'Oshimi K']","['Second Department of Internal Medicine, Shinshu University School of Medicine.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Interleukin-2)'],IM,"['Adult', '*Chromosomes, Human, Pair 8', 'Humans', 'Interleukin-2/*pharmacology', 'Karyotyping', 'Killer Cells, Natural', 'Leukemia, Lymphoid/*genetics/pathology', 'Lymphocytes/ultrastructure', 'Male', 'Sex Chromosomes']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1990 Oct;31(10):1711-5.,,,,,,,,,,,,,,
