PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,PMC,TT,OID,SI
6691525,NLM,MEDLINE,19840224,20190514,0090-0036 (Print) 0090-0036 (Linking),74,2,1984 Feb,Screening for chest disease in college students: policies of student health services regarding the use of routine screening chest radiographs and tuberculin skin tests.,143-6,"We conducted a survey of college health services to determine their policies regarding the use of screening chest radiographs and tuberculin skin tests. Pre-enrollment chest radiographs are prescribed for all incoming students by 24 per cent of the 531 respondents and for health professions students, foreign students, and intercollegiate athletes only by an additional 20 per cent, 19 per cent, and 6 per cent, respectively. Periodic chest radiography is conducted for all students by 7 per cent of the respondents and for health professions students, foreign students, and intercollegiate athletes only by an additional 22 per cent, 16 per cent, and 8 per cent, respectively. Pre-enrollment tuberculin skin tests are prescribed for all incoming students by 52 per cent of the respondents and for health professions students, foreign students, and intercollegiate athletes only by an additional 48 per cent, 29 per cent, and 9 per cent, respectively. Periodic tuberculin skin testing is conducted for all students by 27 per cent of the respondents and for health professions students, foreign students, and intercollegiate athletes only by an additional 48 per cent, 23 per cent, and 16 per cent, respectively. We estimate from these data that 723,000 incoming students in the United States received screening chest radiographs in 1979 with estimated charges totaling between $7 million and $27 million. There may be 0.05 to 0.33 induced cases of lung cancer, leukemia, thyroid cancer, and female breast cancer over a 20-year period among this group of students exposed to ionizing radiation.","['Fager, S S', 'Slap, G B', 'Kitz, D S', 'Eisenberg, J M']","['Fager SS', 'Slap GB', 'Kitz DS', 'Eisenberg JM']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Public Health,American journal of public health,1254074,IM,"['*Diagnostic Tests, Routine', 'Humans', 'Lung/*diagnostic imaging', 'Radiography', 'Student Health Services/*economics', 'Surveys and Questionnaires', '*Tuberculin Test', 'United States']",1984/02/01 00:00,1984/02/01 00:01,['1984/02/01 00:00'],"['1984/02/01 00:00 [pubmed]', '1984/02/01 00:01 [medline]', '1984/02/01 00:00 [entrez]']",['10.2105/ajph.74.2.143 [doi]'],ppublish,Am J Public Health. 1984 Feb;74(2):143-6. doi: 10.2105/ajph.74.2.143.,,PMC1651408,,,
6691139,NLM,MEDLINE,19840214,20190618,0036-8075 (Print) 0036-8075 (Linking),223,4632,1984 Jan 13,Childhood leukemia and fallout from the Nevada nuclear tests.,139-44,"Cancer mortality data from the National Center for Health Statistics, covering the period 1950 through 1978, were used to test a reported association between childhood leukemia and exposure to radioactive fallout from nuclear weapons tests in Nevada between 1951 and 1958. No pattern of temporal and geographic variation in risk supportive of the reported association was found. Comparison of these results with those presented in support of an association of risk with fallout suggests that the purported association merely reflects an anomalously low leukemia rate in southern Utah during the period 1944 to 1949.","['Land, C E', 'McKay, F W', 'Machado, S G']","['Land CE', 'McKay FW', 'Machado SG']",['eng'],,['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*mortality', 'Leukemia, Radiation-Induced/*epidemiology', 'Male', 'Nevada', 'Nuclear Warfare', 'Radioactive Fallout/*adverse effects', 'Risk', 'Statistics as Topic', 'Utah']",1984/01/13 00:00,1984/01/13 00:01,['1984/01/13 00:00'],"['1984/01/13 00:00 [pubmed]', '1984/01/13 00:01 [medline]', '1984/01/13 00:00 [entrez]']",['10.1126/science.6691139 [doi]'],ppublish,Science. 1984 Jan 13;223(4632):139-44. doi: 10.1126/science.6691139.,['0 (Radioactive Fallout)'],,,,
6691135,NLM,MEDLINE,19840214,20190618,0036-8075 (Print) 0036-8075 (Linking),223,4631,1984 Jan 6,Oncogenes amplified in cancer cells.,40-1,,"['Marx, J L']",['Marx JL'],['eng'],,['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Cell Line', 'Cell Transformation, Neoplastic', 'Chromosome Aberrations', '*Gene Amplification', 'Humans', 'Leukemia/genetics', 'Lung Neoplasms/genetics', 'Neoplasms/*genetics/metabolism', 'Neuroblastoma/genetics', '*Oncogenes', 'RNA, Messenger/biosynthesis', 'RNA, Neoplasm/biosynthesis', 'Translocation, Genetic']",1984/01/06 00:00,1984/01/06 00:01,['1984/01/06 00:00'],"['1984/01/06 00:00 [pubmed]', '1984/01/06 00:01 [medline]', '1984/01/06 00:00 [entrez]']",['10.1126/science.6691135 [doi]'],ppublish,Science. 1984 Jan 6;223(4631):40-1. doi: 10.1126/science.6691135.,"['0 (RNA, Messenger)', '0 (RNA, Neoplasm)']",,,,
6690952,NLM,MEDLINE,19840222,20071115,0028-4793 (Print) 0028-4793 (Linking),310,5,1984 Feb 2,Prognostic importance of cytogenetic abnormalities in patients with chronic lymphocytic leukemia.,288-92,"Chronic lymphocytic leukemia is recognized as having a variable prognosis, but its staging has depended exclusively on anatomical sites of involvement and the presence or absence of anemia and thrombocytopenia. The recent availability of techniques permitting cytogenetic analysis of malignant B lymphocytes led us to examine the karyotypic abnormalities in chronic lymphocytic leukemia and to correlate them with clinical stage, progression of disease, and survival. Of 53 patients with metaphases adequate for study who were followed for a minimum of one year, 21 (40 per cent) had abnormal karyotypes, of which trisomy 12 was the most frequent (25 per cent). Abnormal karyotypes were found to be significant correlates of advanced clinical stage (P less than 0.005) and of shortened survival (P less than 0.05). We conclude that cytogenetic analysis provides useful clinical and prognostic information in patients with chronic lymphocytic leukemia.","['Han, T', 'Ozer, H', 'Sadamori, N', 'Emrich, L', 'Gomez, G A', 'Henderson, E S', 'Bloom, M L', 'Sandberg, A A']","['Han T', 'Ozer H', 'Sadamori N', 'Emrich L', 'Gomez GA', 'Henderson ES', 'Bloom ML', 'Sandberg AA']",['eng'],"['CA-14555/CA/NCI NIH HHS/United States', 'CA-2599/CA/NCI NIH HHS/United States', 'CA-5834/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Aged', '*Chromosome Aberrations', 'Chromosomes, Human, 6-12 and X', 'Female', 'Follow-Up Studies', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*diagnosis/genetics/mortality', 'Lymphocytes/ultrastructure', 'Male', 'Middle Aged', 'Prognosis', 'Trisomy']",1984/02/02 00:00,1984/02/02 00:01,['1984/02/02 00:00'],"['1984/02/02 00:00 [pubmed]', '1984/02/02 00:01 [medline]', '1984/02/02 00:00 [entrez]']",['10.1056/NEJM198402023100504 [doi]'],ppublish,N Engl J Med. 1984 Feb 2;310(5):288-92. doi: 10.1056/NEJM198402023100504.,,,,,
6690781,NLM,MEDLINE,19840214,20161017,0098-7484 (Print) 0098-7484 (Linking),251,2,1984 Jan 13,Cancer incidence in an area of radioactive fallout downwind from the Nevada Test Site.,230-6,"Exposures in southwestern Utah to radioactive fallout (1951 through 1962) from atmospheric nuclear detonations at the Nevada Test Site (NTS) were followed by smaller exposures (1962 through 1979) from venting of underground nuclear detonations. The cancer incidence in a 1951 cohort (4, 125) of Mormon families in southwestern Utah near the NTS was compared with that of all Utah Mormons (1967 through 1975). There were 109 more cases of cancer than expected (288[observed]/179[expected]). Leukemia was most prominent early (1958 through 1966), with 19 cases, five times more than expected (3.6). The excess of leukemia persisted into the later period (1972 through 1980), with 12 cases observed, 3.4 expected. There was an increase in lymphoma. Excess cases of thyroid cancer appeared early and a notable excess appeared later (14/1.7). An excess of breast cancer was noted later (27/14). There were more cancers of the gastrointestinal tract than expected. There was an excess of melanoma (12/4.5), bone cancer (8/0.7), and brain tumors (9/3.9). A subgroup with history of acute fallout effects had a higher cancer incidence. That these cases can be associated with radiation exposures is supported by a comparison between groups of the ratio of cancers of more radiosensitive organs with all other types of cancer.","['Johnson, C J']",['Johnson CJ'],['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,JAMA,JAMA,7501160,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Animals', 'Child', 'Child, Preschool', 'Epidemiologic Methods', 'Female', 'Humans', 'Infant', 'Leukemia, Radiation-Induced/epidemiology', 'Life Style', 'Male', 'Middle Aged', 'Neoplasms, Radiation-Induced/*epidemiology', 'Nevada', 'Radiation Dosage', 'Radioactive Fallout/*adverse effects', 'Radioactive Pollutants/adverse effects/analysis', 'Sex Factors', 'Utah']",1984/01/13 00:00,1984/01/13 00:01,['1984/01/13 00:00'],"['1984/01/13 00:00 [pubmed]', '1984/01/13 00:01 [medline]', '1984/01/13 00:00 [entrez]']",,ppublish,JAMA. 1984 Jan 13;251(2):230-6.,"['0 (Radioactive Fallout)', '0 (Radioactive Pollutants)']",,,,
6690710,NLM,MEDLINE,19840215,20200724,0022-538X (Print) 0022-538X (Linking),49,1,1984 Jan,Characterization of enhancer elements in the long terminal repeat of Moloney murine sarcoma virus.,183-9,"A series of recombinant molecules were constructed which direct the expression of the easily assayed gene chloramphenicol acetyltransferase. We have used these recombinants to show that the 73/72-base-pair tandem repeat unit from the Moloney murine sarcoma virus long terminal repeat shares a number of properties with the prototypic enhancer element, the simian virus 40 72-base-pair repeat. Specifically, the Moloney murine sarcoma virus sequence significantly enhances the level of gene expression at both 5' and 3' locations and in either orientation relative to the test gene. It is able to enhance gene activity both from its own promoter and from a heterologous (simian virus 40) promoter. The 73/72-base-pair subunits of the Moloney murine sarcoma virus enhancer differ in sequence by four nucleotides and also in the strength of their enhancer function. The promoter distal A repeat is at least three times as active as the promoter proximal B repeat in enhancing chloramphenicol acetyltransferase expression. Results of these studies also show that the enhancer sequence alone is unable to induce gene activity but requires other promoter elements, including a proximal GC-rich sequence and the Goldberg-Hogness box.","['Laimins, L A', 'Gruss, P', 'Pozzatti, R', 'Khoury, G']","['Laimins LA', 'Gruss P', 'Pozzatti R', 'Khoury G']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Virol,Journal of virology,0113724,IM,"['DNA, Viral/genetics', 'Defective Viruses/genetics', 'Gene Expression Regulation', 'Moloney murine leukemia virus/*genetics', 'Operon', 'Repetitive Sequences, Nucleic Acid', 'Transcription, Genetic']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1128/JVI.49.1.183-189.1984 [doi]'],ppublish,J Virol. 1984 Jan;49(1):183-9. doi: 10.1128/JVI.49.1.183-189.1984.,"['0 (DNA, Viral)']",PMC255440,,,
6690624,NLM,MEDLINE,19840223,20131121,0022-1767 (Print) 0022-1767 (Linking),132,2,1984 Feb,Rapid killing of actinomycin D-treated tumor cells by human mononuclear cells. I. Effectors belong to the monocyte-macrophage lineage.,936-44,"Preincubation of tumor cells with actinomycin D (Act D) rendered various murine and human lines susceptible to killing by unstimulated human peripheral blood mononuclear cells (PBM) in a 6-hr 51Cr-release assay. The murine WEHI 164 sarcoma was selected for analysis of drug-dependent cellular cytotoxicity (DDCC) because high levels of killing were detected with this tumor, and it was considerably resistant to natural killer (NK) cell activity. Optimal conditions for induction of susceptibility to lysis included a 3-hr preincubation with 1 microgram/ml Act D. Effector cells of cytotoxicity against Act D-treated WEHI 164 cells were plastic adherent (greater than 85% monocytes). Cells nonadherent to plastic and nylon wool (less than or equal to 1% monocytes) had no appreciable DDCC activity. In contrast NK activity against K562 cells was mediated by nonadherent cells. When PBM were fractionated on a one step discontinuous gradient of Percoll designed to enrich for monocytes (greater than 90% pure), DDCC activity was found in the monocyte fraction, and the lymphoid cell-enriched fraction had no cytotoxicity against Act D-treated WEHI 164 cells. In contrast, NK activity against K562 was recovered with lymphoid cells, and monocytes had no NK cytotoxicity. Upon fractionation on a six step Percoll gradient designed to enrich for large granular lymphocytes (LGL), the denser lymphocytes (fraction 4-6) and the less dense LGL with NK activity (fraction 2-3) had no cytotoxicity against Act D-treated WEHI 164 sarcoma cells. DDCC activity sedimented in fraction 1 in association with monocytes. PBM were fractionated according to monoclonal antibody-defined surface markers by using a fluorescence-activated cell sorter. Effector cells of DDCC were positive for monocyte markers (Mo2, UCHM1) and were negative for NK cell (B73.1, HNK1), T cell (T11), and B cell (Leu-10) markers. Macrophages obtained by culturing blood monocytes in vitro for 5 to 10 days had DDCC activity. Similarly, peritoneal and bronchoalveolar macrophages had considerable cytotoxicity against Act D-treated target cells, whereas minimal or no NK activity was found at these anatomic sites. Cells of human or murine origin, preincubated with Act D for 3 hr, were heterogeneous in their susceptibility to monocyte killing in a 6-hr 51Cr-release assay. High levels of cytotoxicity were observed with the murine WEHI 164 sarcoma and 3T3 ""fibroblast"" line and with the human CEM leukemia. Monocytes were weakly (but significantly) cytotoxic against the ALAB breast carcinoma (human) and the 8387 sarcoma (human).(ABSTRACT TRUNCATED AT 400 WORDS)","['Colotta, F', 'Peri, G', 'Villa, A', 'Mantovani, A']","['Colotta F', 'Peri G', 'Villa A', 'Mantovani A']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Cell Line', 'Cell Separation', 'Cytotoxicity, Immunologic/*drug effects', 'Dactinomycin/*pharmacology', 'Fibrosarcoma/drug therapy/immunology', 'Humans', 'Immunity, Cellular/drug effects', 'Killer Cells, Natural/immunology', 'Kinetics', 'Macrophages/*immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Monocytes/*immunology']",1984/02/01 00:00,1984/02/01 00:01,['1984/02/01 00:00'],"['1984/02/01 00:00 [pubmed]', '1984/02/01 00:01 [medline]', '1984/02/01 00:00 [entrez]']",,ppublish,J Immunol. 1984 Feb;132(2):936-44.,['1CC1JFE158 (Dactinomycin)'],,,,
6690201,NLM,MEDLINE,19840222,20190706,0090-3493 (Print) 0090-3493 (Linking),12,1,1984 Jan,Acute respiratory failure in severe hematologic disorders.,26-8,"The development of acute respiratory failure (ARF) in patients with hematologic disorders (HDs) is a life-threatening condition which does not respond well to intensive therapy. We present our experience in the use of intensive therapy for a group of 30 patients suffering from leukemia (21 cases), bone-marrow aplasia (6 cases), or lymphoma (3 cases). Seven had undergone bone-marrow transplantation. All 30 patients were hypoxemic and responded poorly to the administration of high oxygen concentrations via face mask. All were admitted to our intensive respiratory unit (IRU), where 26 received oxygen via mechanical ventilation, and 4 received continuous positive airway pressure (CPAP). Definitive diagnosis was established in 19 (63%) patients. A premortem diagnosis obtained in 8 (26%) cases did not change therapy. The diagnostic accuracy of serology and transbronchial biopsy was low. Of the 6 (20%) patients who recovered from ARF, only 2 were discharged from the hospital. The remaining 24 (80%) patients died in the IRU.","['Estopa, R', 'Torres Marti, A', 'Kastanos, N', 'Rives, A', 'Agusti-Vidal, A', 'Rozman, C']","['Estopa R', 'Torres Marti A', 'Kastanos N', 'Rives A', 'Agusti-Vidal A', 'Rozman C']",['eng'],,['Journal Article'],United States,Crit Care Med,Critical care medicine,0355501,IM,"['Adolescent', 'Adult', 'Aged', 'Anemia, Aplastic/*complications/physiopathology/therapy', 'Child', '*Critical Care', 'Female', 'Humans', 'Leukemia/*complications/physiopathology/therapy', 'Lymphoma/*complications/physiopathology/therapy', 'Male', 'Middle Aged', 'Oxygen/*blood/therapeutic use', 'Respiration, Artificial', 'Respiratory Insufficiency/*complications/diagnosis/therapy', 'Retrospective Studies']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1097/00003246-198401000-00007 [doi]'],ppublish,Crit Care Med. 1984 Jan;12(1):26-8. doi: 10.1097/00003246-198401000-00007.,['S88TT14065 (Oxygen)'],,,,
6690166,NLM,MEDLINE,19840221,20041117,0009-9228 (Print) 0009-9228 (Linking),23,1,1984 Jan,Differential diagnosis: use and abuse.,60-1,,"['Stickler, G B', 'Burke, E C']","['Stickler GB', 'Burke EC']",['eng'],,['Letter'],United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['*Diagnosis', 'Diagnosis, Differential', 'Humans', '*Internship and Residency', 'Leukemia/diagnosis', 'Lupus Erythematosus, Systemic/diagnosis', 'Pediatrics/*education']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Clin Pediatr (Phila). 1984 Jan;23(1):60-1.,,,,,
6690070,NLM,MEDLINE,19840220,20181113,0344-5704 (Print) 0344-5704 (Linking),12,1,1984,New folate analogs of the 10-deaza-aminopterin series. Further evidence for markedly increased antitumor efficacy compared with methotrexate in ascitic and solid murine tumor models.,26-30,"A group of folate analogs of the 10-deaza-aminopterin series, which were designed on the basis of the results of an intensive biochemical and pharmacokinetic program, have been examined in therapy experiments utilizing a group of murine tumor models. These new analogs were found to be markedly superior to methotrexate against four of five ascites tumors (L1210 leukemia, Sarcoma 180, Ehrlich carcinoma and Tapper carcinosarcoma) and against four of five solid tumors (S180, Tapper carcinosarcoma, E0771 mammary adenocarcinoma, Lewis lung carcinoma, and T241 sarcoma). Analogs alkylated (methyl or ethyl) at the 10 position of 10-deaza-aminopterin were found to be the most effective of the group. These analogs achieved log10 reduction in tumor burden several-fold greater in magnitude than methotrexate against L1210 and S180 ascites tumors and there were also long-term survivors. 10-Deaza-aminopterin itself gave a result intermediate between those obtained with the 10-alkyl derivatives and methotrexate. Against the solid forms of the Tapper tumor some partial regressions were obtained with methotrexate and 10-deaza-aminopterin, but a far greater number, extending over a longer period were obtained with the 10-ethyl derivative of 10-deaza-aminopterin. Against the E0771 tumor, 10-deaza-aminopterin was 2-fold and the ethyl derivative of 10-deaza-aminopterin was greater than 5-fold more effective than methotrexate in retarding tumor growth. Evidence for partial regressions and marked effects against metastatic disease were also obtained in the case of the 10-alkyl derivative. Similar results were also obtained with the T241 sarcoma. For Lewis lung carcinoma the relative potency was about the same but overall antitumor effects were more modest.","['Sirotnak, F M', 'DeGraw, J I', 'Schmid, F A', 'Goutas, L J', 'Moccio, D M']","['Sirotnak FM', 'DeGraw JI', 'Schmid FA', 'Goutas LJ', 'Moccio DM']",['eng'],"['CA 08748/CA/NCI NIH HHS/United States', 'CA 18856/CA/NCI NIH HHS/United States', 'CA 22764/CA/NCI NIH HHS/United States', 'etc.']","['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,IM,"['Aminopterin/*analogs & derivatives/therapeutic use', 'Animals', 'Drug Evaluation, Preclinical', 'Female', 'Methotrexate/*therapeutic use', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Structure-Activity Relationship']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Cancer Chemother Pharmacol. 1984;12(1):26-30.,"['80576-77-8 (10-methyl-10-deazaaminopterin)', '80576-88-1 (10,10-dimethyl-10-deazaaminopterin)', 'JT4X6Z1HRR (edatrexate)', 'JYB41CTM2Q (Aminopterin)', 'PXJ16PPE04 (10-deazaaminopterin)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,
6690056,NLM,MEDLINE,19840214,20131121,0008-5472 (Print) 0008-5472 (Linking),44,1,1984 Jan,Stabilization of labile glucocorticoid-receptor complexes from acute nonlymphocytic leukemia cells by a factor from chronic lymphocytic leukemia cells.,407-14,"Glucocorticoid-receptor complexes in cytoplasm from normal lymphoid and leukemia cells incubated with glucocorticoid can be resolved into three different components, activated, nonactivated, and mero-receptor complexes, in relative amounts, dependent on the conditions to which the cells or cytosols are exposed. Recently, we reported that cytosols of acute nonlymphocytic leukemia (ANLL) cells contained high levels of mero-receptor complexes relative to those of chronic lymphocytic leukemia (CLL) or normal lymphoid cells. In the present study, we examined the cause for the lability of cytosolic complexes of ANLL cells. Mero-receptor accumulated rapidly in ANLL cytosols in a time-dependent fashion. The accumulation was most rapid in cytosols which contained activated receptor complexes, but it also occurred in cytosols containing only nonactivated receptor forms. Molybdate (20 mM) slowed but did not prevent the conversion to mero-receptor. Cytosols of ANLL specimens of the M4 French-American-British class (with monocytoid differentiation properties), in general, contained more stable complexes than did specimens of the M1 to M3 French-American-British classes (primarily myelocytic differentiation) suggesting that lability may in part be related to the state or direction of differentiation of the leukemic cells. In keeping with this hypothesis, cytosols of polymorphonuclear cells isolated from normal blood were much more labile than were those of monocytes. Mixing experiments with ANLL and CLL cells showed that the lability of ANLL complexes is not due simply to a higher content of proteolytic enzymes in these cells, because addition of ANLL cells or cytosols to CLL specimens did not result in increased mero-receptor. To the contrary, addition of CLL cells to ANLL specimens greatly stabilized the cytosolic complexes. These findings indicate the presence of an endogenous factor, present in CLL but lacking in ANLL cells, which is capable of stabilizing cytosolic complexes.","['Holbrook, N J', 'Bloomfield, C D', 'Munck, A']","['Holbrook NJ', 'Bloomfield CD', 'Munck A']",['eng'],"['AM-03535/AM/NIADDK NIH HHS/United States', 'CA-17323/CA/NCI NIH HHS/United States', 'CA-26273/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Acute Disease', 'Bone Marrow/metabolism', 'Cytosol/metabolism', 'Dexamethasone/*metabolism', 'Drug Stability', 'Humans', 'Kinetics', 'Leukemia/*metabolism', 'Leukemia, Lymphoid/*metabolism', 'Monocytes/metabolism', 'Neoplasm Proteins/*physiology', 'Protein Binding', 'Receptors, Glucocorticoid/*metabolism', 'Receptors, Steroid/*metabolism', 'Triamcinolone Acetonide/*metabolism']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1984 Jan;44(1):407-14.,"['0 (Neoplasm Proteins)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)', '7S5I7G3JQL (Dexamethasone)', 'F446C597KA (Triamcinolone Acetonide)']",,,,
6690050,NLM,MEDLINE,19840214,20201226,0008-5472 (Print) 0008-5472 (Linking),44,1,1984 Jan,Low natural cytotoxicity of peripheral blood mononuclear cells in individuals with high familial incidences of cancer.,370-4,"The possible role that natural cell-mediated cytotoxicity may play as a host defense mechanism against malignant tumors was investigated. We measured natural cell-mediated cytotoxicity (51Chromium released) in 79 normal individuals using K562 leukemia cells as targets in quadruplicate assays after 3, 4, and 5 hr of incubation using three different effector:target cell ratios (6.2:1, 25:1, and 50:1). Natural cell-mediated cytotoxicity was significantly lower (p less than 0.005) in each of the nine separate assay conditions for individuals with a high familial incidence of cancer compared to individuals with a low incidence of cancer. Moreover, natural cell-mediated cytotoxicity inversely correlated with the number of family members with cancer. The relationship between high familial cancer incidence and low natural cell-mediated cytotoxicity was observed in males as well as in females and in nonsmokers as well as in smokers. The same conclusion was reached whether the data were expressed as percentage of 51Chromium released, as lytic units per 10(7) mononuclear cells, or as lytic units per ml of peripheral blood. Thus, defects in natural cell-mediated cytotoxicity may play a role in the initial stages of human tumorigenesis. It may also be possible to identify individuals at increased risk of cancer development.","['Strayer, D R', 'Carter, W A', 'Mayberry, S D', 'Pequignot, E', 'Brodsky, I']","['Strayer DR', 'Carter WA', 'Mayberry SD', 'Pequignot E', 'Brodsky I']",['eng'],['1 PO1 CA29545/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Adult', 'Aged', 'Child', '*Cytotoxicity, Immunologic', 'Humans', 'Immunity, Cellular', 'Middle Aged', 'Monocytes/*immunology', 'Neoplasms/*genetics/immunology', 'Reference Values', 'Risk']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1984 Jan;44(1):370-4.,,,,,
