PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,CIN,TT,SI,PMC,CRF,CON,EIN,OID,LID,RF,GS,OAB,OABL,OTO,OT,GN
2326867,NLM,MEDLINE,19900516,20190713,0041-1337 (Print) 0041-1337 (Linking),49,4,1990 Apr,Prospective study of the occurrence of monoclonal gammapathies following bone marrow transplantation in young children.,731-5,"We have prospectively studied the occurrence of monoclonal serum immunoglobulins in 38 recipients of BMT. Patients were young children with primary immunodeficiencies (n = 31), other inherited diseases (n = 4), leukemia (n = 2), or aplastic anemia (n = 1). Twenty-nine received an HLA-nonidentical marrow and nine an HLA-identical marrow. Serum monoclonal immunoglobulins were detected by the immunofixation method. Monoclonal immunoglobulins were found in 26 patients. Monoclonal components were more frequently detected in patients with primary severe T cell deficiencies (21/25) rather than in the other patients (6/13). In 7 of 29 recipients of HLA-nonidentical transplants, versus 0 out of 9 recipients of HLA-identical transplants, serum monoclonal immunoglobulins were found associated with a B lymphocyte proliferation syndrome due to an Epstein-Barr virus infection. In this group, monoclonal immunoglobulins were detected early, prior to the onset of the clinical syndrome. The simultaneous occurrence of several monoclonal immunoglobulins was more frequent in these patients, while monoclonal immunoglobulin concentrations increased faster, especially those of IgM isotype. These characteristics may allow in patients at risk (recipients with primary T cell immunodeficiencies and receiving HLA-nonidentical transplantation) an earlier diagnosis of B lymphocyte proliferative syndrome that may eventually lead to early and more efficient therapy.","['Fischer, A M', 'Simon, F', 'Le Deist, F', 'Blanche, S', 'Griscelli, C', 'Fischer, A']","['Fischer AM', 'Simon F', 'Le Deist F', 'Blanche S', 'Griscelli C', 'Fischer A']","[""Laboratoire d'Hematologie, C.H.U. Necker-Enfants Malades, Paris, France.""]",['eng'],['Journal Article'],United States,Transplantation,Transplantation,0132144,IM,"['Bone Marrow Transplantation/*immunology', 'Child, Preschool', 'Electrophoresis, Agar Gel', 'Humans', 'Immunoelectrophoresis', 'Immunoglobulins/*analysis', 'Infant', 'Paraproteinemias/*epidemiology/etiology', 'Prospective Studies']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",['10.1097/00007890-199004000-00015 [doi]'],ppublish,Transplantation. 1990 Apr;49(4):731-5. doi: 10.1097/00007890-199004000-00015.,['0 (Immunoglobulins)'],,,,,,,,,,,,,,,,,
2326648,NLM,MEDLINE,19900517,20190618,0036-8075 (Print) 0036-8075 (Linking),248,4953,1990 Apr 20,Erythropoietin retards DNA breakdown and prevents programmed death in erythroid progenitor cells.,378-81,"The mechanism by which erythropoietin controls mammalian erythrocyte production is unknown. Labeling experiments in vitro with [3H]thymidine demonstrated DNA cleavage in erythroid progenitor cells that was accompanied by DNA repair and synthesis. Erythropoietin reduced DNA cleavage by a factor of 2.6. In the absence of erythropoietin, erythroid progenitor cells accumulated DNA cleavage fragments characteristic of those found in programmed cell death (apoptosis) by 2 to 4 hours and began dying by 16 hours. In the presence of erythropoietin, the progenitor cells survived and differentiated into reticulocytes. Thus, apoptosis is a major component of normal erythropoiesis, and erythropoietin controls erythrocyte production by retarding DNA breakdown and preventing apoptosis in erythroid progenitor cells.","['Koury, M J', 'Bondurant, M C']","['Koury MJ', 'Bondurant MC']","['Division of Hematology, Vanderbilt University Medical Center, Nashville, TN.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Cell Differentiation', 'DNA/biosynthesis/*drug effects/metabolism', 'DNA Repair', 'Erythrocyte Aging/drug effects', 'Erythroid Precursor Cells/cytology/drug effects/*metabolism', 'Erythropoietin/*pharmacology', 'Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Molecular Weight']",1990/04/20 00:00,1990/04/20 00:01,['1990/04/20 00:00'],"['1990/04/20 00:00 [pubmed]', '1990/04/20 00:01 [medline]', '1990/04/20 00:00 [entrez]']",['10.1126/science.2326648 [doi]'],ppublish,Science. 1990 Apr 20;248(4953):378-81. doi: 10.1126/science.2326648.,"['11096-26-7 (Erythropoietin)', '9007-49-2 (DNA)']",['DK 31513/DK/NIDDK NIH HHS/United States'],,,,,,,,,,,,,,,,
2326561,NLM,MEDLINE,19900516,20190824,0248-8663 (Print) 0248-8663 (Linking),11,1,1990 Jan-Feb,[Chronic lactic acidosis and acute lymphoblastic leukemia].,91,,"['Schlaifer, D', 'Rigal-Huguet, F', 'Laurent, G', 'Pris, J']","['Schlaifer D', 'Rigal-Huguet F', 'Laurent G', 'Pris J']",,['fre'],"['Case Reports', 'Letter']",France,Rev Med Interne,La Revue de medecine interne,8101383,IM,"['Acidosis, Lactic/*etiology', 'Adolescent', 'Female', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/s0248-8663(05)80617-4 [doi]'],ppublish,Rev Med Interne. 1990 Jan-Feb;11(1):91. doi: 10.1016/s0248-8663(05)80617-4.,,,,Acidose lactique chronique et leucemie aigue lymphoblastique.,,,,,,,,,,,,,,
2326443,NLM,MEDLINE,19900514,20041117,0033-8397 (Print) 0033-8397 (Linking),61,4,1990 Mar-Apr,New effects estimates show danger of radiation.,317,,"['Watkins, G L']",['Watkins GL'],,['eng'],['Letter'],United States,Radiol Technol,Radiologic technology,0401256,IM,"['Humans', 'Leukemia, Radiation-Induced/*etiology', 'Neoplasms, Radiation-Induced/*etiology', 'Radiation Dosage', 'Risk Factors']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",,ppublish,Radiol Technol. 1990 Mar-Apr;61(4):317.,,,,,,,,,,,,,,,,,,
2326274,NLM,MEDLINE,19900524,20190501,0027-8424 (Print) 0027-8424 (Linking),87,8,1990 Apr,"The t(10;14)(q24;q11) of T-cell acute lymphoblastic leukemia juxtaposes the delta T-cell receptor with TCL3, a conserved and activated locus at 10q24.",3161-5,"We cloned the t(10;14) recurrent translocation from CD3-negative T-cell acute lymphoblastic leukemia cells. The breakpoint at 14q11 involved an intermediate rearrangement of the delta T-cell receptor locus, suggesting that the translocation arose at the time of antigen receptor assemblage. Translocation introduced chromosome segment 10q24 as proven by hybridization of a breakpoint-derived probe to flow-sorted chromosomes and metaphase chromosomes. Two t(10;14) breakpoints were clustered within a 600-base-pair region of 10q24 but no heptamer-spacer-nonamer motifs resembling T-cell receptor/immunoglobulin rearrangement signals were noted at the breakpoint. A locus distinct from terminal deoxynucleotidyltransferase was found at 10q24. Evolutionarily conserved regions surrounding the 10q24 breakpoint were examined for transcriptional activity. A region telomeric to the 10q24 breakpoint, expected to translocate to the der(14) chromosome, recognized an abundant 2.9-kilobase RNA in a t(10;14) T-cell leukemia. This locus was not active in a variety of other normal and neoplastic T cells, arguing that it was deregulated by the introduction of the T-cell receptor. This locus is a candidate for a putative protooncogene, TCL3, involved in T-cell neoplasia.","['Zutter, M', 'Hockett, R D', 'Roberts, C W', 'McGuire, E A', 'Bloomstone, J', 'Morton, C C', 'Deaven, L L', 'Crist, W M', 'Carroll, A J', 'Korsmeyer, S J']","['Zutter M', 'Hockett RD', 'Roberts CW', 'McGuire EA', 'Bloomstone J', 'Morton CC', 'Deaven LL', 'Crist WM', 'Carroll AJ', 'Korsmeyer SJ']","['Department of Medicine, Washington University School of Medicine, Saint Louis, MO 63110.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Alleles', 'Antigens, CD/analysis/genetics', 'Base Sequence', '*Chromosomes, Human, Pair 10', '*Chromosomes, Human, Pair 14', 'Cloning, Molecular', 'DNA, Neoplasm/genetics', '*Gene Rearrangement, T-Lymphocyte', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*genetics/immunology', 'Macromolecular Substances', 'Molecular Sequence Data', 'Receptors, Antigen, T-Cell/*genetics', 'Restriction Mapping', 'Sequence Homology, Nucleic Acid', '*Translocation, Genetic', 'Tumor Cells, Cultured/cytology']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",['10.1073/pnas.87.8.3161 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1990 Apr;87(8):3161-5. doi: 10.1073/pnas.87.8.3161.,"['0 (Antigens, CD)', '0 (DNA, Neoplasm)', '0 (Macromolecular Substances)', '0 (Receptors, Antigen, T-Cell)']","['CA-05587/CA/NCI NIH HHS/United States', 'CA-30969/CA/NCI NIH HHS/United States', 'CA-31566/CA/NCI NIH HHS/United States']",,,"['GENBANK/M31943', 'GENBANK/M33602', 'GENBANK/M33603', 'GENBANK/M34439']",PMC53854,,,,,,,,,,,,
2326078,NLM,MEDLINE,19900524,20161021,0890-5215 (Print) 0890-5215 (Linking),5,2,1990 Apr,Cancer nurses in action.,11,,"['Carr, E']",['Carr E'],,['eng'],"['Case Reports', 'Journal Article']",United States,ONS News,ONS news,8906187,,"['Adult', 'Anger', 'Certification', '*Education, Nursing, Continuing', 'Female', 'Humans', 'Oncology Nursing/*education', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/nursing/psychology', '*Psychodrama', '*Role Playing', 'Teaching/*methods']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",,ppublish,ONS News. 1990 Apr;5(2):11.,,,,,,,,,,,,,,,,,,
2326071,NLM,MEDLINE,19900517,20071115,0303-4461 (Print) 0303-4461 (Linking),43,3,1990 Mar,[20 years old ... practice paper 1989].,78-81,,"['Rath, T']",['Rath T'],,['ger'],"['Case Reports', 'Journal Article']",Austria,Osterr Krankenpflegez,Osterreichische Krankenpflegezeitschrift,0423177,,"['Adult', 'Behcet Syndrome/diagnosis/nursing', 'Diagnostic Errors', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis/nursing', 'Male', 'Quadriplegia/etiology/psychology', 'Spinal Cord Neoplasms/complications/diagnosis/*nursing']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",,ppublish,Osterr Krankenpflegez. 1990 Mar;43(3):78-81.,,,,Zwanzig Jahre alt ... Praktikumsarbeit 1989.,,,,,,,,,,,,,,
2326061,NLM,MEDLINE,19900524,20091021,0030-6002 (Print) 0030-6002 (Linking),131,14,1990 Apr 8,[Clinical evaluation of hairy cell leukemia].,778,,"['Demeter, J', 'Paloczy, K', 'Lehoczky, D']","['Demeter J', 'Paloczy K', 'Lehoczky D']",,['hun'],['Letter'],Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Humans', 'Leukemia, Hairy Cell/*pathology/therapy', 'Neoplasm Staging', 'Remission Induction', 'Splenectomy']",1990/04/08 00:00,1990/04/08 00:01,['1990/04/08 00:00'],"['1990/04/08 00:00 [pubmed]', '1990/04/08 00:01 [medline]', '1990/04/08 00:00 [entrez]']",,ppublish,Orv Hetil. 1990 Apr 8;131(14):778.,,,,"A ""hajas"" sejtes leukaemia klinikai ertekelese.",,,,,,,,,,,,,,
2325766,NLM,MEDLINE,19900521,20161123,0028-0836 (Print) 0028-0836 (Linking),344,6267,1990 Apr 12,Call for further study of alleged leukaemia link.,576,,"['Aldhous, P']",['Aldhous P'],,['eng'],['News'],England,Nature,Nature,0410462,IM,"['Cluster Analysis', 'Fathers', 'Humans', 'Leukemia, Radiation-Induced/*epidemiology', 'Male', 'Radiation Dosage', 'Radioactive Waste/*adverse effects', 'United Kingdom']",1990/04/12 00:00,1990/04/12 00:01,['1990/04/12 00:00'],"['1990/04/12 00:00 [pubmed]', '1990/04/12 00:01 [medline]', '1990/04/12 00:00 [entrez]']",['10.1038/344576a0 [doi]'],ppublish,Nature. 1990 Apr 12;344(6267):576. doi: 10.1038/344576a0.,['0 (Radioactive Waste)'],,,,,,,,,,,,,,,,,
2325652,NLM,MEDLINE,19900521,20210526,0270-7306 (Print) 0270-7306 (Linking),10,5,1990 May,trans activation of gene expression by v-myb.,2285-93,"The v-myb oncogene causes acute myelomonocytic leukemia in chickens and transforms avian myeloid cells in vitro. Its product, p48v-myb, is a short-lived nuclear protein which binds DNA. We demonstrate that p48v-myb can function as a trans activator of gene expression in transient DNA transfection assays. trans activation requires the highly conserved amino-terminal DNA-binding domain and the less highly conserved carboxyl-terminal domain of p48v-myb, both of which are required for transformation. Multiple copies of a consensus sequence for DNA binding by p48v-myb inserted upstream of a herpes simplex virus thymidine kinase promoter are strongly stimulatory for transcriptional activation by a v-myb-VP16 fusion protein but not by p48v-myb itself, suggesting that the binding of p48v-myb to DNA may not be sufficient for trans activation.","['Ibanez, C E', 'Lipsick, J S']","['Ibanez CE', 'Lipsick JS']","['Department of Pathology, University of California, San Diego School of Medicine, La Jolla 92093.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,IM,"['Animals', 'Cell Division', 'Cell Line', 'Coturnix', 'DNA, Recombinant', 'DNA-Binding Proteins/*physiology', '*Gene Expression Regulation', 'In Vitro Techniques', 'Oncogene Proteins v-myb', 'Oncogene Proteins, Viral/*genetics', '*Oncogenes', 'Regulatory Sequences, Nucleic Acid', 'Retroviridae Proteins, Oncogenic/*genetics', 'Transcription Factors/*genetics', 'Transcription, Genetic']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",['10.1128/mcb.10.5.2285-2293.1990 [doi]'],ppublish,Mol Cell Biol. 1990 May;10(5):2285-93. doi: 10.1128/mcb.10.5.2285-2293.1990.,"['0 (DNA, Recombinant)', '0 (DNA-Binding Proteins)', '0 (Oncogene Proteins v-myb)', '0 (Oncogene Proteins, Viral)', '0 (Retroviridae Proteins, Oncogenic)', '0 (Transcription Factors)']","['KO4-CA-01457/CA/NCI NIH HHS/United States', 'R01-CA-43592/CA/NCI NIH HHS/United States']",,,,PMC360575,,,,,,,,,,,,
2325643,NLM,MEDLINE,19900521,20210526,0270-7306 (Print) 0270-7306 (Linking),10,5,1990 May,The amphiregulin gene encodes a novel epidermal growth factor-related protein with tumor-inhibitory activity.,1969-81,"We have isolated the gene for a novel growth regulator, amphiregulin (AR), that is evolutionarily related to epidermal growth factor (EGF) and transforming growth factor alpha (TGF-alpha). AR is a bifunctional growth modulator: it interacts with the EGF/TGF-alpha receptor to promote the growth of normal epithelial cells and inhibits the growth of certain aggressive carcinoma cell lines. The 84-amino-acid mature protein is embedded within a 252-amino-acid transmembrane precursor, an organization similar to that of the TGF-alpha precursor. Human placenta and ovaries were found to express significant amounts of the 1.4-kilobase AR transcript, implicating AR in the regulation of normal cell growth. In addition, the AR gene was localized to chromosomal region 4q13-4q21, a common breakpoint for acute lymphoblastic leukemia.","['Plowman, G D', 'Green, J M', 'McDonald, V L', 'Neubauer, M G', 'Disteche, C M', 'Todaro, G J', 'Shoyab, M']","['Plowman GD', 'Green JM', 'McDonald VL', 'Neubauer MG', 'Disteche CM', 'Todaro GJ', 'Shoyab M']","['Oncogen, Seattle, Washington 98121.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Mol Cell Biol,Molecular and cellular biology,8109087,IM,"['Amino Acid Sequence', 'Amphiregulin', 'Base Sequence', 'Blotting, Northern', 'Chromosomes, Human, Pair 4', 'Cloning, Molecular', 'DNA/genetics', 'EGF Family of Proteins', 'Epidermal Growth Factor/genetics', 'Genes', 'Glycoproteins/*genetics', 'Growth Substances/*genetics', 'Humans', '*Intercellular Signaling Peptides and Proteins', 'Molecular Sequence Data', 'Protein Conformation', 'Protein Precursors/genetics', 'RNA, Messenger/genetics', 'Restriction Mapping', 'Tissue Distribution', 'Transforming Growth Factors/genetics']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",['10.1128/mcb.10.5.1969-1981.1990 [doi]'],ppublish,Mol Cell Biol. 1990 May;10(5):1969-81. doi: 10.1128/mcb.10.5.1969-1981.1990.,"['0 (AREG protein, human)', '0 (Amphiregulin)', '0 (EGF Family of Proteins)', '0 (Glycoproteins)', '0 (Growth Substances)', '0 (Intercellular Signaling Peptides and Proteins)', '0 (Protein Precursors)', '0 (RNA, Messenger)', '62229-50-9 (Epidermal Growth Factor)', '76057-06-2 (Transforming Growth Factors)', '9007-49-2 (DNA)']",,,,"['GENBANK/M30698', 'GENBANK/M30699', 'GENBANK/M30700', 'GENBANK/M30701', 'GENBANK/M30702', 'GENBANK/M30703', 'GENBANK/M30704']",PMC360543,,,,,,,,,,,,
2325590,NLM,MEDLINE,19900523,20190820,0306-9877 (Print) 0306-9877 (Linking),31,2,1990 Feb,Differences between responsive and intractable chronic lymphocytic leukemia.,81-2,"About 19-26% of patients with chronic lymphocytic leukemia (CLL) have intractable disease resistant to chemotherapy, have a relatively short median survival time and are responsive to splenectomy. Lymphocytes from patients with intractable CLL are resistant in vitro to X-irradiation and to colchicine. Responsive CLL is an accumulative disease while intractable CLL is a proliferative disease.","['Schrek, R']",['Schrek R'],"['Research Service, VA Hospital, Hines, IL 60141.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Med Hypotheses,Medical hypotheses,7505668,IM,"['Colchicine', 'Diagnosis, Differential', '*Drug Resistance', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*classification/etiology/therapy', 'Lymphocytes/drug effects/radiation effects', '*Radiation Tolerance', 'Remission Induction']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['0306-9877(90)90001-U [pii]', '10.1016/0306-9877(90)90001-u [doi]']",ppublish,Med Hypotheses. 1990 Feb;31(2):81-2. doi: 10.1016/0306-9877(90)90001-u.,['SML2Y3J35T (Colchicine)'],,,,,,,,,,,,,,,,,
2325522,NLM,MEDLINE,19900516,20190903,0730-725X (Print) 0730-725X (Linking),8,1,1990,Magnetic resonance imaging of spinal intradural granulocytic sarcoma.,95-100,"We report the case of a young black male with a spinal intradural granulocytic sarcoma proved by needle aspiration. The tumor was evaluated by myelography, computed tomography, and magnetic resonance imaging (MRI). Other than its rarity, the ""dripping candle wax"" appearance on MR T1-weighted images and the lack of enhancement with Gd-DTPA makes this case unique. Progressive changes of the tumor following chemo- and radiotherapy were successfully demonstrated by MR.","['Ang, P', 'Virapongse, C']","['Ang P', 'Virapongse C']","['Department of Radiology, Shands Medical Center, University of Florida, Gainesville 32610.']",['eng'],['Journal Article'],Netherlands,Magn Reson Imaging,Magnetic resonance imaging,8214883,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/diagnosis/*physiopathology', 'Magnetic Resonance Imaging', 'Male', 'Myelography', 'Spine/anatomy & histology/*physiopathology', 'Tomography, X-Ray Computed']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']","['0730-725X(90)90218-Q [pii]', '10.1016/0730-725x(90)90218-q [doi]']",ppublish,Magn Reson Imaging. 1990;8(1):95-100. doi: 10.1016/0730-725x(90)90218-q.,,,,,,,,,,,,,,,,,,
2325205,NLM,MEDLINE,19900524,20200724,0022-538X (Print) 0022-538X (Linking),64,5,1990 May,Autonomous expression of RTVL-H endogenous retroviruslike elements in human cells.,2157-67,"Northern (RNA) blot analysis of RNA from various human cell lines and tissues has demonstrated that elements belonging to the RTVL-H family of human endogenous retroviruslike sequences are expressed in several cell types. The highest levels of RTVL-H-related RNAs were observed in teratocarcinoma cell line NTera2D1, HeLa cells, two bladder carcinoma cell lines, and normal amniotic tissue. Expression was also observed in normal chorion and in some other cell lines. The RTVL-H transcription pattern varied among the different cell types, but several expressed a unit-length 5.6-kilobase transcript. Characterization of cDNA clones corresponding to transcripts present in NTera2D1 cells indicates that the complex transcription pattern observed in these cells is generated by the following: (i) transcription of both full-length and deleted genomic elements, which is initiated within the 5' long terminal repeat (LTR) and, in all but one case, polyadenylated in the 3' LTR; (ii) the splicing of both unit-length transcripts and transcripts from a deleted element; (iii) transcription involving solo LTR sequences; and (iv) transcription which, in one case, reads through the 3' LTR into flanking cellular sequences. Sequence data obtained from 25 cDNA clones revealed that at least 13 RTVL-H elements are expressed in NTera2D1 cells. The positions of several termination codons within the pol region are the same among nine different elements, indicating that an ancestral RTVL-H element bearing these mutations dispersed within the genome. We also found that RTVL-H expression varied among samples of amnion and chorion tissue isolated from different individuals. These findings demonstrate that regulated autonomous expression of RTVL-H sequences occurs in human cells.","['Wilkinson, D A', 'Freeman, J D', 'Goodchild, N L', 'Kelleher, C A', 'Mager, D L']","['Wilkinson DA', 'Freeman JD', 'Goodchild NL', 'Kelleher CA', 'Mager DL']","['Terry Fox Laboratory, B.C. Cancer Research Centre, Vancouver, Canada.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Virol,Journal of virology,0113724,IM,"['Amino Acid Sequence', 'Base Sequence', 'Blotting, Northern', 'Cell Line', 'DNA Probes', 'DNA, Viral/genetics', '*Gene Expression', 'Gene Library', '*Genes, Viral', 'Humans', 'Molecular Sequence Data', 'Moloney murine leukemia virus/genetics', 'Nucleic Acid Hybridization', 'RNA Splicing', 'RNA, Viral/genetics/isolation & purification', 'Restriction Mapping', 'Retroviridae/*genetics', 'Sequence Homology, Nucleic Acid', 'Transcription, Genetic']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",['10.1128/JVI.64.5.2157-2167.1990 [doi]'],ppublish,J Virol. 1990 May;64(5):2157-67. doi: 10.1128/JVI.64.5.2157-2167.1990.,"['0 (DNA Probes)', '0 (DNA, Viral)', '0 (RNA, Viral)']",,,,,PMC249374,,,,,,,,,,,,
