PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GS,PMC,GR,SI,EIN,RIN,RF,TT,CON,CN,OID,OTO,OT,GN,LID,ROF
1947468,NLM,MEDLINE,19911217,20071115,0034-8376 (Print) 0034-8376 (Linking),43,2,1991 Apr-Jun,[MYC protein and proteins antigenically related with MYC in acute lymphoblastic leukemia].,139-45,"The gross structure and the expression of the c-myc oncogene were analyzed in primary cells from 15 acute lymphoblastic leukemia patients. Southern blot analysis was used to detect possible alterations in the structure of this gene. Alterations (rearrangement and/or amplification) were observed in seven of the 15 samples studied. When the expression of MYC protein was evaluated by Western blot analysis, we found no correlation between c-myc gene alterations and p67 c-myc, which was expressed in the 15 samples studied. The analysis of expression also revealed various MYC-related proteins (115, 110 and 60 kD). These proteins were expressed at variable levels in all leukemic cells, other transformed cells, and in normal peripheral blood lymphocytes (PBL) induced to proliferate with interleukin 2. We detected the 110 kD and 40 kD MYC-related proteins in fresh normal PBL and in samples from patients in complete remission. These studies indicate that the c-myc alterations and protein expression are unrelated to percentage of leukemic blasts, cell morphology or immunophenotype. Our work shows that the expression of MYC-related proteins from 115, 60 and 40 kD is associated with mechanisms of cell activation, and perhaps these proteins may play a role in cellular proliferation-transformation.","['Miranda Peralta, E I', 'Valles Ayoub, Y', 'Hernandez Mendoza, L', 'Rangel Ramirez, L M', 'Castrejon Rojas, A', 'Collazo-Jaloma, J', 'Gutierrez Romero, M', 'Gonzalez Constance, R', 'Gariglio Vidal, P']","['Miranda Peralta EI', 'Valles Ayoub Y', 'Hernandez Mendoza L', 'Rangel Ramirez LM', 'Castrejon Rojas A', 'Collazo-Jaloma J', 'Gutierrez Romero M', 'Gonzalez Constance R', 'Gariglio Vidal P']","['Departamento de Genetica y Biologia Molecular, Centro de Investigacion y de Estudios Avanzados IPN, Mexico, D.F.']",['spa'],"['English Abstract', 'Journal Article']",Mexico,Rev Invest Clin,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion,9421552,"['0 (Proteins)', '0 (Proto-Oncogene Proteins c-myc)']",IM,,"['Genes, myc/*genetics', 'Humans', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Protein Biosynthesis', 'Proteins/immunology', 'Proto-Oncogene Proteins c-myc/*biosynthesis/immunology']",1991/04/01 00:00,1991/04/01 00:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '1991/04/01 00:01 [medline]', '1991/04/01 00:00 [entrez]']",,ppublish,Rev Invest Clin. 1991 Apr-Jun;43(2):139-45.,,,,,,,,Estudio de la proteina MYC y de proteinas antigenicamente relacionadas a MYC en leucemia aguda linfoblastica (LAL).,,,,,,,,
1947351,NLM,MEDLINE,19911216,20191022,0272-4332 (Print) 0272-4332 (Linking),11,3,1991 Sep,Biological basis of chemical carcinogenesis: insights from benzene.,453-64,"Benzene is one of the best studied of the known human carcinogens. It causes leukemia in humans and a variety of solid tumors in rats and mice. Decades of research on benzene metabolism, pharmacokinetics, cytotoxicity, genotoxicity, and carcinogenicity in vivo and in vitro are starting to converge on a small set of overlapping hypotheses about the most probable biological mechanisms of benzene toxicity and carcinogenicity. Although there is still room for surprises, it seems likely that the ultimate answer to the mystery of how benzene exerts its multiple effects will consist of elaborations and extensions of one or more of the current hypotheses. This paper reviews benzene health effects and biology, showing how various aspects of metabolism and cytotoxicity fit together with genotoxic and nongenotoxic effects to help explain how benzene may cause cancer. Its goals are: (i) to introduce the qualitative biological background needed for detailed quantitative dose-response modeling of benzene cancer risks; and (ii) to survey a rapidly evolving area of research that shows promise of producing fundamental insights into the mechanisms of toxicity and carcinogenesis for several chemicals--benzene and perhaps phenols, catechols, and other hydroxylated ring hydrocarbons--in the decade ahead.","['Cox, L A Jr']",['Cox LA Jr'],"['U. S. WEST Advanced Technologies and Cox Associates, Denver, Colorado 80128.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Risk Anal,Risk analysis : an official publication of the Society for Risk Analysis,8109978,"['0 (Carcinogens)', '0 (Mutagens)', 'J64922108F (Benzene)']",IM,,"['Animals', 'Benzene/pharmacokinetics/*toxicity', '*Carcinogens', 'Female', 'Humans', 'Leukemia/*chemically induced', 'Male', 'Mutagens']",1991/09/11 19:15,2001/03/28 10:01,['1991/09/11 19:15'],"['1991/09/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1991/09/11 19:15 [entrez]']",['10.1111/j.1539-6924.1991.tb00631.x [doi]'],ppublish,Risk Anal. 1991 Sep;11(3):453-64. doi: 10.1111/j.1539-6924.1991.tb00631.x.,,,,,,,41,,,,,,,,,
1947335,NLM,MEDLINE,19911216,20191022,0272-4332 (Print) 0272-4332 (Linking),11,3,1991 Sep,Benzene risk assessment: status of quantifying the leukemogenic risk associated with the low-dose inhalation of benzene.,355-7,,"['Voytek, P E', 'Thorslund, T W']","['Voytek PE', 'Thorslund TW']","['Clement International Corporation, Fairfax, Virginia 22031.']",['eng'],"['Journal Article', 'Review']",United States,Risk Anal,Risk analysis : an official publication of the Society for Risk Analysis,8109978,['J64922108F (Benzene)'],IM,,"['Administration, Inhalation', 'Animals', 'Benzene/*adverse effects/toxicity', 'Dose-Response Relationship, Drug', 'Humans', 'Leukemia/*chemically induced/epidemiology', 'Risk Factors']",1991/09/01 00:00,1991/09/01 00:01,['1991/09/01 00:00'],"['1991/09/01 00:00 [pubmed]', '1991/09/01 00:01 [medline]', '1991/09/01 00:00 [entrez]']",['10.1111/j.1539-6924.1991.tb00613.x [doi]'],ppublish,Risk Anal. 1991 Sep;11(3):355-7. doi: 10.1111/j.1539-6924.1991.tb00613.x.,,,,,,,13,,,,,,,,,
1947213,NLM,MEDLINE,19911216,20190828,0167-8140 (Print) 0167-8140 (Linking),22,1,1991 Sep,The effect of scheduling in children undergoing prophylactic cranial irradiation for acute lymphoblastic leukaemia.,56-9,Control of central nervous system (CNS) disease and overall survival have been analysed in a group of 829 children with leukaemia entered into the UKALL VIII trial to determine whether scheduling of the cranial irradiation is of prognostic significance. We show that short gaps in treatment do not influence prognosis and that current radiotherapy practice need not be modified.,"['Costello, S A', 'Jones, R D', 'Barrett, A']","['Costello SA', 'Jones RD', 'Barrett A']","['Department of Radiation Oncology, Beatson Oncology Centre, Western Infirmary, Glasgow, U.K.']",['eng'],"['Journal Article', 'Review']",Ireland,Radiother Oncol,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,8407192,['0 (Antineoplastic Agents)'],IM,,"['Age Factors', 'Antineoplastic Agents/therapeutic use', 'Brain/*radiation effects', 'Brain Neoplasms/prevention & control', 'Child', 'Combined Modality Therapy', 'Dose-Response Relationship, Radiation', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*radiotherapy', 'Radiotherapy Dosage']",1991/09/01 00:00,1991/09/01 00:01,['1991/09/01 00:00'],"['1991/09/01 00:00 [pubmed]', '1991/09/01 00:01 [medline]', '1991/09/01 00:00 [entrez]']","['0167-8140(91)90069-S [pii]', '10.1016/0167-8140(91)90069-s [doi]']",ppublish,Radiother Oncol. 1991 Sep;22(1):56-9. doi: 10.1016/0167-8140(91)90069-s.,,,,,,,20,,,,,,,,,
1947029,NLM,MEDLINE,19911209,20061115,0033-8192 (Print) 0033-8192 (Linking),31,4,1991 Jul-Aug,[Radiobiology and radiation hygiene].,527-36,"From the analysis of clinical, epidemiological and radiobiological data the radiation effect levels have been determined at which nonstochastic and stochastic effects are or are not displayed during the average life of a human being. The most ""noneffective"" radiation does have been used in calculating the major dose thresholds of ""non-harmful"" exposures.","['Buldakov, L A']",['Buldakov LA'],,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Radiobiologiia,Radiobiologiia,0401251,,IM,,"['Adult', 'Female', 'Humans', 'Infant', 'Infant Mortality', 'Infant, Newborn', '*Leukemia, Radiation-Induced/prevention & control', 'Male', '*Neoplasms, Radiation-Induced/prevention & control', 'Occupational Diseases/etiology', 'Radiation Dosage', '*Radiation Injuries/prevention & control', '*Radiation Protection', '*Radiobiology']",1991/07/01 00:00,1991/07/01 00:01,['1991/07/01 00:00'],"['1991/07/01 00:00 [pubmed]', '1991/07/01 00:01 [medline]', '1991/07/01 00:00 [entrez]']",,ppublish,Radiobiologiia. 1991 Jul-Aug;31(4):527-36.,,,,,,,,Radiobiologiia i radiatsionnaia gigiena.,,,,,,,,
1946997,NLM,MEDLINE,19911211,20141120,0033-7587 (Print) 0033-7587 (Linking),127,2,1991 Aug,Radiation-induced myeloid leukemia in C3H/He mice and the effect of prednisolone acetate on leukemogenesis.,146-9,"We found that the incidence of spontaneous myeloid leukemia in C3H/He male mice was less than 1%, but it could be increased considerably by total-body X irradiation. The induction of myeloid leukemia was seen to increase after doses from 0.47 Gy (3%) to 2.84 Gy (23.9%), and then decrease after a dose of 4.73 Gy (13.6%). The administration of prednisolone acetate (synthesized glucocorticoid) after irradiation resulted in a significant increase in the incidence of myeloid leukemia from 23.9 to 38.5% after a dose of 2.84 Gy; however, corticosterone, a glucocorticoid secreted by cells, did not have such an enhancing effect.","['Seki, M', 'Yoshida, K', 'Nishimura, M', 'Nemoto, K']","['Seki M', 'Yoshida K', 'Nishimura M', 'Nemoto K']","['Division of Physiology and Pathology, National Institute of Radiological Sciences, Chiba, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Radiat Res,Radiation research,0401245,"['8B2807733D (prednisolone acetate)', '9PHQ9Y1OLM (Prednisolone)', 'W980KJ009P (Corticosterone)']",IM,,"['Animals', 'Corticosterone/pharmacology', 'Dose-Response Relationship, Radiation', 'Leukemia, Myeloid/*etiology', 'Leukemia, Radiation-Induced/*etiology', 'Male', 'Mice', 'Mice, Inbred C3H', 'Prednisolone/*analogs & derivatives/pharmacology', 'Whole-Body Irradiation']",1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",,ppublish,Radiat Res. 1991 Aug;127(2):146-9.,,,,,,,,,,,,,,,,
1946503,NLM,MEDLINE,19911204,20071115,0361-7742 (Print) 0361-7742 (Linking),368,,1991,"Cytogenetic analysis of B-cell chronic lymphoproliferative disorders: new technology, complexities and promises.",145-73,,"['Block, A W']",['Block AW'],"['Clinical Cytogenetics Laboratory, Roswell Park Cancer Institute, Buffalo, NY.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,['0 (Mitogens)'],IM,,"['B-Lymphocytes/*pathology', 'Chromosome Banding', 'Chromosomes, Human, Pair 17', 'Chromosomes, Human, Pair 8', 'Humans', 'Karyotyping', 'Leukemia, Hairy Cell/genetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics', 'Leukemia, Prolymphocytic/genetics', 'Lymphocyte Activation/drug effects/physiology', 'Lymphoproliferative Disorders/*genetics', 'Mitogens/pharmacology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1991;368:145-73.,,,['CA-42683/CA/NCI NIH HHS/United States'],,,,109,,,,,,,,,
1946502,NLM,MEDLINE,19911204,20071114,0361-7742 (Print) 0361-7742 (Linking),368,,1991,Cytogenetics of human neoplasias: advances and perspectives.,113-44,,"['Sandberg, A A']",['Sandberg AA'],"['Cancer Center of Genetrix, Scottsdale, AZ 85251.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,,IM,,"['Bone Marrow Transplantation', 'Humans', 'Karyotyping', 'Leukemia/genetics', 'Lymphoma/genetics', 'Mutation', 'Neoplasms/diagnosis/*genetics/therapy', 'Prognosis', 'Survival Analysis', 'Translocation, Genetic']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1991;368:113-44.,,,"['CA-14555/CA/NCI NIH HHS/United States', 'CA-41183/CA/NCI NIH HHS/United States']",,,,18,,,,,,,,,
1946418,NLM,MEDLINE,19911226,20190501,0027-8424 (Print) 0027-8424 (Linking),88,22,1991 Nov 15,Characterization of a ceramide-activated protein kinase: stimulation by tumor necrosis factor alpha.,10009-13,"Recent investigations have identified a signal-transduction system involving sphingomyelin and derivatives. In this paradigm, sphingomyelin hydrolysis by a sphingomyelinase generates ceramide, which may be converted to the protein kinase C inhibitor sphingosine or to ceramide 1-phosphate. Ceramide may have second-messenger function because it induces epidermal growth factor receptor phosphorylation, presumably on Thr-669 in A-431 cells. The present studies describe a kinase that may mediate ceramide action. With a 19-amino acid epidermal growth factor receptor peptide containing Thr-669, a membrane-bound activity that phosphorylated the peptide was detected in A-431 cells. Activity was linearly related to ATP (0.3-300 microM) and peptide concentration (0.02-1 mg/ml), possessed a physiologic pH optimum (pH 7.0-7.4), and was Mg(2+)-dependent. Other cations--Ca2+, Mn2+, and Zn(2+)--were ineffective. Natural and synthetic ceramide induced time- and concentration-dependent enhancement of kinase activity. Ceramide (0.5 microM) increased kinase activity 2-fold by 30 s, and activity remained elevated for at least 15 min. As little as 0.001 microM ceramide was effective, and 1 microM ceramide induced maximal phosphorylation. Sphingosine was similarly effective. Because tumor necrosis factor (TNF) alpha rapidly induces sphingomyelin hydrolysis to ceramide during monocytic differentiation of HL-60 cells, its effects on kinase activity were assessed. Kinase activity was increased 1.5-fold at 5 min and 2-fold at 2 hr in membranes derived from TNF-stimulated cells. The effective concentration range was 3 pM-30 nM TNF. Exogenous ceramide induced a similar effect. In sum, these studies demonstrate the existence of an unusual Mg(2+)-dependent ceramide-activated protein kinase that may mediate some aspects of TNF-alpha function.","['Mathias, S', 'Dressler, K A', 'Kolesnick, R N']","['Mathias S', 'Dressler KA', 'Kolesnick RN']","['Laboratory of Signal Transduction, Memorial Sloan-Kettering Cancer Center, New York, NY 10021.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Ceramides)', '0 (Peptides)', '0 (Phosphates)', '0 (Phosphopeptides)', '0 (Phosphorus Radioisotopes)', '0 (Tumor Necrosis Factor-alpha)', 'EC 2.7.- (Protein Kinases)', 'EC 2.7.10.1 (ErbB Receptors)', 'I38ZP9992A (Magnesium)', 'NGZ37HRE42 (Sphingosine)']",IM,,"['Amino Acid Sequence', 'Carcinoma, Squamous Cell', 'Cell Line', 'Cell Membrane/enzymology', 'Ceramides/*pharmacology', 'ErbB Receptors/metabolism', 'Humans', 'Kinetics', 'Leukemia, Promyelocytic, Acute', 'Magnesium/pharmacology', 'Molecular Sequence Data', 'Peptides/chemical synthesis', 'Phosphates/metabolism', 'Phosphopeptides/isolation & purification', 'Phosphorus Radioisotopes', 'Protein Kinases/*metabolism', 'Sphingosine/pharmacology', 'Tumor Necrosis Factor-alpha/*pharmacology']",1991/11/15 00:00,1991/11/15 00:01,['1991/11/15 00:00'],"['1991/11/15 00:00 [pubmed]', '1991/11/15 00:01 [medline]', '1991/11/15 00:00 [entrez]']",['10.1073/pnas.88.22.10009 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1991 Nov 15;88(22):10009-13. doi: 10.1073/pnas.88.22.10009.,,PMC52856,"['CA-09512-06/CA/NCI NIH HHS/United States', 'R01-CA-42385/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
1946220,NLM,MEDLINE,19911202,20060623,0172-8113 (Print) 0172-8113 (Linking),12,4,1991 Jul,[Therapy studies from pediatric oncology].,175-81,,"['Harms, D', 'Schmidt, D', 'Jurgens, H']","['Harms D', 'Schmidt D', 'Jurgens H']","['Abteilung Paidopathologie, Christian-Albrechts-Universitat zu Kiel.']",['ger'],"['Journal Article', 'Review']",Germany,Pathologe,Der Pathologe,8006541,,IM,,"['Child', 'Combined Modality Therapy', 'Germany', 'Humans', 'Leukemia/mortality/*therapy', 'Medical Oncology/*trends', 'Neoplasms/mortality/*therapy', 'Prognosis', 'Survival Rate']",1991/07/01 00:00,1991/07/01 00:01,['1991/07/01 00:00'],"['1991/07/01 00:00 [pubmed]', '1991/07/01 00:01 [medline]', '1991/07/01 00:00 [entrez]']",,ppublish,Pathologe. 1991 Jul;12(4):175-81.,,,,,,,18,Therapiestudien aus der padiatrischen Onkologie.,,,,,,,,
